Date,Open,High,Low,Close,Adj Close,Volume
1/4/2010,30.49,30.642857,30.34,30.572857,20.696495,123432400
1/5/2010,30.657143,30.798571,30.464285,30.625713,20.732277,150476200
1/6/2010,30.625713,30.747143,30.107143,30.138571,20.402506,138040000
1/7/2010,30.25,30.285715,29.864286,30.082857,20.364788,119282800
1/8/2010,30.042856,30.285715,29.865715,30.282858,20.500175,111902700
1/11/2010,30.4,30.428572,29.778572,30.015715,20.319336,115557400
1/12/2010,29.884285,29.967142,29.488571,29.674286,20.088205,148614900
1/13/2010,29.695715,30.132856,29.157143,30.092857,20.371557,151473000
1/14/2010,30.015715,30.065714,29.860001,29.918571,20.253571,108223500
1/15/2010,30.132856,30.228571,29.41,29.418571,19.915094,148516900
1/19/2010,29.761429,30.741428,29.605715,30.719999,20.796108,182501900
1/20/2010,30.701429,30.792856,29.928572,30.247143,20.476,153038200
1/21/2010,30.297142,30.472857,29.601429,29.724285,20.122049,152038600
1/22/2010,29.540001,29.642857,28.165714,28.25,19.124027,220441900
1/25/2010,28.93,29.242857,28.598572,29.01,19.638508,266424900
1/26/2010,29.421429,30.530001,28.940001,29.42,19.916061,466777500
1/27/2010,29.549999,30.082857,28.504286,29.697144,20.103678,430642100
1/28/2010,29.275715,29.357143,28.385714,28.469999,19.272955,293375600
1/29/2010,28.725714,28.885714,27.178572,27.437143,18.573751,311488100
2/1/2010,27.481428,28,27.328571,27.818571,18.831963,187469100
2/2/2010,27.987143,28.045713,27.625713,27.98,18.941242,174585600
2/3/2010,27.881428,28.6,27.774286,28.461428,19.267153,153832000
2/4/2010,28.104286,28.338572,27.367144,27.435715,18.572784,189413000
2/5/2010,27.518572,28,27.264286,27.922857,18.902561,212576700
2/8/2010,27.955715,28.268572,27.714285,27.731428,18.772972,119567700
2/9/2010,28.059999,28.214285,27.821428,28.027143,18.973154,158221700
2/10/2010,27.984285,28.085714,27.751429,27.874287,18.869682,92590400
2/11/2010,27.84,28.535715,27.722857,28.381428,19.212992,137586400
2/12/2010,28.301428,28.805714,27.928572,28.625713,19.378365,163867200
2/16/2010,28.848572,29.098572,28.788572,29.057142,19.670424,135934400
2/17/2010,29.17,29.187143,28.694286,28.935715,19.588219,109099200
2/18/2010,28.804285,29.127142,28.702858,28.99,19.624969,105706300
2/19/2010,28.837143,29.028572,28.73,28.809999,19.503117,103867400
2/22/2010,28.905714,28.928572,28.455715,28.631428,19.382235,97640900
