Id,spx-2013-2018,len,datetime,open,high,low,close,volume,openinterest,TheStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
359,spx-2013-2018,359,2014-07-15 23:59:59.999989,1977.36,1982.52,1965.34,1973.28,3328740000.0,0.0,TheStrategy,359,735429.9999999999,MACD,359,11.732032205033647,13.466568194374007,CrossOver,359,0.0,CrossDown,359,0.0,ATR,359,12.426993026650857,SMA,359,1956.469,Broker,359,9978.740000000005,9978.740000000005,BuySell,359,1977.36,,Trades,359,,-12.259999999999991
360,spx-2013-2018,360,2014-07-16 23:59:59.999989,1976.35,1983.94,1975.67,1981.57,3390950000.0,0.0,TheStrategy,360,735430.9999999999,MACD,360,11.878964750238993,13.149047505547006,CrossOver,360,0.0,CrossDown,360,0.0,ATR,360,12.300779239032945,SMA,360,1958.38,Broker,360,9978.740000000005,9978.740000000005,BuySell,360,,,Trades,360,,
361,spx-2013-2018,361,2014-07-17 23:59:59.999989,1979.75,1981.8,1955.59,1958.12,3381680000.0,0.0,TheStrategy,361,735431.9999999999,MACD,361,9.988054752889866,12.516848955015579,CrossOver,361,0.0,CrossDown,361,0.0,ATR,361,13.294295007673453,SMA,361,1959.388,Broker,361,9978.740000000005,9978.740000000005,BuySell,361,,,Trades,361,,
362,spx-2013-2018,362,2014-07-18 23:59:59.999989,1961.54,1979.91,1960.82,1978.22,3106060000.0,0.0,TheStrategy,362,735432.9999999999,MACD,362,9.996167378865493,12.012712639785564,CrossOver,362,0.0,CrossDown,362,0.0,ATR,362,13.901131078553934,SMA,362,1960.6466666666668,Broker,362,9978.740000000005,9978.740000000005,BuySell,362,,,Trades,362,,
363,spx-2013-2018,363,2014-07-21 23:59:59.999989,1976.93,1976.93,1965.77,1973.63,2611160000.0,0.0,TheStrategy,363,735435.9999999999,MACD,363,9.522453141337792,11.51466074009601,CrossOver,363,0.0,CrossDown,363,0.0,ATR,363,13.797478858657229,SMA,363,1961.453,Broker,363,9978.740000000005,9978.740000000005,BuySell,363,,,Trades,363,,
364,spx-2013-2018,364,2014-07-22 23:59:59.999989,1975.65,1986.24,1975.65,1983.53,2890480000.0,0.0,TheStrategy,364,735436.9999999999,MACD,364,9.832535113174345,11.178235614711678,CrossOver,364,0.0,CrossDown,364,0.0,ATR,364,13.712658940181704,SMA,364,1962.5283333333332,Broker,364,9978.740000000005,9978.740000000005,BuySell,364,,,Trades,364,,
365,spx-2013-2018,365,2014-07-23 23:59:59.999989,1985.32,1989.23,1982.44,1987.01,2869720000.0,0.0,TheStrategy,365,735437.9999999999,MACD,365,10.241031984406163,10.990794888650575,CrossOver,365,0.0,CrossDown,365,0.0,ATR,365,13.218183301597294,SMA,365,1963.7356666666667,Broker,365,9978.740000000005,9978.740000000005,BuySell,365,,,Trades,365,,
366,spx-2013-2018,366,2014-07-24 23:59:59.999989,1988.07,1991.39,1985.79,1987.98,3203530000.0,0.0,TheStrategy,366,735438.9999999999,MACD,366,10.521751390819418,10.896986189084343,CrossOver,366,0.0,CrossDown,366,0.0,ATR,366,12.674027351483211,SMA,366,1965.205333333333,Broker,366,9978.740000000005,9978.740000000005,BuySell,366,,,Trades,366,,
367,spx-2013-2018,367,2014-07-25 23:59:59.999989,1984.6,1984.6,1974.37,1978.34,2638960000.0,0.0,TheStrategy,367,735439.9999999999,MACD,367,9.85277939993739,10.688144831254952,CrossOver,367,0.0,CrossDown,367,0.0,ATR,367,12.740882540662993,SMA,367,1966.8129999999999,Broker,367,9978.740000000005,9978.740000000005,BuySell,367,,,Trades,367,,
368,spx-2013-2018,368,2014-07-28 23:59:59.999989,1978.25,1981.52,1967.31,1978.91,2803320000.0,0.0,TheStrategy,368,735442.9999999999,MACD,368,9.261843744403905,10.402884613884744,CrossOver,368,0.0,CrossDown,368,0.0,ATR,368,12.84581950204421,SMA,368,1968.238,Broker,368,9978.740000000005,9978.740000000005,BuySell,368,,,Trades,368,,
369,spx-2013-2018,369,2014-07-29 23:59:59.999989,1980.03,1984.85,1969.95,1969.95,3183300000.0,0.0,TheStrategy,369,735443.9999999999,MACD,369,7.978554057083784,9.918018502524552,CrossOver,369,0.0,CrossDown,369,0.0,ATR,369,12.992546680469614,SMA,369,1969.3103333333333,Broker,369,9978.740000000005,9978.740000000005,BuySell,369,,,Trades,369,,
370,spx-2013-2018,370,2014-07-30 23:59:59.999989,1973.21,1978.9,1962.42,1970.07,3448250000.0,0.0,TheStrategy,370,735444.9999999999,MACD,370,6.891776620498604,9.312770126119363,CrossOver,370,0.0,CrossDown,370,0.0,ATR,370,13.2416504890075,SMA,370,1970.2463333333333,Broker,370,9978.740000000005,9978.740000000005,BuySell,370,,,Trades,370,,
371,spx-2013-2018,371,2014-07-31 23:59:59.999989,1965.14,1965.14,1930.67,1930.67,4193000000.0,0.0,TheStrategy,371,735445.9999999999,MACD,371,2.818754108980329,8.013966922691557,CrossOver,371,0.0,CrossDown,371,0.0,ATR,371,15.110104025506955,SMA,371,1969.3693333333333,Broker,371,9978.740000000005,9978.740000000005,BuySell,371,,,Trades,371,,
372,spx-2013-2018,372,2014-08-01 23:59:59.999989,1929.8,1937.35,1916.37,1925.15,3789660000.0,0.0,TheStrategy,372,735446.9999999999,MACD,372,-0.844824828636547,6.242208572425937,CrossOver,372,0.0,CrossDown,372,0.0,ATR,372,15.529382309399315,SMA,372,1968.225,Broker,372,9978.740000000005,9978.740000000005,BuySell,372,,,Trades,372,,
373,spx-2013-2018,373,2014-08-04 23:59:59.999989,1926.62,1942.92,1921.2,1938.99,3072920000.0,0.0,TheStrategy,373,735449.9999999999,MACD,373,-2.601476989690809,4.473471460002588,CrossOver,373,0.0,CrossDown,373,0.0,ATR,373,15.971569287299367,SMA,373,1967.429,Broker,373,9978.740000000005,9978.740000000005,BuySell,373,,,Trades,373,,
374,spx-2013-2018,374,2014-08-05 23:59:59.999989,1936.34,1936.34,1913.77,1920.21,3462520000.0,0.0,TheStrategy,374,735450.9999999999,MACD,374,-5.446244614566012,2.4895282450888683,CrossOver,374,0.0,CrossDown,374,0.0,ATR,374,16.6321714810637,SMA,374,1966.0156666666667,Broker,374,9978.740000000005,9978.740000000005,BuySell,374,,,Trades,374,,
375,spx-2013-2018,375,2014-08-06 23:59:59.999989,1917.29,1927.91,1911.45,1920.24,3539150000.0,0.0,TheStrategy,375,735451.9999999999,MACD,375,-7.610592530185386,0.4695040900340175,CrossOver,375,0.0,CrossDown,375,0.0,ATR,375,16.619873518130582,SMA,375,1965.0243333333335,Broker,375,9978.740000000005,9978.740000000005,BuySell,375,,,Trades,375,,
376,spx-2013-2018,376,2014-08-07 23:59:59.999989,1923.03,1928.89,1904.78,1909.57,3230520000.0,0.0,TheStrategy,376,735452.9999999999,MACD,376,-10.070744401053162,-1.6385456081834184,CrossOver,376,0.0,CrossDown,376,0.0,ATR,376,17.154882552549836,SMA,376,1963.359,Broker,376,9978.740000000005,9978.740000000005,BuySell,376,,,Trades,376,,
377,spx-2013-2018,377,2014-08-08 23:59:59.999989,1910.35,1932.38,1909.01,1931.59,2902280000.0,0.0,TheStrategy,377,735453.9999999999,MACD,377,-10.126866301008704,-3.3362097467484757,CrossOver,377,0.0,CrossDown,377,0.0,ATR,377,17.598819513082,SMA,377,1962.5046666666667,Broker,377,9978.740000000005,9978.740000000005,BuySell,377,,,Trades,377,,
378,spx-2013-2018,378,2014-08-11 23:59:59.999989,1933.43,1944.9,1933.43,1936.92,2784890000.0,0.0,TheStrategy,378,735456.9999999999,MACD,378,-9.63024538158902,-4.595016873716585,CrossOver,378,0.0,CrossDown,378,0.0,ATR,378,17.292475262147583,SMA,378,1961.7033333333334,Broker,378,9978.740000000005,9978.740000000005,BuySell,378,,,Trades,378,,
379,spx-2013-2018,379,2014-08-12 23:59:59.999989,1935.73,1939.65,1928.29,1933.75,2611700000.0,0.0,TheStrategy,379,735457.9999999999,MACD,379,-9.38428602441877,-5.552870703857022,CrossOver,379,0.0,CrossDown,379,0.0,ATR,379,16.86872702913705,SMA,379,1960.8206666666667,Broker,379,9978.740000000005,9978.740000000005,BuySell,379,,,Trades,379,,
380,spx-2013-2018,380,2014-08-13 23:59:59.999989,1935.6,1948.41,1935.6,1946.72,2718020000.0,0.0,TheStrategy,380,735458.9999999999,MACD,380,-8.049995519235154,-6.052295666932649,CrossOver,380,0.0,CrossDown,380,0.0,ATR,380,16.710960812770125,SMA,380,1959.934,Broker,380,9978.740000000005,9978.740000000005,BuySell,380,,,Trades,380,,
381,spx-2013-2018,381,2014-08-14 23:59:59.999989,1947.41,1955.23,1947.41,1955.18,2609460000.0,0.0,TheStrategy,381,735459.9999999999,MACD,381,-6.238001584755239,-6.089436850497167,CrossOver,381,0.0,CrossDown,381,0.0,ATR,381,16.125177897572257,SMA,381,1959.286,Broker,381,9978.740000000005,9978.740000000005,BuySell,381,,,Trades,381,,
382,spx-2013-2018,382,2014-08-15 23:59:59.999989,1958.87,1964.04,1941.5,1955.06,3023380000.0,0.0,TheStrategy,382,735460.9999999999,MACD,382,-4.756832529709527,-5.822915986339639,CrossOver,382,1.0,CrossDown,382,0.0,ATR,382,16.583379476317095,SMA,382,1958.2733333333333,Broker,382,9978.740000000005,9978.740000000005,BuySell,382,,,Trades,382,,
383,spx-2013-2018,383,2014-08-18 23:59:59.999989,1958.36,1971.99,1958.36,1971.74,2638160000.0,0.0,TheStrategy,383,735463.9999999999,MACD,383,-2.211565235531907,-5.100645836178093,CrossOver,383,0.0,CrossDown,383,0.0,ATR,383,16.608138085151595,SMA,383,1958.0763333333334,Broker,383,8020.380000000006,9992.120000000006,BuySell,383,1958.36,,Trades,383,,
384,spx-2013-2018,384,2014-08-19 23:59:59.999989,1972.73,1982.57,1972.73,1981.6,2656430000.0,0.0,TheStrategy,384,735464.9999999999,MACD,384,0.5943457811090411,-3.961647512720667,CrossOver,384,0.0,CrossDown,384,0.0,ATR,384,16.19541393621219,SMA,384,1958.6726666666666,Broker,384,8020.380000000006,10001.980000000005,BuySell,384,,,Trades,384,,
385,spx-2013-2018,385,2014-08-20 23:59:59.999989,1980.46,1988.57,1977.68,1986.51,2579560000.0,0.0,TheStrategy,385,735465.9999999999,MACD,385,3.1776168536212026,-2.533794639452293,CrossOver,385,0.0,CrossDown,385,0.0,ATR,385,15.816455797911312,SMA,385,1959.1286666666667,Broker,385,8020.380000000006,10006.890000000005,BuySell,385,,,Trades,385,,
386,spx-2013-2018,386,2014-08-21 23:59:59.999989,1986.82,1994.76,1986.82,1992.37,2638920000.0,0.0,TheStrategy,386,735466.9999999999,MACD,386,5.632799410676398,-0.9004758294265549,CrossOver,386,0.0,CrossDown,386,0.0,ATR,386,15.275994669489075,SMA,386,1960.0516666666667,Broker,386,8020.380000000006,10012.750000000005,BuySell,386,,,Trades,386,,
387,spx-2013-2018,387,2014-08-22 23:59:59.999989,1992.6,1993.54,1984.76,1988.4,2301860000.0,0.0,TheStrategy,387,735467.9999999999,MACD,387,7.175488885170807,0.7147171134929176,CrossOver,387,0.0,CrossDown,387,0.0,ATR,387,14.811995050239855,SMA,387,1960.7459999999999,Broker,387,8020.380000000006,10008.780000000006,BuySell,387,,,Trades,387,,
388,spx-2013-2018,388,2014-08-25 23:59:59.999989,1991.74,2001.95,1991.74,1997.92,2233880000.0,0.0,TheStrategy,388,735470.9999999999,MACD,388,9.061806976183107,2.3841350860309554,CrossOver,388,0.0,CrossDown,388,0.0,ATR,388,14.721852546651292,SMA,388,1961.4399999999998,Broker,388,8020.380000000006,10018.300000000007,BuySell,388,,,Trades,388,,
389,spx-2013-2018,389,2014-08-26 23:59:59.999989,1998.59,2005.04,1998.59,2000.02,2451950000.0,0.0,TheStrategy,389,735471.9999999999,MACD,389,10.603944432375783,4.0280969552999215,CrossOver,389,0.0,CrossDown,389,0.0,ATR,389,14.178863079033334,SMA,389,1962.3313333333333,Broker,389,8020.380000000006,10020.400000000005,BuySell,389,,,Trades,389,,
390,spx-2013-2018,390,2014-08-27 23:59:59.999989,2000.54,2002.14,1996.2,2000.12,2344350000.0,0.0,TheStrategy,390,735472.9999999999,MACD,390,11.699306320476808,5.5623388283352995,CrossOver,390,0.0,CrossDown,390,0.0,ATR,390,13.590372859102386,SMA,390,1962.9496666666666,Broker,390,8020.380000000006,10020.500000000005,BuySell,390,,,Trades,390,,
391,spx-2013-2018,391,2014-08-28 23:59:59.999989,1997.42,1998.55,1990.52,1996.74,2282400000.0,0.0,TheStrategy,391,735473.9999999999,MACD,391,12.154540776163003,6.88077921790084,CrossOver,391,0.0,CrossDown,391,0.0,ATR,391,13.305346226309354,SMA,391,1964.237,Broker,391,8020.380000000006,10017.120000000006,BuySell,391,,,Trades,391,,
392,spx-2013-2018,392,2014-08-29 23:59:59.999989,1998.45,2003.38,1994.65,2003.37,2259130000.0,0.0,TheStrategy,392,735474.9999999999,MACD,392,12.901581551687514,8.084939684658176,CrossOver,392,0.0,CrossDown,392,0.0,ATR,392,12.978535781572972,SMA,392,1965.0753333333334,Broker,392,8020.380000000006,10023.750000000005,BuySell,392,,,Trades,392,,
393,spx-2013-2018,393,2014-09-02 23:59:59.999989,2004.07,2006.12,1994.85,2002.28,2819980000.0,0.0,TheStrategy,393,735478.9999999999,MACD,393,13.25289177123841,9.118530101974223,CrossOver,393,0.0,CrossDown,393,0.0,ATR,393,12.856497511460615,SMA,393,1966.0303333333334,Broker,393,8020.380000000006,10022.660000000005,BuySell,393,,,Trades,393,,
394,spx-2013-2018,394,2014-09-03 23:59:59.999989,2003.57,2009.28,1998.14,2000.72,2809980000.0,0.0,TheStrategy,394,735479.9999999999,MACD,394,13.25266027064481,9.94535613570834,CrossOver,394,0.0,CrossDown,394,0.0,ATR,394,12.733890546356278,SMA,394,1966.6033333333332,Broker,394,8020.380000000006,10021.100000000006,BuySell,394,,,Trades,394,,
395,spx-2013-2018,395,2014-09-04 23:59:59.999989,2001.67,2011.17,1992.54,1997.65,3072410000.0,0.0,TheStrategy,395,735480.9999999999,MACD,395,12.85655114316387,10.527595137199446,CrossOver,395,0.0,CrossDown,395,0.0,ATR,395,13.155041221616552,SMA,395,1966.9579999999999,Broker,395,8020.380000000006,10018.030000000006,BuySell,395,,,Trades,395,,
396,spx-2013-2018,396,2014-09-05 23:59:59.999989,1998.0,2007.71,1990.1,2007.71,2818300000.0,0.0,TheStrategy,396,735481.9999999999,MACD,396,13.202202953335018,11.06251670042656,CrossOver,396,0.0,CrossDown,396,0.0,ATR,396,13.473252562929664,SMA,396,1967.6156666666668,Broker,396,8020.380000000006,10028.090000000006,BuySell,396,,,Trades,396,,
397,spx-2013-2018,397,2014-09-08 23:59:59.999989,2007.17,2007.17,1995.6,2001.54,2789090000.0,0.0,TheStrategy,397,735484.9999999999,MACD,397,12.830366588616243,11.416086678064499,CrossOver,397,0.0,CrossDown,397,0.0,ATR,397,13.375877379863269,SMA,397,1968.389,Broker,397,8020.380000000006,10021.920000000006,BuySell,397,,,Trades,397,,
398,spx-2013-2018,398,2014-09-09 23:59:59.999989,2000.73,2001.01,1984.61,1988.44,2882830000.0,0.0,TheStrategy,398,735485.9999999999,MACD,398,11.347812552570531,11.402431852965705,CrossOver,398,-1.0,CrossDown,398,1.0,ATR,398,13.62974328130161,SMA,398,1968.7066666666665,Broker,398,8020.380000000006,10008.820000000005,BuySell,398,,,Trades,398,,
399,spx-2013-2018,399,2014-09-10 23:59:59.999989,1988.41,1996.66,1982.99,1995.69,2912430000.0,0.0,TheStrategy,399,735486.9999999999,MACD,399,10.635295144812744,11.249004511335114,CrossOver,399,0.0,CrossDown,399,0.0,ATR,399,13.632618761208644,SMA,399,1969.5646666666667,Broker,399,10008.790000000006,10008.790000000006,BuySell,399,,1988.41,Trades,399,30.050000000000182,
400,spx-2013-2018,400,2014-09-11 23:59:59.999989,1992.85,1997.65,1985.93,1997.45,2941690000.0,0.0,TheStrategy,400,735487.9999999999,MACD,400,10.096253926258441,11.01845439431978,CrossOver,400,0.0,CrossDown,400,0.0,ATR,400,13.49600313540803,SMA,400,1970.4773333333333,Broker,400,10008.790000000006,10008.790000000006,BuySell,400,,,Trades,400,,
401,spx-2013-2018,401,2014-09-12 23:59:59.999989,1996.74,1996.74,1980.26,1985.54,3206570000.0,0.0,TheStrategy,401,735488.9999999999,MACD,401,8.608785690340028,10.53652065352383,CrossOver,401,0.0,CrossDown,401,0.0,ATR,401,13.75986005430746,SMA,401,1972.3063333333334,Broker,401,10008.790000000006,10008.790000000006,BuySell,401,,,Trades,401,,
402,spx-2013-2018,402,2014-09-15 23:59:59.999989,1986.04,1987.18,1978.48,1984.13,2776530000.0,0.0,TheStrategy,402,735491.9999999999,MACD,402,7.232805896496529,9.87577770211837,CrossOver,402,0.0,CrossDown,402,0.0,ATR,402,13.39844147899979,SMA,402,1974.2723333333333,Broker,402,10008.790000000006,10008.790000000006,BuySell,402,,,Trades,402,,
403,spx-2013-2018,403,2014-09-16 23:59:59.999989,1981.93,2002.28,1979.06,1998.98,3160310000.0,0.0,TheStrategy,403,735492.9999999999,MACD,403,7.256949295662025,9.3520120208271,CrossOver,403,0.0,CrossDown,403,0.0,ATR,403,14.09998137335695,SMA,403,1976.2720000000002,Broker,403,10008.790000000006,10008.790000000006,BuySell,403,,,Trades,403,,
404,spx-2013-2018,404,2014-09-17 23:59:59.999989,1999.3,2010.74,1993.29,2001.57,3209420000.0,0.0,TheStrategy,404,735493.9999999999,MACD,404,7.399774473974958,8.961564511456672,CrossOver,404,0.0,CrossDown,404,0.0,ATR,404,14.339268418117172,SMA,404,1978.984,Broker,404,10008.790000000006,10008.790000000006,BuySell,404,,,Trades,404,,
405,spx-2013-2018,405,2014-09-18 23:59:59.999989,2003.07,2012.34,2003.07,2011.36,3235340000.0,0.0,TheStrategy,405,735494.9999999999,MACD,405,8.208315289188931,8.810914667003125,CrossOver,405,0.0,CrossDown,405,0.0,ATR,405,14.084320673965944,SMA,405,1982.0213333333334,Broker,405,10008.790000000006,10008.790000000006,BuySell,405,,,Trades,405,,
406,spx-2013-2018,406,2014-09-19 23:59:59.999989,2012.74,2019.26,2006.59,2010.4,4880220000.0,0.0,TheStrategy,406,735495.9999999999,MACD,406,8.671664186701946,8.78306457094289,CrossOver,406,0.0,CrossDown,406,0.0,ATR,406,13.983297768682668,SMA,406,1985.3823333333335,Broker,406,10008.790000000006,10008.790000000006,BuySell,406,,,Trades,406,,
407,spx-2013-2018,407,2014-09-22 23:59:59.999989,2009.08,2009.08,1991.01,1994.29,3349670000.0,0.0,TheStrategy,407,735498.9999999999,MACD,407,7.6507362381817074,8.556598904390654,CrossOver,407,0.0,CrossDown,407,0.0,ATR,407,14.369490785205342,SMA,407,1987.4723333333334,Broker,407,10008.790000000006,10008.790000000006,BuySell,407,,,Trades,407,,
408,spx-2013-2018,408,2014-09-23 23:59:59.999989,1992.78,1995.41,1982.77,1982.77,3279350000.0,0.0,TheStrategy,408,735499.9999999999,MACD,408,5.844701677509875,8.014219459014498,CrossOver,408,0.0,CrossDown,408,0.0,ATR,408,14.245955729119252,SMA,408,1989.0006666666666,Broker,408,10008.790000000006,10008.790000000006,BuySell,408,,,Trades,408,,
409,spx-2013-2018,409,2014-09-24 23:59:59.999989,1983.34,1999.79,1978.63,1998.3,3313850000.0,0.0,TheStrategy,409,735500.9999999999,MACD,409,5.601971447040114,7.531769856619622,CrossOver,409,0.0,CrossDown,409,0.0,ATR,409,14.739816034182152,SMA,409,1991.1523333333332,Broker,409,10008.790000000006,10008.790000000006,BuySell,409,,,Trades,409,,
410,spx-2013-2018,410,2014-09-25 23:59:59.999989,1997.32,1997.32,1965.99,1965.99,3273050000.0,0.0,TheStrategy,410,735501.9999999999,MACD,410,2.7705221616633935,6.5795203176283765,CrossOver,410,0.0,CrossDown,410,0.0,ATR,410,15.994829174597708,SMA,410,1991.7946666666664,Broker,410,10008.790000000006,10008.790000000006,BuySell,410,,,Trades,410,,
411,spx-2013-2018,411,2014-09-26 23:59:59.999989,1966.22,1986.37,1966.22,1982.85,2929440000.0,0.0,TheStrategy,411,735502.9999999999,MACD,411,1.8655345772608598,5.636723169554873,CrossOver,411,0.0,CrossDown,411,0.0,ATR,411,16.308055662126435,SMA,411,1992.717,Broker,411,10008.790000000006,10008.790000000006,BuySell,411,,,Trades,411,,
412,spx-2013-2018,412,2014-09-29 23:59:59.999989,1978.96,1981.28,1964.04,1977.8,3094440000.0,0.0,TheStrategy,412,735505.9999999999,MACD,412,0.7323900643841625,4.655856548520731,CrossOver,412,0.0,CrossDown,412,0.0,ATR,412,16.486765971974545,SMA,412,1993.475,Broker,412,10008.790000000006,10008.790000000006,BuySell,412,,,Trades,412,,
413,spx-2013-2018,413,2014-09-30 23:59:59.999989,1978.21,1985.17,1968.96,1972.29,3951100000.0,0.0,TheStrategy,413,735506.9999999999,MACD,413,-0.6032917056975293,3.6040268976770795,CrossOver,413,0.0,CrossDown,413,0.0,ATR,413,16.466996973976368,SMA,413,1993.4933333333333,Broker,413,10008.790000000006,10008.790000000006,BuySell,413,,,Trades,413,,
414,spx-2013-2018,414,2014-10-01 23:59:59.999989,1971.44,1971.44,1941.72,1946.16,4188590000.0,0.0,TheStrategy,414,735507.9999999999,MACD,414,-3.7273353522780326,2.1377544476860573,CrossOver,414,0.0,CrossDown,414,0.0,ATR,414,17.474354332978052,SMA,414,1992.3120000000001,Broker,414,10008.790000000006,10008.790000000006,BuySell,414,,,Trades,414,,
415,spx-2013-2018,415,2014-10-02 23:59:59.999989,1945.83,1952.32,1926.03,1946.17,4012510000.0,0.0,TheStrategy,415,735508.9999999999,MACD,415,-6.131673418945866,0.48386887435967263,CrossOver,415,0.0,CrossDown,415,0.0,ATR,415,18.104043309193905,SMA,415,1990.9673333333333,Broker,415,10008.790000000006,10008.790000000006,BuySell,415,,,Trades,415,,
416,spx-2013-2018,416,2014-10-03 23:59:59.999989,1948.12,1971.19,1948.12,1967.9,3560970000.0,0.0,TheStrategy,416,735509.9999999999,MACD,416,-6.212090155862825,-0.8553229316848269,CrossOver,416,0.0,CrossDown,416,0.0,ATR,416,18.598040215680054,SMA,416,1990.1516666666669,Broker,416,10008.790000000006,10008.790000000006,BuySell,416,,,Trades,416,,
417,spx-2013-2018,417,2014-10-06 23:59:59.999989,1970.01,1977.84,1958.43,1964.82,3358220000.0,0.0,TheStrategy,417,735512.9999999999,MACD,417,-6.449999677312462,-1.974258280810354,CrossOver,417,0.0,CrossDown,417,0.0,ATR,417,18.65603734313147,SMA,417,1989.3656666666668,Broker,417,10008.790000000006,10008.790000000006,BuySell,417,,,Trades,417,,
418,spx-2013-2018,418,2014-10-07 23:59:59.999989,1962.36,1962.36,1934.87,1935.1,3687870000.0,0.0,TheStrategy,418,735513.9999999999,MACD,418,-8.933717967025814,-3.3661502180534457,CrossOver,418,0.0,CrossDown,418,0.0,ATR,418,19.462748961479225,SMA,418,1987.2716666666668,Broker,418,10008.790000000006,10008.790000000006,BuySell,418,,,Trades,418,,
419,spx-2013-2018,419,2014-10-08 23:59:59.999989,1935.55,1970.36,1925.25,1968.89,4441890000.0,0.0,TheStrategy,419,735514.9999999999,MACD,419,-8.082343772732656,-4.3093889289892875,CrossOver,419,0.0,CrossDown,419,0.0,ATR,419,21.294695464230703,SMA,419,1986.234,Broker,419,10008.790000000006,10008.790000000006,BuySell,419,,,Trades,419,,
420,spx-2013-2018,420,2014-10-09 23:59:59.999989,1967.68,1967.68,1927.56,1928.21,4344020000.0,0.0,TheStrategy,420,735515.9999999999,MACD,420,-10.568334432215352,-5.561178029634501,CrossOver,420,0.0,CrossDown,420,0.0,ATR,420,22.725788645357092,SMA,420,1983.837,Broker,420,10008.790000000006,10008.790000000006,BuySell,420,,,Trades,420,,
421,spx-2013-2018,421,2014-10-10 23:59:59.999989,1925.63,1936.98,1906.05,1906.13,4550540000.0,0.0,TheStrategy,421,735516.9999999999,MACD,421,-14.156978573608058,-7.280338138429213,CrossOver,421,0.0,CrossDown,421,0.0,ATR,421,23.311803742117306,SMA,421,1980.8166666666666,Broker,421,10008.790000000006,10008.790000000006,BuySell,421,,,Trades,421,,
422,spx-2013-2018,422,2014-10-13 23:59:59.999989,1905.65,1912.09,1874.14,1874.74,4352580000.0,0.0,TheStrategy,422,735519.9999999999,MACD,422,-19.3113068487894,-9.686531880501251,CrossOver,422,0.0,CrossDown,422,0.0,ATR,422,24.35738918910891,SMA,422,1976.529,Broker,422,10008.790000000006,10008.790000000006,BuySell,422,,,Trades,422,,
423,spx-2013-2018,423,2014-10-14 23:59:59.999989,1877.11,1898.71,1871.79,1877.7,4812010000.0,0.0,TheStrategy,423,735520.9999999999,MACD,423,-22.893401003432245,-12.32790570508745,CrossOver,423,0.0,CrossDown,423,0.0,ATR,423,24.540432818458278,SMA,423,1972.3763333333334,Broker,423,10008.790000000006,10008.790000000006,BuySell,423,,,Trades,423,,
424,spx-2013-2018,424,2014-10-15 23:59:59.999989,1874.18,1874.18,1820.66,1862.49,6090800000.0,0.0,TheStrategy,424,735521.9999999999,MACD,424,-26.65232490232961,-15.192789544535882,CrossOver,424,0.0,CrossDown,424,0.0,ATR,424,26.861830474282684,SMA,424,1967.7686666666666,Broker,424,10008.790000000006,10008.790000000006,BuySell,424,,,Trades,424,,
425,spx-2013-2018,425,2014-10-16 23:59:59.999989,1855.95,1876.01,1835.02,1862.76,5073150000.0,0.0,TheStrategy,425,735522.9999999999,MACD,425,-29.272082089188416,-18.008648053466388,CrossOver,425,0.0,CrossDown,425,0.0,ATR,425,27.87098544040535,SMA,425,1963.2723333333333,Broker,425,10008.790000000006,10008.790000000006,BuySell,425,,,Trades,425,,
426,spx-2013-2018,426,2014-10-17 23:59:59.999989,1864.91,1898.16,1864.91,1886.76,4482120000.0,0.0,TheStrategy,426,735523.9999999999,MACD,426,-29.076483508075853,-20.222215144388283,CrossOver,426,0.0,CrossDown,426,0.0,ATR,426,28.408772194662117,SMA,426,1959.2406666666668,Broker,426,10008.790000000006,10008.790000000006,BuySell,426,,,Trades,426,,
427,spx-2013-2018,427,2014-10-20 23:59:59.999989,1885.62,1905.03,1882.3,1904.01,3331210000.0,0.0,TheStrategy,427,735526.9999999999,MACD,427,-27.215812443009554,-21.620934604112538,CrossOver,427,0.0,CrossDown,427,0.0,ATR,427,28.00314560932911,SMA,427,1955.9896666666668,Broker,427,10008.790000000006,10008.790000000006,BuySell,427,,,Trades,427,,
428,spx-2013-2018,428,2014-10-21 23:59:59.999989,1909.38,1942.45,1909.38,1941.28,3987090000.0,0.0,TheStrategy,428,735527.9999999999,MACD,428,-22.474764600658318,-21.791700603421695,CrossOver,428,0.0,CrossDown,428,0.0,ATR,428,28.748635208662748,SMA,428,1954.4176666666667,Broker,428,10008.790000000006,10008.790000000006,BuySell,428,,,Trades,428,,
429,spx-2013-2018,429,2014-10-22 23:59:59.999989,1941.29,1949.31,1926.83,1927.11,3761930000.0,0.0,TheStrategy,429,735528.9999999999,MACD,429,-19.634516124734773,-21.36026370768431,CrossOver,429,1.0,CrossDown,429,0.0,ATR,429,28.300875550901125,SMA,429,1952.1316666666667,Broker,429,10008.790000000006,10008.790000000006,BuySell,429,,,Trades,429,,
430,spx-2013-2018,430,2014-10-23 23:59:59.999989,1931.02,1961.95,1931.02,1950.82,3789250000.0,0.0,TheStrategy,430,735529.9999999999,MACD,430,-15.294099043886035,-20.14703077492466,CrossOver,430,0.0,CrossDown,430,0.0,ATR,430,28.767955868693914,SMA,430,1950.5773333333334,Broker,430,8077.770000000006,10028.590000000006,BuySell,430,1931.02,,Trades,430,,
