Id,spx-2013-2018,len,datetime,open,high,low,close,volume,openinterest,TheStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
659,spx-2013-2018,659,2015-09-22 23:59:59.999989,1961.39,1961.39,1929.22,1942.74,3808260000.0,0.0,TheStrategy,659,735863.9999999999,MACD,659,-17.5751222458166,-22.761099928250992,CrossOver,659,0.0,CrossDown,659,0.0,ATR,659,33.78899619133391,SMA,659,1987.4966666666667,Broker,659,10139.410000000007,10139.410000000007,BuySell,659,,,Trades,659,,
660,spx-2013-2018,660,2015-09-23 23:59:59.999989,1943.24,1949.52,1932.57,1938.76,3190530000.0,0.0,TheStrategy,660,735864.9999999999,MACD,660,-18.33416769018345,-21.875713480637486,CrossOver,660,0.0,CrossDown,660,0.0,ATR,660,32.58621074909578,SMA,660,1982.6529999999998,Broker,660,10139.410000000007,10139.410000000007,BuySell,660,,,Trades,660,,
661,spx-2013-2018,661,2015-09-24 23:59:59.999989,1934.81,1937.17,1908.92,1932.24,4091530000.0,0.0,TheStrategy,661,735865.9999999999,MACD,661,-19.24003899058289,-21.348578582626565,CrossOver,661,0.0,CrossDown,661,0.0,ATR,661,32.390052838446074,SMA,661,1977.526,Broker,661,10139.410000000007,10139.410000000007,BuySell,661,,,Trades,661,,
662,spx-2013-2018,662,2015-09-25 23:59:59.999989,1935.93,1952.89,1921.5,1931.34,3721870000.0,0.0,TheStrategy,662,735866.9999999999,MACD,662,-19.802302385589883,-21.03932334321923,CrossOver,662,0.0,CrossDown,662,0.0,ATR,662,32.31862049284279,SMA,662,1972.4576666666667,Broker,662,10139.410000000007,10139.410000000007,BuySell,662,,,Trades,662,,
663,spx-2013-2018,663,2015-09-28 23:59:59.999989,1929.18,1929.18,1879.21,1881.77,4326660000.0,0.0,TheStrategy,663,735869.9999999999,MACD,663,-23.97145687016109,-21.625750048607603,CrossOver,663,-1.0,CrossDown,663,1.0,ATR,663,33.7337190290683,SMA,663,1965.4653333333333,Broker,663,10139.410000000007,10139.410000000007,BuySell,663,,,Trades,663,,
664,spx-2013-2018,664,2015-09-29 23:59:59.999989,1881.9,1899.48,1871.91,1884.09,4132390000.0,0.0,TheStrategy,664,735870.9999999999,MACD,664,-26.779638225649705,-22.656527684016027,CrossOver,664,0.0,CrossDown,664,0.0,ATR,664,33.29345338413484,SMA,664,1958.1870000000001,Broker,664,10139.410000000007,10139.410000000007,BuySell,664,,,Trades,664,,
665,spx-2013-2018,665,2015-09-30 23:59:59.999989,1887.14,1920.53,1887.14,1920.03,4525070000.0,0.0,TheStrategy,665,735871.9999999999,MACD,665,-25.80759070387421,-23.286740287987662,CrossOver,665,0.0,CrossDown,665,0.0,ATR,665,33.518206713839504,SMA,665,1952.2906666666668,Broker,665,10139.410000000007,10139.410000000007,BuySell,665,,,Trades,665,,
666,spx-2013-2018,666,2015-10-01 23:59:59.999989,1919.65,1927.21,1900.7,1923.82,3983600000.0,0.0,TheStrategy,666,735872.9999999999,MACD,666,-24.449575230074288,-23.519307276404987,CrossOver,666,0.0,CrossDown,666,0.0,ATR,666,33.01762051999383,SMA,666,1947.0976666666668,Broker,666,10139.410000000007,10139.410000000007,BuySell,666,,,Trades,666,,
667,spx-2013-2018,667,2015-10-02 23:59:59.999989,1921.77,1951.36,1893.7,1951.36,4378570000.0,0.0,TheStrategy,667,735873.9999999999,MACD,667,-20.910052277893783,-22.99745627670275,CrossOver,667,1.0,CrossDown,667,0.0,ATR,667,34.7777904828514,SMA,667,1944.2853333333333,Broker,667,10139.410000000007,10139.410000000007,BuySell,667,,,Trades,667,,
668,spx-2013-2018,668,2015-10-05 23:59:59.999989,1954.33,1989.17,1954.33,1987.05,4334490000.0,0.0,TheStrategy,668,735876.9999999999,MACD,668,-15.051565038688068,-21.408278029099815,CrossOver,668,0.0,CrossDown,668,0.0,ATR,668,34.99437687693346,SMA,668,1944.824,Broker,668,8185.080000000007,10172.130000000006,BuySell,668,1954.33,,Trades,668,,
669,spx-2013-2018,669,2015-10-06 23:59:59.999989,1986.63,1991.62,1971.99,1979.92,4202400000.0,0.0,TheStrategy,669,735877.9999999999,MACD,669,-10.858829281034787,-19.298388279486808,CrossOver,669,0.0,CrossDown,669,0.0,ATR,669,33.89692138572392,SMA,669,1947.7143333333333,Broker,669,8185.080000000007,10165.000000000007,BuySell,669,,,Trades,669,,
670,spx-2013-2018,670,2015-10-07 23:59:59.999989,1982.34,1999.31,1976.44,1995.83,4666470000.0,0.0,TheStrategy,670,735878.9999999999,MACD,670,-6.181001216992627,-16.67491086698797,CrossOver,670,0.0,CrossDown,670,0.0,ATR,670,33.10928414388649,SMA,670,1951.9883333333335,Broker,670,8185.080000000007,10180.910000000007,BuySell,670,,,Trades,670,,
671,spx-2013-2018,671,2015-10-08 23:59:59.999989,1994.01,2016.5,1987.53,2013.43,3939140000.0,0.0,TheStrategy,671,735879.9999999999,MACD,671,-1.0416088452559507,-13.548250462641569,CrossOver,671,0.0,CrossDown,671,0.0,ATR,671,32.813620990751744,SMA,671,1954.419,Broker,671,8185.080000000007,10198.510000000007,BuySell,671,,,Trades,671,,
672,spx-2013-2018,672,2015-10-09 23:59:59.999989,2013.73,2020.13,2007.61,2014.89,3706900000.0,0.0,TheStrategy,672,735880.9999999999,MACD,672,3.1133180425174487,-10.215936761609765,CrossOver,672,0.0,CrossDown,672,0.0,ATR,672,31.36407663426949,SMA,672,1955.3266666666668,Broker,672,8185.080000000007,10199.970000000007,BuySell,672,,,Trades,672,,
673,spx-2013-2018,673,2015-10-12 23:59:59.999989,2015.65,2018.66,2010.55,2017.46,2893250000.0,0.0,TheStrategy,673,735883.9999999999,MACD,673,6.538137478323051,-6.865121913623202,CrossOver,673,0.0,CrossDown,673,0.0,ATR,673,29.703071160393108,SMA,673,1956.2796666666666,Broker,673,8185.080000000007,10202.540000000008,BuySell,673,,,Trades,673,,
674,spx-2013-2018,674,2015-10-13 23:59:59.999989,2015.0,2022.34,2001.78,2003.69,3401920000.0,0.0,TheStrategy,674,735884.9999999999,MACD,674,8.048430341380481,-3.8824114626224655,CrossOver,674,0.0,CrossDown,674,0.0,ATR,674,29.049994648936455,SMA,674,1957.3300000000002,Broker,674,8185.080000000007,10188.770000000008,BuySell,674,,,Trades,674,,
675,spx-2013-2018,675,2015-10-14 23:59:59.999989,2003.66,2009.56,1990.73,1994.24,3644590000.0,0.0,TheStrategy,675,735885.9999999999,MACD,675,8.38614206780585,-1.4287007565368028,CrossOver,675,0.0,CrossDown,675,0.0,ATR,675,28.319995031155276,SMA,675,1960.0096666666666,Broker,675,8185.080000000007,10179.320000000007,BuySell,675,,,Trades,675,,
676,spx-2013-2018,676,2015-10-15 23:59:59.999989,1996.47,2024.15,1996.47,2023.86,3746290000.0,0.0,TheStrategy,676,735886.9999999999,MACD,676,10.918011459531726,1.040641686676903,CrossOver,676,0.0,CrossDown,676,0.0,ATR,676,28.43356681464419,SMA,676,1962.5096666666666,Broker,676,8185.080000000007,10208.940000000008,BuySell,676,,,Trades,676,,
677,spx-2013-2018,677,2015-10-16 23:59:59.999989,2024.37,2033.54,2020.46,2033.11,3595430000.0,0.0,TheStrategy,677,735887.9999999999,MACD,677,13.515139769749567,3.535541303291436,CrossOver,677,0.0,CrossDown,677,0.0,ATR,677,27.336883470741032,SMA,677,1965.2423333333331,Broker,677,8185.080000000007,10218.190000000008,BuySell,677,,,Trades,677,,
678,spx-2013-2018,678,2015-10-19 23:59:59.999989,2031.73,2034.45,2022.31,2033.66,3287320000.0,0.0,TheStrategy,678,735890.9999999999,MACD,678,15.439782864424615,5.916389615518073,CrossOver,678,0.0,CrossDown,678,0.0,ATR,678,26.251391794259536,SMA,678,1968.9903333333334,Broker,678,8185.080000000007,10218.740000000007,BuySell,678,,,Trades,678,,
679,spx-2013-2018,679,2015-10-20 23:59:59.999989,2033.13,2039.12,2026.61,2030.77,3331500000.0,0.0,TheStrategy,679,735891.9999999999,MACD,679,16.541200868919987,8.041351866198456,CrossOver,679,0.0,CrossDown,679,0.0,ATR,679,25.269863808955282,SMA,679,1971.0356666666667,Broker,679,8185.080000000007,10215.850000000008,BuySell,679,,,Trades,679,,
680,spx-2013-2018,680,2015-10-21 23:59:59.999989,2033.47,2037.97,2017.22,2018.94,3627790000.0,0.0,TheStrategy,680,735892.9999999999,MACD,680,16.271927785616754,9.687467050082116,CrossOver,680,0.0,CrossDown,680,0.0,ATR,680,24.947016394029905,SMA,680,1973.599,Broker,680,8185.080000000007,10204.020000000008,BuySell,680,,,Trades,680,,
681,spx-2013-2018,681,2015-10-22 23:59:59.999989,2021.88,2055.2,2021.88,2052.51,4430850000.0,0.0,TheStrategy,681,735893.9999999999,MACD,681,18.553472489175647,11.460668137900823,CrossOver,681,0.0,CrossDown,681,0.0,ATR,681,25.755086651599182,SMA,681,1976.9396666666667,Broker,681,8185.080000000007,10237.590000000007,BuySell,681,,,Trades,681,,
682,spx-2013-2018,682,2015-10-23 23:59:59.999989,2058.19,2079.74,2058.19,2075.15,4108460000.0,0.0,TheStrategy,682,735894.9999999999,MACD,682,21.935611815449192,13.555656873410499,CrossOver,682,0.0,CrossDown,682,0.0,ATR,682,25.86043760505635,SMA,682,1980.743,Broker,682,8185.080000000007,10260.230000000007,BuySell,682,,,Trades,682,,
683,spx-2013-2018,683,2015-10-26 23:59:59.999989,2075.08,2075.14,2066.53,2071.18,3385800000.0,0.0,TheStrategy,683,735897.9999999999,MACD,683,24.018762435003055,15.648277985729012,CrossOver,683,0.0,CrossDown,683,0.0,ATR,683,24.628977776123747,SMA,683,1984.6813333333334,Broker,683,8185.080000000007,10256.260000000007,BuySell,683,,,Trades,683,,
684,spx-2013-2018,684,2015-10-27 23:59:59.999989,2068.75,2070.37,2058.84,2065.89,4216880000.0,0.0,TheStrategy,684,735898.9999999999,MACD,684,24.955148106334264,17.509652009850065,CrossOver,684,0.0,CrossDown,684,0.0,ATR,684,23.751193649257747,SMA,684,1987.608,Broker,684,8185.080000000007,10250.970000000007,BuySell,684,,,Trades,684,,
685,spx-2013-2018,685,2015-10-28 23:59:59.999989,2066.48,2090.35,2063.11,2090.35,4698110000.0,0.0,TheStrategy,685,735899.9999999999,MACD,685,27.355619522832285,19.47884551244651,CrossOver,685,0.0,CrossDown,685,0.0,ATR,685,24.00039410288218,SMA,685,1990.776,Broker,685,8185.080000000007,10275.430000000008,BuySell,685,,,Trades,685,,
686,spx-2013-2018,686,2015-10-29 23:59:59.999989,2088.35,2092.52,2082.63,2089.41,4008940000.0,0.0,TheStrategy,686,735900.9999999999,MACD,686,28.84960003977153,21.352996417911516,CrossOver,686,0.0,CrossDown,686,0.0,ATR,686,22.99250880981916,SMA,686,1994.0829999999999,Broker,686,8185.080000000007,10274.490000000007,BuySell,686,,,Trades,686,,
687,spx-2013-2018,687,2015-10-30 23:59:59.999989,2090.0,2094.32,2079.34,2079.36,4256200000.0,0.0,TheStrategy,687,735901.9999999999,MACD,687,28.889617823244862,22.860320698978185,CrossOver,687,0.0,CrossDown,687,0.0,ATR,687,22.420186751974935,SMA,687,1998.1273333333334,Broker,687,8185.080000000007,10264.440000000008,BuySell,687,,,Trades,687,,
688,spx-2013-2018,688,2015-11-02 23:59:59.999989,2080.76,2106.2,2080.76,2104.05,3760020000.0,0.0,TheStrategy,688,735904.9999999999,MACD,688,30.561317023137008,24.400519963809952,CrossOver,688,0.0,CrossDown,688,0.0,ATR,688,22.735887698262417,SMA,688,2002.6966666666667,Broker,688,8185.080000000007,10289.130000000008,BuySell,688,,,Trades,688,,
689,spx-2013-2018,689,2015-11-03 23:59:59.999989,2102.63,2116.48,2097.51,2109.79,4272060000.0,0.0,TheStrategy,689,735905.9999999999,MACD,689,31.98066748432757,25.916549467913477,CrossOver,689,0.0,CrossDown,689,0.0,ATR,689,22.46689571981509,SMA,689,2008.2649999999999,Broker,689,8185.080000000007,10294.870000000006,BuySell,689,,,Trades,689,,
690,spx-2013-2018,690,2015-11-04 23:59:59.999989,2110.6,2114.59,2096.98,2102.31,4078870000.0,0.0,TheStrategy,690,735906.9999999999,MACD,690,32.13154699113693,27.159548972558166,CrossOver,690,0.0,CrossDown,690,0.0,ATR,690,22.11997459697116,SMA,690,2013.7166666666667,Broker,690,8185.080000000007,10287.390000000007,BuySell,690,,,Trades,690,,
691,spx-2013-2018,691,2015-11-05 23:59:59.999989,2101.68,2108.78,2090.41,2099.93,4051890000.0,0.0,TheStrategy,691,735907.9999999999,MACD,691,31.693728405404727,28.06638485912748,CrossOver,691,0.0,CrossDown,691,0.0,ATR,691,21.852119268616104,SMA,691,2019.3063333333334,Broker,691,8185.080000000007,10285.010000000007,BuySell,691,,,Trades,691,,
692,spx-2013-2018,692,2015-11-06 23:59:59.999989,2098.6,2101.91,2083.74,2099.2,4369020000.0,0.0,TheStrategy,692,735908.9999999999,MACD,692,30.931292437604498,28.639366374822885,CrossOver,692,0.0,CrossDown,692,0.0,ATR,692,21.589110749429246,SMA,692,2024.9016666666669,Broker,692,8185.080000000007,10284.280000000006,BuySell,692,,,Trades,692,,
693,spx-2013-2018,693,2015-11-09 23:59:59.999989,2096.56,2096.56,2068.24,2078.58,3882350000.0,0.0,TheStrategy,693,735911.9999999999,MACD,693,28.33654867436917,28.578802834732144,CrossOver,693,-1.0,CrossDown,693,1.0,ATR,693,22.258459981612873,SMA,693,2031.462,Broker,693,8185.080000000007,10263.660000000007,BuySell,693,,,Trades,693,,
694,spx-2013-2018,694,2015-11-10 23:59:59.999989,2077.19,2083.67,2069.91,2081.72,3821440000.0,0.0,TheStrategy,694,735912.9999999999,MACD,694,26.23119047041746,28.109280361869207,CrossOver,694,0.0,CrossDown,694,0.0,ATR,694,21.6514271257834,SMA,694,2038.0496666666666,Broker,694,10262.270000000008,10262.270000000008,BuySell,694,,2077.19,Trades,694,122.86000000000013,
695,spx-2013-2018,695,2015-11-11 23:59:59.999989,2083.41,2086.94,2074.85,2075.0,3692410000.0,0.0,TheStrategy,695,735913.9999999999,MACD,695,23.74669398047854,27.236763085591072,CrossOver,695,0.0,CrossDown,695,0.0,ATR,695,20.96846804537031,SMA,695,2043.2153333333333,Broker,695,10262.270000000008,10262.270000000008,BuySell,695,,,Trades,695,,
696,spx-2013-2018,696,2015-11-12 23:59:59.999989,2072.29,2072.29,2045.66,2045.97,4016370000.0,0.0,TheStrategy,696,735914.9999999999,MACD,696,19.2137500754784,25.63216048356854,CrossOver,696,0.0,CrossDown,696,0.0,ATR,696,21.56643461355814,SMA,696,2047.287,Broker,696,10262.270000000008,10262.270000000008,BuySell,696,,,Trades,696,,
697,spx-2013-2018,697,2015-11-13 23:59:59.999989,2044.64,2044.64,2022.02,2023.04,4278750000.0,0.0,TheStrategy,697,735915.9999999999,MACD,697,13.6141643940623,23.228561265667295,CrossOver,697,0.0,CrossDown,697,0.0,ATR,697,21.736689284018276,SMA,697,2049.6763333333333,Broker,697,10262.270000000008,10262.270000000008,BuySell,697,,,Trades,697,,
698,spx-2013-2018,698,2015-11-16 23:59:59.999989,2022.08,2053.22,2019.39,2053.19,3741240000.0,0.0,TheStrategy,698,735918.9999999999,MACD,698,11.477005647721398,20.87825014207812,CrossOver,698,0.0,CrossDown,698,0.0,ATR,698,22.600497192302665,SMA,698,2051.881,Broker,698,10262.270000000008,10262.270000000008,BuySell,698,,,Trades,698,,
699,spx-2013-2018,699,2015-11-17 23:59:59.999989,2053.67,2066.69,2045.9,2050.44,4427350000.0,0.0,TheStrategy,699,735919.9999999999,MACD,699,9.452428217993202,18.593085757261136,CrossOver,699,0.0,CrossDown,699,0.0,ATR,699,22.47117596428104,SMA,699,2054.2316666666666,Broker,699,10262.270000000008,10262.270000000008,BuySell,699,,,Trades,699,,
700,spx-2013-2018,700,2015-11-18 23:59:59.999989,2051.99,2085.31,2051.99,2083.58,3926390000.0,0.0,TheStrategy,700,735920.9999999999,MACD,700,10.402147573984166,16.95489812060574,CrossOver,700,0.0,CrossDown,700,0.0,ATR,700,23.356806252546676,SMA,700,2057.1566666666668,Broker,700,10262.270000000008,10262.270000000008,BuySell,700,,,Trades,700,,
701,spx-2013-2018,701,2015-11-19 23:59:59.999989,2083.7,2086.74,2078.76,2081.24,3628110000.0,0.0,TheStrategy,701,735921.9999999999,MACD,701,10.841020031538392,15.732122502792272,CrossOver,701,0.0,CrossDown,701,0.0,ATR,701,22.258462948793312,SMA,701,2059.417,Broker,701,10262.270000000008,10262.270000000008,BuySell,701,,,Trades,701,,
702,spx-2013-2018,702,2015-11-20 23:59:59.999989,2082.82,2097.06,2082.82,2089.17,3929600000.0,0.0,TheStrategy,702,735922.9999999999,MACD,702,11.693914178835257,14.924480838000871,CrossOver,702,0.0,CrossDown,702,0.0,ATR,702,21.798572738165234,SMA,702,2061.893,Broker,702,10262.270000000008,10262.270000000008,BuySell,702,,,Trades,702,,
703,spx-2013-2018,703,2015-11-23 23:59:59.999989,2089.41,2095.61,2081.39,2086.59,3587980000.0,0.0,TheStrategy,703,735925.9999999999,MACD,703,12.023060144052579,14.344196699211214,CrossOver,703,0.0,CrossDown,703,0.0,ATR,703,21.25724611401059,SMA,703,2064.197333333333,Broker,703,10262.270000000008,10262.270000000008,BuySell,703,,,Trades,703,,
704,spx-2013-2018,704,2015-11-24 23:59:59.999989,2084.42,2094.12,2070.29,2089.14,3884930000.0,0.0,TheStrategy,704,735926.9999999999,MACD,704,12.347341910031446,13.94482574137526,CrossOver,704,0.0,CrossDown,704,0.0,ATR,704,21.441014248724116,SMA,704,2067.045666666667,Broker,704,10262.270000000008,10262.270000000008,BuySell,704,,,Trades,704,,
705,spx-2013-2018,705,2015-11-25 23:59:59.999989,2089.3,2093.0,2086.3,2088.87,2852940000.0,0.0,TheStrategy,705,735927.9999999999,MACD,705,12.439159910043145,13.643692575108837,CrossOver,705,0.0,CrossDown,705,0.0,ATR,705,20.388084659529525,SMA,705,2070.2,Broker,705,10262.270000000008,10262.270000000008,BuySell,705,,,Trades,705,,
706,spx-2013-2018,706,2015-11-27 23:59:59.999989,2088.82,2093.29,2084.13,2090.11,1466840000.0,0.0,TheStrategy,706,735929.9999999999,MACD,706,12.468257660364998,13.408605592160068,CrossOver,706,0.0,CrossDown,706,0.0,ATR,706,19.586078612420263,SMA,706,2072.4083333333333,Broker,706,10262.270000000008,10262.270000000008,BuySell,706,,,Trades,706,,
707,spx-2013-2018,707,2015-11-30 23:59:59.999989,2090.95,2093.81,2080.41,2080.41,4275030000.0,0.0,TheStrategy,707,735932.9999999999,MACD,707,11.575177462921147,13.041919966312285,CrossOver,707,0.0,CrossDown,707,0.0,ATR,707,19.14421585439025,SMA,707,2073.985,Broker,707,10262.270000000008,10262.270000000008,BuySell,707,,,Trades,707,,
708,spx-2013-2018,708,2015-12-01 23:59:59.999989,2082.93,2103.37,2082.93,2102.63,3712120000.0,0.0,TheStrategy,708,735933.9999999999,MACD,708,12.516095513778964,12.936755075805621,CrossOver,708,0.0,CrossDown,708,0.0,ATR,708,19.416771864790952,SMA,708,2076.284,Broker,708,10262.270000000008,10262.270000000008,BuySell,708,,,Trades,708,,
709,spx-2013-2018,709,2015-12-02 23:59:59.999989,2101.71,2104.27,2077.11,2079.51,3950640000.0,0.0,TheStrategy,709,735934.9999999999,MACD,709,11.266317969422744,12.602667654529046,CrossOver,709,0.0,CrossDown,709,0.0,ATR,709,19.969859588734447,SMA,709,2077.9086666666667,Broker,709,10262.270000000008,10262.270000000008,BuySell,709,,,Trades,709,,
710,spx-2013-2018,710,2015-12-03 23:59:59.999989,2080.71,2085.0,2042.35,2049.62,4306490000.0,0.0,TheStrategy,710,735935.9999999999,MACD,710,7.774368976329242,11.637007918889086,CrossOver,710,0.0,CrossDown,710,0.0,ATR,710,21.589869618110566,SMA,710,2078.9313333333334,Broker,710,10262.270000000008,10262.270000000008,BuySell,710,,,Trades,710,,
711,spx-2013-2018,711,2015-12-04 23:59:59.999989,2051.24,2093.84,2051.24,2091.69,4214910000.0,0.0,TheStrategy,711,735936.9999999999,MACD,711,8.30592610166832,10.970791555444933,CrossOver,711,0.0,CrossDown,711,0.0,ATR,711,23.206307502531256,SMA,711,2080.2373333333335,Broker,711,10262.270000000008,10262.270000000008,BuySell,711,,,Trades,711,,
712,spx-2013-2018,712,2015-12-07 23:59:59.999989,2090.42,2090.42,2066.78,2077.07,4043820000.0,0.0,TheStrategy,712,735939.9999999999,MACD,712,7.461466002128873,10.268926444781723,CrossOver,712,0.0,CrossDown,712,0.0,ATR,712,23.327999823779013,SMA,712,2080.3013333333333,Broker,712,10262.270000000008,10262.270000000008,BuySell,712,,,Trades,712,,
713,spx-2013-2018,713,2015-12-08 23:59:59.999989,2073.39,2073.85,2052.32,2063.59,4173570000.0,0.0,TheStrategy,713,735940.9999999999,MACD,713,5.639493377109375,9.343039831247253,CrossOver,713,0.0,CrossDown,713,0.0,ATR,713,23.429571264937657,SMA,713,2080.048333333333,Broker,713,10262.270000000008,10262.270000000008,BuySell,713,,,Trades,713,,
714,spx-2013-2018,714,2015-12-09 23:59:59.999989,2061.17,2080.33,2036.53,2047.62,4385250000.0,0.0,TheStrategy,714,735941.9999999999,MACD,714,2.8737941024974134,8.049190685497287,CrossOver,714,0.0,CrossDown,714,0.0,ATR,714,24.88460188887068,SMA,714,2079.4393333333333,Broker,714,10262.270000000008,10262.270000000008,BuySell,714,,,Trades,714,,
715,spx-2013-2018,715,2015-12-10 23:59:59.999989,2047.93,2067.65,2045.67,2052.23,3715150000.0,0.0,TheStrategy,715,735942.9999999999,MACD,715,1.041935193869449,6.64773958717172,CrossOver,715,0.0,CrossDown,715,0.0,ATR,715,24.677130325379917,SMA,715,2078.1686666666665,Broker,715,10262.270000000008,10262.270000000008,BuySell,715,,,Trades,715,,
716,spx-2013-2018,716,2015-12-11 23:59:59.999989,2047.27,2047.27,2008.8,2012.37,4301060000.0,0.0,TheStrategy,716,735943.9999999999,MACD,716,-3.5848709048427736,4.601217488768821,CrossOver,716,0.0,CrossDown,716,0.0,ATR,716,26.016621016424214,SMA,716,2075.6006666666667,Broker,716,10262.270000000008,10262.270000000008,BuySell,716,,,Trades,716,,
717,spx-2013-2018,717,2015-12-14 23:59:59.999989,2013.37,2022.92,1993.26,2021.94,4612440000.0,0.0,TheStrategy,717,735946.9999999999,MACD,717,-6.4055894049183735,2.399856110031382,CrossOver,717,0.0,CrossDown,717,0.0,ATR,717,26.27686237239392,SMA,717,2073.6866666666665,Broker,717,10262.270000000008,10262.270000000008,BuySell,717,,,Trades,717,,
718,spx-2013-2018,718,2015-12-15 23:59:59.999989,2025.55,2053.87,2025.55,2043.41,4353540000.0,0.0,TheStrategy,718,735947.9999999999,MACD,718,-6.829849319166442,0.5539150241918172,CrossOver,718,0.0,CrossDown,718,0.0,ATR,718,26.680657917222916,SMA,718,2071.6653333333334,Broker,718,10262.270000000008,10262.270000000008,BuySell,718,,,Trades,718,,
719,spx-2013-2018,719,2015-12-16 23:59:59.999989,2046.5,2076.72,2042.43,2073.07,4635450000.0,0.0,TheStrategy,719,735948.9999999999,MACD,719,-4.718373761165367,-0.5005427328796197,CrossOver,719,0.0,CrossDown,719,0.0,ATR,719,27.22418235170698,SMA,719,2070.441333333333,Broker,719,10262.270000000008,10262.270000000008,BuySell,719,,,Trades,719,,
720,spx-2013-2018,720,2015-12-17 23:59:59.999989,2073.76,2076.37,2041.66,2041.89,4327390000.0,0.0,TheStrategy,720,735949.9999999999,MACD,720,-5.497606600210929,-1.4999555063458816,CrossOver,720,0.0,CrossDown,720,0.0,ATR,720,27.758883612299325,SMA,720,2068.4273333333335,Broker,720,10262.270000000008,10262.270000000008,BuySell,720,,,Trades,720,,
721,spx-2013-2018,721,2015-12-18 23:59:59.999989,2040.81,2040.81,2005.33,2005.55,6683070000.0,0.0,TheStrategy,721,735950.9999999999,MACD,721,-8.944383250743158,-2.988841055225337,CrossOver,721,0.0,CrossDown,721,0.0,ATR,721,28.387534782849386,SMA,721,2065.2813333333334,Broker,721,10262.270000000008,10262.270000000008,BuySell,721,,,Trades,721,,
722,spx-2013-2018,722,2015-12-21 23:59:59.999989,2010.27,2022.9,2005.93,2021.15,3760280000.0,0.0,TheStrategy,722,735953.9999999999,MACD,722,-10.298474549584625,-4.450767754097194,CrossOver,722,0.0,CrossDown,722,0.0,ATR,722,27.599139441217297,SMA,722,2062.6796666666664,Broker,722,10262.270000000008,10262.270000000008,BuySell,722,,,Trades,722,,
723,spx-2013-2018,723,2015-12-22 23:59:59.999989,2023.15,2042.74,2020.49,2038.97,3520860000.0,0.0,TheStrategy,723,735954.9999999999,MACD,723,-9.82047229597515,-5.524708662472786,CrossOver,723,0.0,CrossDown,723,0.0,ATR,723,27.21705805255892,SMA,723,2061.3593333333333,Broker,723,10262.270000000008,10262.270000000008,BuySell,723,,,Trades,723,,
724,spx-2013-2018,724,2015-12-23 23:59:59.999989,2042.2,2064.73,2042.2,2064.29,3484090000.0,0.0,TheStrategy,724,735955.9999999999,MACD,724,-7.314225831797103,-5.882612096337651,CrossOver,724,0.0,CrossDown,724,0.0,ATR,724,27.11298247737614,SMA,724,2060.778333333333,Broker,724,10262.270000000008,10262.270000000008,BuySell,724,,,Trades,724,,
725,spx-2013-2018,725,2015-12-24 23:59:59.999989,2063.52,2067.36,2058.73,2060.99,1411860000.0,0.0,TheStrategy,725,735956.9999999999,MACD,725,-5.530537282007344,-5.81219713347159,CrossOver,725,1.0,CrossDown,725,0.0,ATR,725,25.79276944327785,SMA,725,2060.3113333333336,Broker,725,10262.270000000008,10262.270000000008,BuySell,725,,,Trades,725,,
726,spx-2013-2018,726,2015-12-28 23:59:59.999989,2057.77,2057.77,2044.2,2056.5,2492510000.0,0.0,TheStrategy,726,735960.9999999999,MACD,726,-4.428211070268844,-5.535399920831041,CrossOver,726,0.0,CrossDown,726,0.0,ATR,726,25.149714483043702,SMA,726,2060.662333333333,Broker,726,8204.500000000007,10261.000000000007,BuySell,726,2057.77,,Trades,726,,
727,spx-2013-2018,727,2015-12-29 23:59:59.999989,2060.54,2081.56,2060.54,2078.36,2542000000.0,0.0,TheStrategy,727,735961.9999999999,MACD,727,-1.7702835702425546,-4.782376650713344,CrossOver,727,0.0,CrossDown,727,0.0,ATR,727,25.143306305683435,SMA,727,2062.5063333333333,Broker,727,8204.500000000007,10282.860000000008,BuySell,727,,,Trades,727,,
728,spx-2013-2018,728,2015-12-30 23:59:59.999989,2077.34,2077.34,2061.97,2063.36,2367430000.0,0.0,TheStrategy,728,735962.9999999999,MACD,728,-0.8642687645783553,-3.9987550734863464,CrossOver,728,0.0,CrossDown,728,0.0,ATR,728,24.518070140991785,SMA,728,2062.845333333333,Broker,728,8204.500000000007,10267.860000000008,BuySell,728,,,Trades,728,,
729,spx-2013-2018,729,2015-12-31 23:59:59.999989,2060.59,2062.54,2043.62,2043.94,2655330000.0,0.0,TheStrategy,729,735963.9999999999,MACD,729,-1.6937526773531317,-3.5377545942597033,CrossOver,729,0.0,CrossDown,729,0.0,ATR,729,24.17677941663525,SMA,729,2062.6286666666665,Broker,729,8204.500000000007,10248.440000000008,BuySell,729,,,Trades,729,,
730,spx-2013-2018,730,2016-01-04 23:59:59.999989,2038.2,2038.2,1989.68,2012.66,4304880000.0,0.0,TheStrategy,730,735967.9999999999,MACD,730,-4.819601866252469,-3.7941240486582566,CrossOver,730,-1.0,CrossDown,730,1.0,ATR,730,26.32558088687559,SMA,730,2060.264666666667,Broker,730,10242.700000000008,10242.700000000008,BuySell,730,,2038.2,Trades,730,,-19.569999999999936
