Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,MomentumStrategy2,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
205,spx-1950-2018,205,2009-10-23 23:59:59.999989,1095.62,1095.83,1075.49,1079.6,4767460000.0,0.0,MomentumStrategy2,205,733703.9999999999,MACD,205,-13.063132985141237,-13.276413015284946,CrossOver,205,1.0,CrossDown,205,0.0,Broker,205,109995.75262473288,99964.06677000463,BuySell,205,,,Trades,205,,
206,spx-1950-2018,206,2009-10-26 23:59:59.999989,1080.36,1091.75,1065.23,1066.95,6363380000.0,0.0,MomentumStrategy2,206,733706.9999999999,MACD,206,-10.970385162603407,-12.815207444748639,CrossOver,206,0.0,CrossDown,206,0.0,Broker,206,89949.9651756645,99832.79214861745,BuySell,206,1080.36,,Trades,206,,-50.1770133526595
207,spx-1950-2018,207,2009-10-27 23:59:59.999989,1067.54,1072.48,1060.62,1063.41,5337380000.0,0.0,MomentumStrategy2,207,733707.9999999999,MACD,207,-8.92335612599868,-12.036837180998647,CrossOver,207,0.0,CrossDown,207,0.0,Broker,207,89949.9651756645,99800.00222642404,BuySell,207,,,Trades,207,,
208,spx-1950-2018,208,2009-10-28 23:59:59.999989,1061.51,1063.26,1042.19,1042.63,6600350000.0,0.0,MomentumStrategy2,208,733708.9999999999,MACD,208,-5.560203961980733,-10.741510537195065,CrossOver,208,0.0,CrossDown,208,0.0,Broker,208,89949.9651756645,99607.52353061078,BuySell,208,,,Trades,208,,
209,spx-1950-2018,209,2009-10-29 23:59:59.999989,1043.69,1066.83,1043.69,1066.11,5595040000.0,0.0,MomentumStrategy2,209,733709.9999999999,MACD,209,-4.7349399706622535,-9.540196423888503,CrossOver,209,0.0,CrossDown,209,0.0,Broker,209,89949.9651756645,99825.01148911392,BuySell,209,,,Trades,209,,
210,spx-1950-2018,210,2009-10-30 23:59:59.999989,1065.41,1065.41,1033.38,1036.19,6512420000.0,0.0,MomentumStrategy2,210,733710.9999999999,MACD,210,-1.6476255618438245,-7.9616822514795675,CrossOver,210,0.0,CrossDown,210,0.0,Broker,210,89949.9651756645,99547.87180775046,BuySell,210,,,Trades,210,,
211,spx-1950-2018,211,2009-11-02 23:59:59.999989,1036.18,1052.18,1029.38,1042.88,6202640000.0,0.0,MomentumStrategy2,211,733713.9999999999,MACD,211,0.2563116594451458,-6.318083469294625,CrossOver,211,0.0,CrossDown,211,0.0,Broker,211,89949.9651756645,99609.83920308207,BuySell,211,,,Trades,211,,
212,spx-1950-2018,212,2009-11-03 23:59:59.999989,1040.92,1046.36,1033.94,1045.41,5487500000.0,0.0,MomentumStrategy2,212,733714.9999999999,MACD,212,1.5432560731678677,-4.745815560802127,CrossOver,212,0.0,CrossDown,212,0.0,Broker,212,89949.9651756645,99633.27380849147,BuySell,212,,,Trades,212,,
213,spx-1950-2018,213,2009-11-04 23:59:59.999989,1047.14,1061.0,1045.15,1046.5,5635510000.0,0.0,MomentumStrategy2,213,733715.9999999999,MACD,213,2.447007325250979,-3.307250983591506,CrossOver,213,0.0,CrossDown,213,0.0,Broker,213,89949.9651756645,99643.37014046629,BuySell,213,,,Trades,213,,
214,spx-1950-2018,214,2009-11-05 23:59:59.999989,1047.3,1066.65,1047.3,1066.63,4848350000.0,0.0,MomentumStrategy2,214,733716.9999999999,MACD,214,1.5213764563670793,-2.3415254955997886,CrossOver,214,0.0,CrossDown,214,0.0,Broker,214,89949.9651756645,99829.8280878542,BuySell,214,,,Trades,214,,
215,spx-1950-2018,215,2009-11-06 23:59:59.999989,1064.95,1071.48,1059.32,1069.3,4277130000.0,0.0,MomentumStrategy2,215,733717.9999999999,MACD,215,0.5658380097331701,-1.760052794533197,CrossOver,215,0.0,CrossDown,215,0.0,Broker,215,89949.9651756645,99854.55946984753,BuySell,215,,,Trades,215,,
216,spx-1950-2018,216,2009-11-09 23:59:59.999989,1072.31,1093.19,1072.31,1093.08,4460030000.0,0.0,MomentumStrategy2,216,733720.9999999999,MACD,216,-2.086231576771752,-1.825288550980908,CrossOver,216,-1.0,CrossDown,216,1.0,Broker,216,89949.9651756645,100074.82623531623,BuySell,216,,,Trades,216,,
217,spx-1950-2018,217,2009-11-10 23:59:59.999989,1091.86,1096.42,1087.4,1093.01,4394770000.0,0.0,MomentumStrategy2,217,733721.9999999999,MACD,217,-4.1347051094833205,-2.2871718626813906,CrossOver,217,0.0,CrossDown,217,0.0,Broker,217,110052.36463095718,100053.0050232432,BuySell,217,,1091.86,Trades,217,106.52093367914043,
218,spx-1950-2018,218,2009-11-11 23:59:59.999989,1096.04,1105.37,1093.81,1098.51,4286700000.0,0.0,MomentumStrategy2,218,733722.9999999999,MACD,218,-6.131261807653573,-3.055989851675827,CrossOver,218,0.0,CrossDown,218,0.0,Broker,218,110052.36463095718,100002.68848648468,BuySell,218,,,Trades,218,,
219,spx-1950-2018,219,2009-11-12 23:59:59.999989,1098.31,1101.97,1084.9,1087.24,4160250000.0,0.0,MomentumStrategy2,219,733723.9999999999,MACD,219,-6.726612362543165,-3.7901143538492947,CrossOver,219,0.0,CrossDown,219,0.0,Broker,219,110052.36463095718,100105.79164453348,BuySell,219,,,Trades,219,,
220,spx-1950-2018,220,2009-11-13 23:59:59.999989,1087.59,1097.79,1085.33,1093.48,3792610000.0,0.0,MomentumStrategy2,220,733724.9999999999,MACD,220,-7.614176331615681,-4.554926749402572,CrossOver,220,0.0,CrossDown,220,0.0,Broker,220,110052.36463095718,100048.70524646564,BuySell,220,,,Trades,220,,
221,spx-1950-2018,221,2009-11-16 23:59:59.999989,1094.13,1113.69,1094.13,1109.3,4565850000.0,0.0,MomentumStrategy2,221,733727.9999999999,MACD,221,-9.48478426941756,-5.54089825340557,CrossOver,221,0.0,CrossDown,221,0.0,Broker,221,110052.36463095718,99903.9765898257,BuySell,221,,,Trades,221,,
222,spx-1950-2018,222,2009-11-17 23:59:59.999989,1109.22,1110.52,1102.19,1110.32,3824070000.0,0.0,MomentumStrategy2,222,733728.9999999999,MACD,222,-10.923639100807577,-6.617446422885971,CrossOver,222,0.0,CrossDown,222,0.0,Broker,222,110052.36463095718,99894.6451593723,BuySell,222,,,Trades,222,,
223,spx-1950-2018,223,2009-11-18 23:59:59.999989,1109.44,1111.1,1102.7,1109.8,4293340000.0,0.0,MomentumStrategy2,223,733729.9999999999,MACD,223,-11.884979619978594,-7.670953062304496,CrossOver,223,0.0,CrossDown,223,0.0,Broker,223,110052.36463095718,99899.40235921128,BuySell,223,,,Trades,223,,
224,spx-1950-2018,224,2009-11-19 23:59:59.999989,1106.44,1106.44,1088.4,1094.9,4178030000.0,0.0,MomentumStrategy2,224,733730.9999999999,MACD,224,-11.314121284628527,-8.399586706769302,CrossOver,224,0.0,CrossDown,224,0.0,Broker,224,110052.36463095718,100035.71443152073,BuySell,224,,,Trades,224,,
225,spx-1950-2018,225,2009-11-20 23:59:59.999989,1094.66,1094.66,1086.81,1091.38,3751230000.0,0.0,MomentumStrategy2,225,733731.9999999999,MACD,225,-10.457134027193206,-8.811096170854082,CrossOver,225,0.0,CrossDown,225,0.0,Broker,225,110052.36463095718,100067.91701504617,BuySell,225,,,Trades,225,,
226,spx-1950-2018,226,2009-11-23 23:59:59.999989,1094.86,1112.38,1094.86,1106.24,3827920000.0,0.0,MomentumStrategy2,226,733734.9999999999,MACD,226,-10.851948751114833,-9.219266686906233,CrossOver,226,0.0,CrossDown,226,0.0,Broker,226,110052.36463095718,99931.97088118589,BuySell,226,,,Trades,226,,
227,spx-1950-2018,227,2009-11-24 23:59:59.999989,1105.83,1107.56,1097.63,1105.65,3700820000.0,0.0,MomentumStrategy2,227,733735.9999999999,MACD,227,-10.990542067565002,-9.573521763037988,CrossOver,227,0.0,CrossDown,227,0.0,Broker,227,110052.36463095718,99937.3684733109,BuySell,227,,,Trades,227,,
228,spx-1950-2018,228,2009-11-25 23:59:59.999989,1106.49,1111.18,1104.75,1110.63,3036350000.0,0.0,MomentumStrategy2,228,733736.9999999999,MACD,228,-11.371143189369832,-9.933046048304357,CrossOver,228,0.0,CrossDown,228,0.0,Broker,228,110052.36463095718,99891.80913639136,BuySell,228,,,Trades,228,,
229,spx-1950-2018,229,2009-11-27 23:59:59.999989,1105.47,1105.47,1083.74,1091.49,2362910000.0,0.0,MomentumStrategy2,229,733738.9999999999,MACD,229,-10.012911667258322,-9.94901917209515,CrossOver,229,0.0,CrossDown,229,0.0,Broker,229,110052.36463095718,100066.910684311,BuySell,229,,,Trades,229,,
230,spx-1950-2018,230,2009-11-30 23:59:59.999989,1091.07,1097.24,1086.25,1095.63,3895520000.0,0.0,MomentumStrategy2,230,733741.9999999999,MACD,230,-9.164919316119722,-9.792199200900065,CrossOver,230,1.0,CrossDown,230,0.0,Broker,230,110052.36463095718,100029.03605482368,BuySell,230,,,Trades,230,,
231,spx-1950-2018,231,2009-12-01 23:59:59.999989,1098.89,1112.28,1098.89,1108.86,4249310000.0,0.0,MomentumStrategy2,231,733742.9999999999,MACD,231,-9.451478934844545,-9.724055147688961,CrossOver,231,0.0,CrossDown,231,0.0,Broker,231,89969.45750078793,100090.20994458739,BuySell,231,1098.89,,Trades,231,,-64.31368243861566
232,spx-1950-2018,232,2009-12-02 23:59:59.999989,1109.03,1115.58,1105.29,1109.24,3941340000.0,0.0,MomentumStrategy2,232,733743.9999999999,MACD,232,-9.598595685300324,-9.698963255211234,CrossOver,232,0.0,CrossDown,232,0.0,Broker,232,89969.45750078793,100093.67826874791,BuySell,232,,,Trades,232,,
233,spx-1950-2018,233,2009-12-03 23:59:59.999989,1110.59,1117.28,1098.74,1099.92,4810030000.0,0.0,MomentumStrategy2,233,733744.9999999999,MACD,233,-8.860996607334755,-9.53136992563594,CrossOver,233,0.0,CrossDown,233,0.0,Broker,233,89969.45750078793,100008.61305512654,BuySell,233,,,Trades,233,,
234,spx-1950-2018,234,2009-12-04 23:59:59.999989,1100.43,1119.13,1096.52,1105.98,5781140000.0,0.0,MomentumStrategy2,234,733745.9999999999,MACD,234,-8.665544376936168,-9.358204815895986,CrossOver,234,0.0,CrossDown,234,0.0,Broker,234,89969.45750078793,100063.92369831812,BuySell,234,,,Trades,234,,
235,spx-1950-2018,235,2009-12-07 23:59:59.999989,1105.52,1110.72,1100.83,1103.25,4103360000.0,0.0,MomentumStrategy2,235,733748.9999999999,MACD,235,-8.19588186734245,-9.125740226185279,CrossOver,235,0.0,CrossDown,235,0.0,Broker,235,89969.45750078793,100039.00652737537,BuySell,235,,,Trades,235,,
236,spx-1950-2018,236,2009-12-08 23:59:59.999989,1103.04,1103.04,1088.61,1091.94,4748030000.0,0.0,MomentumStrategy2,236,733749.9999999999,MACD,236,-6.832290079286622,-8.667050196805548,CrossOver,236,0.0,CrossDown,236,0.0,Broker,236,89969.45750078793,99935.77824775543,BuySell,236,,,Trades,236,,
237,spx-1950-2018,237,2009-12-09 23:59:59.999989,1091.07,1097.04,1085.89,1095.95,4115410000.0,0.0,MomentumStrategy2,237,733750.9999999999,MACD,237,-6.005974119080065,-8.134834981260452,CrossOver,237,0.0,CrossDown,237,0.0,Broker,237,89969.45750078793,99972.37819481785,BuySell,237,,,Trades,237,,
238,spx-1950-2018,238,2009-12-10 23:59:59.999989,1098.69,1106.25,1098.69,1102.35,3996490000.0,0.0,MomentumStrategy2,238,733751.9999999999,MACD,238,-5.800672735794706,-7.6680025321673035,CrossOver,238,0.0,CrossDown,238,0.0,Broker,238,89969.45750078793,100030.79207541622,BuySell,238,,,Trades,238,,
239,spx-1950-2018,239,2009-12-11 23:59:59.999989,1103.96,1108.5,1101.34,1106.41,3791090000.0,0.0,MomentumStrategy2,239,733752.9999999999,MACD,239,-5.897594184949639,-7.313920862723771,CrossOver,239,0.0,CrossDown,239,0.0,Broker,239,89969.45750078793,100067.84838092083,BuySell,239,,,Trades,239,,
240,spx-1950-2018,240,2009-12-14 23:59:59.999989,1107.84,1114.76,1107.84,1114.11,4548490000.0,0.0,MomentumStrategy2,240,733755.9999999999,MACD,240,-6.520565756966107,-7.155249841572239,CrossOver,240,0.0,CrossDown,240,0.0,Broker,240,89969.45750078793,100138.12758101574,BuySell,240,,,Trades,240,,
241,spx-1950-2018,241,2009-12-15 23:59:59.999989,1114.11,1114.11,1105.35,1107.93,5045100000.0,0.0,MomentumStrategy2,241,733756.9999999999,MACD,241,-6.4413490027684475,-7.012469673811482,CrossOver,241,0.0,CrossDown,241,0.0,Broker,241,89969.45750078793,100081.72167756293,BuySell,241,,,Trades,241,,
242,spx-1950-2018,242,2009-12-16 23:59:59.999989,1108.61,1116.21,1107.96,1109.18,4829820000.0,0.0,MomentumStrategy2,242,733757.9999999999,MACD,242,-6.405594007283071,-6.8910945405058,CrossOver,242,0.0,CrossDown,242,0.0,Broker,242,89969.45750078793,100093.13063861731,BuySell,242,,,Trades,242,,
243,spx-1950-2018,243,2009-12-17 23:59:59.999989,1106.36,1106.36,1095.88,1096.08,7615070000.0,0.0,MomentumStrategy2,243,733758.9999999999,MACD,243,-5.259568366862368,-6.564789305777113,CrossOver,243,0.0,CrossDown,243,0.0,Broker,243,89969.45750078793,99973.56472676751,BuySell,243,,,Trades,243,,
244,spx-1950-2018,244,2009-12-18 23:59:59.999989,1097.86,1103.74,1093.88,1102.47,6325890000.0,0.0,MomentumStrategy2,244,733759.9999999999,MACD,244,-4.811490519047311,-6.214129548431153,CrossOver,244,0.0,CrossDown,244,0.0,Broker,244,89969.45750078793,100031.88733567744,BuySell,244,,,Trades,244,,
245,spx-1950-2018,245,2009-12-21 23:59:59.999989,1105.31,1117.68,1105.31,1114.05,3977340000.0,0.0,MomentumStrategy2,245,733762.9999999999,MACD,245,-5.329361259146253,-6.037175890574173,CrossOver,245,0.0,CrossDown,245,0.0,Broker,245,89969.45750078793,100137.57995088513,BuySell,245,,,Trades,245,,
246,spx-1950-2018,246,2009-12-22 23:59:59.999989,1114.51,1120.27,1114.51,1118.02,3641130000.0,0.0,MomentumStrategy2,246,733763.9999999999,MACD,246,-5.991062138036796,-6.027953140066698,CrossOver,246,0.0,CrossDown,246,0.0,Broker,246,89969.45750078793,100173.81481119382,BuySell,246,,,Trades,246,,
247,spx-1950-2018,247,2009-12-23 23:59:59.999989,1118.84,1121.58,1116.0,1120.59,3166870000.0,0.0,MomentumStrategy2,247,733764.9999999999,MACD,247,-6.646228785167068,-6.151608269086773,CrossOver,247,-1.0,CrossDown,247,1.0,Broker,247,89969.45750078793,100197.27163512161,BuySell,247,,,Trades,247,,
248,spx-1950-2018,248,2009-12-24 23:59:59.999989,1121.08,1126.48,1121.08,1126.48,1267710000.0,0.0,MomentumStrategy2,248,733765.9999999999,MACD,248,-7.553653038215998,-6.432017222912618,CrossOver,248,0.0,CrossDown,248,0.0,Broker,248,110206.11664438085,100153.555047365,BuySell,248,,1121.08,Trades,248,202.5318766371843,
249,spx-1950-2018,249,2009-12-28 23:59:59.999989,1127.53,1130.38,1123.51,1127.78,2716400000.0,0.0,MomentumStrategy2,249,733769.9999999999,MACD,249,-8.282220153417029,-6.8020578090135,CrossOver,249,0.0,CrossDown,249,0.0,Broker,249,110206.11664438085,100141.95401576557,BuySell,249,,,Trades,249,,
250,spx-1950-2018,250,2009-12-29 23:59:59.999989,1128.55,1130.38,1126.08,1126.2,2491020000.0,0.0,MomentumStrategy2,250,733770.9999999999,MACD,250,-8.632610683521307,-7.168168383915062,CrossOver,250,0.0,CrossDown,250,0.0,Broker,250,110206.11664438085,100156.0537310941,BuySell,250,,,Trades,250,,
251,spx-1950-2018,251,2009-12-30 23:59:59.999989,1125.53,1126.42,1121.94,1126.42,2277300000.0,0.0,MomentumStrategy2,251,733771.9999999999,MACD,251,-8.826305706440507,-7.499795848420152,CrossOver,251,0.0,CrossDown,251,0.0,Broker,251,110206.11664438085,100154.09047959265,BuySell,251,,,Trades,251,,
252,spx-1950-2018,252,2009-12-31 23:59:59.999989,1126.6,1127.64,1114.81,1115.1,2076990000.0,0.0,MomentumStrategy2,252,733772.9999999999,MACD,252,-7.974456442842211,-7.594727967304564,CrossOver,252,0.0,CrossDown,252,0.0,Broker,252,110206.11664438085,100255.10869321227,BuySell,252,,,Trades,252,,
253,spx-1950-2018,253,2010-01-04 23:59:59.999989,1116.56,1133.87,1116.56,1132.99,3991400000.0,0.0,MomentumStrategy2,253,733776.9999999999,MACD,253,-8.64329868426421,-7.804442110696494,CrossOver,253,0.0,CrossDown,253,0.0,Broker,253,110206.11664438085,100095.46065066326,BuySell,253,,,Trades,253,,
254,spx-1950-2018,254,2010-01-05 23:59:59.999989,1132.66,1136.63,1129.66,1136.52,2491020000.0,0.0,MomentumStrategy2,254,733777.9999999999,MACD,254,-9.350416694674323,-8.11363702749206,CrossOver,254,0.0,CrossDown,254,0.0,Broker,254,110206.11664438085,100063.95938793558,BuySell,254,,,Trades,254,,
255,spx-1950-2018,255,2010-01-06 23:59:59.999989,1135.71,1139.19,1133.95,1137.14,4972660000.0,0.0,MomentumStrategy2,255,733778.9999999999,MACD,255,-9.847327766139188,-8.460375175221486,CrossOver,255,0.0,CrossDown,255,0.0,Broker,255,110206.11664438085,100058.4265882497,BuySell,255,,,Trades,255,,
256,spx-1950-2018,256,2010-01-07 23:59:59.999989,1136.27,1142.46,1131.32,1141.69,5270680000.0,0.0,MomentumStrategy2,256,733779.9999999999,MACD,256,-10.487388260692569,-8.865777792315702,CrossOver,256,0.0,CrossDown,256,0.0,Broker,256,110206.11664438085,100017.82297765171,BuySell,256,,,Trades,256,,
257,spx-1950-2018,257,2010-01-08 23:59:59.999989,1140.52,1145.39,1136.22,1144.98,4389590000.0,0.0,MomentumStrategy2,257,733780.9999999999,MACD,257,-11.131795904451565,-9.318981414742876,CrossOver,257,0.0,CrossDown,257,0.0,Broker,257,110206.11664438085,99988.46344383471,BuySell,257,,,Trades,257,,
258,spx-1950-2018,258,2010-01-11 23:59:59.999989,1145.96,1149.74,1142.02,1146.98,4255780000.0,0.0,MomentumStrategy2,258,733783.9999999999,MACD,258,-11.66935977458229,-9.78905708671076,CrossOver,258,0.0,CrossDown,258,0.0,Broker,258,110206.11664438085,99970.61570291252,BuySell,258,,,Trades,258,,
259,spx-1950-2018,259,2010-01-12 23:59:59.999989,1143.81,1143.81,1131.77,1136.22,4716160000.0,0.0,MomentumStrategy2,259,733784.9999999999,MACD,259,-11.099196313578432,-10.051084932084294,CrossOver,259,0.0,CrossDown,259,0.0,Broker,259,110206.11664438085,100066.63654907391,BuySell,259,,,Trades,259,,
260,spx-1950-2018,260,2010-01-13 23:59:59.999989,1137.31,1148.4,1133.18,1145.68,4170360000.0,0.0,MomentumStrategy2,260,733785.9999999999,MACD,260,-11.280644356226958,-10.296996816912827,CrossOver,260,0.0,CrossDown,260,0.0,Broker,260,110206.11664438085,99982.21673451194,BuySell,260,,,Trades,260,,
261,spx-1950-2018,261,2010-01-14 23:59:59.999989,1145.68,1150.41,1143.8,1148.46,3915200000.0,0.0,MomentumStrategy2,261,733786.9999999999,MACD,261,-11.516016533729498,-10.540800760276161,CrossOver,261,0.0,CrossDown,261,0.0,Broker,261,110206.11664438085,99957.40837463009,BuySell,261,,,Trades,261,,
262,spx-1950-2018,262,2010-01-15 23:59:59.999989,1147.72,1147.77,1131.39,1136.03,4758730000.0,0.0,MomentumStrategy2,262,733787.9999999999,MACD,262,-10.577621327684938,-10.548164873757916,CrossOver,262,0.0,CrossDown,262,0.0,Broker,262,110206.11664438085,100068.33208446152,BuySell,262,,,Trades,262,,
263,spx-1950-2018,263,2010-01-19 23:59:59.999989,1136.03,1150.45,1135.77,1150.23,4724830000.0,0.0,MomentumStrategy2,263,733791.9999999999,MACD,263,-10.854632247989684,-10.60945834860427,CrossOver,263,0.0,CrossDown,263,0.0,Broker,263,110206.11664438085,99941.61312391395,BuySell,263,,,Trades,263,,
264,spx-1950-2018,264,2010-01-20 23:59:59.999989,1147.95,1147.95,1129.25,1138.04,4810560000.0,0.0,MomentumStrategy2,264,733792.9999999999,MACD,264,-9.975542430587439,-10.482675165000904,CrossOver,264,1.0,CrossDown,264,0.0,Broker,264,110206.11664438085,100050.39510483472,BuySell,264,,,Trades,264,,
265,spx-1950-2018,265,2010-01-21 23:59:59.999989,1138.68,1141.58,1114.84,1116.48,6874290000.0,0.0,MomentumStrategy2,265,733793.9999999999,MACD,265,-7.453229412046085,-9.87678601440994,CrossOver,265,0.0,CrossDown,265,0.0,Broker,265,100044.68382773962,100044.68382773962,BuySell,265,1138.68,,Trades,265,,-157.06012011529762
266,spx-1950-2018,266,2010-01-22 23:59:59.999989,1115.49,1115.49,1090.18,1091.76,6208650000.0,0.0,MomentumStrategy2,266,733794.9999999999,MACD,266,-3.420155344390878,-8.585459880406129,CrossOver,266,0.0,CrossDown,266,0.0,Broker,266,100044.68382773962,100044.68382773962,BuySell,266,,,Trades,266,,
267,spx-1950-2018,267,2010-01-25 23:59:59.999989,1092.4,1102.97,1092.4,1096.78,4481390000.0,0.0,MomentumStrategy2,267,733797.9999999999,MACD,267,-0.6218191905936692,-6.992731742443637,CrossOver,267,0.0,CrossDown,267,0.0,Broker,267,100044.68382773962,100044.68382773962,BuySell,267,,,Trades,267,,
268,spx-1950-2018,268,2010-01-26 23:59:59.999989,1095.8,1103.69,1089.86,1092.17,4731910000.0,0.0,MomentumStrategy2,268,733798.9999999999,MACD,268,1.9454449662625848,-5.205096400702393,CrossOver,268,0.0,CrossDown,268,0.0,Broker,268,100044.68382773962,100044.68382773962,BuySell,268,,,Trades,268,,
269,spx-1950-2018,269,2010-01-27 23:59:59.999989,1091.94,1099.51,1083.11,1097.5,5319120000.0,0.0,MomentumStrategy2,269,733799.9999999999,MACD,269,3.509478764753794,-3.462181367611156,CrossOver,269,0.0,CrossDown,269,0.0,Broker,269,100044.68382773962,100044.68382773962,BuySell,269,,,Trades,269,,
270,spx-1950-2018,270,2010-01-28 23:59:59.999989,1096.93,1100.22,1078.46,1084.53,5452400000.0,0.0,MomentumStrategy2,270,733800.9999999999,MACD,270,5.729511185056026,-1.6238428570777197,CrossOver,270,0.0,CrossDown,270,0.0,Broker,270,100044.68382773962,100044.68382773962,BuySell,270,,,Trades,270,,
271,spx-1950-2018,271,2010-01-29 23:59:59.999989,1087.61,1096.45,1071.59,1073.87,5412850000.0,0.0,MomentumStrategy2,271,733801.9999999999,MACD,271,8.253929620505914,0.3517116384390073,CrossOver,271,0.0,CrossDown,271,0.0,Broker,271,100044.68382773962,100044.68382773962,BuySell,271,,,Trades,271,,
272,spx-1950-2018,272,2010-02-01 23:59:59.999989,1073.89,1089.38,1073.89,1089.19,4077610000.0,0.0,MomentumStrategy2,272,733804.9999999999,MACD,272,8.915580193915275,2.064485349534261,CrossOver,272,0.0,CrossDown,272,0.0,Broker,272,100044.68382773962,100044.68382773962,BuySell,272,,,Trades,272,,
273,spx-1950-2018,273,2010-02-02 23:59:59.999989,1090.05,1104.73,1087.96,1103.32,4749540000.0,0.0,MomentumStrategy2,273,733805.9999999999,MACD,273,8.205185854632873,3.2926254505539836,CrossOver,273,0.0,CrossDown,273,0.0,Broker,273,100044.68382773962,100044.68382773962,BuySell,273,,,Trades,273,,
274,spx-1950-2018,274,2010-02-03 23:59:59.999989,1100.67,1102.72,1093.97,1097.28,4285450000.0,0.0,MomentumStrategy2,274,733806.9999999999,MACD,274,8.036926063404508,4.241485573124089,CrossOver,274,0.0,CrossDown,274,0.0,Broker,274,100044.68382773962,100044.68382773962,BuySell,274,,,Trades,274,,
275,spx-1950-2018,275,2010-02-04 23:59:59.999989,1097.25,1097.25,1062.78,1063.11,5859690000.0,0.0,MomentumStrategy2,275,733807.9999999999,MACD,275,10.539321656448692,5.501052789789009,CrossOver,275,0.0,CrossDown,275,0.0,Broker,275,100044.68382773962,100044.68382773962,BuySell,275,,,Trades,275,,
276,spx-1950-2018,276,2010-02-05 23:59:59.999989,1064.12,1067.13,1044.5,1066.19,6438900000.0,0.0,MomentumStrategy2,276,733808.9999999999,MACD,276,12.134083768874461,6.827658985606099,CrossOver,276,0.0,CrossDown,276,0.0,Broker,276,100044.68382773962,100044.68382773962,BuySell,276,,,Trades,276,,
277,spx-1950-2018,277,2010-02-08 23:59:59.999989,1065.51,1071.2,1056.51,1056.74,4089820000.0,0.0,MomentumStrategy2,277,733811.9999999999,MACD,277,13.999107261300423,8.261948640744965,CrossOver,277,0.0,CrossDown,277,0.0,Broker,277,100044.68382773962,100044.68382773962,BuySell,277,,,Trades,277,,
278,spx-1950-2018,278,2010-02-09 23:59:59.999989,1060.06,1079.28,1060.06,1070.52,5114260000.0,0.0,MomentumStrategy2,278,733812.9999999999,MACD,278,14.20151475808666,9.449861864213304,CrossOver,278,0.0,CrossDown,278,0.0,Broker,278,100044.68382773962,100044.68382773962,BuySell,278,,,Trades,278,,
279,spx-1950-2018,279,2010-02-10 23:59:59.999989,1069.68,1073.67,1059.34,1068.13,4251450000.0,0.0,MomentumStrategy2,279,733813.9999999999,MACD,279,14.388910776844114,10.437671646739467,CrossOver,279,0.0,CrossDown,279,0.0,Broker,279,100044.68382773962,100044.68382773962,BuySell,279,,,Trades,279,,
280,spx-1950-2018,280,2010-02-11 23:59:59.999989,1067.1,1080.04,1060.59,1078.47,4400870000.0,0.0,MomentumStrategy2,280,733814.9999999999,MACD,280,13.54691152342798,11.05951962207717,CrossOver,280,0.0,CrossDown,280,0.0,Broker,280,100044.68382773962,100044.68382773962,BuySell,280,,,Trades,280,,
281,spx-1950-2018,281,2010-02-12 23:59:59.999989,1075.95,1077.81,1062.97,1075.51,4160680000.0,0.0,MomentumStrategy2,281,733815.9999999999,MACD,281,12.96897009669533,11.441409717000802,CrossOver,281,0.0,CrossDown,281,0.0,Broker,281,100044.68382773962,100044.68382773962,BuySell,281,,,Trades,281,,
282,spx-1950-2018,282,2010-02-16 23:59:59.999989,1079.13,1095.67,1079.13,1094.87,4080770000.0,0.0,MomentumStrategy2,282,733819.9999999999,MACD,282,10.823984989179053,11.317924771436454,CrossOver,282,-1.0,CrossDown,282,1.0,Broker,282,100044.68382773962,100044.68382773962,BuySell,282,,,Trades,282,,
283,spx-1950-2018,283,2010-02-17 23:59:59.999989,1096.14,1101.03,1094.72,1099.51,4259230000.0,0.0,MomentumStrategy2,283,733820.9999999999,MACD,283,8.64994839509427,10.784329496168017,CrossOver,283,0.0,CrossDown,283,0.0,Broker,283,110056.2833783712,100013.90391779596,BuySell,283,,1096.14,Trades,283,,
284,spx-1950-2018,284,2010-02-18 23:59:59.999989,1099.03,1108.24,1097.48,1106.75,3878620000.0,0.0,MomentumStrategy2,284,733821.9999999999,MACD,284,6.270518603203527,9.881567317575119,CrossOver,284,0.0,CrossDown,284,0.0,Broker,284,110056.2833783712,99947.77734569152,BuySell,284,,,Trades,284,,
285,spx-1950-2018,285,2010-02-19 23:59:59.999989,1105.49,1112.42,1100.8,1109.17,3944280000.0,0.0,MomentumStrategy2,285,733822.9999999999,MACD,285,4.141785648266932,8.733610983713483,CrossOver,285,0.0,CrossDown,285,0.0,Broker,285,110056.2833783712,99925.67426496047,BuySell,285,,,Trades,285,,
286,spx-1950-2018,286,2010-02-22 23:59:59.999989,1110.0,1112.29,1105.38,1108.01,3814440000.0,0.0,MomentumStrategy2,286,733825.9999999999,MACD,286,2.519310704675263,7.4907509279058395,CrossOver,286,0.0,CrossDown,286,0.0,Broker,286,110056.2833783712,99936.26913010428,BuySell,286,,,Trades,286,,
