Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,MomentumStrategy2,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
46,spx-1950-2018,46,2009-03-10 23:59:59.999989,679.28,719.6,679.28,719.6,8618330000.0,0.0,MomentumStrategy2,46,733476.9999999999,MACD,46,39.89643751582503,36.559725966194456,CrossOver,46,0.0,CrossDown,46,0.0,Broker,46,100000.0,100000.0,BuySell,46,,,Trades,46,,
47,spx-1950-2018,47,2009-03-11 23:59:59.999989,719.59,731.92,713.85,721.36,7287810000.0,0.0,MomentumStrategy2,47,733477.9999999999,MACD,47,36.957528658077536,36.639286504571075,CrossOver,47,0.0,CrossDown,47,0.0,Broker,47,100000.0,100000.0,BuySell,47,,,Trades,47,,
48,spx-1950-2018,48,2009-03-12 23:59:59.999989,720.89,752.63,714.76,750.74,7326630000.0,0.0,MomentumStrategy2,48,733478.9999999999,MACD,48,31.890092616730158,35.68944772700289,CrossOver,48,-1.0,CrossDown,48,1.0,Broker,48,100000.0,100000.0,BuySell,48,,,Trades,48,,
49,spx-1950-2018,49,2009-03-13 23:59:59.999989,751.97,758.29,742.46,756.55,6787090000.0,0.0,MomentumStrategy2,49,733479.9999999999,MACD,49,27.092983551666293,33.97015489193558,CrossOver,49,0.0,CrossDown,49,0.0,Broker,49,110016.38383461651,99938.9935263873,BuySell,49,,751.97,Trades,49,,
50,spx-1950-2018,50,2009-03-16 23:59:59.999989,758.84,774.53,753.37,753.89,7883540000.0,0.0,MomentumStrategy2,50,733482.9999999999,MACD,50,23.23800655138359,31.823725223825186,CrossOver,50,0.0,CrossDown,50,0.0,Broker,50,110016.38383461651,99974.42523376935,BuySell,50,,,Trades,50,,
51,spx-1950-2018,51,2009-03-17 23:59:59.999989,753.88,778.12,749.93,778.12,6156800000.0,0.0,MomentumStrategy2,51,733483.9999999999,MACD,51,18.020027345448284,29.062985648149805,CrossOver,51,0.0,CrossDown,51,0.0,Broker,51,110016.38383461651,99651.67701201481,BuySell,51,,,Trades,51,,
52,spx-1950-2018,52,2009-03-18 23:59:59.999989,776.01,803.04,765.64,794.35,9098450000.0,0.0,MomentumStrategy2,52,733484.9999999999,MACD,52,12.431809707231764,25.7367504599662,CrossOver,52,0.0,CrossDown,52,0.0,Broker,52,110016.38383461651,99435.49031622133,BuySell,52,,,Trades,52,,
53,spx-1950-2018,53,2009-03-19 23:59:59.999989,797.92,803.24,781.82,784.04,9033870000.0,0.0,MomentumStrategy2,53,733485.9999999999,MACD,53,8.734353612250516,22.336271090423065,CrossOver,53,0.0,CrossDown,53,0.0,Broker,53,110016.38383461651,99572.82148280364,BuySell,53,,,Trades,53,,
54,spx-1950-2018,54,2009-03-20 23:59:59.999989,784.58,788.91,766.2,768.54,7643720000.0,0.0,MomentumStrategy2,54,733486.9999999999,MACD,54,6.9744167445329595,19.263900221245045,CrossOver,54,0.0,CrossDown,54,0.0,Broker,54,110016.38383461651,99779.28443935317,BuySell,54,,,Trades,54,,
55,spx-1950-2018,55,2009-03-23 23:59:59.999989,772.31,823.37,772.31,822.92,7715770000.0,0.0,MomentumStrategy2,55,733489.9999999999,MACD,55,1.1780625975230805,15.646732696500653,CrossOver,55,0.0,CrossDown,55,0.0,Broker,55,110016.38383461651,99054.93246663292,BuySell,55,,,Trades,55,,
