datetime.1,Id,stockpx,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_1,len.1,open.1,high.1,low.1,close.1,volume.1,openinterest.1,stockpx_lag_2,len.2,datetime.2,open.2,high.2,low.2,close.2,volume.2,openinterest.2,stockpx_lag_3,len.3,datetime.3,open.3,high.3,low.3,close.3,volume.3,openinterest.3,stockpx_lag_4,len.4,datetime.4,open.4,high.4,low.4,close.4,volume.4,openinterest.4,stockpx_lag_5,len.5,datetime.5,open.5,high.5,low.5,close.5,volume.5,openinterest.5,straddle,len.6,datetime.6,open.6,high.6,low.6,close.6,volume.6,openinterest.6,TestStrategy,len.7,datetime.7,PSAR,len.8,psar,SMA_Crossup_50_200,len.9,sma_up_50_200,SMA_Crossdown_50_200,len.10,sma_down_50_200,SMA_Crossup_5_30,len.11,sma_up_5_30,SMA_Crossdown_5_30,len.12,sma_down_5_30,EMA_Crossup_12_26,len.13,ema_up_12_26,EMA_Crossdown_12_26,len.14,ema_down_12_26,MACD_Crossup,len.15,macd_up,MACD_Crossdown,len.16,macd_down,DEMA_CrossUp_21_55,len.17,dema_up_21_55,DEMA_CrossDown_21_55,len.18,dema_down_21_55,Broker,len.19,cash,value,BuySell,len.20,buy,sell,BuySell.1,len.21,buy.1,sell.1,BuySell.2,len.22,buy.2,sell.2,BuySell.3,len.23,buy.3,sell.3,BuySell.4,len.24,buy.4,sell.4,BuySell.5,len.25,buy.5,sell.5,BuySell.6,len.26,buy.6,sell.6,DataTrades,len.27,stockpx.1,stockpx_lag_1.1,stockpx_lag_2.1,stockpx_lag_3.1,stockpx_lag_4.1,stockpx_lag_5.1,straddle.1,Straddle Value,Total Premium Paid,Value including Premium
2011-07-11,381,stockpx,381,2011-07-11 00:00:00,,15.44,14.99,15.05,21486700.0,,stockpx_lag_1,381.0,,,,14.86,,,stockpx_lag_2,381.0,2011-07-11 00:00:00,,,,14.91,,,stockpx_lag_3,381.0,2011-07-11 00:00:00,,,,14.63,,,stockpx_lag_4,381.0,2011-07-11 00:00:00,,,,14.69,,,stockpx_lag_5,381.0,2011-07-11 00:00:00,,,,14.42,,,straddle,381.0,2011-07-11 00:00:00,,,,0.7067246879815903,,,TestStrategy,381.0,734329.0,PSAR,381.0,15.95,SMA_Crossup_50_200,381.0,0.0,SMA_Crossdown_50_200,381.0,0.0,SMA_Crossup_5_30,381.0,0.0,SMA_Crossdown_5_30,381.0,0.0,EMA_Crossup_12_26,381.0,0.0,EMA_Crossdown_12_26,381.0,0.0,MACD_Crossup,381.0,0.0,MACD_Crossdown,381.0,0.0,DEMA_CrossUp_21_55,381.0,0.0,DEMA_CrossDown_21_55,381.0,0.0,Broker,381.0,100003.20000000004,100003.20000000004,BuySell,381.0,,,BuySell,381.0,,,BuySell,381.0,,,BuySell,381.0,,,BuySell,381.0,,,BuySell,381.0,,,BuySell,381.0,,,DataTrades,381.0,,,,,,,,0.0,5.653903476533171,99997.54609652351
2011-07-12,382,stockpx,382,2011-07-12 00:00:00,,15.18,14.85,14.86,22791100.0,,stockpx_lag_1,382.0,,,,14.91,,,stockpx_lag_2,382.0,2011-07-12 00:00:00,,,,14.63,,,stockpx_lag_3,382.0,2011-07-12 00:00:00,,,,14.69,,,stockpx_lag_4,382.0,2011-07-12 00:00:00,,,,14.42,,,stockpx_lag_5,382.0,2011-07-12 00:00:00,,,,14.59,,,straddle,382.0,2011-07-12 00:00:00,,,,0.712016321394489,,,TestStrategy,382.0,734330.0,PSAR,382.0,15.9308,SMA_Crossup_50_200,382.0,0.0,SMA_Crossdown_50_200,382.0,0.0,SMA_Crossup_5_30,382.0,0.0,SMA_Crossdown_5_30,382.0,0.0,EMA_Crossup_12_26,382.0,0.0,EMA_Crossdown_12_26,382.0,0.0,MACD_Crossup,382.0,0.0,MACD_Crossdown,382.0,0.0,DEMA_CrossUp_21_55,382.0,0.0,DEMA_CrossDown_21_55,382.0,0.0,Broker,382.0,100003.20000000004,100003.20000000004,BuySell,382.0,,,BuySell,382.0,,,BuySell,382.0,,,BuySell,382.0,,,BuySell,382.0,,,BuySell,382.0,,,BuySell,382.0,,,DataTrades,382.0,,,,,,,,0.0,5.653903476533171,99997.54609652351
2011-07-13,383,stockpx,383,2011-07-13 00:00:00,,15.1,14.87,14.91,16646100.0,,stockpx_lag_1,383.0,,,,14.63,,,stockpx_lag_2,383.0,2011-07-13 00:00:00,,,,14.69,,,stockpx_lag_3,383.0,2011-07-13 00:00:00,,,,14.42,,,stockpx_lag_4,383.0,2011-07-13 00:00:00,,,,14.59,,,stockpx_lag_5,383.0,2011-07-13 00:00:00,,,,13.48,,,straddle,383.0,2011-07-13 00:00:00,,,,0.7056868418779391,,,TestStrategy,383.0,734331.0,PSAR,383.0,15.71464,SMA_Crossup_50_200,383.0,0.0,SMA_Crossdown_50_200,383.0,0.0,SMA_Crossup_5_30,383.0,0.0,SMA_Crossdown_5_30,383.0,0.0,EMA_Crossup_12_26,383.0,0.0,EMA_Crossdown_12_26,383.0,0.0,MACD_Crossup,383.0,0.0,MACD_Crossdown,383.0,0.0,DEMA_CrossUp_21_55,383.0,0.0,DEMA_CrossDown_21_55,383.0,0.0,Broker,383.0,100003.20000000004,100003.20000000004,BuySell,383.0,,,BuySell,383.0,,,BuySell,383.0,,,BuySell,383.0,,,BuySell,383.0,,,BuySell,383.0,,,BuySell,383.0,,,DataTrades,383.0,,,,,,,,0.0,5.653903476533171,99997.54609652351
2011-07-14,384,stockpx,384,2011-07-14 00:00:00,,14.99,14.6,14.63,27078600.0,,stockpx_lag_1,384.0,,,,14.69,,,stockpx_lag_2,384.0,2011-07-14 00:00:00,,,,14.42,,,stockpx_lag_3,384.0,2011-07-14 00:00:00,,,,14.59,,,stockpx_lag_4,384.0,2011-07-14 00:00:00,,,,13.48,,,stockpx_lag_5,384.0,2011-07-14 00:00:00,,,,13.59,,,straddle,384.0,2011-07-14 00:00:00,,,,0.6772264035876656,,,TestStrategy,384.0,734332.0,PSAR,384.0,15.541712,SMA_Crossup_50_200,384.0,0.0,SMA_Crossdown_50_200,384.0,0.0,SMA_Crossup_5_30,384.0,0.0,SMA_Crossdown_5_30,384.0,1.0,EMA_Crossup_12_26,384.0,0.0,EMA_Crossdown_12_26,384.0,0.0,MACD_Crossup,384.0,0.0,MACD_Crossdown,384.0,1.0,DEMA_CrossUp_21_55,384.0,0.0,DEMA_CrossDown_21_55,384.0,0.0,Broker,384.0,100003.20000000004,100003.20000000004,BuySell,384.0,,,BuySell,384.0,,,BuySell,384.0,,,BuySell,384.0,,,BuySell,384.0,,,BuySell,384.0,,,BuySell,384.0,,,DataTrades,384.0,,,,,,,,0.0,5.653903476533171,99997.54609652351
2011-07-15,385,stockpx,385,2011-07-15 00:00:00,,14.94,14.61,14.69,19745100.0,,stockpx_lag_1,385.0,,,,14.42,,,stockpx_lag_2,385.0,2011-07-15 00:00:00,,,,14.59,,,stockpx_lag_3,385.0,2011-07-15 00:00:00,,,,13.48,,,stockpx_lag_4,385.0,2011-07-15 00:00:00,,,,13.59,,,stockpx_lag_5,385.0,2011-07-15 00:00:00,,,,13.98,,,straddle,385.0,2011-07-15 00:00:00,,,,0.6261142207527124,,,TestStrategy,385.0,734333.0,PSAR,385.0,15.33453536,SMA_Crossup_50_200,385.0,0.0,SMA_Crossdown_50_200,385.0,0.0,SMA_Crossup_5_30,385.0,0.0,SMA_Crossdown_5_30,385.0,0.0,EMA_Crossup_12_26,385.0,0.0,EMA_Crossdown_12_26,385.0,0.0,MACD_Crossup,385.0,0.0,MACD_Crossdown,385.0,0.0,DEMA_CrossUp_21_55,385.0,0.0,DEMA_CrossDown_21_55,385.0,0.0,Broker,385.0,100017.89000000004,100003.20000000004,BuySell,385.0,,14.69,BuySell,385.0,,,BuySell,385.0,,,BuySell,385.0,,,BuySell,385.0,,,BuySell,385.0,,,BuySell,385.0,,,DataTrades,385.0,,,,,,,,0.6261142207527124,6.280017697285883,99996.91998230276
2011-07-18,386,stockpx,386,2011-07-18 00:00:00,,14.69,14.37,14.42,24504800.0,,stockpx_lag_1,386.0,,,,14.59,,,stockpx_lag_2,386.0,2011-07-18 00:00:00,,,,13.48,,,stockpx_lag_3,386.0,2011-07-18 00:00:00,,,,13.59,,,stockpx_lag_4,386.0,2011-07-18 00:00:00,,,,13.98,,,stockpx_lag_5,386.0,2011-07-18 00:00:00,,,,13.69,,,straddle,386.0,2011-07-18 00:00:00,,,,0.6603907234425659,,,TestStrategy,386.0,734336.0,PSAR,386.0,15.1729375808,SMA_Crossup_50_200,386.0,0.0,SMA_Crossdown_50_200,386.0,0.0,SMA_Crossup_5_30,386.0,0.0,SMA_Crossdown_5_30,386.0,0.0,EMA_Crossup_12_26,386.0,0.0,EMA_Crossdown_12_26,386.0,0.0,MACD_Crossup,386.0,0.0,MACD_Crossdown,386.0,0.0,DEMA_CrossUp_21_55,386.0,0.0,DEMA_CrossDown_21_55,386.0,0.0,Broker,386.0,100017.89000000004,100003.47000000004,BuySell,386.0,,,BuySell,386.0,,,BuySell,386.0,,,BuySell,386.0,,,BuySell,386.0,,,BuySell,386.0,,,BuySell,386.0,,,DataTrades,386.0,,,,,,,,0.0,6.280017697285883,99997.18998230276
2011-07-19,387,stockpx,387,2011-07-19 00:00:00,,14.69,14.45,14.59,30168200.0,,stockpx_lag_1,387.0,,,,13.48,,,stockpx_lag_2,387.0,2011-07-19 00:00:00,,,,13.59,,,stockpx_lag_3,387.0,2011-07-19 00:00:00,,,,13.98,,,stockpx_lag_4,387.0,2011-07-19 00:00:00,,,,13.69,,,stockpx_lag_5,387.0,2011-07-19 00:00:00,,,,13.94,,,straddle,387.0,2011-07-19 00:00:00,,,,0.6064263776139827,,,TestStrategy,387.0,734337.0,PSAR,387.0,14.980232561408,SMA_Crossup_50_200,387.0,0.0,SMA_Crossdown_50_200,387.0,0.0,SMA_Crossup_5_30,387.0,0.0,SMA_Crossdown_5_30,387.0,0.0,EMA_Crossup_12_26,387.0,0.0,EMA_Crossdown_12_26,387.0,0.0,MACD_Crossup,387.0,0.0,MACD_Crossdown,387.0,0.0,DEMA_CrossUp_21_55,387.0,0.0,DEMA_CrossDown_21_55,387.0,0.0,Broker,387.0,100017.89000000004,100003.30000000003,BuySell,387.0,,,BuySell,387.0,,,BuySell,387.0,,,BuySell,387.0,,,BuySell,387.0,,,BuySell,387.0,,,BuySell,387.0,,,DataTrades,387.0,,,,,,,,0.0,6.280017697285883,99997.01998230275
2011-07-20,388,stockpx,388,2011-07-20 00:00:00,,14.15,13.45,13.48,63098400.0,,stockpx_lag_1,388.0,,,,13.59,,,stockpx_lag_2,388.0,2011-07-20 00:00:00,,,,13.98,,,stockpx_lag_3,388.0,2011-07-20 00:00:00,,,,13.69,,,stockpx_lag_4,388.0,2011-07-20 00:00:00,,,,13.94,,,stockpx_lag_5,388.0,2011-07-20 00:00:00,,,,13.59,,,straddle,388.0,2011-07-20 00:00:00,,,,0.5211947158712391,,,TestStrategy,388.0,734338.0,PSAR,388.0,14.833776746670079,SMA_Crossup_50_200,388.0,0.0,SMA_Crossdown_50_200,388.0,0.0,SMA_Crossup_5_30,388.0,0.0,SMA_Crossdown_5_30,388.0,0.0,EMA_Crossup_12_26,388.0,0.0,EMA_Crossdown_12_26,388.0,0.0,MACD_Crossup,388.0,0.0,MACD_Crossdown,388.0,0.0,DEMA_CrossUp_21_55,388.0,0.0,DEMA_CrossDown_21_55,388.0,0.0,Broker,388.0,100017.89000000004,100004.41000000003,BuySell,388.0,,,BuySell,388.0,,,BuySell,388.0,,,BuySell,388.0,,,BuySell,388.0,,,BuySell,388.0,,,BuySell,388.0,,,DataTrades,388.0,,,,,,,,0.0,6.280017697285883,99998.12998230275
2011-07-21,389,stockpx,389,2011-07-21 00:00:00,,13.63,13.36,13.59,30487100.0,,stockpx_lag_1,389.0,,,,13.98,,,stockpx_lag_2,389.0,2011-07-21 00:00:00,,,,13.69,,,stockpx_lag_3,389.0,2011-07-21 00:00:00,,,,13.94,,,stockpx_lag_4,389.0,2011-07-21 00:00:00,,,,13.59,,,stockpx_lag_5,389.0,2011-07-21 00:00:00,,,,13.5,,,straddle,389.0,2011-07-21 00:00:00,,,,0.5495263234961563,,,TestStrategy,389.0,734339.0,PSAR,389.0,14.69,SMA_Crossup_50_200,389.0,0.0,SMA_Crossdown_50_200,389.0,0.0,SMA_Crossup_5_30,389.0,0.0,SMA_Crossdown_5_30,389.0,0.0,EMA_Crossup_12_26,389.0,0.0,EMA_Crossdown_12_26,389.0,0.0,MACD_Crossup,389.0,0.0,MACD_Crossdown,389.0,0.0,DEMA_CrossUp_21_55,389.0,0.0,DEMA_CrossDown_21_55,389.0,0.0,Broker,389.0,100004.30000000003,100004.30000000003,BuySell,389.0,13.59,,BuySell,389.0,,,BuySell,389.0,,,BuySell,389.0,,,BuySell,389.0,,,BuySell,389.0,,,BuySell,389.0,,,DataTrades,389.0,1.0999999999999996,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-07-22,390,stockpx,390,2011-07-22 00:00:00,,14.05,13.57,13.98,30144800.0,,stockpx_lag_1,390.0,,,,13.69,,,stockpx_lag_2,390.0,2011-07-22 00:00:00,,,,13.94,,,stockpx_lag_3,390.0,2011-07-22 00:00:00,,,,13.59,,,stockpx_lag_4,390.0,2011-07-22 00:00:00,,,,13.5,,,stockpx_lag_5,390.0,2011-07-22 00:00:00,,,,13.1,,,straddle,390.0,2011-07-22 00:00:00,,,,0.5666464493493351,,,TestStrategy,390.0,734340.0,PSAR,390.0,14.3176,SMA_Crossup_50_200,390.0,0.0,SMA_Crossdown_50_200,390.0,0.0,SMA_Crossup_5_30,390.0,0.0,SMA_Crossdown_5_30,390.0,0.0,EMA_Crossup_12_26,390.0,0.0,EMA_Crossdown_12_26,390.0,0.0,MACD_Crossup,390.0,0.0,MACD_Crossdown,390.0,0.0,DEMA_CrossUp_21_55,390.0,0.0,DEMA_CrossDown_21_55,390.0,0.0,Broker,390.0,100004.30000000003,100004.30000000003,BuySell,390.0,,,BuySell,390.0,,,BuySell,390.0,,,BuySell,390.0,,,BuySell,390.0,,,BuySell,390.0,,,BuySell,390.0,,,DataTrades,390.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-07-25,391,stockpx,391,2011-07-25 00:00:00,,13.88,13.68,13.69,16725400.0,,stockpx_lag_1,391.0,,,,13.94,,,stockpx_lag_2,391.0,2011-07-25 00:00:00,,,,13.59,,,stockpx_lag_3,391.0,2011-07-25 00:00:00,,,,13.5,,,stockpx_lag_4,391.0,2011-07-25 00:00:00,,,,13.1,,,stockpx_lag_5,391.0,2011-07-25 00:00:00,,,,13.1,,,straddle,391.0,2011-07-25 00:00:00,,,,0.5582576193831486,,,TestStrategy,391.0,734343.0,PSAR,391.0,14.05,SMA_Crossup_50_200,391.0,0.0,SMA_Crossdown_50_200,391.0,0.0,SMA_Crossup_5_30,391.0,0.0,SMA_Crossdown_5_30,391.0,0.0,EMA_Crossup_12_26,391.0,0.0,EMA_Crossdown_12_26,391.0,0.0,MACD_Crossup,391.0,0.0,MACD_Crossdown,391.0,0.0,DEMA_CrossUp_21_55,391.0,0.0,DEMA_CrossDown_21_55,391.0,0.0,Broker,391.0,100004.30000000003,100004.30000000003,BuySell,391.0,,,BuySell,391.0,,,BuySell,391.0,,,BuySell,391.0,,,BuySell,391.0,,,BuySell,391.0,,,BuySell,391.0,,,DataTrades,391.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-07-26,392,stockpx,392,2011-07-26 00:00:00,,13.99,13.65,13.94,20934200.0,,stockpx_lag_1,392.0,,,,13.59,,,stockpx_lag_2,392.0,2011-07-26 00:00:00,,,,13.5,,,stockpx_lag_3,392.0,2011-07-26 00:00:00,,,,13.1,,,stockpx_lag_4,392.0,2011-07-26 00:00:00,,,,13.1,,,stockpx_lag_5,392.0,2011-07-26 00:00:00,,,,12.76,,,straddle,392.0,2011-07-26 00:00:00,,,,0.5494927882413805,,,TestStrategy,392.0,734344.0,PSAR,392.0,14.05,SMA_Crossup_50_200,392.0,0.0,SMA_Crossdown_50_200,392.0,0.0,SMA_Crossup_5_30,392.0,0.0,SMA_Crossdown_5_30,392.0,0.0,EMA_Crossup_12_26,392.0,0.0,EMA_Crossdown_12_26,392.0,0.0,MACD_Crossup,392.0,0.0,MACD_Crossdown,392.0,0.0,DEMA_CrossUp_21_55,392.0,0.0,DEMA_CrossDown_21_55,392.0,0.0,Broker,392.0,100004.30000000003,100004.30000000003,BuySell,392.0,,,BuySell,392.0,,,BuySell,392.0,,,BuySell,392.0,,,BuySell,392.0,,,BuySell,392.0,,,BuySell,392.0,,,DataTrades,392.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-07-27,393,stockpx,393,2011-07-27 00:00:00,,13.9,13.57,13.59,20559500.0,,stockpx_lag_1,393.0,,,,13.5,,,stockpx_lag_2,393.0,2011-07-27 00:00:00,,,,13.1,,,stockpx_lag_3,393.0,2011-07-27 00:00:00,,,,13.1,,,stockpx_lag_4,393.0,2011-07-27 00:00:00,,,,12.76,,,stockpx_lag_5,393.0,2011-07-27 00:00:00,,,,13.02,,,straddle,393.0,2011-07-27 00:00:00,,,,0.5422165487381667,,,TestStrategy,393.0,734345.0,PSAR,393.0,13.99,SMA_Crossup_50_200,393.0,0.0,SMA_Crossdown_50_200,393.0,0.0,SMA_Crossup_5_30,393.0,0.0,SMA_Crossdown_5_30,393.0,0.0,EMA_Crossup_12_26,393.0,0.0,EMA_Crossdown_12_26,393.0,0.0,MACD_Crossup,393.0,0.0,MACD_Crossdown,393.0,0.0,DEMA_CrossUp_21_55,393.0,0.0,DEMA_CrossDown_21_55,393.0,0.0,Broker,393.0,100004.30000000003,100004.30000000003,BuySell,393.0,,,BuySell,393.0,,,BuySell,393.0,,,BuySell,393.0,,,BuySell,393.0,,,BuySell,393.0,,,BuySell,393.0,,,DataTrades,393.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-07-28,394,stockpx,394,2011-07-28 00:00:00,,13.71,13.43,13.5,20636500.0,,stockpx_lag_1,394.0,,,,13.1,,,stockpx_lag_2,394.0,2011-07-28 00:00:00,,,,13.1,,,stockpx_lag_3,394.0,2011-07-28 00:00:00,,,,12.76,,,stockpx_lag_4,394.0,2011-07-28 00:00:00,,,,13.02,,,stockpx_lag_5,394.0,2011-07-28 00:00:00,,,,12.0,,,straddle,394.0,2011-07-28 00:00:00,,,,0.5396763642194848,,,TestStrategy,394.0,734346.0,PSAR,394.0,13.99,SMA_Crossup_50_200,394.0,0.0,SMA_Crossdown_50_200,394.0,0.0,SMA_Crossup_5_30,394.0,0.0,SMA_Crossdown_5_30,394.0,0.0,EMA_Crossup_12_26,394.0,0.0,EMA_Crossdown_12_26,394.0,0.0,MACD_Crossup,394.0,0.0,MACD_Crossdown,394.0,0.0,DEMA_CrossUp_21_55,394.0,0.0,DEMA_CrossDown_21_55,394.0,0.0,Broker,394.0,100004.30000000003,100004.30000000003,BuySell,394.0,,,BuySell,394.0,,,BuySell,394.0,,,BuySell,394.0,,,BuySell,394.0,,,BuySell,394.0,,,BuySell,394.0,,,DataTrades,394.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-07-29,395,stockpx,395,2011-07-29 00:00:00,,14.07,13.04,13.1,67798500.0,,stockpx_lag_1,395.0,,,,13.1,,,stockpx_lag_2,395.0,2011-07-29 00:00:00,,,,12.76,,,stockpx_lag_3,395.0,2011-07-29 00:00:00,,,,13.02,,,stockpx_lag_4,395.0,2011-07-29 00:00:00,,,,12.0,,,stockpx_lag_5,395.0,2011-07-29 00:00:00,,,,11.74,,,straddle,395.0,2011-07-29 00:00:00,,,,0.5783371593332065,,,TestStrategy,395.0,734347.0,PSAR,395.0,13.36,SMA_Crossup_50_200,395.0,0.0,SMA_Crossdown_50_200,395.0,0.0,SMA_Crossup_5_30,395.0,0.0,SMA_Crossdown_5_30,395.0,0.0,EMA_Crossup_12_26,395.0,0.0,EMA_Crossdown_12_26,395.0,0.0,MACD_Crossup,395.0,0.0,MACD_Crossdown,395.0,0.0,DEMA_CrossUp_21_55,395.0,0.0,DEMA_CrossDown_21_55,395.0,0.0,Broker,395.0,100004.30000000003,100004.30000000003,BuySell,395.0,,,BuySell,395.0,,,BuySell,395.0,,,BuySell,395.0,,,BuySell,395.0,,,BuySell,395.0,,,BuySell,395.0,,,DataTrades,395.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-08-01,396,stockpx,396,2011-08-01 00:00:00,,13.34,12.95,13.1,26880000.0,,stockpx_lag_1,396.0,,,,12.76,,,stockpx_lag_2,396.0,2011-08-01 00:00:00,,,,13.02,,,stockpx_lag_3,396.0,2011-08-01 00:00:00,,,,12.0,,,stockpx_lag_4,396.0,2011-08-01 00:00:00,,,,11.74,,,stockpx_lag_5,396.0,2011-08-01 00:00:00,,,,11.09,,,straddle,396.0,2011-08-01 00:00:00,,,,0.5476377623415125,,,TestStrategy,396.0,734350.0,PSAR,396.0,14.07,SMA_Crossup_50_200,396.0,0.0,SMA_Crossdown_50_200,396.0,0.0,SMA_Crossup_5_30,396.0,0.0,SMA_Crossdown_5_30,396.0,0.0,EMA_Crossup_12_26,396.0,0.0,EMA_Crossdown_12_26,396.0,0.0,MACD_Crossup,396.0,0.0,MACD_Crossdown,396.0,0.0,DEMA_CrossUp_21_55,396.0,0.0,DEMA_CrossDown_21_55,396.0,0.0,Broker,396.0,100004.30000000003,100004.30000000003,BuySell,396.0,,,BuySell,396.0,,,BuySell,396.0,,,BuySell,396.0,,,BuySell,396.0,,,BuySell,396.0,,,BuySell,396.0,,,DataTrades,396.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-08-02,397,stockpx,397,2011-08-02 00:00:00,,13.18,12.75,12.76,25800300.0,,stockpx_lag_1,397.0,,,,13.02,,,stockpx_lag_2,397.0,2011-08-02 00:00:00,,,,12.0,,,stockpx_lag_3,397.0,2011-08-02 00:00:00,,,,11.74,,,stockpx_lag_4,397.0,2011-08-02 00:00:00,,,,11.09,,,stockpx_lag_5,397.0,2011-08-02 00:00:00,,,,12.09,,,straddle,397.0,2011-08-02 00:00:00,,,,0.5338492298047397,,,TestStrategy,397.0,734351.0,PSAR,397.0,14.07,SMA_Crossup_50_200,397.0,0.0,SMA_Crossdown_50_200,397.0,0.0,SMA_Crossup_5_30,397.0,0.0,SMA_Crossdown_5_30,397.0,0.0,EMA_Crossup_12_26,397.0,0.0,EMA_Crossdown_12_26,397.0,0.0,MACD_Crossup,397.0,0.0,MACD_Crossdown,397.0,0.0,DEMA_CrossUp_21_55,397.0,0.0,DEMA_CrossDown_21_55,397.0,0.0,Broker,397.0,100004.30000000003,100004.30000000003,BuySell,397.0,,,BuySell,397.0,,,BuySell,397.0,,,BuySell,397.0,,,BuySell,397.0,,,BuySell,397.0,,,BuySell,397.0,,,DataTrades,397.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-08-03,398,stockpx,398,2011-08-03 00:00:00,,13.07,12.53,13.02,26161900.0,,stockpx_lag_1,398.0,,,,12.0,,,stockpx_lag_2,398.0,2011-08-03 00:00:00,,,,11.74,,,stockpx_lag_3,398.0,2011-08-03 00:00:00,,,,11.09,,,stockpx_lag_4,398.0,2011-08-03 00:00:00,,,,12.09,,,stockpx_lag_5,398.0,2011-08-03 00:00:00,,,,11.77,,,straddle,398.0,2011-08-03 00:00:00,,,,0.5558176674991318,,,TestStrategy,398.0,734352.0,PSAR,398.0,13.806,SMA_Crossup_50_200,398.0,0.0,SMA_Crossdown_50_200,398.0,0.0,SMA_Crossup_5_30,398.0,0.0,SMA_Crossdown_5_30,398.0,0.0,EMA_Crossup_12_26,398.0,0.0,EMA_Crossdown_12_26,398.0,0.0,MACD_Crossup,398.0,0.0,MACD_Crossdown,398.0,0.0,DEMA_CrossUp_21_55,398.0,0.0,DEMA_CrossDown_21_55,398.0,0.0,Broker,398.0,100004.30000000003,100004.30000000003,BuySell,398.0,,,BuySell,398.0,,,BuySell,398.0,,,BuySell,398.0,,,BuySell,398.0,,,BuySell,398.0,,,BuySell,398.0,,,DataTrades,398.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-08-04,399,stockpx,399,2011-08-04 00:00:00,,12.86,11.99,12.0,39442300.0,,stockpx_lag_1,399.0,,,,11.74,,,stockpx_lag_2,399.0,2011-08-04 00:00:00,,,,11.09,,,stockpx_lag_3,399.0,2011-08-04 00:00:00,,,,12.09,,,stockpx_lag_4,399.0,2011-08-04 00:00:00,,,,11.77,,,stockpx_lag_5,399.0,2011-08-04 00:00:00,,,,12.86,,,straddle,399.0,2011-08-04 00:00:00,,,,0.6558227954696001,,,TestStrategy,399.0,734353.0,PSAR,399.0,13.525279999999999,SMA_Crossup_50_200,399.0,0.0,SMA_Crossdown_50_200,399.0,0.0,SMA_Crossup_5_30,399.0,0.0,SMA_Crossdown_5_30,399.0,0.0,EMA_Crossup_12_26,399.0,0.0,EMA_Crossdown_12_26,399.0,0.0,MACD_Crossup,399.0,0.0,MACD_Crossdown,399.0,0.0,DEMA_CrossUp_21_55,399.0,0.0,DEMA_CrossDown_21_55,399.0,0.0,Broker,399.0,100004.30000000003,100004.30000000003,BuySell,399.0,,,BuySell,399.0,,,BuySell,399.0,,,BuySell,399.0,,,BuySell,399.0,,,BuySell,399.0,,,BuySell,399.0,,,DataTrades,399.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
2011-08-05,400,stockpx,400,2011-08-05 00:00:00,,12.12,11.41,11.74,47066200.0,,stockpx_lag_1,400.0,,,,11.09,,,stockpx_lag_2,400.0,2011-08-05 00:00:00,,,,12.09,,,stockpx_lag_3,400.0,2011-08-05 00:00:00,,,,11.77,,,stockpx_lag_4,400.0,2011-08-05 00:00:00,,,,12.86,,,stockpx_lag_5,400.0,2011-08-05 00:00:00,,,,13.59,,,straddle,400.0,2011-08-05 00:00:00,,,,0.6287070641292507,,,TestStrategy,400.0,734354.0,PSAR,400.0,13.156812799999999,SMA_Crossup_50_200,400.0,0.0,SMA_Crossdown_50_200,400.0,0.0,SMA_Crossup_5_30,400.0,0.0,SMA_Crossdown_5_30,400.0,0.0,EMA_Crossup_12_26,400.0,0.0,EMA_Crossdown_12_26,400.0,0.0,MACD_Crossup,400.0,0.0,MACD_Crossdown,400.0,0.0,DEMA_CrossUp_21_55,400.0,0.0,DEMA_CrossDown_21_55,400.0,0.0,Broker,400.0,100004.30000000003,100004.30000000003,BuySell,400.0,,,BuySell,400.0,,,BuySell,400.0,,,BuySell,400.0,,,BuySell,400.0,,,BuySell,400.0,,,BuySell,400.0,,,DataTrades,400.0,,,,,,,,0.0,6.280017697285883,99998.01998230275
