Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI_Oversold,len,oversold,RSI_Overbought,len,overbought,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
1236,10dORHV,1236,2014-12-18 00:00:00,,,,24.01,,,stockpx,1236,2014-12-18 00:00:00,,,,47.37,,,HVStrategy,1236,735585.0,RSI_Oversold,1236,0.0,RSI_Overbought,1236,,Broker,1236,100019.99580000005,100019.99580000005,BuySell,1236,,,BuySell,1236,,,DataTrades,1236,,
1237,10dORHV,1237,2014-12-19 00:00:00,,,,23.62,,,stockpx,1237,2014-12-19 00:00:00,,,,47.99,,,HVStrategy,1237,735586.0,RSI_Oversold,1237,0.0,RSI_Overbought,1237,,Broker,1237,100019.99580000005,100019.99580000005,BuySell,1237,,,BuySell,1237,,,DataTrades,1237,,
1238,10dORHV,1238,2014-12-22 00:00:00,,,,23.25,,,stockpx,1238,2014-12-22 00:00:00,,,,47.95,,,HVStrategy,1238,735589.0,RSI_Oversold,1238,0.0,RSI_Overbought,1238,,Broker,1238,100019.99580000005,100019.99580000005,BuySell,1238,,,BuySell,1238,,,DataTrades,1238,,
1239,10dORHV,1239,2014-12-23 00:00:00,,,,23.55,,,stockpx,1239,2014-12-23 00:00:00,,,,48.54,,,HVStrategy,1239,735590.0,RSI_Oversold,1239,0.0,RSI_Overbought,1239,,Broker,1239,100019.99580000005,100019.99580000005,BuySell,1239,,,BuySell,1239,,,DataTrades,1239,,
1240,10dORHV,1240,2014-12-24 00:00:00,,,,22.98,,,stockpx,1240,2014-12-24 00:00:00,,,,48.15,,,HVStrategy,1240,735591.0,RSI_Oversold,1240,0.0,RSI_Overbought,1240,,Broker,1240,100019.99580000005,100019.99580000005,BuySell,1240,,,BuySell,1240,,,DataTrades,1240,,
1241,10dORHV,1241,2014-12-26 00:00:00,,,,22.96,,,stockpx,1241,2014-12-26 00:00:00,,,,47.91,,,HVStrategy,1241,735593.0,RSI_Oversold,1241,0.0,RSI_Overbought,1241,,Broker,1241,100019.99580000005,100019.99580000005,BuySell,1241,,,BuySell,1241,,,DataTrades,1241,,
1242,10dORHV,1242,2014-12-29 00:00:00,,,,22.48,,,stockpx,1242,2014-12-29 00:00:00,,,,47.41,,,HVStrategy,1242,735596.0,RSI_Oversold,1242,0.0,RSI_Overbought,1242,,Broker,1242,100019.99580000005,100019.99580000005,BuySell,1242,,,BuySell,1242,,,DataTrades,1242,,
1243,10dORHV,1243,2014-12-30 00:00:00,,,,21.67,,,stockpx,1243,2014-12-30 00:00:00,,,,47.05,,,HVStrategy,1243,735597.0,RSI_Oversold,1243,0.0,RSI_Overbought,1243,,Broker,1243,100019.99580000005,100019.99580000005,BuySell,1243,,,BuySell,1243,,,DataTrades,1243,,
1244,10dORHV,1244,2014-12-31 00:00:00,,,,16.36,,,stockpx,1244,2014-12-31 00:00:00,,,,46.67,,,HVStrategy,1244,735598.0,RSI_Oversold,1244,0.0,RSI_Overbought,1244,,Broker,1244,100019.99580000005,100019.99580000005,BuySell,1244,,,BuySell,1244,,,DataTrades,1244,,
1245,10dORHV,1245,2015-01-02 00:00:00,,,,15.37,,,stockpx,1245,2015-01-02 00:00:00,,,,46.69,,,HVStrategy,1245,735600.0,RSI_Oversold,1245,0.0,RSI_Overbought,1245,,Broker,1245,100019.99580000005,100019.99580000005,BuySell,1245,,,BuySell,1245,,,DataTrades,1245,,
1246,10dORHV,1246,2015-01-05 00:00:00,,,,12.67,,,stockpx,1246,2015-01-05 00:00:00,,,,46.51,,,HVStrategy,1246,735603.0,RSI_Oversold,1246,0.0,RSI_Overbought,1246,,Broker,1246,100019.99580000005,100019.99580000005,BuySell,1246,,,BuySell,1246,,,DataTrades,1246,,
1247,10dORHV,1247,2015-01-06 00:00:00,,,,13.78,,,stockpx,1247,2015-01-06 00:00:00,,,,45.89,,,HVStrategy,1247,735604.0,RSI_Oversold,1247,0.0,RSI_Overbought,1247,,Broker,1247,100019.99580000005,100019.99580000005,BuySell,1247,,,BuySell,1247,,,DataTrades,1247,,
1248,10dORHV,1248,2015-01-07 00:00:00,,,,14.56,,,stockpx,1248,2015-01-07 00:00:00,,,,46.22,,,HVStrategy,1248,735605.0,RSI_Oversold,1248,0.0,RSI_Overbought,1248,,Broker,1248,100019.99580000005,100019.99580000005,BuySell,1248,,,BuySell,1248,,,DataTrades,1248,,
1249,10dORHV,1249,2015-01-08 00:00:00,,,,15.63,,,stockpx,1249,2015-01-08 00:00:00,,,,47.55,,,HVStrategy,1249,735606.0,RSI_Oversold,1249,0.0,RSI_Overbought,1249,,Broker,1249,100019.99580000005,100019.99580000005,BuySell,1249,,,BuySell,1249,,,DataTrades,1249,,
1250,10dORHV,1250,2015-01-09 00:00:00,,,,16.13,,,stockpx,1250,2015-01-09 00:00:00,,,,47.29,,,HVStrategy,1250,735607.0,RSI_Oversold,1250,0.0,RSI_Overbought,1250,,Broker,1250,100019.99580000005,100019.99580000005,BuySell,1250,,,BuySell,1250,,,DataTrades,1250,,
1251,10dORHV,1251,2015-01-12 00:00:00,,,,18.32,,,stockpx,1251,2015-01-12 00:00:00,,,,46.49,,,HVStrategy,1251,735610.0,RSI_Oversold,1251,0.0,RSI_Overbought,1251,,Broker,1251,100019.99580000005,100019.99580000005,BuySell,1251,,,BuySell,1251,,,DataTrades,1251,,
1252,10dORHV,1252,2015-01-13 00:00:00,,,,20.84,,,stockpx,1252,2015-01-13 00:00:00,,,,46.41,,,HVStrategy,1252,735611.0,RSI_Oversold,1252,0.0,RSI_Overbought,1252,,Broker,1252,100019.99580000005,100019.99580000005,BuySell,1252,,,BuySell,1252,,,DataTrades,1252,,
1253,10dORHV,1253,2015-01-14 00:00:00,,,,20.67,,,stockpx,1253,2015-01-14 00:00:00,,,,45.97,,,HVStrategy,1253,735612.0,RSI_Oversold,1253,0.0,RSI_Overbought,1253,,Broker,1253,100019.99580000005,100019.99580000005,BuySell,1253,,,BuySell,1253,,,DataTrades,1253,,
1254,10dORHV,1254,2015-01-15 00:00:00,,,,21.69,,,stockpx,1254,2015-01-15 00:00:00,,,,45.76,,,HVStrategy,1254,735613.0,RSI_Oversold,1254,0.0,RSI_Overbought,1254,,Broker,1254,100019.99580000005,100019.99580000005,BuySell,1254,,,BuySell,1254,,,DataTrades,1254,,
1255,10dORHV,1255,2015-01-16 00:00:00,,,,22.85,,,stockpx,1255,2015-01-16 00:00:00,,,,46.19,,,HVStrategy,1255,735614.0,RSI_Oversold,1255,0.0,RSI_Overbought,1255,,Broker,1255,100019.99580000005,100019.99580000005,BuySell,1255,,,BuySell,1255,,,DataTrades,1255,,
1256,10dORHV,1256,2015-01-20 00:00:00,,,,23.4,,,stockpx,1256,2015-01-20 00:00:00,,,,46.47,,,HVStrategy,1256,735618.0,RSI_Oversold,1256,0.0,RSI_Overbought,1256,,Broker,1256,100019.99580000005,100019.99580000005,BuySell,1256,,,BuySell,1256,,,DataTrades,1256,,
1257,10dORHV,1257,2015-01-21 00:00:00,,,,23.19,,,stockpx,1257,2015-01-21 00:00:00,,,,45.94,,,HVStrategy,1257,735619.0,RSI_Oversold,1257,0.0,RSI_Overbought,1257,,Broker,1257,100019.99580000005,100019.99580000005,BuySell,1257,,,BuySell,1257,,,DataTrades,1257,,
1258,10dORHV,1258,2015-01-22 00:00:00,,,,24.13,,,stockpx,1258,2015-01-22 00:00:00,,,,47.11,,,HVStrategy,1258,735620.0,RSI_Oversold,1258,0.0,RSI_Overbought,1258,,Broker,1258,100019.99580000005,100019.99580000005,BuySell,1258,,,BuySell,1258,,,DataTrades,1258,,
1259,10dORHV,1259,2015-01-23 00:00:00,,,,23.05,,,stockpx,1259,2015-01-23 00:00:00,,,,47.15,,,HVStrategy,1259,735621.0,RSI_Oversold,1259,0.0,RSI_Overbought,1259,,Broker,1259,100019.99580000005,100019.99580000005,BuySell,1259,,,BuySell,1259,,,DataTrades,1259,,
1260,10dORHV,1260,2015-01-26 00:00:00,,,,22.8,,,stockpx,1260,2015-01-26 00:00:00,,,,46.82,,,HVStrategy,1260,735624.0,RSI_Oversold,1260,0.0,RSI_Overbought,1260,,Broker,1260,100019.99580000005,100019.99580000005,BuySell,1260,,,BuySell,1260,,,DataTrades,1260,,
1261,10dORHV,1261,2015-01-27 00:00:00,,,,45.21,,,stockpx,1261,2015-01-27 00:00:00,,,,42.69,,,HVStrategy,1261,735625.0,RSI_Oversold,1261,1.0,RSI_Overbought,1261,,Broker,1261,100019.99580000005,100019.99580000005,BuySell,1261,,,BuySell,1261,,,DataTrades,1261,,
1262,10dORHV,1262,2015-01-28 00:00:00,,,,46.08,,,stockpx,1262,2015-01-28 00:00:00,,,,41.62,,,HVStrategy,1262,735626.0,RSI_Oversold,1262,1.0,RSI_Overbought,1262,,Broker,1262,99973.86972000005,100019.94972000005,BuySell,1262,46.08,,BuySell,1262,,,DataTrades,1262,,
1263,10dORHV,1263,2015-01-29 00:00:00,,,,47.52,,,stockpx,1263,2015-01-29 00:00:00,,,,42.0,,,HVStrategy,1263,735627.0,RSI_Oversold,1263,1.0,RSI_Overbought,1263,,Broker,1263,99973.86972000005,100021.38972000005,BuySell,1263,,,BuySell,1263,,,DataTrades,1263,,
1264,10dORHV,1264,2015-01-30 00:00:00,,,,48.05,,,stockpx,1264,2015-01-30 00:00:00,,,,40.41,,,HVStrategy,1264,735628.0,RSI_Oversold,1264,1.0,RSI_Overbought,1264,,Broker,1264,99973.86972000005,100021.91972000005,BuySell,1264,,,BuySell,1264,,,DataTrades,1264,,
1265,10dORHV,1265,2015-02-02 00:00:00,,,,47.98,,,stockpx,1265,2015-02-02 00:00:00,,,,41.29,,,HVStrategy,1265,735631.0,RSI_Oversold,1265,0.0,RSI_Overbought,1265,,Broker,1265,100021.80174000004,100021.80174000004,BuySell,1265,,47.98,BuySell,1265,,,DataTrades,1265,1.8999999999999986,
1266,10dORHV,1266,2015-02-03 00:00:00,,,,48.24,,,stockpx,1266,2015-02-03 00:00:00,,,,41.37,,,HVStrategy,1266,735632.0,RSI_Oversold,1266,0.0,RSI_Overbought,1266,,Broker,1266,100021.80174000004,100021.80174000004,BuySell,1266,,,BuySell,1266,,,DataTrades,1266,,
1267,10dORHV,1267,2015-02-04 00:00:00,,,,47.92,,,stockpx,1267,2015-02-04 00:00:00,,,,41.79,,,HVStrategy,1267,735633.0,RSI_Oversold,1267,0.0,RSI_Overbought,1267,,Broker,1267,100021.80174000004,100021.80174000004,BuySell,1267,,,BuySell,1267,,,DataTrades,1267,,
1268,10dORHV,1268,2015-02-05 00:00:00,,,,47.43,,,stockpx,1268,2015-02-05 00:00:00,,,,42.47,,,HVStrategy,1268,735634.0,RSI_Oversold,1268,0.0,RSI_Overbought,1268,,Broker,1268,100021.80174000004,100021.80174000004,BuySell,1268,,,BuySell,1268,,,DataTrades,1268,,
1269,10dORHV,1269,2015-02-06 00:00:00,,,,47.87,,,stockpx,1269,2015-02-06 00:00:00,,,,42.15,,,HVStrategy,1269,735635.0,RSI_Oversold,1269,0.0,RSI_Overbought,1269,,Broker,1269,100021.80174000004,100021.80174000004,BuySell,1269,,,BuySell,1269,,,DataTrades,1269,,
1270,10dORHV,1270,2015-02-09 00:00:00,,,,47.78,,,stockpx,1270,2015-02-09 00:00:00,,,,42.44,,,HVStrategy,1270,735638.0,RSI_Oversold,1270,0.0,RSI_Overbought,1270,,Broker,1270,100021.80174000004,100021.80174000004,BuySell,1270,,,BuySell,1270,,,DataTrades,1270,,
1271,10dORHV,1271,2015-02-10 00:00:00,,,,25.94,,,stockpx,1271,2015-02-10 00:00:00,,,,42.66,,,HVStrategy,1271,735639.0,RSI_Oversold,1271,0.0,RSI_Overbought,1271,,Broker,1271,100021.80174000004,100021.80174000004,BuySell,1271,,,BuySell,1271,,,DataTrades,1271,,
1272,10dORHV,1272,2015-02-11 00:00:00,,,,22.13,,,stockpx,1272,2015-02-11 00:00:00,,,,42.34,,,HVStrategy,1272,735640.0,RSI_Oversold,1272,0.0,RSI_Overbought,1272,,Broker,1272,100021.80174000004,100021.80174000004,BuySell,1272,,,BuySell,1272,,,DataTrades,1272,,
1273,10dORHV,1273,2015-02-12 00:00:00,,,,19.11,,,stockpx,1273,2015-02-12 00:00:00,,,,43.01,,,HVStrategy,1273,735641.0,RSI_Oversold,1273,0.0,RSI_Overbought,1273,,Broker,1273,100021.80174000004,100021.80174000004,BuySell,1273,,,BuySell,1273,,,DataTrades,1273,,
1274,10dORHV,1274,2015-02-13 00:00:00,,,,17.38,,,stockpx,1274,2015-02-13 00:00:00,,,,43.81,,,HVStrategy,1274,735642.0,RSI_Oversold,1274,0.0,RSI_Overbought,1274,,Broker,1274,100021.80174000004,100021.80174000004,BuySell,1274,,,BuySell,1274,,,DataTrades,1274,,
1275,10dORHV,1275,2015-02-17 00:00:00,,,,16.08,,,stockpx,1275,2015-02-17 00:00:00,,,,43.51,,,HVStrategy,1275,735646.0,RSI_Oversold,1275,0.0,RSI_Overbought,1275,,Broker,1275,100021.80174000004,100021.80174000004,BuySell,1275,,,BuySell,1275,,,DataTrades,1275,,
1276,10dORHV,1276,2015-02-18 00:00:00,,,,13.94,,,stockpx,1276,2015-02-18 00:00:00,,,,43.49,,,HVStrategy,1276,735647.0,RSI_Oversold,1276,0.0,RSI_Overbought,1276,,Broker,1276,100021.80174000004,100021.80174000004,BuySell,1276,,,BuySell,1276,,,DataTrades,1276,,
1277,10dORHV,1277,2015-02-19 00:00:00,,,,14.88,,,stockpx,1277,2015-02-19 00:00:00,,,,43.43,,,HVStrategy,1277,735648.0,RSI_Oversold,1277,0.0,RSI_Overbought,1277,,Broker,1277,100021.80174000004,100021.80174000004,BuySell,1277,,,BuySell,1277,,,DataTrades,1277,,
1278,10dORHV,1278,2015-02-20 00:00:00,,,,14.69,,,stockpx,1278,2015-02-20 00:00:00,,,,43.84,,,HVStrategy,1278,735649.0,RSI_Oversold,1278,0.0,RSI_Overbought,1278,,Broker,1278,100021.80174000004,100021.80174000004,BuySell,1278,,,BuySell,1278,,,DataTrades,1278,,
1279,10dORHV,1279,2015-02-23 00:00:00,,,,14.19,,,stockpx,1279,2015-02-23 00:00:00,,,,44.15,,,HVStrategy,1279,735652.0,RSI_Oversold,1279,0.0,RSI_Overbought,1279,,Broker,1279,100021.80174000004,100021.80174000004,BuySell,1279,,,BuySell,1279,,,DataTrades,1279,,
1280,10dORHV,1280,2015-02-24 00:00:00,,,,14.07,,,stockpx,1280,2015-02-24 00:00:00,,,,44.13,,,HVStrategy,1280,735653.0,RSI_Oversold,1280,0.0,RSI_Overbought,1280,,Broker,1280,100021.80174000004,100021.80174000004,BuySell,1280,,,BuySell,1280,,,DataTrades,1280,,
1281,10dORHV,1281,2015-02-25 00:00:00,,,,13.82,,,stockpx,1281,2015-02-25 00:00:00,,,,43.83,,,HVStrategy,1281,735654.0,RSI_Oversold,1281,0.0,RSI_Overbought,1281,,Broker,1281,100021.80174000004,100021.80174000004,BuySell,1281,,,BuySell,1281,,,DataTrades,1281,,
1282,10dORHV,1282,2015-02-26 00:00:00,,,,13.61,,,stockpx,1282,2015-02-26 00:00:00,,,,44.02,,,HVStrategy,1282,735655.0,RSI_Oversold,1282,0.0,RSI_Overbought,1282,,Broker,1282,100021.80174000004,100021.80174000004,BuySell,1282,,,BuySell,1282,,,DataTrades,1282,,
1283,10dORHV,1283,2015-03-02 00:00:00,,,,10.95,,,stockpx,1283,2015-03-02 00:00:00,,,,43.78,,,HVStrategy,1283,735659.0,RSI_Oversold,1283,0.0,RSI_Overbought,1283,,Broker,1283,100021.80174000004,100021.80174000004,BuySell,1283,,,BuySell,1283,,,DataTrades,1283,,
1284,10dORHV,1284,2015-03-03 00:00:00,,,,10.61,,,stockpx,1284,2015-03-03 00:00:00,,,,43.3,,,HVStrategy,1284,735660.0,RSI_Oversold,1284,0.0,RSI_Overbought,1284,,Broker,1284,100021.80174000004,100021.80174000004,BuySell,1284,,,BuySell,1284,,,DataTrades,1284,,
1285,10dORHV,1285,2015-03-04 00:00:00,,,,10.85,,,stockpx,1285,2015-03-04 00:00:00,,,,43.08,,,HVStrategy,1285,735661.0,RSI_Oversold,1285,0.0,RSI_Overbought,1285,,Broker,1285,100021.80174000004,100021.80174000004,BuySell,1285,,,BuySell,1285,,,DataTrades,1285,,
1286,10dORHV,1286,2015-03-05 00:00:00,,,,9.17,,,stockpx,1286,2015-03-05 00:00:00,,,,43.13,,,HVStrategy,1286,735662.0,RSI_Oversold,1286,0.0,RSI_Overbought,1286,,Broker,1286,100021.80174000004,100021.80174000004,BuySell,1286,,,BuySell,1286,,,DataTrades,1286,,
1287,10dORHV,1287,2015-03-06 00:00:00,,,,10.27,,,stockpx,1287,2015-03-06 00:00:00,,,,42.24,,,HVStrategy,1287,735663.0,RSI_Oversold,1287,0.0,RSI_Overbought,1287,,Broker,1287,100021.80174000004,100021.80174000004,BuySell,1287,,,BuySell,1287,,,DataTrades,1287,,
1288,10dORHV,1288,2015-03-09 00:00:00,,,,10.5,,,stockpx,1288,2015-03-09 00:00:00,,,,42.93,,,HVStrategy,1288,735666.0,RSI_Oversold,1288,0.0,RSI_Overbought,1288,,Broker,1288,100021.80174000004,100021.80174000004,BuySell,1288,,,BuySell,1288,,,DataTrades,1288,,
1289,10dORHV,1289,2015-03-10 00:00:00,,,,12.13,,,stockpx,1289,2015-03-10 00:00:00,,,,42.14,,,HVStrategy,1289,735667.0,RSI_Oversold,1289,0.0,RSI_Overbought,1289,,Broker,1289,100021.80174000004,100021.80174000004,BuySell,1289,,,BuySell,1289,,,DataTrades,1289,,
1290,10dORHV,1290,2015-03-11 00:00:00,,,,12.06,,,stockpx,1290,2015-03-11 00:00:00,,,,41.87,,,HVStrategy,1290,735668.0,RSI_Oversold,1290,0.0,RSI_Overbought,1290,,Broker,1290,100021.80174000004,100021.80174000004,BuySell,1290,,,BuySell,1290,,,DataTrades,1290,,
1291,10dORHV,1291,2015-03-12 00:00:00,,,,16.73,,,stockpx,1291,2015-03-12 00:00:00,,,,41.02,,,HVStrategy,1291,735669.0,RSI_Oversold,1291,0.0,RSI_Overbought,1291,,Broker,1291,100021.80174000004,100021.80174000004,BuySell,1291,,,BuySell,1291,,,DataTrades,1291,,
1292,10dORHV,1292,2015-03-13 00:00:00,,,,18.61,,,stockpx,1292,2015-03-13 00:00:00,,,,41.33,,,HVStrategy,1292,735670.0,RSI_Oversold,1292,0.0,RSI_Overbought,1292,,Broker,1292,100021.80174000004,100021.80174000004,BuySell,1292,,,BuySell,1292,,,DataTrades,1292,,
1293,10dORHV,1293,2015-03-16 00:00:00,,,,18.61,,,stockpx,1293,2015-03-16 00:00:00,,,,41.52,,,HVStrategy,1293,735673.0,RSI_Oversold,1293,0.0,RSI_Overbought,1293,,Broker,1293,100021.80174000004,100021.80174000004,BuySell,1293,,,BuySell,1293,,,DataTrades,1293,,
1294,10dORHV,1294,2015-03-17 00:00:00,,,,18.68,,,stockpx,1294,2015-03-17 00:00:00,,,,41.73,,,HVStrategy,1294,735674.0,RSI_Oversold,1294,0.0,RSI_Overbought,1294,,Broker,1294,100021.80174000004,100021.80174000004,BuySell,1294,,,BuySell,1294,,,DataTrades,1294,,
1295,10dORHV,1295,2015-03-18 00:00:00,,,,21.78,,,stockpx,1295,2015-03-18 00:00:00,,,,42.52,,,HVStrategy,1295,735675.0,RSI_Oversold,1295,0.0,RSI_Overbought,1295,,Broker,1295,100021.80174000004,100021.80174000004,BuySell,1295,,,BuySell,1295,,,DataTrades,1295,,
1296,10dORHV,1296,2015-03-19 00:00:00,,,,21.86,,,stockpx,1296,2015-03-19 00:00:00,,,,42.39,,,HVStrategy,1296,735676.0,RSI_Oversold,1296,0.0,RSI_Overbought,1296,,Broker,1296,100021.80174000004,100021.80174000004,BuySell,1296,,,BuySell,1296,,,DataTrades,1296,,
1297,10dORHV,1297,2015-03-20 00:00:00,,,,21.62,,,stockpx,1297,2015-03-20 00:00:00,,,,42.67,,,HVStrategy,1297,735677.0,RSI_Oversold,1297,0.0,RSI_Overbought,1297,,Broker,1297,100021.80174000004,100021.80174000004,BuySell,1297,,,BuySell,1297,,,DataTrades,1297,,
1298,10dORHV,1298,2015-03-23 00:00:00,,,,20.84,,,stockpx,1298,2015-03-23 00:00:00,,,,43.02,,,HVStrategy,1298,735680.0,RSI_Oversold,1298,0.0,RSI_Overbought,1298,,Broker,1298,100021.80174000004,100021.80174000004,BuySell,1298,,,BuySell,1298,,,DataTrades,1298,,
1299,10dORHV,1299,2015-03-24 00:00:00,,,,19.87,,,stockpx,1299,2015-03-24 00:00:00,,,,42.98,,,HVStrategy,1299,735681.0,RSI_Oversold,1299,0.0,RSI_Overbought,1299,,Broker,1299,100021.80174000004,100021.80174000004,BuySell,1299,,,BuySell,1299,,,DataTrades,1299,,
1300,10dORHV,1300,2015-03-25 00:00:00,,,,23.26,,,stockpx,1300,2015-03-25 00:00:00,,,,41.49,,,HVStrategy,1300,735682.0,RSI_Oversold,1300,0.0,RSI_Overbought,1300,,Broker,1300,100021.80174000004,100021.80174000004,BuySell,1300,,,BuySell,1300,,,DataTrades,1300,,
1301,10dORHV,1301,2015-03-26 00:00:00,,,,20.28,,,stockpx,1301,2015-03-26 00:00:00,,,,41.35,,,HVStrategy,1301,735683.0,RSI_Oversold,1301,0.0,RSI_Overbought,1301,,Broker,1301,100021.80174000004,100021.80174000004,BuySell,1301,,,BuySell,1301,,,DataTrades,1301,,
1302,10dORHV,1302,2015-03-27 00:00:00,,,,18.65,,,stockpx,1302,2015-03-27 00:00:00,,,,40.85,,,HVStrategy,1302,735684.0,RSI_Oversold,1302,0.0,RSI_Overbought,1302,,Broker,1302,100021.80174000004,100021.80174000004,BuySell,1302,,,BuySell,1302,,,DataTrades,1302,,
1303,10dORHV,1303,2015-03-30 00:00:00,,,,19.86,,,stockpx,1303,2015-03-30 00:00:00,,,,40.99,,,HVStrategy,1303,735687.0,RSI_Oversold,1303,0.0,RSI_Overbought,1303,,Broker,1303,100021.80174000004,100021.80174000004,BuySell,1303,,,BuySell,1303,,,DataTrades,1303,,
1304,10dORHV,1304,2015-03-31 00:00:00,,,,20.24,,,stockpx,1304,2015-03-31 00:00:00,,,,40.7,,,HVStrategy,1304,735688.0,RSI_Oversold,1304,0.0,RSI_Overbought,1304,,Broker,1304,100021.80174000004,100021.80174000004,BuySell,1304,,,BuySell,1304,,,DataTrades,1304,,
1305,10dORHV,1305,2015-04-01 00:00:00,,,,16.71,,,stockpx,1305,2015-04-01 00:00:00,,,,40.69,,,HVStrategy,1305,735689.0,RSI_Oversold,1305,0.0,RSI_Overbought,1305,,Broker,1305,100021.80174000004,100021.80174000004,BuySell,1305,,,BuySell,1305,,,DataTrades,1305,,
1306,10dORHV,1306,2015-04-02 00:00:00,,,,17.37,,,stockpx,1306,2015-04-02 00:00:00,,,,40.38,,,HVStrategy,1306,735690.0,RSI_Oversold,1306,0.0,RSI_Overbought,1306,,Broker,1306,100021.80174000004,100021.80174000004,BuySell,1306,,,BuySell,1306,,,DataTrades,1306,,
1307,10dORHV,1307,2015-04-06 00:00:00,,,,21.09,,,stockpx,1307,2015-04-06 00:00:00,,,,41.7,,,HVStrategy,1307,735694.0,RSI_Oversold,1307,0.0,RSI_Overbought,1307,,Broker,1307,100021.80174000004,100021.80174000004,BuySell,1307,,,BuySell,1307,,,DataTrades,1307,,
1308,10dORHV,1308,2015-04-07 00:00:00,,,,21.09,,,stockpx,1308,2015-04-07 00:00:00,,,,41.69,,,HVStrategy,1308,735695.0,RSI_Oversold,1308,0.0,RSI_Overbought,1308,,Broker,1308,100021.80174000004,100021.80174000004,BuySell,1308,,,BuySell,1308,,,DataTrades,1308,,
1309,10dORHV,1309,2015-04-08 00:00:00,,,,21.12,,,stockpx,1309,2015-04-08 00:00:00,,,,41.35,,,HVStrategy,1309,735696.0,RSI_Oversold,1309,0.0,RSI_Overbought,1309,,Broker,1309,100021.80174000004,100021.80174000004,BuySell,1309,,,BuySell,1309,,,DataTrades,1309,,
1310,10dORHV,1310,2015-04-09 00:00:00,,,,17.32,,,stockpx,1310,2015-04-09 00:00:00,,,,41.48,,,HVStrategy,1310,735697.0,RSI_Oversold,1310,0.0,RSI_Overbought,1310,,Broker,1310,100021.80174000004,100021.80174000004,BuySell,1310,,,BuySell,1310,,,DataTrades,1310,,
1311,10dORHV,1311,2015-04-10 00:00:00,,,,17.66,,,stockpx,1311,2015-04-10 00:00:00,,,,41.7,,,HVStrategy,1311,735698.0,RSI_Oversold,1311,0.0,RSI_Overbought,1311,,Broker,1311,100021.80174000004,100021.80174000004,BuySell,1311,,,BuySell,1311,,,DataTrades,1311,,
1312,10dORHV,1312,2015-04-13 00:00:00,,,,18.54,,,stockpx,1312,2015-04-13 00:00:00,,,,41.75,,,HVStrategy,1312,735701.0,RSI_Oversold,1312,0.0,RSI_Overbought,1312,,Broker,1312,100021.80174000004,100021.80174000004,BuySell,1312,,,BuySell,1312,,,DataTrades,1312,,
1313,10dORHV,1313,2015-04-14 00:00:00,,,,17.29,,,stockpx,1313,2015-04-14 00:00:00,,,,41.65,,,HVStrategy,1313,735702.0,RSI_Oversold,1313,0.0,RSI_Overbought,1313,,Broker,1313,100021.80174000004,100021.80174000004,BuySell,1313,,,BuySell,1313,,,DataTrades,1313,,
1314,10dORHV,1314,2015-04-15 00:00:00,,,,17.05,,,stockpx,1314,2015-04-15 00:00:00,,,,42.29,,,HVStrategy,1314,735703.0,RSI_Oversold,1314,0.0,RSI_Overbought,1314,,Broker,1314,100021.80174000004,100021.80174000004,BuySell,1314,,,BuySell,1314,,,DataTrades,1314,,
1315,10dORHV,1315,2015-04-16 00:00:00,,,,17.94,,,stockpx,1315,2015-04-16 00:00:00,,,,42.17,,,HVStrategy,1315,735704.0,RSI_Oversold,1315,0.0,RSI_Overbought,1315,,Broker,1315,100021.80174000004,100021.80174000004,BuySell,1315,,,BuySell,1315,,,DataTrades,1315,,
1316,10dORHV,1316,2015-04-17 00:00:00,,,,18.44,,,stockpx,1316,2015-04-17 00:00:00,,,,41.58,,,HVStrategy,1316,735705.0,RSI_Oversold,1316,0.0,RSI_Overbought,1316,,Broker,1316,100021.80174000004,100021.80174000004,BuySell,1316,,,BuySell,1316,,,DataTrades,1316,,
1317,10dORHV,1317,2015-04-20 00:00:00,,,,17.71,,,stockpx,1317,2015-04-20 00:00:00,,,,43.0,,,HVStrategy,1317,735708.0,RSI_Oversold,1317,0.0,RSI_Overbought,1317,,Broker,1317,100021.80174000004,100021.80174000004,BuySell,1317,,,BuySell,1317,,,DataTrades,1317,,
1318,10dORHV,1318,2015-04-21 00:00:00,,,,18.56,,,stockpx,1318,2015-04-21 00:00:00,,,,42.64,,,HVStrategy,1318,735709.0,RSI_Oversold,1318,0.0,RSI_Overbought,1318,,Broker,1318,100021.80174000004,100021.80174000004,BuySell,1318,,,BuySell,1318,,,DataTrades,1318,,
1319,10dORHV,1319,2015-04-22 00:00:00,,,,18.73,,,stockpx,1319,2015-04-22 00:00:00,,,,43.02,,,HVStrategy,1319,735710.0,RSI_Oversold,1319,0.0,RSI_Overbought,1319,,Broker,1319,100021.80174000004,100021.80174000004,BuySell,1319,,,BuySell,1319,,,DataTrades,1319,,
1320,10dORHV,1320,2015-04-23 00:00:00,,,,19.22,,,stockpx,1320,2015-04-23 00:00:00,,,,43.4,,,HVStrategy,1320,735711.0,RSI_Oversold,1320,0.0,RSI_Overbought,1320,,Broker,1320,100021.80174000004,100021.80174000004,BuySell,1320,,,BuySell,1320,,,DataTrades,1320,,
