Id,iv30,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,LRSI,len,lrsi,TSI,len,tsi,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,iv30,stockpx
571,iv30,571,2012-04-13 00:00:00,,,,42.76,,,stockpx,571,2012-04-13 00:00:00,,,,604.89,,,HVStrategy,571,734606.0,RSI,571,69.7956987367529,LRSI,571,1.0,TSI,571,22.07460262170961,Broker,571,100026.39,100026.39,BuySell,571,,,BuySell,571,,,DataTrades,571,,
572,iv30,572,2012-04-16 00:00:00,,,,45.14,,,stockpx,572,2012-04-16 00:00:00,,,,580.23,,,HVStrategy,572,734609.0,RSI,572,72.53101290762417,LRSI,572,1.0,TSI,572,25.701909771837002,Broker,572,100026.39,100026.39,BuySell,572,,,BuySell,572,,,DataTrades,572,,
573,iv30,573,2012-04-17 00:00:00,,,,44.06,,,stockpx,573,2012-04-17 00:00:00,,,,609.1,,,HVStrategy,573,734610.0,RSI,573,69.45713394513105,LRSI,573,1.0,TSI,573,27.781373746728978,Broker,573,100070.45,100026.39,BuySell,573,,44.06,BuySell,573,,,DataTrades,573,,
574,iv30,574,2012-04-18 00:00:00,,,,43.56,,,stockpx,574,2012-04-18 00:00:00,,,,610.79,,,HVStrategy,574,734611.0,RSI,574,68.01989197715585,LRSI,574,1.0,TSI,574,29.071342553350433,Broker,574,100070.45,100026.89,BuySell,574,,,BuySell,574,,,DataTrades,574,,
575,iv30,575,2012-04-19 00:00:00,,,,45.76,,,stockpx,575,2012-04-19 00:00:00,,,,587.11,,,HVStrategy,575,734612.0,RSI,575,70.8755615359851,LRSI,575,1.0,TSI,575,31.04825322916148,Broker,575,100070.45,100024.69,BuySell,575,,,BuySell,575,,,DataTrades,575,,
576,iv30,576,2012-04-20 00:00:00,,,,45.01,,,stockpx,576,2012-04-20 00:00:00,,,,573.15,,,HVStrategy,576,734613.0,RSI,576,68.62578884261525,LRSI,576,1.0,TSI,576,32.04489699595135,Broker,576,100070.45,100025.44,BuySell,576,,,BuySell,576,,,DataTrades,576,,
577,iv30,577,2012-04-23 00:00:00,,,,26.4,,,stockpx,577,2012-04-23 00:00:00,,,,572.33,,,HVStrategy,577,734616.0,RSI,577,37.13061286972777,LRSI,577,0.4326845070888461,TSI,577,19.100061901314085,Broker,577,100070.45,100044.05,BuySell,577,,,BuySell,577,,,DataTrades,577,,
578,iv30,578,2012-04-24 00:00:00,,,,35.21,,,stockpx,578,2012-04-24 00:00:00,,,,560.96,,,HVStrategy,578,734617.0,RSI,578,49.05136062971542,LRSI,578,0.5067067259352629,TSI,578,14.206058806852056,Broker,578,100070.45,100035.23999999999,BuySell,578,,,BuySell,578,,,DataTrades,578,,
579,iv30,579,2012-04-25 00:00:00,,,,30.6,,,stockpx,579,2012-04-25 00:00:00,,,,610.02,,,HVStrategy,579,734618.0,RSI,579,44.3161825668912,LRSI,579,0.23801631412563568,TSI,579,8.545584274452413,Broker,579,100039.84999999999,100039.84999999999,BuySell,579,30.6,,BuySell,579,,,DataTrades,579,13.46,
580,iv30,580,2012-04-26 00:00:00,,,,29.29,,,stockpx,580,2012-04-26 00:00:00,,,,607.72,,,HVStrategy,580,734619.0,RSI,580,43.04455898702601,LRSI,580,0.0,TSI,580,4.033474191549683,Broker,580,100039.84999999999,100039.84999999999,BuySell,580,,,BuySell,580,,,DataTrades,580,,
581,iv30,581,2012-04-27 00:00:00,,,,28.49,,,stockpx,581,2012-04-27 00:00:00,,,,602.13,,,HVStrategy,581,734620.0,RSI,581,42.24730155033603,LRSI,581,0.0,TSI,581,0.42849780085854344,Broker,581,100039.84999999999,100039.84999999999,BuySell,581,,,BuySell,581,,,DataTrades,581,,
582,iv30,582,2012-04-30 00:00:00,,,,30.38,,,stockpx,582,2012-04-30 00:00:00,,,,583.55,,,HVStrategy,582,734623.0,RSI,582,44.84633114162404,LRSI,582,0.0,TSI,582,-1.4820589193808063,Broker,582,100039.84999999999,100039.84999999999,BuySell,582,,,BuySell,582,,,DataTrades,582,,
583,iv30,583,2012-05-01 00:00:00,,,,29.01,,,stockpx,583,2012-05-01 00:00:00,,,,583.36,,,HVStrategy,583,734624.0,RSI,583,43.32433248356443,LRSI,583,0.0,TSI,583,-3.4854899869166927,Broker,583,100039.84999999999,100039.84999999999,BuySell,583,,,BuySell,583,,,DataTrades,583,,
584,iv30,584,2012-05-02 00:00:00,,,,27.42,,,stockpx,584,2012-05-02 00:00:00,,,,584.62,,,HVStrategy,584,734625.0,RSI,584,41.56138801015111,LRSI,584,0.0,TSI,584,-5.659032878209165,Broker,584,100039.84999999999,100039.84999999999,BuySell,584,,,BuySell,584,,,DataTrades,584,,
585,iv30,585,2012-05-03 00:00:00,,,,27.11,,,stockpx,585,2012-05-03 00:00:00,,,,581.04,,,HVStrategy,585,734626.0,RSI,585,41.209299993587635,LRSI,585,0.0,TSI,585,-7.495111897036458,Broker,585,100039.84999999999,100039.84999999999,BuySell,585,,,BuySell,585,,,DataTrades,585,,
586,iv30,586,2012-05-04 00:00:00,,,,27.92,,,stockpx,586,2012-05-04 00:00:00,,,,566.65,,,HVStrategy,586,734627.0,RSI,586,42.57812083852262,LRSI,586,0.0,TSI,586,-8.614570582925083,Broker,586,100039.84999999999,100039.84999999999,BuySell,586,,,BuySell,586,,,DataTrades,586,,
587,iv30,587,2012-05-07 00:00:00,,,,29.05,,,stockpx,587,2012-05-07 00:00:00,,,,568.69,,,HVStrategy,587,734630.0,RSI,587,44.51883536195787,LRSI,587,0.05125215134637499,TSI,587,-9.013073736140303,Broker,587,100039.84999999999,100039.84999999999,BuySell,587,,,BuySell,587,,,DataTrades,587,,
588,iv30,588,2012-05-08 00:00:00,,,,30.16,,,stockpx,588,2012-05-08 00:00:00,,,,569.44,,,HVStrategy,588,734631.0,RSI,588,46.43398542386461,LRSI,588,0.20430727337440563,TSI,588,-8.825255088387815,Broker,588,100039.84999999999,100039.84999999999,BuySell,588,,,BuySell,588,,,DataTrades,588,,
589,iv30,589,2012-05-09 00:00:00,,,,29.59,,,stockpx,589,2012-05-09 00:00:00,,,,571.48,,,HVStrategy,589,734632.0,RSI,589,45.56418934003526,LRSI,589,0.21346936096166597,TSI,589,-8.89635903418914,Broker,589,100039.84999999999,100039.84999999999,BuySell,589,,,BuySell,589,,,DataTrades,589,,
590,iv30,590,2012-05-10 00:00:00,,,,27.87,,,stockpx,590,2012-05-10 00:00:00,,,,571.34,,,HVStrategy,590,734633.0,RSI,590,42.94973960258265,LRSI,590,0.29593616711582643,TSI,590,-9.653479632483593,Broker,590,100039.84999999999,100039.84999999999,BuySell,590,,,BuySell,590,,,DataTrades,590,,
591,iv30,591,2012-05-11 00:00:00,,,,26.72,,,stockpx,591,2012-05-11 00:00:00,,,,566.55,,,HVStrategy,591,734634.0,RSI,591,41.24566337144272,LRSI,591,0.28739146066802124,TSI,591,-10.756221879083729,Broker,591,100039.84999999999,100039.84999999999,BuySell,591,,,BuySell,591,,,DataTrades,591,,
592,iv30,592,2012-05-14 00:00:00,,,,28.74,,,stockpx,592,2012-05-14 00:00:00,,,,558.88,,,HVStrategy,592,734637.0,RSI,592,45.347485681363594,LRSI,592,0.48578682752798796,TSI,592,-10.626040064508615,Broker,592,100039.84999999999,100039.84999999999,BuySell,592,,,BuySell,592,,,DataTrades,592,,
593,iv30,593,2012-05-15 00:00:00,,,,28.34,,,stockpx,593,2012-05-15 00:00:00,,,,552.21,,,HVStrategy,593,734638.0,RSI,593,44.68226551594544,LRSI,593,0.03258150287027971,TSI,593,-10.689285818197943,Broker,593,100039.84999999999,100039.84999999999,BuySell,593,,,BuySell,593,,,DataTrades,593,,
594,iv30,594,2012-05-16 00:00:00,,,,30.81,,,stockpx,594,2012-05-16 00:00:00,,,,541.54,,,HVStrategy,594,734639.0,RSI,594,49.598961177164895,LRSI,594,0.548512742337134,TSI,594,-9.403472358785049,Broker,594,100039.84999999999,100039.84999999999,BuySell,594,,,BuySell,594,,,DataTrades,594,,
595,iv30,595,2012-05-17 00:00:00,,,,33.76,,,stockpx,595,2012-05-17 00:00:00,,,,531.12,,,HVStrategy,595,734640.0,RSI,595,54.76965249450496,LRSI,595,0.6899720287011383,TSI,595,-6.7496365663704845,Broker,595,100039.84999999999,100039.84999999999,BuySell,595,,,BuySell,595,,,DataTrades,595,,
596,iv30,596,2012-05-18 00:00:00,,,,32.02,,,stockpx,596,2012-05-18 00:00:00,,,,530.6,,,HVStrategy,596,734641.0,RSI,596,51.418889340322494,LRSI,596,0.652463304974848,TSI,596,-5.409180545627771,Broker,596,100039.84999999999,100039.84999999999,BuySell,596,,,BuySell,596,,,DataTrades,596,,
597,iv30,597,2012-05-21 00:00:00,,,,28.69,,,stockpx,597,2012-05-21 00:00:00,,,,560.96,,,HVStrategy,597,734644.0,RSI,597,45.66140594699682,LRSI,597,0.67281952877948,TSI,597,-5.920170882573736,Broker,597,100039.84999999999,100039.84999999999,BuySell,597,,,BuySell,597,,,DataTrades,597,,
598,iv30,598,2012-05-22 00:00:00,,,,29.28,,,stockpx,598,2012-05-22 00:00:00,,,,554.07,,,HVStrategy,598,734645.0,RSI,598,46.7980641721135,LRSI,598,0.7741796123056346,TSI,598,-6.01187538443736,Broker,598,100039.84999999999,100039.84999999999,BuySell,598,,,BuySell,598,,,DataTrades,598,,
599,iv30,599,2012-05-23 00:00:00,,,,30.09,,,stockpx,599,2012-05-23 00:00:00,,,,569.66,,,HVStrategy,599,734646.0,RSI,599,48.39408542903285,LRSI,599,0.8105206865963528,TSI,599,-5.640515072720306,Broker,599,100039.84999999999,100039.84999999999,BuySell,599,,,BuySell,599,,,DataTrades,599,,
600,iv30,600,2012-05-24 00:00:00,,,,30.67,,,stockpx,600,2012-05-24 00:00:00,,,,563.43,,,HVStrategy,600,734647.0,RSI,600,49.560911499563375,LRSI,600,0.7251090868355499,TSI,600,-5.010358699907614,Broker,600,100039.84999999999,100039.84999999999,BuySell,600,,,BuySell,600,,,DataTrades,600,,
601,iv30,601,2012-05-25 00:00:00,,,,29.87,,,stockpx,601,2012-05-25 00:00:00,,,,562.2,,,HVStrategy,601,734648.0,RSI,601,47.95046556296865,LRSI,601,0.37294046934926023,TSI,601,-4.901645823723646,Broker,601,100039.84999999999,100039.84999999999,BuySell,601,,,BuySell,601,,,DataTrades,601,,
602,iv30,602,2012-05-29 00:00:00,,,,29.34,,,stockpx,602,2012-05-29 00:00:00,,,,571.63,,,HVStrategy,602,734652.0,RSI,602,46.86399799549292,LRSI,602,0.21609857161774257,TSI,602,-5.092669494587408,Broker,602,100039.84999999999,100039.84999999999,BuySell,602,,,BuySell,602,,,DataTrades,602,,
603,iv30,603,2012-05-30 00:00:00,,,,28.93,,,stockpx,603,2012-05-30 00:00:00,,,,579.48,,,HVStrategy,603,734653.0,RSI,603,45.995768592750025,LRSI,603,0.17716453830117881,TSI,603,-5.477374435593936,Broker,603,100039.84999999999,100039.84999999999,BuySell,603,,,BuySell,603,,,DataTrades,603,,
604,iv30,604,2012-05-31 00:00:00,,,,28.98,,,stockpx,604,2012-05-31 00:00:00,,,,579.1,,,HVStrategy,604,734654.0,RSI,604,46.126849174715474,LRSI,604,0.19395392436931672,TSI,604,-5.771654342848203,Broker,604,100039.84999999999,100039.84999999999,BuySell,604,,,BuySell,604,,,DataTrades,604,,
605,iv30,605,2012-06-01 00:00:00,,,,32.82,,,stockpx,605,2012-06-01 00:00:00,,,,561.12,,,HVStrategy,605,734655.0,RSI,605,55.13376495609855,LRSI,605,0.5812792057270789,TSI,605,-3.5449491388675343,Broker,605,100039.84999999999,100039.84999999999,BuySell,605,,,BuySell,605,,,DataTrades,605,,
606,iv30,606,2012-06-04 00:00:00,,,,33.62,,,stockpx,606,2012-06-04 00:00:00,,,,563.21,,,HVStrategy,606,734658.0,RSI,606,56.75585329969094,LRSI,606,0.6112094374166661,TSI,606,-1.1999535385210995,Broker,606,100039.84999999999,100039.84999999999,BuySell,606,,,BuySell,606,,,DataTrades,606,,
607,iv30,607,2012-06-05 00:00:00,,,,31.52,,,stockpx,607,2012-06-05 00:00:00,,,,563.96,,,HVStrategy,607,734659.0,RSI,607,51.49304620171568,LRSI,607,0.5931961848056494,TSI,607,-0.5866131878164582,Broker,607,100039.84999999999,100039.84999999999,BuySell,607,,,BuySell,607,,,DataTrades,607,,
608,iv30,608,2012-06-06 00:00:00,,,,28.26,,,stockpx,608,2012-06-06 00:00:00,,,,571.17,,,HVStrategy,608,734660.0,RSI,608,44.581923752478545,LRSI,608,0.5643993873687315,TSI,608,-2.1401355062383374,Broker,608,100039.84999999999,100039.84999999999,BuySell,608,,,BuySell,608,,,DataTrades,608,,
609,iv30,609,2012-06-07 00:00:00,,,,26.47,,,stockpx,609,2012-06-07 00:00:00,,,,571.45,,,HVStrategy,609,734661.0,RSI,609,41.30390641888452,LRSI,609,0.5032996695224604,TSI,609,-4.48074128396726,Broker,609,100039.84999999999,100039.84999999999,BuySell,609,,,BuySell,609,,,DataTrades,609,,
610,iv30,610,2012-06-08 00:00:00,,,,25.63,,,stockpx,610,2012-06-08 00:00:00,,,,580.27,,,HVStrategy,610,734662.0,RSI,610,39.82408540533513,LRSI,610,0.38740248945469646,TSI,610,-6.85797025243636,Broker,610,100039.84999999999,100039.84999999999,BuySell,610,,,BuySell,610,,,DataTrades,610,,
611,iv30,611,2012-06-11 00:00:00,,,,26.77,,,stockpx,611,2012-06-11 00:00:00,,,,574.63,,,HVStrategy,611,734665.0,RSI,611,42.81831605357184,LRSI,611,0.2788416512779739,TSI,611,-7.9861631845767365,Broker,611,100039.84999999999,100039.84999999999,BuySell,611,,,BuySell,611,,,DataTrades,611,,
612,iv30,612,2012-06-12 00:00:00,,,,25.13,,,stockpx,612,2012-06-12 00:00:00,,,,575.05,,,HVStrategy,612,734666.0,RSI,612,39.753780480561744,LRSI,612,0.0,TSI,612,-9.870606096607835,Broker,612,100039.84999999999,100039.84999999999,BuySell,612,,,BuySell,612,,,DataTrades,612,,
613,iv30,613,2012-06-13 00:00:00,,,,25.67,,,stockpx,613,2012-06-13 00:00:00,,,,571.07,,,HVStrategy,613,734667.0,RSI,613,41.24490935244339,LRSI,613,0.0,TSI,613,-11.004474964590823,Broker,613,100039.84999999999,100039.84999999999,BuySell,613,,,BuySell,613,,,DataTrades,613,,
614,iv30,614,2012-06-14 00:00:00,,,,25.07,,,stockpx,614,2012-06-14 00:00:00,,,,572.0,,,HVStrategy,614,734668.0,RSI,614,40.05853270126869,LRSI,614,0.0,TSI,614,-12.287386298742591,Broker,614,100039.84999999999,100039.84999999999,BuySell,614,,,BuySell,614,,,DataTrades,614,,
615,iv30,615,2012-06-15 00:00:00,,,,24.65,,,stockpx,615,2012-06-15 00:00:00,,,,574.36,,,HVStrategy,615,734669.0,RSI,615,39.2083475799877,LRSI,615,0.0,TSI,615,-13.5968067936275,Broker,615,100039.84999999999,100039.84999999999,BuySell,615,,,BuySell,615,,,DataTrades,615,,
616,iv30,616,2012-06-18 00:00:00,,,,23.9,,,stockpx,616,2012-06-18 00:00:00,,,,585.87,,,HVStrategy,616,734672.0,RSI,616,37.670829258378554,LRSI,616,0.0,TSI,616,-15.1371450407469,Broker,616,100039.84999999999,100039.84999999999,BuySell,616,,,BuySell,616,,,DataTrades,616,,
617,iv30,617,2012-06-19 00:00:00,,,,24.22,,,stockpx,617,2012-06-19 00:00:00,,,,586.95,,,HVStrategy,617,734673.0,RSI,617,38.77402073691269,LRSI,617,0.0,TSI,617,-16.156883997636406,Broker,617,100039.84999999999,100039.84999999999,BuySell,617,,,BuySell,617,,,DataTrades,617,,
618,iv30,618,2012-06-20 00:00:00,,,,23.55,,,stockpx,618,2012-06-20 00:00:00,,,,584.66,,,HVStrategy,618,734674.0,RSI,618,37.285980662278405,LRSI,618,0.0,TSI,618,-17.429563320094427,Broker,618,100039.84999999999,100039.84999999999,BuySell,618,,,BuySell,618,,,DataTrades,618,,
619,iv30,619,2012-06-21 00:00:00,,,,23.95,,,stockpx,619,2012-06-21 00:00:00,,,,578.12,,,HVStrategy,619,734675.0,RSI,619,38.79613898833772,LRSI,619,0.0,TSI,619,-18.1406121490263,Broker,619,100039.84999999999,100039.84999999999,BuySell,619,,,BuySell,619,,,DataTrades,619,,
620,iv30,620,2012-06-22 00:00:00,,,,23.16,,,stockpx,620,2012-06-22 00:00:00,,,,580.96,,,HVStrategy,620,734676.0,RSI,620,36.90594673152168,LRSI,620,0.0,TSI,620,-19.252319836971115,Broker,620,100039.84999999999,100039.84999999999,BuySell,620,,,BuySell,620,,,DataTrades,620,,
621,iv30,621,2012-06-25 00:00:00,,,,25.99,,,stockpx,621,2012-06-25 00:00:00,,,,571.52,,,HVStrategy,621,734679.0,RSI,621,46.88866314408059,LRSI,621,0.3418813061245059,TSI,621,-17.46309434758688,Broker,621,100039.84999999999,100039.84999999999,BuySell,621,,,BuySell,621,,,DataTrades,621,,
622,iv30,622,2012-06-26 00:00:00,,,,25.67,,,stockpx,622,2012-06-26 00:00:00,,,,572.77,,,HVStrategy,622,734680.0,RSI,622,46.002347277147955,LRSI,622,0.35775020821677567,TSI,622,-16.21520866189502,Broker,622,100039.84999999999,100039.84999999999,BuySell,622,,,BuySell,622,,,DataTrades,622,,
623,iv30,623,2012-06-27 00:00:00,,,,25.05,,,stockpx,623,2012-06-27 00:00:00,,,,574.48,,,HVStrategy,623,734681.0,RSI,623,44.25681755071231,LRSI,623,0.4508301334175189,TSI,623,-15.620694488077639,Broker,623,100039.84999999999,100039.84999999999,BuySell,623,,,BuySell,623,,,DataTrades,623,,
624,iv30,624,2012-06-28 00:00:00,,,,24.88,,,stockpx,624,2012-06-28 00:00:00,,,,569.36,,,HVStrategy,624,734682.0,RSI,624,43.76644020730501,LRSI,624,0.7005415589014793,TSI,624,-15.249906755288523,Broker,624,100039.84999999999,100039.84999999999,BuySell,624,,,BuySell,624,,,DataTrades,624,,
625,iv30,625,2012-06-29 00:00:00,,,,23.61,,,stockpx,625,2012-06-29 00:00:00,,,,583.92,,,HVStrategy,625,734683.0,RSI,625,40.18427330218748,LRSI,625,0.56499844736311,TSI,625,-15.888536813692674,Broker,625,100039.84999999999,100039.84999999999,BuySell,625,,,BuySell,625,,,DataTrades,625,,
626,iv30,626,2012-07-02 00:00:00,,,,25.29,,,stockpx,626,2012-07-02 00:00:00,,,,591.68,,,HVStrategy,626,734686.0,RSI,626,46.430431574713126,LRSI,626,0.74811114863625,TSI,626,-14.67517440225666,Broker,626,100039.84999999999,100039.84999999999,BuySell,626,,,BuySell,626,,,DataTrades,626,,
627,iv30,627,2012-07-03 00:00:00,,,,24.63,,,stockpx,627,2012-07-03 00:00:00,,,,599.38,,,HVStrategy,627,734687.0,RSI,627,44.46596492783145,LRSI,627,0.7561480471374723,TSI,627,-14.196124731828638,Broker,627,100039.84999999999,100039.84999999999,BuySell,627,,,BuySell,627,,,DataTrades,627,,
628,iv30,628,2012-07-05 00:00:00,,,,26.01,,,stockpx,628,2012-07-05 00:00:00,,,,611.63,,,HVStrategy,628,734689.0,RSI,628,49.29654542385103,LRSI,628,0.7099037635660139,TSI,628,-12.359528986722019,Broker,628,100039.84999999999,100039.84999999999,BuySell,628,,,BuySell,628,,,DataTrades,628,,
629,iv30,629,2012-07-06 00:00:00,,,,26.79,,,stockpx,629,2012-07-06 00:00:00,,,,607.57,,,HVStrategy,629,734690.0,RSI,629,51.84614151747479,LRSI,629,0.7943908523538528,TSI,629,-10.054341413124268,Broker,629,100039.84999999999,100039.84999999999,BuySell,629,,,BuySell,629,,,DataTrades,629,,
630,iv30,630,2012-07-09 00:00:00,,,,27.91,,,stockpx,630,2012-07-09 00:00:00,,,,612.84,,,HVStrategy,630,734693.0,RSI,630,55.320319006595156,LRSI,630,0.8501308854652329,TSI,630,-7.025770260022915,Broker,630,100039.84999999999,100039.84999999999,BuySell,630,,,BuySell,630,,,DataTrades,630,,
631,iv30,631,2012-07-10 00:00:00,,,,33.86,,,stockpx,631,2012-07-10 00:00:00,,,,606.76,,,HVStrategy,631,734694.0,RSI,631,68.37433632197667,LRSI,631,0.9020435423912455,TSI,631,1.0950109462022917,Broker,631,100039.84999999999,100039.84999999999,BuySell,631,,,BuySell,631,,,DataTrades,631,,
632,iv30,632,2012-07-11 00:00:00,,,,33.49,,,stockpx,632,2012-07-11 00:00:00,,,,603.81,,,HVStrategy,632,734695.0,RSI,632,67.06219288387354,LRSI,632,0.8088590200038757,TSI,632,6.842359047346546,Broker,632,100039.84999999999,100039.84999999999,BuySell,632,,,BuySell,632,,,DataTrades,632,,
633,iv30,633,2012-07-12 00:00:00,,,,33.33,,,stockpx,633,2012-07-12 00:00:00,,,,600.87,,,HVStrategy,633,734696.0,RSI,633,66.46816772640916,LRSI,633,0.9547013360443186,TSI,633,11.12347897816206,Broker,633,100039.84999999999,100039.84999999999,BuySell,633,,,BuySell,633,,,DataTrades,633,,
634,iv30,634,2012-07-13 00:00:00,,,,32.53,,,stockpx,634,2012-07-13 00:00:00,,,,604.86,,,HVStrategy,634,734697.0,RSI,634,63.44222847428278,LRSI,634,1.0,TSI,634,13.702262035887824,Broker,634,100039.84999999999,100039.84999999999,BuySell,634,,,BuySell,634,,,DataTrades,634,,
635,iv30,635,2012-07-16 00:00:00,,,,32.15,,,stockpx,635,2012-07-16 00:00:00,,,,606.4,,,HVStrategy,635,734700.0,RSI,635,61.99843355983834,LRSI,635,1.0,TSI,635,15.37080064949202,Broker,635,100039.84999999999,100039.84999999999,BuySell,635,,,BuySell,635,,,DataTrades,635,,
636,iv30,636,2012-07-17 00:00:00,,,,31.64,,,stockpx,636,2012-07-17 00:00:00,,,,606.77,,,HVStrategy,636,734701.0,RSI,636,60.02408472653808,LRSI,636,0.9671613754844047,TSI,636,16.186126544437816,Broker,636,100039.84999999999,100039.84999999999,BuySell,636,,,BuySell,636,,,DataTrades,636,,
637,iv30,637,2012-07-18 00:00:00,,,,32.26,,,stockpx,637,2012-07-18 00:00:00,,,,605.61,,,HVStrategy,637,734702.0,RSI,637,61.62404275138124,LRSI,637,1.0,TSI,637,17.324734832620482,Broker,637,100039.84999999999,100039.84999999999,BuySell,637,,,BuySell,637,,,DataTrades,637,,
638,iv30,638,2012-07-19 00:00:00,,,,31.42,,,stockpx,638,2012-07-19 00:00:00,,,,614.97,,,HVStrategy,638,734703.0,RSI,638,58.223999161014056,LRSI,638,0.8857048127272849,TSI,638,17.337504578673844,Broker,638,100039.84999999999,100039.84999999999,BuySell,638,,,BuySell,638,,,DataTrades,638,,
639,iv30,639,2012-07-20 00:00:00,,,,31.07,,,stockpx,639,2012-07-20 00:00:00,,,,604.54,,,HVStrategy,639,734704.0,RSI,639,56.817340761182955,LRSI,639,0.7650206871370621,TSI,639,16.958351520542656,Broker,639,100039.84999999999,100039.84999999999,BuySell,639,,,BuySell,639,,,DataTrades,639,,
640,iv30,640,2012-07-23 00:00:00,,,,33.43,,,stockpx,640,2012-07-23 00:00:00,,,,604.47,,,HVStrategy,640,734707.0,RSI,640,63.26238891128149,LRSI,640,0.7266132361963761,TSI,640,18.519059468533964,Broker,640,100039.84999999999,100039.84999999999,BuySell,640,,,BuySell,640,,,DataTrades,640,,
641,iv30,641,2012-07-24 00:00:00,,,,34.11,,,stockpx,641,2012-07-24 00:00:00,,,,601.59,,,HVStrategy,641,734708.0,RSI,641,64.88849122621076,LRSI,641,0.8270499040438005,TSI,641,20.30302922508308,Broker,641,100039.84999999999,100039.84999999999,BuySell,641,,,BuySell,641,,,DataTrades,641,,
642,iv30,642,2012-07-25 00:00:00,,,,22.15,,,stockpx,642,2012-07-25 00:00:00,,,,575.29,,,HVStrategy,642,734709.0,RSI,642,35.296449613993346,LRSI,642,0.3377530232615011,TSI,642,8.994566906737909,Broker,642,100039.84999999999,100039.84999999999,BuySell,642,,,BuySell,642,,,DataTrades,642,,
643,iv30,643,2012-07-26 00:00:00,,,,20.71,,,stockpx,643,2012-07-26 00:00:00,,,,574.86,,,HVStrategy,643,734710.0,RSI,643,33.32582390717991,LRSI,643,0.29986037672969795,TSI,643,0.10408359958756956,Broker,643,100039.84999999999,100039.84999999999,BuySell,643,,,BuySell,643,,,DataTrades,643,,
644,iv30,644,2012-07-27 00:00:00,,,,19.63,,,stockpx,644,2012-07-27 00:00:00,,,,585.21,,,HVStrategy,644,734711.0,RSI,644,31.887871225039888,LRSI,644,0.2465767152837265,TSI,644,-6.982329275371655,Broker,644,100039.84999999999,100039.84999999999,BuySell,644,,,BuySell,644,,,DataTrades,644,,
645,iv30,645,2012-07-30 00:00:00,,,,20.76,,,stockpx,645,2012-07-30 00:00:00,,,,593.76,,,HVStrategy,645,734714.0,RSI,645,35.04585532933568,LRSI,645,0.07397425270294822,TSI,645,-11.224456251661552,Broker,645,100039.84999999999,100039.84999999999,BuySell,645,,,BuySell,645,,,DataTrades,645,,
646,iv30,646,2012-07-31 00:00:00,,,,22.74,,,stockpx,646,2012-07-31 00:00:00,,,,610.62,,,HVStrategy,646,734715.0,RSI,646,40.27148504613091,LRSI,646,0.0,TSI,646,-12.762255185223943,Broker,646,100039.84999999999,100039.84999999999,BuySell,646,,,BuySell,646,,,DataTrades,646,,
647,iv30,647,2012-08-01 00:00:00,,,,22.99,,,stockpx,647,2012-08-01 00:00:00,,,,608.51,,,HVStrategy,647,734716.0,RSI,647,40.917805476756314,LRSI,647,0.002409070912981557,TSI,647,-13.72235534606461,Broker,647,100039.84999999999,100039.84999999999,BuySell,647,,,BuySell,647,,,DataTrades,647,,
648,iv30,648,2012-08-02 00:00:00,,,,22.42,,,stockpx,648,2012-08-02 00:00:00,,,,608.27,,,HVStrategy,648,734717.0,RSI,648,39.858772181057475,LRSI,648,0.0,TSI,648,-14.818306079491958,Broker,648,100039.84999999999,100039.84999999999,BuySell,648,,,BuySell,648,,,DataTrades,648,,
649,iv30,649,2012-08-03 00:00:00,,,,20.49,,,stockpx,649,2012-08-03 00:00:00,,,,615.02,,,HVStrategy,649,734718.0,RSI,649,36.42143981000792,LRSI,649,0.0,TSI,649,-16.8416101309601,Broker,649,100039.84999999999,100039.84999999999,BuySell,649,,,BuySell,649,,,DataTrades,649,,
650,iv30,650,2012-08-06 00:00:00,,,,21.47,,,stockpx,650,2012-08-06 00:00:00,,,,622.65,,,HVStrategy,650,734721.0,RSI,650,39.28462691637182,LRSI,650,0.0,TSI,650,-17.619214856693855,Broker,650,100039.84999999999,100039.84999999999,BuySell,650,,,BuySell,650,,,DataTrades,650,,
651,iv30,651,2012-08-07 00:00:00,,,,20.69,,,stockpx,651,2012-08-07 00:00:00,,,,620.17,,,HVStrategy,651,734722.0,RSI,651,37.82458144238346,LRSI,651,0.0,TSI,651,-18.69392980108616,Broker,651,100039.84999999999,100039.84999999999,BuySell,651,,,BuySell,651,,,DataTrades,651,,
652,iv30,652,2012-08-08 00:00:00,,,,20.17,,,stockpx,652,2012-08-08 00:00:00,,,,620.11,,,HVStrategy,652,734723.0,RSI,652,36.84153311593907,LRSI,652,0.0,TSI,652,-19.861856358754967,Broker,652,100039.84999999999,100039.84999999999,BuySell,652,,,BuySell,652,,,DataTrades,652,,
653,iv30,653,2012-08-09 00:00:00,,,,19.17,,,stockpx,653,2012-08-09 00:00:00,,,,620.06,,,HVStrategy,653,734724.0,RSI,653,34.959828828058846,LRSI,653,0.0,TSI,653,-21.391989458167846,Broker,653,100039.84999999999,100039.84999999999,BuySell,653,,,BuySell,653,,,DataTrades,653,,
