Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,rsi_OB_70,rsi_OS_30,LRSI,len,lrsi,lrsi_OB_07,lrsi_OS_03,TSI,len,tsi,tsi_pos,tsi_neg,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
1157,10dORHV,1157,8/21/14 0:00,,,,11.42,,,stockpx,1157,8/21/14 0:00,,,,100.74,,,HVStrategy,1157,735466,RSI,1157,35.82404479,0,0,LRSI,1157,1,1,0,TSI,1157,-45.87312049,0,1,Broker,1157,99899.38,99899.38,BuySell,1157,,,BuySell,1157,,,DataTrades,1157,,
1158,10dORHV,1158,8/22/14 0:00,,,,11.86,,,stockpx,1158,8/22/14 0:00,,,,101.31,,,HVStrategy,1158,735467,RSI,1158,37.42540677,0,0,LRSI,1158,1,1,0,TSI,1158,-43.08986068,0,1,Broker,1158,99899.38,99899.38,BuySell,1158,,,BuySell,1158,,,DataTrades,1158,,
1159,10dORHV,1159,8/25/14 0:00,,,,11.34,,,stockpx,1159,8/25/14 0:00,,,,101.67,,,HVStrategy,1159,735470,RSI,1159,38.46969071,0,0,LRSI,1159,1,1,0,TSI,1159,-40.36057352,0,1,Broker,1159,99899.38,99899.38,BuySell,1159,,,BuySell,1159,,,DataTrades,1159,,
1160,10dORHV,1160,8/26/14 0:00,,,,11.26,,,stockpx,1160,8/26/14 0:00,,,,101.12,,,HVStrategy,1160,735471,RSI,1160,37.44162673,0,0,LRSI,1160,1,1,0,TSI,1160,-38.14524678,0,1,Broker,1160,99899.38,99899.38,BuySell,1160,,,BuySell,1160,,,DataTrades,1160,,
1161,10dORHV,1161,8/27/14 0:00,,,,11.99,,,stockpx,1161,8/27/14 0:00,,,,101.99,,,HVStrategy,1161,735472,RSI,1161,40.16554478,0,0,LRSI,1161,1,1,0,TSI,1161,-35.47967864,0,1,Broker,1161,99899.38,99899.38,BuySell,1161,,,BuySell,1161,,,DataTrades,1161,,
1162,10dORHV,1162,8/28/14 0:00,,,,12.25,,,stockpx,1162,8/28/14 0:00,,,,102.31,,,HVStrategy,1162,735473,RSI,1162,41.18003707,0,0,LRSI,1162,1,1,0,TSI,1162,-32.87107807,0,1,Broker,1162,99899.38,99899.38,BuySell,1162,,,BuySell,1162,,,DataTrades,1162,,
1163,10dORHV,1163,8/29/14 0:00,,,,12.1,,,stockpx,1163,8/29/14 0:00,,,,102.55,,,HVStrategy,1163,735474,RSI,1163,41.97465991,0,0,LRSI,1163,1,1,0,TSI,1163,-30.3693236,0,1,Broker,1163,99899.38,99899.38,BuySell,1163,,,BuySell,1163,,,DataTrades,1163,,
1164,10dORHV,1164,9/2/14 0:00,,,,11.77,,,stockpx,1164,9/2/14 0:00,,,,103.2,,,HVStrategy,1164,735478,RSI,1164,44.17432753,0,0,LRSI,1164,1,1,0,TSI,1164,-27.58165043,0,1,Broker,1164,99899.38,99899.38,BuySell,1164,,,BuySell,1164,,,DataTrades,1164,,
1165,10dORHV,1165,9/3/14 0:00,,,,17.05,,,stockpx,1165,9/3/14 0:00,,,,99.12,,,HVStrategy,1165,735479,RSI,1165,35.16352847,0,0,LRSI,1165,0.578710832,0,0,TSI,1165,-27.3261221,0,1,Broker,1165,99899.38,99899.38,BuySell,1165,,,BuySell,1165,,,DataTrades,1165,,
1166,10dORHV,1166,9/4/14 0:00,,,,18.23,,,stockpx,1166,9/4/14 0:00,,,,97.94,,,HVStrategy,1166,735480,RSI,1166,33.06293828,0,0,LRSI,1166,0.495001332,0,0,TSI,1166,-27.74330619,0,1,Broker,1166,99899.38,99899.38,BuySell,1166,,,BuySell,1166,,,DataTrades,1166,,
1167,10dORHV,1167,9/5/14 0:00,,,,18.34,,,stockpx,1167,9/5/14 0:00,,,,98.56,,,HVStrategy,1167,735481,RSI,1167,35.25156904,0,0,LRSI,1167,0.420334984,0,0,TSI,1167,-27.49400997,0,1,Broker,1167,99899.38,99899.38,BuySell,1167,,,BuySell,1167,,,DataTrades,1167,,
1168,10dORHV,1168,9/8/14 0:00,,,,18.01,,,stockpx,1168,9/8/14 0:00,,,,98.17,,,HVStrategy,1168,735484,RSI,1168,34.4876849,0,0,LRSI,1168,0.179130711,0,1,TSI,1168,-27.50462322,0,1,Broker,1168,99899.38,99899.38,BuySell,1168,,,BuySell,1168,,,DataTrades,1168,,
1169,10dORHV,1169,9/9/14 0:00,,,,26.22,,,stockpx,1169,9/9/14 0:00,,,,98.28,,,HVStrategy,1169,735485,RSI,1169,34.91607119,0,0,LRSI,1169,0,0,1,TSI,1169,-27.40162228,0,1,Broker,1169,99899.38,99899.38,BuySell,1169,,,BuySell,1169,,,DataTrades,1169,,
1170,10dORHV,1170,9/10/14 0:00,,,,28.47,,,stockpx,1170,9/10/14 0:00,,,,100.69,,,HVStrategy,1170,735486,RSI,1170,43.61533786,0,0,LRSI,1170,0.217267035,0,1,TSI,1170,-24.82017249,0,1,Broker,1170,99899.38,99899.38,BuySell,1170,,,BuySell,1170,,,DataTrades,1170,,
1171,10dORHV,1171,9/11/14 0:00,,,,28.36,,,stockpx,1171,9/11/14 0:00,,,,101.17,,,HVStrategy,1171,735487,RSI,1171,45.18679647,0,0,LRSI,1171,0.304032044,0,0,TSI,1171,-22.1956095,0,1,Broker,1171,99899.38,99899.38,BuySell,1171,,,BuySell,1171,,,DataTrades,1171,,
1172,10dORHV,1172,9/12/14 0:00,,,,28.25,,,stockpx,1172,9/12/14 0:00,,,,101.67,,,HVStrategy,1172,735488,RSI,1172,46.84856454,0,0,LRSI,1172,0.43556259,0,0,TSI,1172,-19.49918078,0,1,Broker,1172,99899.38,99899.38,BuySell,1172,,,BuySell,1172,,,DataTrades,1172,,
1173,10dORHV,1173,9/15/14 0:00,,,,29.42,,,stockpx,1173,9/15/14 0:00,,,,101.81,,,HVStrategy,1173,735491,RSI,1173,47.33005843,0,0,LRSI,1173,0.613822518,0,0,TSI,1173,-17.0986434,0,1,Broker,1173,99899.38,99899.38,BuySell,1173,,,BuySell,1173,,,DataTrades,1173,,
1174,10dORHV,1174,9/16/14 0:00,,,,33.09,,,stockpx,1174,9/16/14 0:00,,,,101.13,,,HVStrategy,1174,735492,RSI,1174,45.18878558,0,0,LRSI,1174,0.808968053,1,0,TSI,1174,-15.59218224,0,1,Broker,1174,99899.38,99899.38,BuySell,1174,,,BuySell,1174,,,DataTrades,1174,,
1175,10dORHV,1175,9/17/14 0:00,,,,30.66,,,stockpx,1175,9/17/14 0:00,,,,101.62,,,HVStrategy,1175,735493,RSI,1175,47.04783337,0,0,LRSI,1175,1,1,0,TSI,1175,-13.79789094,0,1,Broker,1175,99899.38,99899.38,BuySell,1175,,,BuySell,1175,,,DataTrades,1175,,
1176,10dORHV,1176,9/18/14 0:00,,,,30.22,,,stockpx,1176,9/18/14 0:00,,,,101.81,,,HVStrategy,1176,735494,RSI,1176,47.78733511,0,0,LRSI,1176,1,1,0,TSI,1176,-12.07362904,0,1,Broker,1176,99899.38,99899.38,BuySell,1176,,,BuySell,1176,,,DataTrades,1176,,
1177,10dORHV,1177,9/19/14 0:00,,,,30.83,,,stockpx,1177,9/19/14 0:00,,,,101.74,,,HVStrategy,1177,735495,RSI,1177,47.52400675,0,0,LRSI,1177,1,1,0,TSI,1177,-10.6671672,0,1,Broker,1177,99899.38,99899.38,BuySell,1177,,,BuySell,1177,,,DataTrades,1177,,
1178,10dORHV,1178,9/24/14 0:00,,,,25.09,,,stockpx,1178,9/24/14 0:00,,,,101.73,,,HVStrategy,1178,735500,RSI,1178,47.48375206,0,0,LRSI,1178,1,1,0,TSI,1178,-9.468548686,0,1,Broker,1178,99899.38,99899.38,BuySell,1178,,,BuySell,1178,,,DataTrades,1178,,
1179,10dORHV,1179,9/25/14 0:00,,,,26.03,,,stockpx,1179,9/25/14 0:00,,,,98.45,,,HVStrategy,1179,735501,RSI,1179,36.54844711,0,0,LRSI,1179,0.463194919,0,0,TSI,1179,-11.61436949,0,1,Broker,1179,99899.38,99899.38,BuySell,1179,,,BuySell,1179,,,DataTrades,1179,,
1180,10dORHV,1180,9/26/14 0:00,,,,27.19,,,stockpx,1180,9/26/14 0:00,,,,100.49,,,HVStrategy,1180,735502,RSI,1180,45.02792323,0,0,LRSI,1180,0.555038995,0,0,TSI,1180,-10.91941244,0,1,Broker,1180,99899.38,99899.38,BuySell,1180,,,BuySell,1180,,,DataTrades,1180,,
1181,10dORHV,1181,9/29/14 0:00,,,,27.36,,,stockpx,1181,9/29/14 0:00,,,,100.17,,,HVStrategy,1181,735505,RSI,1181,44.03385103,0,0,LRSI,1181,0.299738714,0,1,TSI,1181,-10.67044599,0,1,Broker,1181,99899.38,99899.38,BuySell,1181,,,BuySell,1181,,,DataTrades,1181,,
1182,10dORHV,1182,9/30/14 0:00,,,,23.42,,,stockpx,1182,9/30/14 0:00,,,,100.84,,,HVStrategy,1182,735506,RSI,1182,46.68768099,0,0,LRSI,1182,0.128604996,0,1,TSI,1182,-9.673169108,0,1,Broker,1182,99899.38,99899.38,BuySell,1182,,,BuySell,1182,,,DataTrades,1182,,
1183,10dORHV,1183,10/1/14 0:00,,,,23.76,,,stockpx,1183,10/1/14 0:00,,,,98.74,,,HVStrategy,1183,735507,RSI,1183,40.24599547,0,0,LRSI,1183,0.081362681,0,1,TSI,1183,-10.91087666,0,1,Broker,1183,99899.38,99899.38,BuySell,1183,,,BuySell,1183,,,DataTrades,1183,,
1184,10dORHV,1184,10/2/14 0:00,,,,24.41,,,stockpx,1184,10/2/14 0:00,,,,100.05,,,HVStrategy,1184,735508,RSI,1184,45.31478037,0,0,LRSI,1184,0.018009463,0,1,TSI,1184,-10.33435668,0,1,Broker,1184,99899.38,99899.38,BuySell,1184,,,BuySell,1184,,,DataTrades,1184,,
1185,10dORHV,1185,10/3/14 0:00,,,,23.57,,,stockpx,1185,10/3/14 0:00,,,,99.92,,,HVStrategy,1185,735509,RSI,1185,44.90766819,0,0,LRSI,1185,0,0,1,TSI,1185,-10.00363048,0,1,Broker,1185,99899.38,99899.38,BuySell,1185,,,BuySell,1185,,,DataTrades,1185,,
1186,10dORHV,1186,10/6/14 0:00,,,,22.87,,,stockpx,1186,10/6/14 0:00,,,,99.67,,,HVStrategy,1186,735512,RSI,1186,44.08737373,0,0,LRSI,1186,0,0,1,TSI,1186,-9.980870529,0,1,Broker,1186,99899.38,99899.38,BuySell,1186,,,BuySell,1186,,,DataTrades,1186,,
1187,10dORHV,1187,10/7/14 0:00,,,,21.74,,,stockpx,1187,10/7/14 0:00,,,,98.99,,,HVStrategy,1187,735513,RSI,1187,41.84823986,0,0,LRSI,1187,0,0,1,TSI,1187,-10.63307629,0,1,Broker,1187,99899.38,99899.38,BuySell,1187,,,BuySell,1187,,,DataTrades,1187,,
1188,10dORHV,1188,10/8/14 0:00,,,,22.65,,,stockpx,1188,10/8/14 0:00,,,,100.87,,,HVStrategy,1188,735514,RSI,1188,49.48669045,0,0,LRSI,1188,0.445947281,0,0,TSI,1188,-8.87550651,0,1,Broker,1188,99899.38,99899.38,BuySell,1188,,,BuySell,1188,,,DataTrades,1188,,
1189,10dORHV,1189,10/9/14 0:00,,,,21.31,,,stockpx,1189,10/9/14 0:00,,,,101.23,,,HVStrategy,1189,735515,RSI,1189,50.81889235,0,0,LRSI,1189,0.495118788,0,0,TSI,1189,-7.039436355,0,1,Broker,1189,99899.38,99899.38,BuySell,1189,,,BuySell,1189,,,DataTrades,1189,,
1190,10dORHV,1190,10/10/14 0:00,,,,21.09,,,stockpx,1190,10/10/14 0:00,,,,101.27,,,HVStrategy,1190,735516,RSI,1190,50.97360874,0,0,LRSI,1190,0.593147926,0,0,TSI,1190,-5.50222936,0,1,Broker,1190,99899.38,99899.38,BuySell,1190,,,BuySell,1190,,,DataTrades,1190,,
1191,10dORHV,1191,10/14/14 0:00,,,,19.77,,,stockpx,1191,10/14/14 0:00,,,,99.34,,,HVStrategy,1191,735520,RSI,1191,43.81196442,0,0,LRSI,1191,0.513517393,0,0,TSI,1191,-6.317703991,0,1,Broker,1191,99899.38,99899.38,BuySell,1191,,,BuySell,1191,,,DataTrades,1191,,
1192,10dORHV,1192,10/15/14 0:00,,,,23.49,,,stockpx,1192,10/15/14 0:00,,,,97.74,,,HVStrategy,1192,735521,RSI,1192,38.92895592,0,0,LRSI,1192,0.456815669,0,0,TSI,1192,-8.643122271,0,1,Broker,1192,99899.38,99899.38,BuySell,1192,,,BuySell,1192,,,DataTrades,1192,,
1193,10dORHV,1193,10/16/14 0:00,,,,26.62,,,stockpx,1193,10/16/14 0:00,,,,96.51,,,HVStrategy,1193,735522,RSI,1193,35.6403868,0,0,LRSI,1193,0.341554278,0,0,TSI,1193,-11.71439648,0,1,Broker,1193,99899.38,99899.38,BuySell,1193,,,BuySell,1193,,,DataTrades,1193,,
1194,10dORHV,1194,10/17/14 0:00,,,,27.72,,,stockpx,1194,10/17/14 0:00,,,,97.83,,,HVStrategy,1194,735523,RSI,1194,41.36498203,0,0,LRSI,1194,0.331709754,0,0,TSI,1194,-12.47821266,0,1,Broker,1194,99899.38,99899.38,BuySell,1194,,,BuySell,1194,,,DataTrades,1194,,
1195,10dORHV,1195,10/20/14 0:00,,,,28.03,,,stockpx,1195,10/20/14 0:00,,,,99.77,,,HVStrategy,1195,735526,RSI,1195,48.60098355,0,0,LRSI,1195,0.234732558,0,1,TSI,1195,-10.69795561,0,1,Broker,1195,99899.38,99899.38,BuySell,1195,,,BuySell,1195,,,DataTrades,1195,,
1196,10dORHV,1196,10/21/14 0:00,,,,32.58,,,stockpx,1196,10/21/14 0:00,,,,102.24,,,HVStrategy,1196,735527,RSI,1196,56.03946762,0,0,LRSI,1196,0.431686138,0,0,TSI,1196,-6.469381414,0,1,Broker,1196,99899.38,99899.38,BuySell,1196,,,BuySell,1196,,,DataTrades,1196,,
1197,10dORHV,1197,10/22/14 0:00,,,,32.06,,,stockpx,1197,10/22/14 0:00,,,,103.51,,,HVStrategy,1197,735528,RSI,1197,59.30088266,0,0,LRSI,1197,0.552523282,0,0,TSI,1197,-1.907176028,0,1,Broker,1197,99899.38,99899.38,BuySell,1197,,,BuySell,1197,,,DataTrades,1197,,
1198,10dORHV,1198,10/23/14 0:00,,,,32.02,,,stockpx,1198,10/23/14 0:00,,,,104.73,,,HVStrategy,1198,735529,RSI,1198,62.20192212,0,0,LRSI,1198,0.704911601,1,0,TSI,1198,2.7956211,1,0,Broker,1198,99899.38,99899.38,BuySell,1198,,,BuySell,1198,,,DataTrades,1198,,
1199,10dORHV,1199,10/24/14 0:00,,,,31.49,,,stockpx,1199,10/24/14 0:00,,,,104.94,,,HVStrategy,1199,735530,RSI,1199,62.69484798,0,0,LRSI,1199,0.863349143,1,0,TSI,1199,6.618358968,1,0,Broker,1199,99899.38,99899.38,BuySell,1199,,,BuySell,1199,,,DataTrades,1199,,
1200,10dORHV,1200,10/27/14 0:00,,,,30.65,,,stockpx,1200,10/27/14 0:00,,,,105.2,,,HVStrategy,1200,735533,RSI,1200,63.33242524,0,0,LRSI,1200,1,1,0,TSI,1200,9.872639697,1,0,Broker,1200,99899.38,99899.38,BuySell,1200,,,BuySell,1200,,,DataTrades,1200,,
1201,10dORHV,1201,10/28/14 0:00,,,,29.83,,,stockpx,1201,10/28/14 0:00,,,,106.65,,,HVStrategy,1201,735534,RSI,1201,66.74584183,0,0,LRSI,1201,1,1,0,TSI,1201,13.75982968,1,0,Broker,1201,99899.38,99899.38,BuySell,1201,,,BuySell,1201,,,DataTrades,1201,,
1202,10dORHV,1202,10/29/14 0:00,,,,26.46,,,stockpx,1202,10/29/14 0:00,,,,107.28,,,HVStrategy,1202,735535,RSI,1202,68.13385586,0,0,LRSI,1202,1,1,0,TSI,1202,17.3880845,1,0,Broker,1202,99899.38,99899.38,BuySell,1202,,,BuySell,1202,,,DataTrades,1202,,
1203,10dORHV,1203,10/30/14 0:00,,,,22.78,,,stockpx,1203,10/30/14 0:00,,,,106.55,,,HVStrategy,1203,735536,RSI,1203,64.76077369,0,0,LRSI,1203,1,1,0,TSI,1203,19.42053633,1,0,Broker,1203,99899.38,99899.38,BuySell,1203,,,BuySell,1203,,,DataTrades,1203,,
1204,10dORHV,1204,10/31/14 0:00,,,,21.75,,,stockpx,1204,10/31/14 0:00,,,,107.84,,,HVStrategy,1204,735537,RSI,1204,67.79494139,0,0,LRSI,1204,1,1,0,TSI,1204,22.0991789,1,0,Broker,1204,99899.38,99899.38,BuySell,1204,,,BuySell,1204,,,DataTrades,1204,,
1205,10dORHV,1205,11/3/14 0:00,,,,21.73,,,stockpx,1205,11/3/14 0:00,,,,109.23,,,HVStrategy,1205,735540,RSI,1205,70.7203643,1,0,LRSI,1205,1,1,0,TSI,1205,25.32200014,1,0,Broker,1205,99899.38,99899.38,BuySell,1205,,,BuySell,1205,,,DataTrades,1205,,
1206,10dORHV,1206,11/4/14 0:00,,,,13.77,,,stockpx,1206,11/4/14 0:00,,,,108.62,,,HVStrategy,1206,735541,RSI,1206,67.80928878,0,0,LRSI,1206,1,1,0,TSI,1206,27.10234999,1,0,Broker,1206,99913.15,99899.38,BuySell,1206,,13.77,BuySell,1206,,,DataTrades,1206,,
1207,10dORHV,1207,11/5/14 0:00,,,,13.71,,,stockpx,1207,11/5/14 0:00,,,,108.87,,,HVStrategy,1207,735542,RSI,1207,68.38368957,0,0,LRSI,1207,1,1,0,TSI,1207,28.72182164,1,0,Broker,1207,99913.15,99899.44,BuySell,1207,,,BuySell,1207,,,DataTrades,1207,,
1208,10dORHV,1208,11/6/14 0:00,,,,12.78,,,stockpx,1208,11/6/14 0:00,,,,108.65,,,HVStrategy,1208,735543,RSI,1208,67.24652928,0,0,LRSI,1208,1,1,0,TSI,1208,29.74518502,1,0,Broker,1208,99913.15,99900.37,BuySell,1208,,,BuySell,1208,,,DataTrades,1208,,
1209,10dORHV,1209,11/7/14 0:00,,,,12.71,,,stockpx,1209,11/7/14 0:00,,,,108.83,,,HVStrategy,1209,735544,RSI,1209,67.71951037,0,0,LRSI,1209,1,1,0,TSI,1209,30.72596847,1,0,Broker,1209,99913.15,99900.44,BuySell,1209,,,BuySell,1209,,,DataTrades,1209,,
1210,10dORHV,1210,11/10/14 0:00,,,,12.42,,,stockpx,1210,11/10/14 0:00,,,,108.83,,,HVStrategy,1210,735547,RSI,1210,67.71951037,0,0,LRSI,1210,1,1,0,TSI,1210,31.54565256,1,0,Broker,1210,99913.15,99900.73,BuySell,1210,,,BuySell,1210,,,DataTrades,1210,,
1211,10dORHV,1211,11/12/14 0:00,,,,13.21,,,stockpx,1211,11/12/14 0:00,,,,111.28,,,HVStrategy,1211,735549,RSI,1211,73.71199608,1,0,LRSI,1211,0.938631842,1,0,TSI,1211,34.09618599,1,0,Broker,1211,99913.15,99899.94,BuySell,1211,,,BuySell,1211,,,DataTrades,1211,,
1212,10dORHV,1212,11/13/14 0:00,,,,13.33,,,stockpx,1212,11/13/14 0:00,,,,112.82,,,HVStrategy,1212,735550,RSI,1212,76.64664105,1,0,LRSI,1212,1,1,0,TSI,1212,37.26847774,1,0,Broker,1212,99899.82,99899.82,BuySell,1212,13.33,,BuySell,1212,,,DataTrades,1212,0.44,
1213,10dORHV,1213,11/14/14 0:00,,,,13.33,,,stockpx,1213,11/14/14 0:00,,,,114.06,,,HVStrategy,1213,735551,RSI,1213,78.70776822,1,0,LRSI,1213,0.97709964,1,0,TSI,1213,40.64207183,1,0,Broker,1213,99913.15,99899.82,BuySell,1213,,13.33,BuySell,1213,,,DataTrades,1213,,
1214,10dORHV,1214,11/17/14 0:00,,,,12.64,,,stockpx,1214,11/17/14 0:00,,,,114.13,,,HVStrategy,1214,735554,RSI,1214,78.82140362,1,0,LRSI,1214,1,1,0,TSI,1214,43.37370155,1,0,Broker,1214,99913.15,99900.51,BuySell,1214,,,BuySell,1214,,,DataTrades,1214,,
1215,10dORHV,1215,11/18/14 0:00,,,,13.1,,,stockpx,1215,11/18/14 0:00,,,,115.54,,,HVStrategy,1215,735555,RSI,1215,81.01886113,1,0,LRSI,1215,1,1,0,TSI,1215,46.45711462,1,0,Broker,1215,99913.15,99900.05,BuySell,1215,,,BuySell,1215,,,DataTrades,1215,,
1216,10dORHV,1216,11/19/14 0:00,,,,13.74,,,stockpx,1216,11/19/14 0:00,,,,114.76,,,HVStrategy,1216,735556,RSI,1216,76.30234453,1,0,LRSI,1216,1,1,0,TSI,1216,47.61680007,1,0,Broker,1216,99913.15,99899.41,BuySell,1216,,,BuySell,1216,,,DataTrades,1216,,
1217,10dORHV,1217,11/20/14 0:00,,,,14.43,,,stockpx,1217,11/20/14 0:00,,,,116.45,,,HVStrategy,1217,735557,RSI,1217,79.13635932,1,0,LRSI,1217,1,1,0,TSI,1217,49.52931549,1,0,Broker,1217,99913.15,99898.72,BuySell,1217,,,BuySell,1217,,,DataTrades,1217,,
1218,10dORHV,1218,11/21/14 0:00,,,,16.27,,,stockpx,1218,11/21/14 0:00,,,,116.25,,,HVStrategy,1218,735558,RSI,1218,77.94831825,1,0,LRSI,1218,1,1,0,TSI,1218,50.70319544,1,0,Broker,1218,99913.15,99896.88,BuySell,1218,,,BuySell,1218,,,DataTrades,1218,,
1219,10dORHV,1219,11/24/14 0:00,,,,17.37,,,stockpx,1219,11/24/14 0:00,,,,118.64,,,HVStrategy,1219,735561,RSI,1219,81.51887804,1,0,LRSI,1219,1,1,0,TSI,1219,52.94080412,1,0,Broker,1219,99895.78,99895.78,BuySell,1219,17.37,,BuySell,1219,,,DataTrades,1219,-4.04,
1220,10dORHV,1220,11/25/14 0:00,,,,18.15,,,stockpx,1220,11/25/14 0:00,,,,117.78,,,HVStrategy,1220,735562,RSI,1220,76.70595508,1,0,LRSI,1220,1,1,0,TSI,1220,53.21802963,1,0,Broker,1220,99913.93,99895.78,BuySell,1220,,18.15,BuySell,1220,,,DataTrades,1220,,
1221,10dORHV,1221,11/26/14 0:00,,,,17.56,,,stockpx,1221,11/26/14 0:00,,,,118.89,,,HVStrategy,1221,735563,RSI,1221,78.47260842,1,0,LRSI,1221,1,1,0,TSI,1221,54.00463557,1,0,Broker,1221,99913.93,99896.37,BuySell,1221,,,BuySell,1221,,,DataTrades,1221,,
1222,10dORHV,1222,11/28/14 0:00,,,,17.29,,,stockpx,1222,11/28/14 0:00,,,,118.93,,,HVStrategy,1222,735565,RSI,1222,78.53578312,1,0,LRSI,1222,1,1,0,TSI,1222,54.64520196,1,0,Broker,1222,99913.93,99896.64,BuySell,1222,,,BuySell,1222,,,DataTrades,1222,,
1223,10dORHV,1223,12/1/14 0:00,,,,23.17,,,stockpx,1223,12/1/14 0:00,,,,114.76,,,HVStrategy,1223,735568,RSI,1223,59.07311484,0,0,LRSI,1223,0.715737897,1,0,TSI,1223,48.2370952,1,0,Broker,1223,99913.93,99890.76,BuySell,1223,,,BuySell,1223,,,DataTrades,1223,,
1224,10dORHV,1224,12/2/14 0:00,,,,25.41,,,stockpx,1224,12/2/14 0:00,,,,114.8,,,HVStrategy,1224,735569,RSI,1224,59.17762096,0,0,LRSI,1224,0.670644225,0,0,TSI,1224,43.41004823,1,0,Broker,1224,99913.93,99888.52,BuySell,1224,,,BuySell,1224,,,DataTrades,1224,,
1225,10dORHV,1225,12/3/14 0:00,,,,25.26,,,stockpx,1225,12/3/14 0:00,,,,116.2,,,HVStrategy,1225,735570,RSI,1225,62.76168521,0,0,LRSI,1225,0.609611058,0,0,TSI,1225,40.52046229,1,0,Broker,1225,99913.93,99888.67,BuySell,1225,,,BuySell,1225,,,DataTrades,1225,,
1226,10dORHV,1226,12/4/14 0:00,,,,24.87,,,stockpx,1226,12/4/14 0:00,,,,116.43,,,HVStrategy,1226,735571,RSI,1226,63.33126928,0,0,LRSI,1226,0.405015109,0,0,TSI,1226,38.41474399,1,0,Broker,1226,99889.06,99889.06,BuySell,1226,24.87,,BuySell,1226,,,DataTrades,1226,-6.72,
1227,10dORHV,1227,12/5/14 0:00,,,,24.7,,,stockpx,1227,12/5/14 0:00,,,,114.99,,,HVStrategy,1227,735572,RSI,1227,57.4104957,0,0,LRSI,1227,0,0,1,TSI,1227,34.70663363,1,0,Broker,1227,99889.06,99889.06,BuySell,1227,,,BuySell,1227,,,DataTrades,1227,,
1228,10dORHV,1228,12/8/14 0:00,,,,24.9,,,stockpx,1228,12/8/14 0:00,,,,112.3,,,HVStrategy,1228,735575,RSI,1228,48.32221793,0,0,LRSI,1228,0.075032687,0,1,TSI,1228,28.19198577,1,0,Broker,1228,99889.06,99889.06,BuySell,1228,,,BuySell,1228,,,DataTrades,1228,,
1229,10dORHV,1229,12/9/14 0:00,,,,31.2,,,stockpx,1229,12/9/14 0:00,,,,113.81,,,HVStrategy,1229,735576,RSI,1229,52.8357125,0,0,LRSI,1229,0.188421956,0,1,TSI,1229,24.32239746,1,0,Broker,1229,99889.06,99889.06,BuySell,1229,,,BuySell,1229,,,DataTrades,1229,,
1230,10dORHV,1230,12/10/14 0:00,,,,31.73,,,stockpx,1230,12/10/14 0:00,,,,111.77,,,HVStrategy,1230,735577,RSI,1230,46.8787729,0,0,LRSI,1230,0,0,1,TSI,1230,18.95104863,1,0,Broker,1230,99889.06,99889.06,BuySell,1230,,,BuySell,1230,,,DataTrades,1230,,
1231,10dORHV,1231,12/11/14 0:00,,,,32.19,,,stockpx,1231,12/11/14 0:00,,,,111.5,,,HVStrategy,1231,735578,RSI,1231,46.13734906,0,0,LRSI,1231,0,0,1,TSI,1231,14.5461684,1,0,Broker,1231,99889.06,99889.06,BuySell,1231,,,BuySell,1231,,,DataTrades,1231,,
1232,10dORHV,1232,12/12/14 0:00,,,,32.78,,,stockpx,1232,12/12/14 0:00,,,,110.01,,,HVStrategy,1232,735579,RSI,1232,42.17333285,0,0,LRSI,1232,0,0,1,TSI,1232,9.531609977,1,0,Broker,1232,99889.06,99889.06,BuySell,1232,,,BuySell,1232,,,DataTrades,1232,,
1233,10dORHV,1233,12/15/14 0:00,,,,33.48,,,stockpx,1233,12/15/14 0:00,,,,108,,,HVStrategy,1233,735582,RSI,1233,37.49347223,0,0,LRSI,1233,0,0,1,TSI,1233,3.637908704,1,0,Broker,1233,99889.06,99889.06,BuySell,1233,,,BuySell,1233,,,DataTrades,1233,,
1234,10dORHV,1234,12/16/14 0:00,,,,35.07,,,stockpx,1234,12/16/14 0:00,,,,106.83,,,HVStrategy,1234,735583,RSI,1234,35.05499138,0,0,LRSI,1234,0,0,1,TSI,1234,-1.994150672,0,1,Broker,1234,99889.06,99889.06,BuySell,1234,,,BuySell,1234,,,DataTrades,1234,,
1235,10dORHV,1235,12/17/14 0:00,,,,35.9,,,stockpx,1235,12/17/14 0:00,,,,109.8,,,HVStrategy,1235,735584,RSI,1235,44.85880662,0,0,LRSI,1235,0,0,1,TSI,1235,-3.579361543,0,1,Broker,1235,99889.06,99889.06,BuySell,1235,,,BuySell,1235,,,DataTrades,1235,,
1236,10dORHV,1236,12/18/14 0:00,,,,37.46,,,stockpx,1236,12/18/14 0:00,,,,112.07,,,HVStrategy,1236,735585,RSI,1236,50.9529956,0,0,LRSI,1236,0.21043051,0,1,TSI,1236,-2.731894111,0,1,Broker,1236,99889.06,99889.06,BuySell,1236,,,BuySell,1236,,,DataTrades,1236,,
1237,10dORHV,1237,12/19/14 0:00,,,,37.51,,,stockpx,1237,12/19/14 0:00,,,,112.16,,,HVStrategy,1237,735586,RSI,1237,51.18335663,0,0,LRSI,1237,0.258173963,0,1,TSI,1237,-2.009865564,0,1,Broker,1237,99889.06,99889.06,BuySell,1237,,,BuySell,1237,,,DataTrades,1237,,
