Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,LRSI,len,lrsi,TSI,len,tsi,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
25,10dORHV,25,2010-02-08 00:00:00,,,,27.97,,,stockpx,25,2010-02-08 00:00:00,,,,27.72,,,HVStrategy,25,733811.0,RSI,25,30.299127542057207,LRSI,25,0.0,TSI,25,,Broker,25,100001.59,100001.59,BuySell,25,,,BuySell,25,,,DataTrades,25,,
26,10dORHV,26,2010-02-09 00:00:00,,,,26.55,,,stockpx,26,2010-02-09 00:00:00,,,,28.02,,,HVStrategy,26,733812.0,RSI,26,34.450172150075886,LRSI,26,0.0,TSI,26,,Broker,26,100001.59,100001.59,BuySell,26,,,BuySell,26,,,DataTrades,26,,
27,10dORHV,27,2010-02-10 00:00:00,,,,26.58,,,stockpx,27,2010-02-10 00:00:00,,,,27.97,,,HVStrategy,27,733813.0,RSI,27,34.08581582574945,LRSI,27,0.0,TSI,27,,Broker,27,100001.59,100001.59,BuySell,27,,,BuySell,27,,,DataTrades,27,,
28,10dORHV,28,2010-02-11 00:00:00,,,,24.63,,,stockpx,28,2010-02-11 00:00:00,,,,28.13,,,HVStrategy,28,733814.0,RSI,28,36.40374993225229,LRSI,28,0.07175372184581516,TSI,28,,Broker,28,100001.59,100001.59,BuySell,28,,,BuySell,28,,,DataTrades,28,,
29,10dORHV,29,2010-02-12 00:00:00,,,,17.93,,,stockpx,29,2010-02-12 00:00:00,,,,27.95,,,HVStrategy,29,733815.0,RSI,29,34.916151277547954,LRSI,29,0.0,TSI,29,,Broker,29,100001.59,100001.59,BuySell,29,,,BuySell,29,,,DataTrades,29,,
30,10dORHV,30,2010-02-16 00:00:00,,,,17.18,,,stockpx,30,2010-02-16 00:00:00,,,,28.35,,,HVStrategy,30,733819.0,RSI,30,40.71396466389644,LRSI,30,0.3264430561579313,TSI,30,,Broker,30,100001.59,100001.59,BuySell,30,,,BuySell,30,,,DataTrades,30,,
31,10dORHV,31,2010-02-17 00:00:00,,,,17.39,,,stockpx,31,2010-02-17 00:00:00,,,,28.61,,,HVStrategy,31,733820.0,RSI,31,44.19389656585204,LRSI,31,0.5318154931513283,TSI,31,,Broker,31,100001.59,100001.59,BuySell,31,,,BuySell,31,,,DataTrades,31,,
32,10dORHV,32,2010-02-18 00:00:00,,,,17.82,,,stockpx,32,2010-02-18 00:00:00,,,,28.97,,,HVStrategy,32,733821.0,RSI,32,48.68522297907454,LRSI,32,0.7260665235333157,TSI,32,,Broker,32,100001.59,100001.59,BuySell,32,,,BuySell,32,,,DataTrades,32,,
33,10dORHV,33,2010-02-19 00:00:00,,,,14.15,,,stockpx,33,2010-02-19 00:00:00,,,,28.78,,,HVStrategy,33,733822.0,RSI,33,46.555609815075556,LRSI,33,0.7447795439883076,TSI,33,,Broker,33,100001.59,100001.59,BuySell,33,,,BuySell,33,,,DataTrades,33,,
34,10dORHV,34,2010-02-22 00:00:00,,,,14.07,,,stockpx,34,2010-02-22 00:00:00,,,,28.73,,,HVStrategy,34,733825.0,RSI,34,45.98554273471751,LRSI,34,1.0,TSI,34,,Broker,34,100001.59,100001.59,BuySell,34,,,BuySell,34,,,DataTrades,34,,
35,10dORHV,35,2010-02-23 00:00:00,,,,17.06,,,stockpx,35,2010-02-23 00:00:00,,,,28.34,,,HVStrategy,35,733826.0,RSI,35,41.69674663172526,LRSI,35,0.8188886785481013,TSI,35,,Broker,35,100001.59,100001.59,BuySell,35,,,BuySell,35,,,DataTrades,35,,
36,10dORHV,36,2010-02-24 00:00:00,,,,17.29,,,stockpx,36,2010-02-24 00:00:00,,,,28.64,,,HVStrategy,36,733827.0,RSI,36,45.87820347075565,LRSI,36,0.9778395694847116,TSI,36,,Broker,36,100001.59,100001.59,BuySell,36,,,BuySell,36,,,DataTrades,36,,
37,10dORHV,37,2010-02-25 00:00:00,,,,17.47,,,stockpx,37,2010-02-25 00:00:00,,,,28.61,,,HVStrategy,37,733828.0,RSI,37,45.526574630709945,LRSI,37,1.0,TSI,37,,Broker,37,100001.59,100001.59,BuySell,37,,,BuySell,37,,,DataTrades,37,,
38,10dORHV,38,2010-02-26 00:00:00,,,,17.39,,,stockpx,38,2010-02-26 00:00:00,,,,28.67,,,HVStrategy,38,733829.0,RSI,38,46.411214840766434,LRSI,38,0.9811573376605457,TSI,38,-16.574261152057524,Broker,38,100001.59,100001.59,BuySell,38,,,BuySell,38,,,DataTrades,38,,
39,10dORHV,39,2010-03-01 00:00:00,,,,17.3,,,stockpx,39,2010-03-01 00:00:00,,,,28.96,,,HVStrategy,39,733832.0,RSI,39,50.58803296223555,LRSI,39,0.8399891676844763,TSI,39,-14.212603309862176,Broker,39,100001.59,100001.59,BuySell,39,,,BuySell,39,,,DataTrades,39,,
40,10dORHV,40,2010-03-02 00:00:00,,,,18.61,,,stockpx,40,2010-03-02 00:00:00,,,,28.44,,,HVStrategy,40,733833.0,RSI,40,43.970142761519035,LRSI,40,0.5120716261370214,TSI,40,-13.909542495778762,Broker,40,100001.59,100001.59,BuySell,40,,,BuySell,40,,,DataTrades,40,,
41,10dORHV,41,2010-03-03 00:00:00,,,,18.12,,,stockpx,41,2010-03-03 00:00:00,,,,28.47,,,HVStrategy,41,733834.0,RSI,41,44.42187207443261,LRSI,41,0.607815183797663,TSI,41,-13.535998411358152,Broker,41,100001.59,100001.59,BuySell,41,,,BuySell,41,,,DataTrades,41,,
42,10dORHV,42,2010-03-04 00:00:00,,,,17.53,,,stockpx,42,2010-03-04 00:00:00,,,,28.56,,,HVStrategy,42,733835.0,RSI,42,45.832788134849366,LRSI,42,0.589191553616087,TSI,42,-12.8402128694773,Broker,42,100001.59,100001.59,BuySell,42,,,BuySell,42,,,DataTrades,42,,
43,10dORHV,43,2010-03-05 00:00:00,,,,17.86,,,stockpx,43,2010-03-05 00:00:00,,,,28.58,,,HVStrategy,43,733836.0,RSI,43,46.15988427347211,LRSI,43,0.40182003034490127,TSI,43,-12.172814075974749,Broker,43,100001.59,100001.59,BuySell,43,,,BuySell,43,,,DataTrades,43,,
44,10dORHV,44,2010-03-08 00:00:00,,,,17.59,,,stockpx,44,2010-03-08 00:00:00,,,,28.66,,,HVStrategy,44,733839.0,RSI,44,47.524897641410426,LRSI,44,0.3400748958792573,TSI,44,-11.250509244602696,Broker,44,100001.59,100001.59,BuySell,44,,,BuySell,44,,,DataTrades,44,,
45,10dORHV,45,2010-03-09 00:00:00,,,,14.89,,,stockpx,45,2010-03-09 00:00:00,,,,28.79,,,HVStrategy,45,733840.0,RSI,45,49.75419881233531,LRSI,45,0.5253684423547161,TSI,45,-9.872101127127678,Broker,45,100001.59,100001.59,BuySell,45,,,BuySell,45,,,DataTrades,45,,
46,10dORHV,46,2010-03-10 00:00:00,,,,14.6,,,stockpx,46,2010-03-10 00:00:00,,,,28.97,,,HVStrategy,46,733841.0,RSI,46,52.74752371475839,LRSI,46,0.7077911784127476,TSI,46,-7.866647417639457,Broker,46,100001.59,100001.59,BuySell,46,,,BuySell,46,,,DataTrades,46,,
47,10dORHV,47,2010-03-11 00:00:00,,,,14.69,,,stockpx,47,2010-03-11 00:00:00,,,,29.16,,,HVStrategy,47,733842.0,RSI,47,55.744524609688895,LRSI,47,0.8136072428336519,TSI,47,-5.287817889643716,Broker,47,100001.59,100001.59,BuySell,47,,,BuySell,47,,,DataTrades,47,,
48,10dORHV,48,2010-03-12 00:00:00,,,,14.91,,,stockpx,48,2010-03-12 00:00:00,,,,29.28,,,HVStrategy,48,733843.0,RSI,48,57.574727628900234,LRSI,48,0.8843207111347993,TSI,48,-2.5632947804659185,Broker,48,100001.59,100001.59,BuySell,48,,,BuySell,48,,,DataTrades,48,,
49,10dORHV,49,2010-03-15 00:00:00,,,,14.18,,,stockpx,49,2010-03-15 00:00:00,,,,29.28,,,HVStrategy,49,733846.0,RSI,49,57.574727628900234,LRSI,49,1.0,TSI,49,-0.27229381666418323,Broker,49,100001.59,100001.59,BuySell,49,,,BuySell,49,,,DataTrades,49,,
50,10dORHV,50,2010-03-16 00:00:00,,,,10.41,,,stockpx,50,2010-03-16 00:00:00,,,,29.34,,,HVStrategy,50,733847.0,RSI,50,58.5683108925336,LRSI,50,1.0,TSI,50,1.9618389568143824,Broker,50,100001.59,100001.59,BuySell,50,,,BuySell,50,,,DataTrades,50,,
51,10dORHV,51,2010-03-17 00:00:00,,,,11.0,,,stockpx,51,2010-03-17 00:00:00,,,,29.59,,,HVStrategy,51,733848.0,RSI,51,62.50824402838495,LRSI,51,1.0,TSI,51,5.0671372525388145,Broker,51,100001.59,100001.59,BuySell,51,,,BuySell,51,,,DataTrades,51,,
52,10dORHV,52,2010-03-18 00:00:00,,,,10.52,,,stockpx,52,2010-03-18 00:00:00,,,,29.6,,,HVStrategy,52,733849.0,RSI,52,62.661198178295336,LRSI,52,1.0,TSI,52,7.729301065817172,Broker,52,100001.59,100001.59,BuySell,52,,,BuySell,52,,,DataTrades,52,,
53,10dORHV,53,2010-03-19 00:00:00,,,,9.83,,,stockpx,53,2010-03-19 00:00:00,,,,29.56,,,HVStrategy,53,733850.0,RSI,53,61.579009816805836,LRSI,53,1.0,TSI,53,9.758527791722916,Broker,53,100001.59,100001.59,BuySell,53,,,BuySell,53,,,DataTrades,53,,
54,10dORHV,54,2010-03-22 00:00:00,,,,10.58,,,stockpx,54,2010-03-22 00:00:00,,,,29.6,,,HVStrategy,54,733853.0,RSI,54,62.280552611938184,LRSI,54,1.0,TSI,54,11.690991959501346,Broker,54,100001.59,100001.59,BuySell,54,,,BuySell,54,,,DataTrades,54,,
55,10dORHV,55,2010-03-23 00:00:00,,,,10.49,,,stockpx,55,2010-03-23 00:00:00,,,,29.85,,,HVStrategy,55,733854.0,RSI,55,66.40888567040385,LRSI,55,1.0,TSI,55,14.591010680517746,Broker,55,100001.59,100001.59,BuySell,55,,,BuySell,55,,,DataTrades,55,,
56,10dORHV,56,2010-03-24 00:00:00,,,,10.54,,,stockpx,56,2010-03-24 00:00:00,,,,29.68,,,HVStrategy,56,733855.0,RSI,56,61.48117541517022,LRSI,56,1.0,TSI,56,15.870137604237009,Broker,56,100001.59,100001.59,BuySell,56,,,BuySell,56,,,DataTrades,56,,
57,10dORHV,57,2010-03-25 00:00:00,,,,12.79,,,stockpx,57,2010-03-25 00:00:00,,,,30.05,,,HVStrategy,57,733856.0,RSI,57,67.18793996135733,LRSI,57,1.0,TSI,57,18.76034098969348,Broker,57,100001.59,100001.59,BuySell,57,,,BuySell,57,,,DataTrades,57,,
58,10dORHV,58,2010-03-26 00:00:00,,,,15.52,,,stockpx,58,2010-03-26 00:00:00,,,,29.69,,,HVStrategy,58,733857.0,RSI,58,58.15931395621954,LRSI,58,1.0,TSI,58,18.53785568269847,Broker,58,100001.59,100001.59,BuySell,58,,,BuySell,58,,,DataTrades,58,,
59,10dORHV,59,2010-03-29 00:00:00,,,,15.65,,,stockpx,59,2010-03-29 00:00:00,,,,29.58,,,HVStrategy,59,733860.0,RSI,59,55.69649182918649,LRSI,59,0.8000827475286466,TSI,59,17.59056088710643,Broker,59,100001.59,100001.59,BuySell,59,,,BuySell,59,,,DataTrades,59,,
60,10dORHV,60,2010-03-30 00:00:00,,,,16.08,,,stockpx,60,2010-03-30 00:00:00,,,,29.75,,,HVStrategy,60,733861.0,RSI,60,58.61334782429873,LRSI,60,0.9612374204691839,TSI,60,17.668433713377134,Broker,60,100001.59,100001.59,BuySell,60,,,BuySell,60,,,DataTrades,60,,
61,10dORHV,61,2010-03-31 00:00:00,,,,17.19,,,stockpx,61,2010-03-31 00:00:00,,,,29.28,,,HVStrategy,61,733862.0,RSI,61,49.00680947887693,LRSI,61,0.4655421920354958,TSI,61,14.496595351491592,Broker,61,100001.59,100001.59,BuySell,61,,,BuySell,61,,,DataTrades,61,,
62,10dORHV,62,2010-04-01 00:00:00,,,,17.35,,,stockpx,62,2010-04-01 00:00:00,,,,29.12,,,HVStrategy,62,733863.0,RSI,62,46.22906489325466,LRSI,62,0.33156938274291775,TSI,62,10.987437329333648,Broker,62,100001.59,100001.59,BuySell,62,,,BuySell,62,,,DataTrades,62,,
63,10dORHV,63,2010-04-05 00:00:00,,,,17.93,,,stockpx,63,2010-04-05 00:00:00,,,,29.27,,,HVStrategy,63,733867.0,RSI,63,49.13959220028787,LRSI,63,0.30238862886789986,TSI,63,9.021666220964075,Broker,63,100001.59,100001.59,BuySell,63,,,BuySell,63,,,DataTrades,63,,
64,10dORHV,64,2010-04-06 00:00:00,,,,17.71,,,stockpx,64,2010-04-06 00:00:00,,,,29.35,,,HVStrategy,64,733868.0,RSI,64,50.67311826608231,LRSI,64,0.0,TSI,64,7.891365711529757,Broker,64,100001.59,100001.59,BuySell,64,,,BuySell,64,,,DataTrades,64,,
65,10dORHV,65,2010-04-07 00:00:00,,,,17.83,,,stockpx,65,2010-04-07 00:00:00,,,,29.33,,,HVStrategy,65,733869.0,RSI,65,50.26507860118094,LRSI,65,0.0,TSI,65,6.858819586841432,Broker,65,100001.59,100001.59,BuySell,65,,,BuySell,65,,,DataTrades,65,,
66,10dORHV,66,2010-04-08 00:00:00,,,,18.86,,,stockpx,66,2010-04-08 00:00:00,,,,29.9,,,HVStrategy,66,733870.0,RSI,66,60.1210240837629,LRSI,66,0.41966704111518055,TSI,66,9.101415097944942,Broker,66,100001.59,100001.59,BuySell,66,,,BuySell,66,,,DataTrades,66,,
67,10dORHV,67,2010-04-09 00:00:00,,,,18.25,,,stockpx,67,2010-04-09 00:00:00,,,,30.34,,,HVStrategy,67,733871.0,RSI,67,65.76148150607727,LRSI,67,0.5804103668954609,TSI,67,13.059670751157554,Broker,67,100001.59,100001.59,BuySell,67,,,BuySell,67,,,DataTrades,67,,
68,10dORHV,68,2010-04-12 00:00:00,,,,16.24,,,stockpx,68,2010-04-12 00:00:00,,,,30.34,,,HVStrategy,68,733874.0,RSI,68,65.76148150607727,LRSI,68,0.6576569794896973,TSI,68,16.0921810358171,Broker,68,100001.59,100001.59,BuySell,68,,,BuySell,68,,,DataTrades,68,,
69,10dORHV,69,2010-04-13 00:00:00,,,,15.62,,,stockpx,69,2010-04-13 00:00:00,,,,30.5,,,HVStrategy,69,733875.0,RSI,69,67.68882763977143,LRSI,69,0.8649771462406034,TSI,69,19.208310096777208,Broker,69,100001.59,100001.59,BuySell,69,,,BuySell,69,,,DataTrades,69,,
70,10dORHV,70,2010-04-14 00:00:00,,,,15.98,,,stockpx,70,2010-04-14 00:00:00,,,,30.87,,,HVStrategy,70,733876.0,RSI,70,71.66154241790463,LRSI,70,1.0,TSI,70,23.271669112661375,Broker,70,100001.59,100001.59,BuySell,70,,,BuySell,70,,,DataTrades,70,,
71,10dORHV,71,2010-04-15 00:00:00,,,,14.7,,,stockpx,71,2010-04-15 00:00:00,,,,30.89,,,HVStrategy,71,733877.0,RSI,71,71.8629271492182,LRSI,71,1.0,TSI,71,26.529395365148062,Broker,71,100001.59,100001.59,BuySell,71,,,BuySell,71,,,DataTrades,71,,
72,10dORHV,72,2010-04-16 00:00:00,,,,14.44,,,stockpx,72,2010-04-16 00:00:00,,,,30.75,,,HVStrategy,72,733878.0,RSI,72,68.20888138760324,LRSI,72,1.0,TSI,72,28.140333177146626,Broker,72,100001.59,100001.59,BuySell,72,,,BuySell,72,,,DataTrades,72,,
73,10dORHV,73,2010-04-19 00:00:00,,,,14.07,,,stockpx,73,2010-04-19 00:00:00,,,,31.04,,,HVStrategy,73,733881.0,RSI,73,71.44755396380285,LRSI,73,1.0,TSI,73,30.559413523581412,Broker,73,100001.59,100001.59,BuySell,73,,,BuySell,73,,,DataTrades,73,,
74,10dORHV,74,2010-04-20 00:00:00,,,,14.45,,,stockpx,74,2010-04-20 00:00:00,,,,31.37,,,HVStrategy,74,733882.0,RSI,74,74.61649040353852,LRSI,74,1.0,TSI,74,33.69783205634669,Broker,74,100001.59,100001.59,BuySell,74,,,BuySell,74,,,DataTrades,74,,
75,10dORHV,75,2010-04-21 00:00:00,,,,14.53,,,stockpx,75,2010-04-21 00:00:00,,,,31.36,,,HVStrategy,75,733883.0,RSI,75,74.34720945713154,LRSI,75,1.0,TSI,75,36.09405372874576,Broker,75,100001.59,100001.59,BuySell,75,,,BuySell,75,,,DataTrades,75,,
76,10dORHV,76,2010-04-22 00:00:00,,,,13.24,,,stockpx,76,2010-04-22 00:00:00,,,,31.44,,,HVStrategy,76,733884.0,RSI,76,75.1207494480982,LRSI,76,1.0,TSI,76,38.29575619883582,Broker,76,100001.59,100001.59,BuySell,76,,,BuySell,76,,,DataTrades,76,,
77,10dORHV,77,2010-04-23 00:00:00,,,,11.29,,,stockpx,77,2010-04-23 00:00:00,,,,30.89,,,HVStrategy,77,733885.0,RSI,77,61.41042725760725,LRSI,77,0.872502713204368,TSI,77,35.893379254826755,Broker,77,100001.59,100001.59,BuySell,77,,,BuySell,77,,,DataTrades,77,,
78,10dORHV,78,2010-04-26 00:00:00,,,,11.22,,,stockpx,78,2010-04-26 00:00:00,,,,31.18,,,HVStrategy,78,733888.0,RSI,78,65.03412632866821,LRSI,78,0.9697559036639465,TSI,78,35.03886105593125,Broker,78,100001.59,100001.59,BuySell,78,,,BuySell,78,,,DataTrades,78,,
79,10dORHV,79,2010-04-27 00:00:00,,,,11.5,,,stockpx,79,2010-04-27 00:00:00,,,,30.92,,,HVStrategy,79,733889.0,RSI,79,59.62792877159057,LRSI,79,0.7844490065744973,TSI,79,32.522798049757476,Broker,79,100001.59,100001.59,BuySell,79,,,BuySell,79,,,DataTrades,79,,
80,10dORHV,80,2010-04-28 00:00:00,,,,10.13,,,stockpx,80,2010-04-28 00:00:00,,,,30.93,,,HVStrategy,80,733890.0,RSI,80,59.76646079407364,LRSI,80,0.6946806025868327,TSI,80,30.596025551539874,Broker,80,100001.59,100001.59,BuySell,80,,,BuySell,80,,,DataTrades,80,,
81,10dORHV,81,2010-04-29 00:00:00,,,,13.34,,,stockpx,81,2010-04-29 00:00:00,,,,31.05,,,HVStrategy,81,733891.0,RSI,81,61.47482210000376,LRSI,81,0.5851248491264082,TSI,81,29.50820331073065,Broker,81,100001.59,100001.59,BuySell,81,,,BuySell,81,,,DataTrades,81,,
82,10dORHV,82,2010-04-30 00:00:00,,,,15.67,,,stockpx,82,2010-04-30 00:00:00,,,,30.57,,,HVStrategy,82,733892.0,RSI,82,51.969169470705374,LRSI,82,0.12831685687047933,TSI,82,25.386178395283604,Broker,82,100001.59,100001.59,BuySell,82,,,BuySell,82,,,DataTrades,82,,
83,10dORHV,83,2010-05-03 00:00:00,,,,15.85,,,stockpx,83,2010-05-03 00:00:00,,,,30.96,,,HVStrategy,83,733895.0,RSI,83,57.69321100539779,LRSI,83,0.3429160665853642,TSI,83,23.720281316334148,Broker,83,100001.59,100001.59,BuySell,83,,,BuySell,83,,,DataTrades,83,,
84,10dORHV,84,2010-05-04 00:00:00,,,,18.13,,,stockpx,84,2010-05-04 00:00:00,,,,30.09,,,HVStrategy,84,733896.0,RSI,84,44.85204964671142,LRSI,84,0.11031070154666443,TSI,84,17.18399572541473,Broker,84,100001.59,100001.59,BuySell,84,,,BuySell,84,,,DataTrades,84,,
85,10dORHV,85,2010-05-05 00:00:00,,,,18.02,,,stockpx,85,2010-05-05 00:00:00,,,,29.87,,,HVStrategy,85,733897.0,RSI,85,42.28878798385126,LRSI,85,0.06620591972203982,TSI,85,11.19618986535118,Broker,85,100001.59,100001.59,BuySell,85,,,BuySell,85,,,DataTrades,85,,
86,10dORHV,86,2010-05-06 00:00:00,,,,24.54,,,stockpx,86,2010-05-06 00:00:00,,,,29.67,,,HVStrategy,86,733898.0,RSI,86,40.04808447402847,LRSI,86,0.07018610689896268,TSI,86,5.709888015984435,Broker,86,100001.59,100001.59,BuySell,86,,,BuySell,86,,,DataTrades,86,,
87,10dORHV,87,2010-05-07 00:00:00,,,,27.58,,,stockpx,87,2010-05-07 00:00:00,,,,28.17,,,HVStrategy,87,733899.0,RSI,87,28.04562543646169,LRSI,87,0.0,TSI,87,-5.0220134414107935,Broker,87,100001.59,100001.59,BuySell,87,,,BuySell,87,,,DataTrades,87,,
