Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,SimpleMovingAverage,len,sma,SimpleMovingAverage,len,sma,RSI,len,rsi,KST_Crossup,len,crossup,KST_Crossdown,len,crossdown,CrossUp,len,cross,CrossDown,len,cross,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
15,10dORHV,15,2010-01-25 00:00:00,,,,28.31,,,stockpx,15,2010-01-25 00:00:00,,,,202.8,,,HVStrategy,15,733797.0,SimpleMovingAverage,15,,SimpleMovingAverage,15,,RSI,15,38.204550112728036,KST_Crossup,15,,KST_Crossdown,15,,CrossUp,15,,CrossDown,15,,Broker,15,100000.0,100000.0,BuySell,15,,,BuySell,15,,,DataTrades,15,,
16,10dORHV,16,2010-01-26 00:00:00,,,,32.33,,,stockpx,16,2010-01-26 00:00:00,,,,205.87,,,HVStrategy,16,733798.0,SimpleMovingAverage,16,,SimpleMovingAverage,16,,RSI,16,42.12624584717609,KST_Crossup,16,,KST_Crossdown,16,,CrossUp,16,,CrossDown,16,,Broker,16,100000.0,100000.0,BuySell,16,,,BuySell,16,,,DataTrades,16,,
17,10dORHV,17,2010-01-27 00:00:00,,,,33.6,,,stockpx,17,2010-01-27 00:00:00,,,,208.27,,,HVStrategy,17,733799.0,SimpleMovingAverage,17,,SimpleMovingAverage,17,,RSI,17,45.061538710355656,KST_Crossup,17,,KST_Crossdown,17,,CrossUp,17,,CrossDown,17,,Broker,17,100000.0,100000.0,BuySell,17,,,BuySell,17,,,DataTrades,17,,
18,10dORHV,18,2010-01-28 00:00:00,,,,33.78,,,stockpx,18,2010-01-28 00:00:00,,,,199.22,,,HVStrategy,18,733800.0,SimpleMovingAverage,18,,SimpleMovingAverage,18,,RSI,18,37.36556819584654,KST_Crossup,18,,KST_Crossdown,18,,CrossUp,18,,CrossDown,18,,Broker,18,100000.0,100000.0,BuySell,18,,,BuySell,18,,,DataTrades,18,,
19,10dORHV,19,2010-01-29 00:00:00,,,,35.66,,,stockpx,19,2010-01-29 00:00:00,,,,192.66,,,HVStrategy,19,733801.0,SimpleMovingAverage,19,,SimpleMovingAverage,19,,RSI,19,32.96998887262055,KST_Crossup,19,,KST_Crossdown,19,,CrossUp,19,,CrossDown,19,,Broker,19,100000.0,100000.0,BuySell,19,,,BuySell,19,,,DataTrades,19,,
20,10dORHV,20,2010-02-01 00:00:00,,,,35.21,,,stockpx,20,2010-02-01 00:00:00,,,,194.58,,,HVStrategy,20,733804.0,SimpleMovingAverage,20,,SimpleMovingAverage,20,,RSI,20,35.36652569051249,KST_Crossup,20,,KST_Crossdown,20,,CrossUp,20,,CrossDown,20,,Broker,20,100000.0,100000.0,BuySell,20,,,BuySell,20,,,DataTrades,20,,
21,10dORHV,21,2010-02-02 00:00:00,,,,34.38,,,stockpx,21,2010-02-02 00:00:00,,,,195.7,,,HVStrategy,21,733805.0,SimpleMovingAverage,21,,SimpleMovingAverage,21,,RSI,21,36.78632618280323,KST_Crossup,21,,KST_Crossdown,21,,CrossUp,21,,CrossDown,21,,Broker,21,100000.0,100000.0,BuySell,21,,,BuySell,21,,,DataTrades,21,,
22,10dORHV,22,2010-02-03 00:00:00,,,,34.43,,,stockpx,22,2010-02-03 00:00:00,,,,199.47,,,HVStrategy,22,733806.0,SimpleMovingAverage,22,,SimpleMovingAverage,22,,RSI,22,41.44877241605425,KST_Crossup,22,0.0,KST_Crossdown,22,1.0,CrossUp,22,,CrossDown,22,,Broker,22,100000.0,100000.0,BuySell,22,,,BuySell,22,,,DataTrades,22,,
23,10dORHV,23,2010-02-04 00:00:00,,,,34.76,,,stockpx,23,2010-02-04 00:00:00,,,,192.06,,,HVStrategy,23,733807.0,SimpleMovingAverage,23,,SimpleMovingAverage,23,,RSI,23,35.851553138181146,KST_Crossup,23,0.0,KST_Crossdown,23,1.0,CrossUp,23,,CrossDown,23,,Broker,23,100000.0,100000.0,BuySell,23,,,BuySell,23,,,DataTrades,23,,
24,10dORHV,24,2010-02-05 00:00:00,,,,33.52,,,stockpx,24,2010-02-05 00:00:00,,,,195.63,,,HVStrategy,24,733808.0,SimpleMovingAverage,24,,SimpleMovingAverage,24,,RSI,24,40.051769918028214,KST_Crossup,24,0.0,KST_Crossdown,24,1.0,CrossUp,24,,CrossDown,24,,Broker,24,100000.0,100000.0,BuySell,24,,,BuySell,24,,,DataTrades,24,,
25,10dORHV,25,2010-02-08 00:00:00,,,,31.45,,,stockpx,25,2010-02-08 00:00:00,,,,194.32,,,HVStrategy,25,733811.0,SimpleMovingAverage,25,,SimpleMovingAverage,25,,RSI,25,39.04158526497709,KST_Crossup,25,0.0,KST_Crossdown,25,1.0,CrossUp,25,,CrossDown,25,,Broker,25,100000.0,100000.0,BuySell,25,,,BuySell,25,,,DataTrades,25,,
26,10dORHV,26,2010-02-09 00:00:00,,,,27.32,,,stockpx,26,2010-02-09 00:00:00,,,,196.23,,,HVStrategy,26,733812.0,SimpleMovingAverage,26,,SimpleMovingAverage,26,,RSI,26,41.36374470754328,KST_Crossup,26,0.0,KST_Crossdown,26,1.0,CrossUp,26,,CrossDown,26,,Broker,26,100000.0,100000.0,BuySell,26,,,BuySell,26,,,DataTrades,26,,
27,10dORHV,27,2010-02-10 00:00:00,,,,25.07,,,stockpx,27,2010-02-10 00:00:00,,,,195.04,,,HVStrategy,27,733813.0,SimpleMovingAverage,27,,SimpleMovingAverage,27,,RSI,27,40.332847106774096,KST_Crossup,27,0.0,KST_Crossdown,27,1.0,CrossUp,27,,CrossDown,27,,Broker,27,100000.0,100000.0,BuySell,27,,,BuySell,27,,,DataTrades,27,,
28,10dORHV,28,2010-02-11 00:00:00,,,,23.97,,,stockpx,28,2010-02-11 00:00:00,,,,198.78,,,HVStrategy,28,733814.0,SimpleMovingAverage,28,,SimpleMovingAverage,28,,RSI,28,44.974463937042614,KST_Crossup,28,0.0,KST_Crossdown,28,1.0,CrossUp,28,,CrossDown,28,,Broker,28,100000.0,100000.0,BuySell,28,,,BuySell,28,,,DataTrades,28,,
29,10dORHV,29,2010-02-12 00:00:00,,,,21.8,,,stockpx,29,2010-02-12 00:00:00,,,,200.46,,,HVStrategy,29,733815.0,SimpleMovingAverage,29,,SimpleMovingAverage,29,,RSI,29,46.970081393781335,KST_Crossup,29,0.0,KST_Crossdown,29,1.0,CrossUp,29,,CrossDown,29,,Broker,29,100000.0,100000.0,BuySell,29,,,BuySell,29,,,DataTrades,29,,
30,10dORHV,30,2010-02-16 00:00:00,,,,21.66,,,stockpx,30,2010-02-16 00:00:00,,,,203.43,,,HVStrategy,30,733819.0,SimpleMovingAverage,30,,SimpleMovingAverage,30,,RSI,30,50.395147998489996,KST_Crossup,30,0.0,KST_Crossdown,30,1.0,CrossUp,30,,CrossDown,30,,Broker,30,100000.0,100000.0,BuySell,30,,,BuySell,30,,,DataTrades,30,,
31,10dORHV,31,2010-02-17 00:00:00,,,,20.85,,,stockpx,31,2010-02-17 00:00:00,,,,202.55,,,HVStrategy,31,733820.0,SimpleMovingAverage,31,,SimpleMovingAverage,31,,RSI,31,49.37752185244297,KST_Crossup,31,0.0,KST_Crossdown,31,1.0,CrossUp,31,,CrossDown,31,,Broker,31,100000.0,100000.0,BuySell,31,,,BuySell,31,,,DataTrades,31,,
32,10dORHV,32,2010-02-18 00:00:00,,,,20.17,,,stockpx,32,2010-02-18 00:00:00,,,,203.04,,,HVStrategy,32,733821.0,SimpleMovingAverage,32,,SimpleMovingAverage,32,,RSI,32,49.98316089672005,KST_Crossup,32,0.0,KST_Crossdown,32,1.0,CrossUp,32,,CrossDown,32,,Broker,32,100000.0,100000.0,BuySell,32,,,BuySell,32,,,DataTrades,32,,
33,10dORHV,33,2010-02-19 00:00:00,,,,17.9,,,stockpx,33,2010-02-19 00:00:00,,,,201.69,,,HVStrategy,33,733822.0,SimpleMovingAverage,33,,SimpleMovingAverage,33,,RSI,33,48.269725765441486,KST_Crossup,33,0.0,KST_Crossdown,33,1.0,CrossUp,33,,CrossDown,33,,Broker,33,100000.0,100000.0,BuySell,33,,,BuySell,33,,,DataTrades,33,,
34,10dORHV,34,2010-02-22 00:00:00,,,,17.1,,,stockpx,34,2010-02-22 00:00:00,,,,200.45,,,HVStrategy,34,733825.0,SimpleMovingAverage,34,,SimpleMovingAverage,34,,RSI,34,46.6866233396835,KST_Crossup,34,0.0,KST_Crossdown,34,1.0,CrossUp,34,,CrossDown,34,,Broker,34,100000.0,100000.0,BuySell,34,,,BuySell,34,,,DataTrades,34,,
35,10dORHV,35,2010-02-23 00:00:00,,,,18.07,,,stockpx,35,2010-02-23 00:00:00,,,,197.03,,,HVStrategy,35,733826.0,SimpleMovingAverage,35,,SimpleMovingAverage,35,,RSI,35,42.54238155227941,KST_Crossup,35,1.0,KST_Crossdown,35,0.0,CrossUp,35,,CrossDown,35,,Broker,35,100000.0,100000.0,BuySell,35,,,BuySell,35,,,DataTrades,35,,
36,10dORHV,36,2010-02-24 00:00:00,,,,18.08,,,stockpx,36,2010-02-24 00:00:00,,,,200.6,,,HVStrategy,36,733827.0,SimpleMovingAverage,36,,SimpleMovingAverage,36,,RSI,36,47.75574448227597,KST_Crossup,36,1.0,KST_Crossdown,36,0.0,CrossUp,36,,CrossDown,36,,Broker,36,99981.92,100000.0,BuySell,36,18.08,,BuySell,36,,,DataTrades,36,,
37,10dORHV,37,2010-02-25 00:00:00,,,,20.61,,,stockpx,37,2010-02-25 00:00:00,,,,202.03,,,HVStrategy,37,733828.0,SimpleMovingAverage,37,,SimpleMovingAverage,37,,RSI,37,49.72357299665031,KST_Crossup,37,1.0,KST_Crossdown,37,0.0,CrossUp,37,,CrossDown,37,,Broker,37,99981.92,100002.53,BuySell,37,,,BuySell,37,,,DataTrades,37,,
38,10dORHV,38,2010-02-26 00:00:00,,,,19.85,,,stockpx,38,2010-02-26 00:00:00,,,,204.68,,,HVStrategy,38,733829.0,SimpleMovingAverage,38,,SimpleMovingAverage,38,,RSI,38,53.23861553523228,KST_Crossup,38,1.0,KST_Crossdown,38,0.0,CrossUp,38,,CrossDown,38,,Broker,38,99981.92,100001.77,BuySell,38,,,BuySell,38,,,DataTrades,38,,
39,10dORHV,39,2010-03-01 00:00:00,,,,19.97,,,stockpx,39,2010-03-01 00:00:00,,,,208.89,,,HVStrategy,39,733832.0,SimpleMovingAverage,39,,SimpleMovingAverage,39,,RSI,39,58.23442174038796,KST_Crossup,39,1.0,KST_Crossdown,39,0.0,CrossUp,39,,CrossDown,39,,Broker,39,99981.92,100001.89,BuySell,39,,,BuySell,39,,,DataTrades,39,,
40,10dORHV,40,2010-03-02 00:00:00,,,,19.97,,,stockpx,40,2010-03-02 00:00:00,,,,208.1,,,HVStrategy,40,733833.0,SimpleMovingAverage,40,,SimpleMovingAverage,40,,RSI,40,57.00372475862378,KST_Crossup,40,1.0,KST_Crossdown,40,0.0,CrossUp,40,,CrossDown,40,,Broker,40,99981.92,100001.89,BuySell,40,,,BuySell,40,,,DataTrades,40,,
41,10dORHV,41,2010-03-03 00:00:00,,,,19.19,,,stockpx,41,2010-03-03 00:00:00,,,,209.39,,,HVStrategy,41,733834.0,SimpleMovingAverage,41,,SimpleMovingAverage,41,,RSI,41,58.54436843748875,KST_Crossup,41,1.0,KST_Crossdown,41,0.0,CrossUp,41,,CrossDown,41,,Broker,41,99981.92,100001.11,BuySell,41,,,BuySell,41,,,DataTrades,41,,
42,10dORHV,42,2010-03-04 00:00:00,,,,18.39,,,stockpx,42,2010-03-04 00:00:00,,,,210.32,,,HVStrategy,42,733835.0,SimpleMovingAverage,42,,SimpleMovingAverage,42,,RSI,42,59.66642817056892,KST_Crossup,42,1.0,KST_Crossdown,42,0.0,CrossUp,42,,CrossDown,42,,Broker,42,100000.31,100000.31,BuySell,42,,18.39,BuySell,42,,,DataTrades,42,0.3100000000000023,
43,10dORHV,43,2010-03-05 00:00:00,,,,20.99,,,stockpx,43,2010-03-05 00:00:00,,,,219.21,,,HVStrategy,43,733836.0,SimpleMovingAverage,43,,SimpleMovingAverage,43,,RSI,43,68.45576228838283,KST_Crossup,43,1.0,KST_Crossdown,43,0.0,CrossUp,43,,CrossDown,43,,Broker,43,99979.31999999999,100000.31,BuySell,43,20.99,,BuySell,43,,,DataTrades,43,,
44,10dORHV,44,2010-03-08 00:00:00,,,,20.53,,,stockpx,44,2010-03-08 00:00:00,,,,219.14,,,HVStrategy,44,733839.0,SimpleMovingAverage,44,,SimpleMovingAverage,44,,RSI,44,68.32949859562835,KST_Crossup,44,1.0,KST_Crossdown,44,0.0,CrossUp,44,,CrossDown,44,,Broker,44,99979.31999999999,99999.84999999999,BuySell,44,,,BuySell,44,,,DataTrades,44,,
45,10dORHV,45,2010-03-09 00:00:00,,,,21.09,,,stockpx,45,2010-03-09 00:00:00,,,,223.02,,,HVStrategy,45,733840.0,SimpleMovingAverage,45,,SimpleMovingAverage,45,,RSI,45,71.47058388059565,KST_Crossup,45,1.0,KST_Crossdown,45,0.0,CrossUp,45,,CrossDown,45,,Broker,45,99979.31999999999,100000.40999999999,BuySell,45,,,BuySell,45,,,DataTrades,45,,
46,10dORHV,46,2010-03-10 00:00:00,,,,20.49,,,stockpx,46,2010-03-10 00:00:00,,,,224.8,,,HVStrategy,46,733841.0,SimpleMovingAverage,46,,SimpleMovingAverage,46,,RSI,46,72.80323069835632,KST_Crossup,46,1.0,KST_Crossdown,46,0.0,CrossUp,46,,CrossDown,46,,Broker,46,99979.31999999999,99999.81,BuySell,46,,,BuySell,46,,,DataTrades,46,,
47,10dORHV,47,2010-03-11 00:00:00,,,,17.66,,,stockpx,47,2010-03-11 00:00:00,,,,225.26,,,HVStrategy,47,733842.0,SimpleMovingAverage,47,,SimpleMovingAverage,47,,RSI,47,73.1522524956188,KST_Crossup,47,1.0,KST_Crossdown,47,0.0,CrossUp,47,,CrossDown,47,,Broker,47,99979.31999999999,99996.98,BuySell,47,,,BuySell,47,,,DataTrades,47,,
48,10dORHV,48,2010-03-12 00:00:00,,,,18.57,,,stockpx,48,2010-03-12 00:00:00,,,,226.62,,,HVStrategy,48,733843.0,SimpleMovingAverage,48,,SimpleMovingAverage,48,,RSI,48,74.20619380167142,KST_Crossup,48,1.0,KST_Crossdown,48,0.0,CrossUp,48,,CrossDown,48,,Broker,48,99979.31999999999,99997.89,BuySell,48,,,BuySell,48,,,DataTrades,48,,
49,10dORHV,49,2010-03-15 00:00:00,,,,19.08,,,stockpx,49,2010-03-15 00:00:00,,,,223.9,,,HVStrategy,49,733846.0,SimpleMovingAverage,49,,SimpleMovingAverage,49,,RSI,49,68.42106442014185,KST_Crossup,49,1.0,KST_Crossdown,49,0.0,CrossUp,49,,CrossDown,49,,Broker,49,99998.4,99998.4,BuySell,49,,19.08,BuySell,49,,,DataTrades,49,-1.9100000000000001,
50,10dORHV,50,2010-03-16 00:00:00,,,,18.47,,,stockpx,50,2010-03-16 00:00:00,,,,224.49,,,HVStrategy,50,733847.0,SimpleMovingAverage,50,206.958,SimpleMovingAverage,50,,RSI,50,68.98587170551816,KST_Crossup,50,1.0,KST_Crossdown,50,0.0,CrossUp,50,,CrossDown,50,,Broker,50,99979.93,99998.4,BuySell,50,18.47,,BuySell,50,,,DataTrades,50,,
51,10dORHV,51,2010-03-17 00:00:00,,,,18.57,,,stockpx,51,2010-03-17 00:00:00,,,,224.29,,,HVStrategy,51,733848.0,SimpleMovingAverage,51,207.15759999999997,SimpleMovingAverage,51,,RSI,51,68.53836534516003,KST_Crossup,51,1.0,KST_Crossdown,51,0.0,CrossUp,51,,CrossDown,51,,Broker,51,99979.93,99998.5,BuySell,51,,,BuySell,51,,,DataTrades,51,,
52,10dORHV,52,2010-03-18 00:00:00,,,,18.77,,,stockpx,52,2010-03-18 00:00:00,,,,224.9,,,HVStrategy,52,733849.0,SimpleMovingAverage,52,207.3702,SimpleMovingAverage,52,,RSI,52,69.19473504896943,KST_Crossup,52,1.0,KST_Crossdown,52,0.0,CrossUp,52,,CrossDown,52,,Broker,52,99979.93,99998.7,BuySell,52,,,BuySell,52,,,DataTrades,52,,
53,10dORHV,53,2010-03-19 00:00:00,,,,16.37,,,stockpx,53,2010-03-19 00:00:00,,,,221.89,,,HVStrategy,53,733850.0,SimpleMovingAverage,53,207.5912,SimpleMovingAverage,53,,RSI,53,62.28914264908276,KST_Crossup,53,1.0,KST_Crossdown,53,0.0,CrossUp,53,,CrossDown,53,,Broker,53,99979.93,99996.29999999999,BuySell,53,,,BuySell,53,,,DataTrades,53,,
54,10dORHV,54,2010-03-22 00:00:00,,,,17.86,,,stockpx,54,2010-03-22 00:00:00,,,,225.05,,,HVStrategy,54,733853.0,SimpleMovingAverage,54,207.8838,SimpleMovingAverage,54,,RSI,54,66.11271992949489,KST_Crossup,54,1.0,KST_Crossdown,54,0.0,CrossUp,54,,CrossDown,54,,Broker,54,99979.93,99997.79,BuySell,54,,,BuySell,54,,,DataTrades,54,,
55,10dORHV,55,2010-03-23 00:00:00,,,,16.58,,,stockpx,55,2010-03-23 00:00:00,,,,228.35,,,HVStrategy,55,733854.0,SimpleMovingAverage,55,208.21419999999998,SimpleMovingAverage,55,,RSI,55,69.58132819061272,KST_Crossup,55,1.0,KST_Crossdown,55,0.0,CrossUp,55,,CrossDown,55,,Broker,55,99979.93,99996.51,BuySell,55,,,BuySell,55,,,DataTrades,55,,
56,10dORHV,56,2010-03-24 00:00:00,,,,17.42,,,stockpx,56,2010-03-24 00:00:00,,,,229.82,,,HVStrategy,56,733855.0,SimpleMovingAverage,56,208.606,SimpleMovingAverage,56,,RSI,56,71.00506202007905,KST_Crossup,56,1.0,KST_Crossdown,56,0.0,CrossUp,56,,CrossDown,56,,Broker,56,99997.34999999999,99997.34999999999,BuySell,56,,17.42,BuySell,56,,,DataTrades,56,-1.0499999999999972,
57,10dORHV,57,2010-03-25 00:00:00,,,,19.02,,,stockpx,57,2010-03-25 00:00:00,,,,226.96,,,HVStrategy,57,733856.0,SimpleMovingAverage,57,208.9986,SimpleMovingAverage,57,,RSI,57,64.66370076176109,KST_Crossup,57,1.0,KST_Crossdown,57,0.0,CrossUp,57,,CrossDown,57,,Broker,57,99978.32999999999,99997.34999999999,BuySell,57,19.02,,BuySell,57,,,DataTrades,57,,
58,10dORHV,58,2010-03-26 00:00:00,,,,18.63,,,stockpx,58,2010-03-26 00:00:00,,,,230.76,,,HVStrategy,58,733857.0,SimpleMovingAverage,58,209.399,SimpleMovingAverage,58,,RSI,58,68.66764866841676,KST_Crossup,58,1.0,KST_Crossdown,58,0.0,CrossUp,58,,CrossDown,58,,Broker,58,99978.32999999999,99996.95999999999,BuySell,58,,,BuySell,58,,,DataTrades,58,,
59,10dORHV,59,2010-03-29 00:00:00,,,,17.48,,,stockpx,59,2010-03-29 00:00:00,,,,232.26,,,HVStrategy,59,733860.0,SimpleMovingAverage,59,209.8558,SimpleMovingAverage,59,,RSI,59,70.10751355620242,KST_Crossup,59,1.0,KST_Crossdown,59,0.0,CrossUp,59,,CrossDown,59,,Broker,59,99978.32999999999,99995.80999999998,BuySell,59,,,BuySell,59,,,DataTrades,59,,
60,10dORHV,60,2010-03-30 00:00:00,,,,18.94,,,stockpx,60,2010-03-30 00:00:00,,,,236.01,,,HVStrategy,60,733861.0,SimpleMovingAverage,60,210.45579999999998,SimpleMovingAverage,60,,RSI,60,73.39872576919419,KST_Crossup,60,1.0,KST_Crossdown,60,0.0,CrossUp,60,,CrossDown,60,,Broker,60,99978.32999999999,99997.26999999999,BuySell,60,,,BuySell,60,,,DataTrades,60,,
61,10dORHV,61,2010-03-31 00:00:00,,,,18.86,,,stockpx,61,2010-03-31 00:00:00,,,,234.81,,,HVStrategy,61,733862.0,SimpleMovingAverage,61,210.8526,SimpleMovingAverage,61,,RSI,61,70.7155838876707,KST_Crossup,61,1.0,KST_Crossdown,61,0.0,CrossUp,61,,CrossDown,61,,Broker,61,99978.32999999999,99997.18999999999,BuySell,61,,,BuySell,61,,,DataTrades,61,,
62,10dORHV,62,2010-04-01 00:00:00,,,,20.07,,,stockpx,62,2010-04-01 00:00:00,,,,235.15,,,HVStrategy,62,733863.0,SimpleMovingAverage,62,211.3168,SimpleMovingAverage,62,,RSI,62,71.03862415565547,KST_Crossup,62,1.0,KST_Crossdown,62,0.0,CrossUp,62,,CrossDown,62,,Broker,62,99978.32999999999,99998.4,BuySell,62,,,BuySell,62,,,DataTrades,62,,
63,10dORHV,63,2010-04-05 00:00:00,,,,20.34,,,stockpx,63,2010-04-05 00:00:00,,,,237.97,,,HVStrategy,63,733867.0,SimpleMovingAverage,63,211.9178,SimpleMovingAverage,63,,RSI,63,73.63628024823515,KST_Crossup,63,1.0,KST_Crossdown,63,0.0,CrossUp,63,,CrossDown,63,,Broker,63,99998.66999999998,99998.66999999998,BuySell,63,,20.34,BuySell,63,,,DataTrades,63,1.3200000000000003,
64,10dORHV,64,2010-04-06 00:00:00,,,,19.02,,,stockpx,64,2010-04-06 00:00:00,,,,239.24,,,HVStrategy,64,733868.0,SimpleMovingAverage,64,212.74380000000002,SimpleMovingAverage,64,,RSI,64,74.73532524056303,KST_Crossup,64,1.0,KST_Crossdown,64,0.0,CrossUp,64,,CrossDown,64,,Broker,64,99979.64999999998,99998.66999999998,BuySell,64,19.02,,BuySell,64,,,DataTrades,64,,
65,10dORHV,65,2010-04-07 00:00:00,,,,18.4,,,stockpx,65,2010-04-07 00:00:00,,,,240.32,,,HVStrategy,65,733869.0,SimpleMovingAverage,65,213.49419999999998,SimpleMovingAverage,65,,RSI,65,75.66441009711102,KST_Crossup,65,1.0,KST_Crossdown,65,0.0,CrossUp,65,,CrossDown,65,,Broker,65,99979.64999999998,99998.04999999997,BuySell,65,,,BuySell,65,,,DataTrades,65,,
