Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,MeanReversionStrategy,len,datetime,SimpleMovingAverage,len,sma,StdDev,len,stddev,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
1,spx-1950-2018,1,2017-01-03 23:59:59.999989,2251.57,2263.88,2245.13,2257.83,3770530000.0,0.0,MeanReversionStrategy,1,736332.9999999999,SimpleMovingAverage,1,,StdDev,1,,Broker,1,100000.0,100000.0,BuySell,1,,,Trades,1,,
2,spx-1950-2018,2,2017-01-04 23:59:59.999989,2261.6,2272.82,2261.6,2270.75,3764890000.0,0.0,MeanReversionStrategy,2,736333.9999999999,SimpleMovingAverage,2,,StdDev,2,,Broker,2,100000.0,100000.0,BuySell,2,,,Trades,2,,
3,spx-1950-2018,3,2017-01-05 23:59:59.999989,2268.18,2271.5,2260.45,2269.0,3761820000.0,0.0,MeanReversionStrategy,3,736334.9999999999,SimpleMovingAverage,3,,StdDev,3,,Broker,3,100000.0,100000.0,BuySell,3,,,Trades,3,,
4,spx-1950-2018,4,2017-01-06 23:59:59.999989,2271.14,2282.1,2264.06,2276.98,3339890000.0,0.0,MeanReversionStrategy,4,736335.9999999999,SimpleMovingAverage,4,,StdDev,4,,Broker,4,100000.0,100000.0,BuySell,4,,,Trades,4,,
5,spx-1950-2018,5,2017-01-09 23:59:59.999989,2273.59,2275.49,2268.9,2268.9,3217610000.0,0.0,MeanReversionStrategy,5,736338.9999999999,SimpleMovingAverage,5,,StdDev,5,,Broker,5,100000.0,100000.0,BuySell,5,,,Trades,5,,
6,spx-1950-2018,6,2017-01-10 23:59:59.999989,2269.72,2279.27,2265.27,2268.9,3638790000.0,0.0,MeanReversionStrategy,6,736339.9999999999,SimpleMovingAverage,6,,StdDev,6,,Broker,6,100000.0,100000.0,BuySell,6,,,Trades,6,,
7,spx-1950-2018,7,2017-01-11 23:59:59.999989,2268.6,2275.32,2260.83,2275.32,3620410000.0,0.0,MeanReversionStrategy,7,736340.9999999999,SimpleMovingAverage,7,,StdDev,7,,Broker,7,100000.0,100000.0,BuySell,7,,,Trades,7,,
8,spx-1950-2018,8,2017-01-12 23:59:59.999989,2271.14,2271.78,2254.25,2270.44,3462130000.0,0.0,MeanReversionStrategy,8,736341.9999999999,SimpleMovingAverage,8,,StdDev,8,,Broker,8,100000.0,100000.0,BuySell,8,,,Trades,8,,
9,spx-1950-2018,9,2017-01-13 23:59:59.999989,2272.74,2278.68,2271.51,2274.64,3081270000.0,0.0,MeanReversionStrategy,9,736342.9999999999,SimpleMovingAverage,9,,StdDev,9,,Broker,9,100000.0,100000.0,BuySell,9,,,Trades,9,,
10,spx-1950-2018,10,2017-01-17 23:59:59.999989,2269.14,2272.08,2262.81,2267.89,3584990000.0,0.0,MeanReversionStrategy,10,736346.9999999999,SimpleMovingAverage,10,,StdDev,10,,Broker,10,100000.0,100000.0,BuySell,10,,,Trades,10,,
11,spx-1950-2018,11,2017-01-18 23:59:59.999989,2269.14,2272.01,2263.35,2271.89,3315250000.0,0.0,MeanReversionStrategy,11,736347.9999999999,SimpleMovingAverage,11,,StdDev,11,,Broker,11,100000.0,100000.0,BuySell,11,,,Trades,11,,
12,spx-1950-2018,12,2017-01-19 23:59:59.999989,2271.9,2274.33,2258.41,2263.69,3165970000.0,0.0,MeanReversionStrategy,12,736348.9999999999,SimpleMovingAverage,12,,StdDev,12,,Broker,12,100000.0,100000.0,BuySell,12,,,Trades,12,,
13,spx-1950-2018,13,2017-01-20 23:59:59.999989,2269.96,2276.96,2265.01,2271.31,3524970000.0,0.0,MeanReversionStrategy,13,736349.9999999999,SimpleMovingAverage,13,,StdDev,13,,Broker,13,100000.0,100000.0,BuySell,13,,,Trades,13,,
14,spx-1950-2018,14,2017-01-23 23:59:59.999989,2267.78,2271.78,2257.02,2265.2,3152710000.0,0.0,MeanReversionStrategy,14,736352.9999999999,SimpleMovingAverage,14,,StdDev,14,,Broker,14,100000.0,100000.0,BuySell,14,,,Trades,14,,
15,spx-1950-2018,15,2017-01-24 23:59:59.999989,2267.88,2284.63,2266.68,2280.07,3810960000.0,0.0,MeanReversionStrategy,15,736353.9999999999,SimpleMovingAverage,15,2270.1873333333333,StdDev,15,5.318598144490014,Broker,15,100000.0,100000.0,BuySell,15,,,Trades,15,,
16,spx-1950-2018,16,2017-01-25 23:59:59.999989,2288.88,2299.55,2288.88,2298.37,3846020000.0,0.0,MeanReversionStrategy,16,736354.9999999999,SimpleMovingAverage,16,2272.89,StdDev,16,7.984590158554267,Broker,16,110038.63916458705,99958.37847083641,BuySell,16,,2288.88,Trades,16,,
17,spx-1950-2018,17,2017-01-26 23:59:59.999989,2298.63,2300.99,2294.08,2296.68,3610360000.0,0.0,MeanReversionStrategy,17,736355.9999999999,SimpleMovingAverage,17,2274.6186666666667,StdDev,17,9.909138453382658,Broker,17,110038.63916458705,99965.79052397514,BuySell,17,,,Trades,17,,
18,spx-1950-2018,18,2017-01-27 23:59:59.999989,2299.02,2299.02,2291.62,2294.69,3135890000.0,0.0,MeanReversionStrategy,18,736356.9999999999,SimpleMovingAverage,18,2276.3313333333335,StdDev,18,10.954925751514804,Broker,18,110038.63916458705,99974.51832619174,BuySell,18,,,Trades,18,,
19,spx-1950-2018,19,2017-01-30 23:59:59.999989,2286.01,2286.01,2268.04,2280.9,3591270000.0,0.0,MeanReversionStrategy,19,736359.9999999999,SimpleMovingAverage,19,2276.5926666666664,StdDev,19,11.013880615992631,Broker,19,110038.63916458705,100034.99892547158,BuySell,19,,,Trades,19,,
