Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,MomentumStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
1,spx-1950-2018,1,2007-01-03 23:59:59.999989,1418.03,1429.42,1407.86,1416.6,3429160000.0,0.0,MomentumStrategy,1,732679.9999999999,MACD,1,,,CrossOver,1,,CrossDown,1,,ATR,1,,SMA,1,,Broker,1,100000.0,100000.0,BuySell,1,,,Trades,1,,
2,spx-1950-2018,2,2007-01-04 23:59:59.999989,1416.6,1421.84,1408.43,1418.34,3004460000.0,0.0,MomentumStrategy,2,732680.9999999999,MACD,2,,,CrossOver,2,,CrossDown,2,,ATR,2,,SMA,2,,Broker,2,100000.0,100000.0,BuySell,2,,,Trades,2,,
3,spx-1950-2018,3,2007-01-05 23:59:59.999989,1418.34,1418.34,1405.75,1409.71,2919400000.0,0.0,MomentumStrategy,3,732681.9999999999,MACD,3,,,CrossOver,3,,CrossDown,3,,ATR,3,,SMA,3,,Broker,3,100000.0,100000.0,BuySell,3,,,Trades,3,,
4,spx-1950-2018,4,2007-01-08 23:59:59.999989,1409.26,1414.98,1403.97,1412.84,2763340000.0,0.0,MomentumStrategy,4,732684.9999999999,MACD,4,,,CrossOver,4,,CrossDown,4,,ATR,4,,SMA,4,,Broker,4,100000.0,100000.0,BuySell,4,,,Trades,4,,
5,spx-1950-2018,5,2007-01-09 23:59:59.999989,1412.84,1415.61,1405.42,1412.11,3038380000.0,0.0,MomentumStrategy,5,732685.9999999999,MACD,5,,,CrossOver,5,,CrossDown,5,,ATR,5,,SMA,5,,Broker,5,100000.0,100000.0,BuySell,5,,,Trades,5,,
6,spx-1950-2018,6,2007-01-10 23:59:59.999989,1408.7,1415.99,1405.32,1414.85,2764660000.0,0.0,MomentumStrategy,6,732686.9999999999,MACD,6,,,CrossOver,6,,CrossDown,6,,ATR,6,,SMA,6,,Broker,6,100000.0,100000.0,BuySell,6,,,Trades,6,,
7,spx-1950-2018,7,2007-01-11 23:59:59.999989,1414.84,1427.12,1414.84,1423.82,2857870000.0,0.0,MomentumStrategy,7,732687.9999999999,MACD,7,,,CrossOver,7,,CrossDown,7,,ATR,7,,SMA,7,,Broker,7,100000.0,100000.0,BuySell,7,,,Trades,7,,
8,spx-1950-2018,8,2007-01-12 23:59:59.999989,1423.82,1431.23,1422.58,1430.73,2686480000.0,0.0,MomentumStrategy,8,732688.9999999999,MACD,8,,,CrossOver,8,,CrossDown,8,,ATR,8,,SMA,8,,Broker,8,100000.0,100000.0,BuySell,8,,,Trades,8,,
9,spx-1950-2018,9,2007-01-16 23:59:59.999989,1430.73,1433.93,1428.62,1431.9,2599530000.0,0.0,MomentumStrategy,9,732692.9999999999,MACD,9,,,CrossOver,9,,CrossDown,9,,ATR,9,,SMA,9,,Broker,9,100000.0,100000.0,BuySell,9,,,Trades,9,,
10,spx-1950-2018,10,2007-01-17 23:59:59.999989,1431.77,1435.27,1428.57,1430.62,2690270000.0,0.0,MomentumStrategy,10,732693.9999999999,MACD,10,,,CrossOver,10,,CrossDown,10,,ATR,10,,SMA,10,,Broker,10,100000.0,100000.0,BuySell,10,,,Trades,10,,
