Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,RegimeSwitchingStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,SimpleMovingAverage,len,sma,StdDev,len,stddev,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
53,spx-1950-2018,53,2016-03-18 23:59:59.999989,2041.16,2052.36,2041.16,2049.58,6503140000.0,0.0,RegimeSwitchingStrategy,53,736041.9999999999,MACD,53,30.396553841437935,24.960972174932394,CrossOver,53,0.0,CrossDown,53,0.0,ATR,53,25.372569318633904,SMA,53,1950.3723333333332,SimpleMovingAverage,53,2001.6946666666665,StdDev,53,28.144272091426494,Broker,53,109929.94088923156,99394.96273451555,BuySell,53,,,Trades,53,,
54,spx-1950-2018,54,2016-03-21 23:59:59.999989,2047.88,2053.91,2043.14,2051.6,3376600000.0,0.0,RegimeSwitchingStrategy,54,736044.9999999999,MACD,54,31.443158496952492,26.257409439336417,CrossOver,54,0.0,CrossDown,54,0.0,ATR,54,24.32952865301718,SMA,54,1956.0906666666667,SimpleMovingAverage,54,2009.6526666666666,StdDev,54,23.93986451275267,Broker,54,109929.94088923156,99384.57979953739,BuySell,54,,,Trades,54,,
55,spx-1950-2018,55,2016-03-22 23:59:59.999989,2048.64,2056.6,2040.57,2049.8,3418460000.0,0.0,RegimeSwitchingStrategy,55,736045.9999999999,MACD,55,31.76123156327344,27.358173864123824,CrossOver,55,0.0,CrossDown,55,0.0,ATR,55,23.736705177801667,SMA,55,1962.636,SimpleMovingAverage,55,2014.4160000000002,StdDev,55,24.342511456271158,Broker,55,109929.94088923156,99393.83191981495,BuySell,55,,,Trades,55,,
56,spx-1950-2018,56,2016-03-23 23:59:59.999989,2048.55,2048.55,2034.86,2036.71,3639510000.0,0.0,RegimeSwitchingStrategy,56,736046.9999999999,MACD,56,30.60426622704881,28.007392336708822,CrossOver,56,0.0,CrossDown,56,0.0,ATR,56,23.108369093672998,SMA,56,1968.786,SimpleMovingAverage,56,2017.7666666666667,StdDev,56,23.71341214493329,Broker,56,109929.94088923156,99461.11539450013,BuySell,56,,,Trades,56,,
57,spx-1950-2018,57,2016-03-24 23:59:59.999989,2032.48,2036.04,2022.49,2035.94,3407720000.0,0.0,RegimeSwitchingStrategy,57,736047.9999999999,MACD,57,29.287620835681537,28.263438036503366,CrossOver,57,0.0,CrossDown,57,0.0,ATR,57,22.473485586982072,SMA,57,1974.922,SimpleMovingAverage,57,2020.6026666666667,StdDev,57,23.167190727879323,Broker,57,109929.94088923156,99465.0732459522,BuySell,57,,,Trades,57,,
58,spx-1950-2018,58,2016-03-28 23:59:59.999989,2037.89,2042.67,2031.96,2037.05,2809090000.0,0.0,RegimeSwitchingStrategy,58,736051.9999999999,MACD,58,28.010846003861843,28.212919629975065,CrossOver,58,-1.0,CrossDown,58,1.0,ATR,58,21.63323661648336,SMA,58,1981.8543333333332,SimpleMovingAverage,58,2023.0733333333333,StdDev,58,22.81059802422022,Broker,58,109929.94088923156,99459.36777178102,BuySell,58,,,Trades,58,,
59,spx-1950-2018,59,2016-03-29 23:59:59.999989,2035.75,2055.91,2028.31,2055.01,3822330000.0,0.0,RegimeSwitchingStrategy,59,736052.9999999999,MACD,59,28.12401847461433,28.19513939890292,CrossOver,59,0.0,CrossDown,59,0.0,ATR,59,22.059434001020254,SMA,59,1988.1953333333333,SimpleMovingAverage,59,2026.6233333333332,StdDev,59,23.35452237910856,Broker,59,99936.32266680207,99461.60066091512,BuySell,59,2035.7500000000002,,Trades,59,,
60,spx-1950-2018,60,2016-03-30 23:59:59.999989,2058.27,2072.21,2058.27,2063.95,3590310000.0,0.0,RegimeSwitchingStrategy,60,736053.9999999999,MACD,60,28.605347122928833,28.277180943708107,CrossOver,60,1.0,CrossDown,60,0.0,ATR,60,21.712331572375938,SMA,60,1993.8076666666668,SimpleMovingAverage,60,2032.2693333333334,StdDev,60,21.37497086677218,Broker,60,99936.32266680207,99459.53545698295,BuySell,60,,,Trades,60,,
61,spx-1950-2018,61,2016-03-31 23:59:59.999989,2063.77,2067.92,2057.46,2059.74,3715280000.0,0.0,RegimeSwitchingStrategy,61,736054.9999999999,MACD,61,28.32062914513631,28.28587058399375,CrossOver,61,0.0,CrossDown,61,0.0,ATR,61,20.908593602920515,SMA,61,1998.2383333333335,SimpleMovingAverage,61,2036.968,StdDev,61,19.02106453382978,Broker,61,110067.49274117433,99480.29150755829,BuySell,61,,2063.77,Trades,61,,
62,spx-1950-2018,62,2016-04-01 23:59:59.999989,2056.62,2075.07,2043.98,2072.78,3749990000.0,0.0,RegimeSwitchingStrategy,62,736055.9999999999,MACD,62,28.81504521216334,28.391705509627666,CrossOver,62,0.0,CrossDown,62,0.0,ATR,62,21.635836916997633,SMA,62,2003.4033333333332,SimpleMovingAverage,62,2042.5153333333333,StdDev,62,16.332684558540578,Broker,62,110067.49274117433,99413.26503621416,BuySell,62,,,Trades,62,,
63,spx-1950-2018,63,2016-04-04 23:59:59.999989,2073.19,2074.02,2062.57,2066.13,3485710000.0,0.0,RegimeSwitchingStrategy,63,736058.9999999999,MACD,63,28.343547313541876,28.382073870410508,CrossOver,63,-1.0,CrossDown,63,1.0,ATR,63,20.908277137212075,SMA,63,2008.3483333333331,SimpleMovingAverage,63,2045.4446666666668,StdDev,63,16.364936446221435,Broker,63,110067.49274117433,99447.44648057294,BuySell,63,,,Trades,63,,
64,spx-1950-2018,64,2016-04-05 23:59:59.999989,2062.5,2062.5,2042.56,2045.17,4154920000.0,0.0,RegimeSwitchingStrategy,64,736059.9999999999,MACD,64,25.97911394780067,27.901481885888543,CrossOver,64,0.0,CrossDown,64,0.0,ATR,64,21.098400198839794,SMA,64,2011.6706666666666,SimpleMovingAverage,64,2047.1466666666668,StdDev,64,14.850162139002885,Broker,64,100085.0618195963,99471.30566156455,BuySell,64,2062.5,,Trades,64,,
65,spx-1950-2018,65,2016-04-06 23:59:59.999989,2045.56,2067.33,2043.09,2066.66,3750800000.0,0.0,RegimeSwitchingStrategy,65,736060.9999999999,MACD,65,25.544881379795243,27.430161784669885,CrossOver,65,0.0,CrossDown,65,0.0,ATR,65,21.322800184636954,SMA,65,2016.517,SimpleMovingAverage,65,2050.5286666666666,StdDev,65,13.019551383299644,Broker,65,89570.74673350019,99573.31191574913,BuySell,65,2045.56,,Trades,65,,-528.8113775576948
66,spx-1950-2018,66,2016-04-07 23:59:59.999989,2063.01,2063.01,2033.8,2041.91,3801250000.0,0.0,RegimeSwitchingStrategy,66,736061.9999999999,MACD,66,22.93920194469365,26.53196981667464,CrossOver,66,0.0,CrossDown,66,0.0,ATR,66,22.146885885734306,SMA,66,2020.2540000000001,SimpleMovingAverage,66,2051.508,StdDev,66,11.716745395669719,Broker,66,99553.08538620552,99555.61984822924,BuySell,66,,2063.01,Trades,66,,
