Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,MeanReversionStrategy,len,datetime,SimpleMovingAverage,len,sma,StdDev,len,stddev,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
1,spx-1950-2018,1,2003-01-02 23:59:59.999989,879.82,909.03,879.82,909.03,1229200000.0,0.0,MeanReversionStrategy,1,731217.9999999999,SimpleMovingAverage,1,,StdDev,1,,Broker,1,100000.0,100000.0,BuySell,1,,,Trades,1,,
2,spx-1950-2018,2,2003-01-03 23:59:59.999989,909.03,911.25,903.07,908.59,1130800000.0,0.0,MeanReversionStrategy,2,731218.9999999999,SimpleMovingAverage,2,,StdDev,2,,Broker,2,100000.0,100000.0,BuySell,2,,,Trades,2,,
3,spx-1950-2018,3,2003-01-06 23:59:59.999989,908.59,931.77,908.59,929.01,1435900000.0,0.0,MeanReversionStrategy,3,731221.9999999999,SimpleMovingAverage,3,,StdDev,3,,Broker,3,100000.0,100000.0,BuySell,3,,,Trades,3,,
4,spx-1950-2018,4,2003-01-07 23:59:59.999989,929.01,930.81,919.93,922.93,1545200000.0,0.0,MeanReversionStrategy,4,731222.9999999999,SimpleMovingAverage,4,,StdDev,4,,Broker,4,100000.0,100000.0,BuySell,4,,,Trades,4,,
5,spx-1950-2018,5,2003-01-08 23:59:59.999989,922.93,922.93,908.32,909.93,1467600000.0,0.0,MeanReversionStrategy,5,731223.9999999999,SimpleMovingAverage,5,,StdDev,5,,Broker,5,100000.0,100000.0,BuySell,5,,,Trades,5,,
6,spx-1950-2018,6,2003-01-09 23:59:59.999989,909.93,928.31,909.93,927.57,1560300000.0,0.0,MeanReversionStrategy,6,731224.9999999999,SimpleMovingAverage,6,,StdDev,6,,Broker,6,100000.0,100000.0,BuySell,6,,,Trades,6,,
7,spx-1950-2018,7,2003-01-10 23:59:59.999989,927.58,932.89,917.66,927.57,1485400000.0,0.0,MeanReversionStrategy,7,731225.9999999999,SimpleMovingAverage,7,,StdDev,7,,Broker,7,100000.0,100000.0,BuySell,7,,,Trades,7,,
8,spx-1950-2018,8,2003-01-13 23:59:59.999989,927.57,935.05,922.05,926.26,1396300000.0,0.0,MeanReversionStrategy,8,731228.9999999999,SimpleMovingAverage,8,,StdDev,8,,Broker,8,100000.0,100000.0,BuySell,8,,,Trades,8,,
9,spx-1950-2018,9,2003-01-14 23:59:59.999989,926.26,931.66,921.72,931.66,1379400000.0,0.0,MeanReversionStrategy,9,731229.9999999999,SimpleMovingAverage,9,,StdDev,9,,Broker,9,100000.0,100000.0,BuySell,9,,,Trades,9,,
10,spx-1950-2018,10,2003-01-15 23:59:59.999989,931.66,932.59,916.7,918.22,1432100000.0,0.0,MeanReversionStrategy,10,731230.9999999999,SimpleMovingAverage,10,,StdDev,10,,Broker,10,100000.0,100000.0,BuySell,10,,,Trades,10,,
11,spx-1950-2018,11,2003-01-16 23:59:59.999989,918.22,926.03,911.98,914.6,1534600000.0,0.0,MeanReversionStrategy,11,731231.9999999999,SimpleMovingAverage,11,,StdDev,11,,Broker,11,100000.0,100000.0,BuySell,11,,,Trades,11,,
12,spx-1950-2018,12,2003-01-17 23:59:59.999989,914.6,914.6,899.02,901.78,1358200000.0,0.0,MeanReversionStrategy,12,731232.9999999999,SimpleMovingAverage,12,,StdDev,12,,Broker,12,100000.0,100000.0,BuySell,12,,,Trades,12,,
13,spx-1950-2018,13,2003-01-21 23:59:59.999989,901.78,906.0,887.62,887.62,1335200000.0,0.0,MeanReversionStrategy,13,731236.9999999999,SimpleMovingAverage,13,,StdDev,13,,Broker,13,100000.0,100000.0,BuySell,13,,,Trades,13,,
14,spx-1950-2018,14,2003-01-22 23:59:59.999989,887.62,889.74,877.64,878.36,1560800000.0,0.0,MeanReversionStrategy,14,731237.9999999999,SimpleMovingAverage,14,,StdDev,14,,Broker,14,100000.0,100000.0,BuySell,14,,,Trades,14,,
15,spx-1950-2018,15,2003-01-23 23:59:59.999989,878.36,890.25,876.89,887.34,1744550000.0,0.0,MeanReversionStrategy,15,731238.9999999999,SimpleMovingAverage,15,912.0313333333332,StdDev,15,16.3141729248657,Broker,15,100000.0,100000.0,BuySell,15,,,Trades,15,,
