Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,MomentumStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
1,spx-1950-2018,1,2003-01-02 23:59:59.999989,879.82,909.03,879.82,909.03,1229200000.0,0.0,MomentumStrategy,1,731217.9999999999,MACD,1,,,CrossOver,1,,CrossDown,1,,ATR,1,,SMA,1,,Broker,1,100000.0,100000.0,BuySell,1,,,Trades,1,,
2,spx-1950-2018,2,2003-01-03 23:59:59.999989,909.03,911.25,903.07,908.59,1130800000.0,0.0,MomentumStrategy,2,731218.9999999999,MACD,2,,,CrossOver,2,,CrossDown,2,,ATR,2,,SMA,2,,Broker,2,100000.0,100000.0,BuySell,2,,,Trades,2,,
3,spx-1950-2018,3,2003-01-06 23:59:59.999989,908.59,931.77,908.59,929.01,1435900000.0,0.0,MomentumStrategy,3,731221.9999999999,MACD,3,,,CrossOver,3,,CrossDown,3,,ATR,3,,SMA,3,,Broker,3,100000.0,100000.0,BuySell,3,,,Trades,3,,
4,spx-1950-2018,4,2003-01-07 23:59:59.999989,929.01,930.81,919.93,922.93,1545200000.0,0.0,MomentumStrategy,4,731222.9999999999,MACD,4,,,CrossOver,4,,CrossDown,4,,ATR,4,,SMA,4,,Broker,4,100000.0,100000.0,BuySell,4,,,Trades,4,,
5,spx-1950-2018,5,2003-01-08 23:59:59.999989,922.93,922.93,908.32,909.93,1467600000.0,0.0,MomentumStrategy,5,731223.9999999999,MACD,5,,,CrossOver,5,,CrossDown,5,,ATR,5,,SMA,5,,Broker,5,100000.0,100000.0,BuySell,5,,,Trades,5,,
6,spx-1950-2018,6,2003-01-09 23:59:59.999989,909.93,928.31,909.93,927.57,1560300000.0,0.0,MomentumStrategy,6,731224.9999999999,MACD,6,,,CrossOver,6,,CrossDown,6,,ATR,6,,SMA,6,,Broker,6,100000.0,100000.0,BuySell,6,,,Trades,6,,
7,spx-1950-2018,7,2003-01-10 23:59:59.999989,927.58,932.89,917.66,927.57,1485400000.0,0.0,MomentumStrategy,7,731225.9999999999,MACD,7,,,CrossOver,7,,CrossDown,7,,ATR,7,,SMA,7,,Broker,7,100000.0,100000.0,BuySell,7,,,Trades,7,,
8,spx-1950-2018,8,2003-01-13 23:59:59.999989,927.57,935.05,922.05,926.26,1396300000.0,0.0,MomentumStrategy,8,731228.9999999999,MACD,8,,,CrossOver,8,,CrossDown,8,,ATR,8,,SMA,8,,Broker,8,100000.0,100000.0,BuySell,8,,,Trades,8,,
9,spx-1950-2018,9,2003-01-14 23:59:59.999989,926.26,931.66,921.72,931.66,1379400000.0,0.0,MomentumStrategy,9,731229.9999999999,MACD,9,,,CrossOver,9,,CrossDown,9,,ATR,9,,SMA,9,,Broker,9,100000.0,100000.0,BuySell,9,,,Trades,9,,
10,spx-1950-2018,10,2003-01-15 23:59:59.999989,931.66,932.59,916.7,918.22,1432100000.0,0.0,MomentumStrategy,10,731230.9999999999,MACD,10,,,CrossOver,10,,CrossDown,10,,ATR,10,,SMA,10,,Broker,10,100000.0,100000.0,BuySell,10,,,Trades,10,,
11,spx-1950-2018,11,2003-01-16 23:59:59.999989,918.22,926.03,911.98,914.6,1534600000.0,0.0,MomentumStrategy,11,731231.9999999999,MACD,11,,,CrossOver,11,,CrossDown,11,,ATR,11,,SMA,11,,Broker,11,100000.0,100000.0,BuySell,11,,,Trades,11,,
12,spx-1950-2018,12,2003-01-17 23:59:59.999989,914.6,914.6,899.02,901.78,1358200000.0,0.0,MomentumStrategy,12,731232.9999999999,MACD,12,,,CrossOver,12,,CrossDown,12,,ATR,12,,SMA,12,,Broker,12,100000.0,100000.0,BuySell,12,,,Trades,12,,
13,spx-1950-2018,13,2003-01-21 23:59:59.999989,901.78,906.0,887.62,887.62,1335200000.0,0.0,MomentumStrategy,13,731236.9999999999,MACD,13,,,CrossOver,13,,CrossDown,13,,ATR,13,,SMA,13,,Broker,13,100000.0,100000.0,BuySell,13,,,Trades,13,,
14,spx-1950-2018,14,2003-01-22 23:59:59.999989,887.62,889.74,877.64,878.36,1560800000.0,0.0,MomentumStrategy,14,731237.9999999999,MACD,14,,,CrossOver,14,,CrossDown,14,,ATR,14,,SMA,14,,Broker,14,100000.0,100000.0,BuySell,14,,,Trades,14,,
15,spx-1950-2018,15,2003-01-23 23:59:59.999989,878.36,890.25,876.89,887.34,1744550000.0,0.0,MomentumStrategy,15,731238.9999999999,MACD,15,,,CrossOver,15,,CrossDown,15,,ATR,15,14.482857142857126,SMA,15,,Broker,15,100000.0,100000.0,BuySell,15,,,Trades,15,,
16,spx-1950-2018,16,2003-01-24 23:59:59.999989,887.34,887.34,859.71,861.4,1574800000.0,0.0,MomentumStrategy,16,731239.9999999999,MACD,16,,,CrossOver,16,,CrossDown,16,,ATR,16,15.421938775510188,SMA,16,,Broker,16,100000.0,100000.0,BuySell,16,,,Trades,16,,
17,spx-1950-2018,17,2003-01-27 23:59:59.999989,861.4,863.95,844.25,847.48,1435900000.0,0.0,MomentumStrategy,17,731242.9999999999,MACD,17,,,CrossOver,17,,CrossDown,17,,ATR,17,15.727514577259464,SMA,17,,Broker,17,100000.0,100000.0,BuySell,17,,,Trades,17,,
18,spx-1950-2018,18,2003-01-28 23:59:59.999989,847.48,860.76,847.48,858.54,1459100000.0,0.0,MomentumStrategy,18,731243.9999999999,MACD,18,,,CrossOver,18,,CrossDown,18,,ATR,18,15.552692107455215,SMA,18,,Broker,18,100000.0,100000.0,BuySell,18,,,Trades,18,,
19,spx-1950-2018,19,2003-01-29 23:59:59.999989,858.54,868.72,845.86,864.36,1595400000.0,0.0,MomentumStrategy,19,731244.9999999999,MACD,19,,,CrossOver,19,,CrossDown,19,,ATR,19,16.074642671208416,SMA,19,,Broker,19,100000.0,100000.0,BuySell,19,,,Trades,19,,
20,spx-1950-2018,20,2003-01-30 23:59:59.999989,864.36,865.48,843.74,844.61,1510300000.0,0.0,MomentumStrategy,20,731245.9999999999,MACD,20,,,CrossOver,20,,CrossDown,20,,ATR,20,16.479311051836387,SMA,20,,Broker,20,100000.0,100000.0,BuySell,20,,,Trades,20,,
21,spx-1950-2018,21,2003-01-31 23:59:59.999989,844.61,858.33,840.34,855.7,1578530000.0,0.0,MomentumStrategy,21,731246.9999999999,MACD,21,,,CrossOver,21,,CrossDown,21,,ATR,21,16.587217405276647,SMA,21,,Broker,21,100000.0,100000.0,BuySell,21,,,Trades,21,,
22,spx-1950-2018,22,2003-02-03 23:59:59.999989,855.7,864.64,855.7,860.32,1258500000.0,0.0,MomentumStrategy,22,731249.9999999999,MACD,22,,,CrossOver,22,,CrossDown,22,,ATR,22,16.040987590614023,SMA,22,,Broker,22,100000.0,100000.0,BuySell,22,,,Trades,22,,
23,spx-1950-2018,23,2003-02-04 23:59:59.999989,860.32,860.32,840.19,848.2,1451600000.0,0.0,MomentumStrategy,23,731250.9999999999,MACD,23,,,CrossOver,23,,CrossDown,23,,ATR,23,16.333059905570163,SMA,23,,Broker,23,100000.0,100000.0,BuySell,23,,,Trades,23,,
24,spx-1950-2018,24,2003-02-05 23:59:59.999989,848.2,861.63,842.11,843.59,1450800000.0,0.0,MomentumStrategy,24,731251.9999999999,MACD,24,,,CrossOver,24,,CrossDown,24,,ATR,24,16.56069848374372,SMA,24,,Broker,24,100000.0,100000.0,BuySell,24,,,Trades,24,,
25,spx-1950-2018,25,2003-02-06 23:59:59.999989,843.59,844.23,833.25,838.15,1430900000.0,0.0,MomentumStrategy,25,731252.9999999999,MACD,25,,,CrossOver,25,,CrossDown,25,,ATR,25,16.16207716347631,SMA,25,,Broker,25,100000.0,100000.0,BuySell,25,,,Trades,25,,
26,spx-1950-2018,26,2003-02-07 23:59:59.999989,838.15,845.73,826.7,829.69,1276800000.0,0.0,MomentumStrategy,26,731253.9999999999,MACD,26,-30.431760326307085,,CrossOver,26,,CrossDown,26,,ATR,26,16.366928794656573,SMA,26,,Broker,26,100000.0,100000.0,BuySell,26,,,Trades,26,,
27,spx-1950-2018,27,2003-02-10 23:59:59.999989,829.69,837.16,823.53,835.97,1238200000.0,0.0,MomentumStrategy,27,731256.9999999999,MACD,27,-29.730240328702962,,CrossOver,27,,CrossDown,27,,ATR,27,16.17143388075253,SMA,27,,Broker,27,100000.0,100000.0,BuySell,27,,,Trades,27,,
28,spx-1950-2018,28,2003-02-11 23:59:59.999989,835.97,843.02,825.09,829.2,1307000000.0,0.0,MomentumStrategy,28,731257.9999999999,MACD,28,-29.38186722142109,,CrossOver,28,,CrossDown,28,,ATR,28,16.297045746413062,SMA,28,,Broker,28,100000.0,100000.0,BuySell,28,,,Trades,28,,
29,spx-1950-2018,29,2003-02-12 23:59:59.999989,829.2,832.12,818.49,818.68,1260500000.0,0.0,MomentumStrategy,29,731258.9999999999,MACD,29,-29.613291513762533,,CrossOver,29,,CrossDown,29,,ATR,29,16.106542478812127,SMA,29,,Broker,29,100000.0,100000.0,BuySell,29,,,Trades,29,,
30,spx-1950-2018,30,2003-02-13 23:59:59.999989,818.68,821.25,806.29,817.37,1489300000.0,0.0,MomentumStrategy,30,731259.9999999999,MACD,30,-29.561634859457058,,CrossOver,30,,CrossDown,30,,ATR,30,16.024646587468407,SMA,30,877.7909999999999,Broker,30,100000.0,100000.0,BuySell,30,,,Trades,30,,
31,spx-1950-2018,31,2003-02-14 23:59:59.999989,817.37,834.89,815.03,834.89,1404600000.0,0.0,MomentumStrategy,31,731260.9999999999,MACD,31,-27.786671556403462,,CrossOver,31,,CrossDown,31,,ATR,31,16.298600402649235,SMA,31,875.3196666666666,Broker,31,100000.0,100000.0,BuySell,31,,,Trades,31,,
32,spx-1950-2018,32,2003-02-18 23:59:59.999989,834.89,852.87,834.89,851.17,1250800000.0,0.0,MomentumStrategy,32,731264.9999999999,MACD,32,-24.780684107499383,,CrossOver,32,,CrossDown,32,,ATR,32,16.418700373888576,SMA,32,873.4056666666668,Broker,32,100000.0,100000.0,BuySell,32,,,Trades,32,,
33,spx-1950-2018,33,2003-02-19 23:59:59.999989,851.17,851.17,838.79,845.13,1075600000.0,0.0,MomentumStrategy,33,731265.9999999999,MACD,33,-22.624988139184097,,CrossOver,33,,CrossDown,33,,ATR,33,16.13022177575368,SMA,33,870.6096666666667,Broker,33,100000.0,100000.0,BuySell,33,,,Trades,33,,
34,spx-1950-2018,34,2003-02-20 23:59:59.999989,845.13,849.37,836.56,837.1,1194100000.0,0.0,MomentumStrategy,34,731266.9999999999,MACD,34,-21.318787729373753,-27.247769531345714,CrossOver,34,,CrossDown,34,,ATR,34,15.893063077485564,SMA,34,867.7486666666666,Broker,34,100000.0,100000.0,BuySell,34,,,Trades,34,,
