Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,RegimeSwitchingStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,SimpleMovingAverage,len,sma,StdDev,len,stddev,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
1,spx-1950-2018,1,2006-01-03 23:59:59.999989,1248.29,1270.22,1245.74,1268.8,2554570000.0,0.0,RegimeSwitchingStrategy,1,732314.9999999999,MACD,1,,,CrossOver,1,,CrossDown,1,,ATR,1,,SMA,1,,SimpleMovingAverage,1,,StdDev,1,,Broker,1,100000.0,100000.0,BuySell,1,,,Trades,1,,
2,spx-1950-2018,2,2006-01-04 23:59:59.999989,1268.8,1275.37,1267.74,1273.46,2515330000.0,0.0,RegimeSwitchingStrategy,2,732315.9999999999,MACD,2,,,CrossOver,2,,CrossDown,2,,ATR,2,,SMA,2,,SimpleMovingAverage,2,,StdDev,2,,Broker,2,100000.0,100000.0,BuySell,2,,,Trades,2,,
3,spx-1950-2018,3,2006-01-05 23:59:59.999989,1273.46,1276.91,1270.3,1273.48,2433340000.0,0.0,RegimeSwitchingStrategy,3,732316.9999999999,MACD,3,,,CrossOver,3,,CrossDown,3,,ATR,3,,SMA,3,,SimpleMovingAverage,3,,StdDev,3,,Broker,3,100000.0,100000.0,BuySell,3,,,Trades,3,,
4,spx-1950-2018,4,2006-01-06 23:59:59.999989,1273.48,1286.09,1273.48,1285.45,2446560000.0,0.0,RegimeSwitchingStrategy,4,732317.9999999999,MACD,4,,,CrossOver,4,,CrossDown,4,,ATR,4,,SMA,4,,SimpleMovingAverage,4,,StdDev,4,,Broker,4,100000.0,100000.0,BuySell,4,,,Trades,4,,
5,spx-1950-2018,5,2006-01-09 23:59:59.999989,1285.45,1290.78,1284.82,1290.15,2301490000.0,0.0,RegimeSwitchingStrategy,5,732320.9999999999,MACD,5,,,CrossOver,5,,CrossDown,5,,ATR,5,,SMA,5,,SimpleMovingAverage,5,,StdDev,5,,Broker,5,100000.0,100000.0,BuySell,5,,,Trades,5,,
6,spx-1950-2018,6,2006-01-10 23:59:59.999989,1290.15,1290.15,1283.76,1289.69,2373080000.0,0.0,RegimeSwitchingStrategy,6,732321.9999999999,MACD,6,,,CrossOver,6,,CrossDown,6,,ATR,6,,SMA,6,,SimpleMovingAverage,6,,StdDev,6,,Broker,6,100000.0,100000.0,BuySell,6,,,Trades,6,,
7,spx-1950-2018,7,2006-01-11 23:59:59.999989,1289.72,1294.9,1288.12,1294.18,2406130000.0,0.0,RegimeSwitchingStrategy,7,732322.9999999999,MACD,7,,,CrossOver,7,,CrossDown,7,,ATR,7,,SMA,7,,SimpleMovingAverage,7,,StdDev,7,,Broker,7,100000.0,100000.0,BuySell,7,,,Trades,7,,
8,spx-1950-2018,8,2006-01-12 23:59:59.999989,1294.18,1294.18,1285.04,1286.06,2318350000.0,0.0,RegimeSwitchingStrategy,8,732323.9999999999,MACD,8,,,CrossOver,8,,CrossDown,8,,ATR,8,,SMA,8,,SimpleMovingAverage,8,,StdDev,8,,Broker,8,100000.0,100000.0,BuySell,8,,,Trades,8,,
9,spx-1950-2018,9,2006-01-13 23:59:59.999989,1286.06,1288.96,1282.78,1287.61,2206510000.0,0.0,RegimeSwitchingStrategy,9,732324.9999999999,MACD,9,,,CrossOver,9,,CrossDown,9,,ATR,9,,SMA,9,,SimpleMovingAverage,9,,StdDev,9,,Broker,9,100000.0,100000.0,BuySell,9,,,Trades,9,,
10,spx-1950-2018,10,2006-01-17 23:59:59.999989,1287.61,1287.61,1278.61,1282.93,2179970000.0,0.0,RegimeSwitchingStrategy,10,732328.9999999999,MACD,10,,,CrossOver,10,,CrossDown,10,,ATR,10,,SMA,10,,SimpleMovingAverage,10,,StdDev,10,,Broker,10,100000.0,100000.0,BuySell,10,,,Trades,10,,
11,spx-1950-2018,11,2006-01-18 23:59:59.999989,1282.93,1282.93,1272.08,1277.93,2233200000.0,0.0,RegimeSwitchingStrategy,11,732329.9999999999,MACD,11,,,CrossOver,11,,CrossDown,11,,ATR,11,,SMA,11,,SimpleMovingAverage,11,,StdDev,11,,Broker,11,100000.0,100000.0,BuySell,11,,,Trades,11,,
12,spx-1950-2018,12,2006-01-19 23:59:59.999989,1277.93,1287.79,1277.93,1285.04,2444020000.0,0.0,RegimeSwitchingStrategy,12,732330.9999999999,MACD,12,,,CrossOver,12,,CrossDown,12,,ATR,12,,SMA,12,,SimpleMovingAverage,12,,StdDev,12,,Broker,12,100000.0,100000.0,BuySell,12,,,Trades,12,,
13,spx-1950-2018,13,2006-01-20 23:59:59.999989,1285.04,1285.04,1260.92,1261.49,2845810000.0,0.0,RegimeSwitchingStrategy,13,732331.9999999999,MACD,13,,,CrossOver,13,,CrossDown,13,,ATR,13,,SMA,13,,SimpleMovingAverage,13,,StdDev,13,,Broker,13,100000.0,100000.0,BuySell,13,,,Trades,13,,
14,spx-1950-2018,14,2006-01-23 23:59:59.999989,1261.49,1268.19,1261.49,1263.82,2256070000.0,0.0,RegimeSwitchingStrategy,14,732334.9999999999,MACD,14,,,CrossOver,14,,CrossDown,14,,ATR,14,,SMA,14,,SimpleMovingAverage,14,,StdDev,14,,Broker,14,100000.0,100000.0,BuySell,14,,,Trades,14,,
15,spx-1950-2018,15,2006-01-24 23:59:59.999989,1263.82,1271.47,1263.82,1266.86,2608720000.0,0.0,RegimeSwitchingStrategy,15,732335.9999999999,MACD,15,,,CrossOver,15,,CrossDown,15,,ATR,15,9.248571428571463,SMA,15,,SimpleMovingAverage,15,1279.13,StdDev,15,10.122717685154496,Broker,15,100000.0,100000.0,BuySell,15,,,Trades,15,,
16,spx-1950-2018,16,2006-01-25 23:59:59.999989,1266.86,1271.87,1259.42,1264.68,2617060000.0,0.0,RegimeSwitchingStrategy,16,732336.9999999999,MACD,16,,,CrossOver,16,,CrossDown,16,,ATR,16,9.477244897959203,SMA,16,,SimpleMovingAverage,16,1278.8553333333334,StdDev,16,10.449890504461344,Broker,16,100000.0,100000.0,BuySell,16,,,Trades,16,,
17,spx-1950-2018,17,2006-01-26 23:59:59.999989,1264.68,1276.44,1264.68,1273.83,2856780000.0,0.0,RegimeSwitchingStrategy,17,732337.9999999999,MACD,17,,,CrossOver,17,,CrossDown,17,,ATR,17,9.64029883381926,SMA,17,,SimpleMovingAverage,17,1278.88,StdDev,17,10.437555269297818,Broker,17,100000.0,100000.0,BuySell,17,,,Trades,17,,
18,spx-1950-2018,18,2006-01-27 23:59:59.999989,1273.83,1286.38,1273.83,1283.72,2623620000.0,0.0,RegimeSwitchingStrategy,18,732338.9999999999,MACD,18,,,CrossOver,18,,CrossDown,18,,ATR,18,9.848134631403612,SMA,18,,SimpleMovingAverage,18,1279.5626666666665,StdDev,18,10.396837638886064,Broker,18,100000.0,100000.0,BuySell,18,,,Trades,18,,
19,spx-1950-2018,19,2006-01-30 23:59:59.999989,1283.72,1287.94,1283.51,1285.19,2282730000.0,0.0,RegimeSwitchingStrategy,19,732341.9999999999,MACD,19,,,CrossOver,19,,CrossDown,19,,ATR,19,9.461125014874787,SMA,19,,SimpleMovingAverage,19,1279.5453333333332,StdDev,19,10.38722026766994,Broker,19,100000.0,100000.0,BuySell,19,,,Trades,19,,
20,spx-1950-2018,20,2006-01-31 23:59:59.999989,1285.2,1285.2,1276.85,1280.08,2708310000.0,0.0,RegimeSwitchingStrategy,20,732342.9999999999,MACD,20,,,CrossOver,20,,CrossDown,20,,ATR,20,9.38175894238374,SMA,20,,SimpleMovingAverage,20,1278.874,StdDev,20,9.998272384097765,Broker,20,100000.0,100000.0,BuySell,20,,,Trades,20,,
21,spx-1950-2018,21,2006-02-01 23:59:59.999989,1280.08,1283.33,1277.57,1282.46,2589410000.0,0.0,RegimeSwitchingStrategy,21,732343.9999999999,MACD,21,,,CrossOver,21,,CrossDown,21,,ATR,21,9.123061875070617,SMA,21,,SimpleMovingAverage,21,1278.392,StdDev,21,9.632827345412402,Broker,21,100000.0,100000.0,BuySell,21,,,Trades,21,,
22,spx-1950-2018,22,2006-02-02 23:59:59.999989,1282.46,1282.46,1267.72,1270.84,2565300000.0,0.0,RegimeSwitchingStrategy,22,732344.9999999999,MACD,22,,,CrossOver,22,,CrossDown,22,,ATR,22,9.524271741137003,SMA,22,,SimpleMovingAverage,22,1276.836,StdDev,22,8.806532272501196,Broker,22,100000.0,100000.0,BuySell,22,,,Trades,22,,
23,spx-1950-2018,23,2006-02-03 23:59:59.999989,1270.84,1270.87,1261.02,1264.03,2282210000.0,0.0,RegimeSwitchingStrategy,23,732345.9999999999,MACD,23,,,CrossOver,23,,CrossDown,23,,ATR,23,9.547538045341497,SMA,23,,SimpleMovingAverage,23,1275.3673333333331,StdDev,23,8.981024044573722,Broker,23,100000.0,100000.0,BuySell,23,,,Trades,23,,
24,spx-1950-2018,24,2006-02-06 23:59:59.999989,1264.03,1267.04,1261.62,1265.02,2132360000.0,0.0,RegimeSwitchingStrategy,24,732348.9999999999,MACD,24,,,CrossOver,24,,CrossDown,24,,ATR,24,9.25271389924568,SMA,24,,SimpleMovingAverage,24,1273.8613333333333,StdDev,24,8.691167061386214,Broker,24,100000.0,100000.0,BuySell,24,,,Trades,24,,
25,spx-1950-2018,25,2006-02-07 23:59:59.999989,1265.02,1265.78,1253.61,1254.78,2366370000.0,0.0,RegimeSwitchingStrategy,25,732349.9999999999,MACD,25,,,CrossOver,25,,CrossDown,25,,ATR,25,9.461091477870996,SMA,25,,SimpleMovingAverage,25,1271.9846666666667,StdDev,25,9.529162864002725,Broker,25,100000.0,100000.0,BuySell,25,,,Trades,25,,
26,spx-1950-2018,26,2006-02-08 23:59:59.999989,1254.78,1266.47,1254.78,1265.65,2456860000.0,0.0,RegimeSwitchingStrategy,26,732350.9999999999,MACD,26,-6.188666687644854,,CrossOver,26,,CrossDown,26,,ATR,26,9.620299229451645,SMA,26,,SimpleMovingAverage,26,1271.166,StdDev,26,9.510702602858538,Broker,26,100000.0,100000.0,BuySell,26,,,Trades,26,,
27,spx-1950-2018,27,2006-02-09 23:59:59.999989,1265.65,1274.56,1262.8,1263.78,2441920000.0,0.0,RegimeSwitchingStrategy,27,732351.9999999999,MACD,27,-6.215152768134203,,CrossOver,27,,CrossDown,27,,ATR,27,9.773134998776527,SMA,27,,SimpleMovingAverage,27,1269.7486666666666,StdDev,27,8.902189144003561,Broker,27,100000.0,100000.0,BuySell,27,,,Trades,27,,
28,spx-1950-2018,28,2006-02-10 23:59:59.999989,1263.82,1269.89,1254.98,1266.99,2290050000.0,0.0,RegimeSwitchingStrategy,28,732352.9999999999,MACD,28,-5.909007642954975,,CrossOver,28,,CrossDown,28,,ATR,28,10.140053927435353,SMA,28,,SimpleMovingAverage,28,1270.1153333333334,StdDev,28,8.664573747263718,Broker,28,100000.0,100000.0,BuySell,28,,,Trades,28,,
29,spx-1950-2018,29,2006-02-13 23:59:59.999989,1266.99,1266.99,1258.34,1262.86,1850080000.0,0.0,RegimeSwitchingStrategy,29,732355.9999999999,MACD,29,-5.931269922168212,,CrossOver,29,,CrossDown,29,,ATR,29,10.03362150404712,SMA,29,,SimpleMovingAverage,29,1270.0513333333333,StdDev,29,8.714240350650625,Broker,29,100000.0,100000.0,BuySell,29,,,Trades,29,,
30,spx-1950-2018,30,2006-02-14 23:59:59.999989,1262.86,1278.21,1260.8,1275.53,2437940000.0,0.0,RegimeSwitchingStrategy,30,732356.9999999999,MACD,30,-4.8704068084787195,,CrossOver,30,,CrossDown,30,,ATR,30,10.560505682329474,SMA,30,1274.8796666666667,SimpleMovingAverage,30,1270.6293333333333,StdDev,30,8.770745667021961,Broker,30,100000.0,100000.0,BuySell,30,,,Trades,30,,
31,spx-1950-2018,31,2006-02-15 23:59:59.999989,1275.53,1281.0,1271.06,1280.0,2317590000.0,0.0,RegimeSwitchingStrategy,31,732357.9999999999,MACD,31,-3.6271618412465614,,CrossOver,31,,CrossDown,31,,ATR,31,10.516183847877373,SMA,31,1275.253,SimpleMovingAverage,31,1271.6506666666667,StdDev,31,8.909387159372688,Broker,31,100000.0,100000.0,BuySell,31,,,Trades,31,,
32,spx-1950-2018,32,2006-02-16 23:59:59.999989,1280.0,1289.39,1280.0,1289.38,2251490000.0,0.0,RegimeSwitchingStrategy,32,732358.9999999999,MACD,32,-1.8635122305520326,,CrossOver,32,,CrossDown,32,,ATR,32,10.435742144457569,SMA,32,1275.7836666666667,SimpleMovingAverage,32,1272.6873333333335,StdDev,32,9.946916752861169,Broker,32,100000.0,100000.0,BuySell,32,,,Trades,32,,
33,spx-1950-2018,33,2006-02-17 23:59:59.999989,1289.38,1289.47,1284.07,1287.24,2128260000.0,0.0,RegimeSwitchingStrategy,33,732359.9999999999,MACD,33,-0.631211114132384,,CrossOver,33,,CrossDown,33,,ATR,33,10.07604627699632,SMA,33,1276.2423333333331,SimpleMovingAverage,33,1272.922,StdDev,33,10.24158724677038,Broker,33,100000.0,100000.0,BuySell,33,,,Trades,33,,
34,spx-1950-2018,34,2006-02-21 23:59:59.999989,1287.24,1291.92,1281.33,1283.03,2104320000.0,0.0,RegimeSwitchingStrategy,34,732363.9999999999,MACD,34,0.00561980174211385,-3.9145299126188697,CrossOver,34,,CrossDown,34,,ATR,34,10.11275725721088,SMA,34,1276.1616666666666,SimpleMovingAverage,34,1272.7779999999998,StdDev,34,10.08202506116077,Broker,34,100000.0,100000.0,BuySell,34,,,Trades,34,,
35,spx-1950-2018,35,2006-02-22 23:59:59.999989,1283.03,1294.17,1283.03,1292.67,2222380000.0,0.0,RegimeSwitchingStrategy,35,732364.9999999999,MACD,35,1.2735002081765288,-2.8769238884597903,CrossOver,35,0.0,CrossDown,35,0.0,ATR,35,10.186131738838682,SMA,35,1276.2456666666667,SimpleMovingAverage,35,1273.6173333333331,StdDev,35,11.125087844865636,Broker,35,100000.0,100000.0,BuySell,35,,,Trades,35,,
