Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,RegimeSwitchingStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,SimpleMovingAverage,len,sma,StdDev,len,stddev,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
1,spx-1950-2018,1,2003-01-02 23:59:59.999989,879.82,909.03,879.82,909.03,1229200000.0,0.0,RegimeSwitchingStrategy,1,731217.9999999999,MACD,1,,,CrossOver,1,,CrossDown,1,,ATR,1,,SMA,1,,SimpleMovingAverage,1,,StdDev,1,,Broker,1,100000.0,100000.0,BuySell,1,,,Trades,1,,
2,spx-1950-2018,2,2003-01-03 23:59:59.999989,909.03,911.25,903.07,908.59,1130800000.0,0.0,RegimeSwitchingStrategy,2,731218.9999999999,MACD,2,,,CrossOver,2,,CrossDown,2,,ATR,2,,SMA,2,,SimpleMovingAverage,2,,StdDev,2,,Broker,2,100000.0,100000.0,BuySell,2,,,Trades,2,,
3,spx-1950-2018,3,2003-01-06 23:59:59.999989,908.59,931.77,908.59,929.01,1435900000.0,0.0,RegimeSwitchingStrategy,3,731221.9999999999,MACD,3,,,CrossOver,3,,CrossDown,3,,ATR,3,,SMA,3,,SimpleMovingAverage,3,,StdDev,3,,Broker,3,100000.0,100000.0,BuySell,3,,,Trades,3,,
4,spx-1950-2018,4,2003-01-07 23:59:59.999989,929.01,930.81,919.93,922.93,1545200000.0,0.0,RegimeSwitchingStrategy,4,731222.9999999999,MACD,4,,,CrossOver,4,,CrossDown,4,,ATR,4,,SMA,4,,SimpleMovingAverage,4,,StdDev,4,,Broker,4,100000.0,100000.0,BuySell,4,,,Trades,4,,
5,spx-1950-2018,5,2003-01-08 23:59:59.999989,922.93,922.93,908.32,909.93,1467600000.0,0.0,RegimeSwitchingStrategy,5,731223.9999999999,MACD,5,,,CrossOver,5,,CrossDown,5,,ATR,5,,SMA,5,,SimpleMovingAverage,5,,StdDev,5,,Broker,5,100000.0,100000.0,BuySell,5,,,Trades,5,,
6,spx-1950-2018,6,2003-01-09 23:59:59.999989,909.93,928.31,909.93,927.57,1560300000.0,0.0,RegimeSwitchingStrategy,6,731224.9999999999,MACD,6,,,CrossOver,6,,CrossDown,6,,ATR,6,,SMA,6,,SimpleMovingAverage,6,,StdDev,6,,Broker,6,100000.0,100000.0,BuySell,6,,,Trades,6,,
7,spx-1950-2018,7,2003-01-10 23:59:59.999989,927.58,932.89,917.66,927.57,1485400000.0,0.0,RegimeSwitchingStrategy,7,731225.9999999999,MACD,7,,,CrossOver,7,,CrossDown,7,,ATR,7,,SMA,7,,SimpleMovingAverage,7,,StdDev,7,,Broker,7,100000.0,100000.0,BuySell,7,,,Trades,7,,
8,spx-1950-2018,8,2003-01-13 23:59:59.999989,927.57,935.05,922.05,926.26,1396300000.0,0.0,RegimeSwitchingStrategy,8,731228.9999999999,MACD,8,,,CrossOver,8,,CrossDown,8,,ATR,8,,SMA,8,,SimpleMovingAverage,8,,StdDev,8,,Broker,8,100000.0,100000.0,BuySell,8,,,Trades,8,,
9,spx-1950-2018,9,2003-01-14 23:59:59.999989,926.26,931.66,921.72,931.66,1379400000.0,0.0,RegimeSwitchingStrategy,9,731229.9999999999,MACD,9,,,CrossOver,9,,CrossDown,9,,ATR,9,,SMA,9,,SimpleMovingAverage,9,,StdDev,9,,Broker,9,100000.0,100000.0,BuySell,9,,,Trades,9,,
10,spx-1950-2018,10,2003-01-15 23:59:59.999989,931.66,932.59,916.7,918.22,1432100000.0,0.0,RegimeSwitchingStrategy,10,731230.9999999999,MACD,10,,,CrossOver,10,,CrossDown,10,,ATR,10,,SMA,10,,SimpleMovingAverage,10,,StdDev,10,,Broker,10,100000.0,100000.0,BuySell,10,,,Trades,10,,
11,spx-1950-2018,11,2003-01-16 23:59:59.999989,918.22,926.03,911.98,914.6,1534600000.0,0.0,RegimeSwitchingStrategy,11,731231.9999999999,MACD,11,,,CrossOver,11,,CrossDown,11,,ATR,11,,SMA,11,,SimpleMovingAverage,11,,StdDev,11,,Broker,11,100000.0,100000.0,BuySell,11,,,Trades,11,,
