Id,spx-1950-2018,len,datetime,open,high,low,close,volume,openinterest,RegimeSwitchingStrategy,len,datetime,MACD,len,macd,signal,CrossOver,len,crossover,CrossDown,len,cross,ATR,len,atr,SMA,len,sma,SimpleMovingAverage,len,sma,StdDev,len,stddev,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
1,spx-1950-2018,1,2012-01-03 23:59:59.999989,1258.86,1284.62,1258.86,1277.06,3943710000.0,0.0,RegimeSwitchingStrategy,1,734505.9999999999,MACD,1,,,CrossOver,1,,CrossDown,1,,ATR,1,,SMA,1,,SimpleMovingAverage,1,,StdDev,1,,Broker,1,100000.0,100000.0,BuySell,1,,,Trades,1,,
2,spx-1950-2018,2,2012-01-04 23:59:59.999989,1277.03,1278.73,1268.1,1277.3,3592580000.0,0.0,RegimeSwitchingStrategy,2,734506.9999999999,MACD,2,,,CrossOver,2,,CrossDown,2,,ATR,2,,SMA,2,,SimpleMovingAverage,2,,StdDev,2,,Broker,2,100000.0,100000.0,BuySell,2,,,Trades,2,,
3,spx-1950-2018,3,2012-01-05 23:59:59.999989,1277.3,1283.05,1265.26,1281.06,4315950000.0,0.0,RegimeSwitchingStrategy,3,734507.9999999999,MACD,3,,,CrossOver,3,,CrossDown,3,,ATR,3,,SMA,3,,SimpleMovingAverage,3,,StdDev,3,,Broker,3,100000.0,100000.0,BuySell,3,,,Trades,3,,
4,spx-1950-2018,4,2012-01-06 23:59:59.999989,1280.93,1281.84,1273.34,1277.81,3656830000.0,0.0,RegimeSwitchingStrategy,4,734508.9999999999,MACD,4,,,CrossOver,4,,CrossDown,4,,ATR,4,,SMA,4,,SimpleMovingAverage,4,,StdDev,4,,Broker,4,100000.0,100000.0,BuySell,4,,,Trades,4,,
5,spx-1950-2018,5,2012-01-09 23:59:59.999989,1277.83,1281.99,1274.55,1280.7,3371600000.0,0.0,RegimeSwitchingStrategy,5,734511.9999999999,MACD,5,,,CrossOver,5,,CrossDown,5,,ATR,5,,SMA,5,,SimpleMovingAverage,5,,StdDev,5,,Broker,5,100000.0,100000.0,BuySell,5,,,Trades,5,,
6,spx-1950-2018,6,2012-01-10 23:59:59.999989,1280.77,1296.46,1280.77,1292.08,4221960000.0,0.0,RegimeSwitchingStrategy,6,734512.9999999999,MACD,6,,,CrossOver,6,,CrossDown,6,,ATR,6,,SMA,6,,SimpleMovingAverage,6,,StdDev,6,,Broker,6,100000.0,100000.0,BuySell,6,,,Trades,6,,
7,spx-1950-2018,7,2012-01-11 23:59:59.999989,1292.02,1293.8,1285.41,1292.48,3968120000.0,0.0,RegimeSwitchingStrategy,7,734513.9999999999,MACD,7,,,CrossOver,7,,CrossDown,7,,ATR,7,,SMA,7,,SimpleMovingAverage,7,,StdDev,7,,Broker,7,100000.0,100000.0,BuySell,7,,,Trades,7,,
8,spx-1950-2018,8,2012-01-12 23:59:59.999989,1292.48,1296.82,1285.77,1295.5,4019890000.0,0.0,RegimeSwitchingStrategy,8,734514.9999999999,MACD,8,,,CrossOver,8,,CrossDown,8,,ATR,8,,SMA,8,,SimpleMovingAverage,8,,StdDev,8,,Broker,8,100000.0,100000.0,BuySell,8,,,Trades,8,,
9,spx-1950-2018,9,2012-01-13 23:59:59.999989,1294.82,1294.82,1277.58,1289.09,3692370000.0,0.0,RegimeSwitchingStrategy,9,734515.9999999999,MACD,9,,,CrossOver,9,,CrossDown,9,,ATR,9,,SMA,9,,SimpleMovingAverage,9,,StdDev,9,,Broker,9,100000.0,100000.0,BuySell,9,,,Trades,9,,
10,spx-1950-2018,10,2012-01-17 23:59:59.999989,1290.22,1303.0,1290.22,1293.67,4010490000.0,0.0,RegimeSwitchingStrategy,10,734519.9999999999,MACD,10,,,CrossOver,10,,CrossDown,10,,ATR,10,,SMA,10,,SimpleMovingAverage,10,,StdDev,10,,Broker,10,100000.0,100000.0,BuySell,10,,,Trades,10,,
11,spx-1950-2018,11,2012-01-18 23:59:59.999989,1293.65,1308.11,1290.99,1308.04,4096160000.0,0.0,RegimeSwitchingStrategy,11,734520.9999999999,MACD,11,,,CrossOver,11,,CrossDown,11,,ATR,11,,SMA,11,,SimpleMovingAverage,11,,StdDev,11,,Broker,11,100000.0,100000.0,BuySell,11,,,Trades,11,,
12,spx-1950-2018,12,2012-01-19 23:59:59.999989,1308.07,1315.49,1308.07,1314.5,4465890000.0,0.0,RegimeSwitchingStrategy,12,734521.9999999999,MACD,12,,,CrossOver,12,,CrossDown,12,,ATR,12,,SMA,12,,SimpleMovingAverage,12,,StdDev,12,,Broker,12,100000.0,100000.0,BuySell,12,,,Trades,12,,
13,spx-1950-2018,13,2012-01-20 23:59:59.999989,1314.49,1315.38,1309.17,1315.38,3912620000.0,0.0,RegimeSwitchingStrategy,13,734522.9999999999,MACD,13,,,CrossOver,13,,CrossDown,13,,ATR,13,,SMA,13,,SimpleMovingAverage,13,,StdDev,13,,Broker,13,100000.0,100000.0,BuySell,13,,,Trades,13,,
14,spx-1950-2018,14,2012-01-23 23:59:59.999989,1315.29,1322.28,1309.89,1316.0,3770910000.0,0.0,RegimeSwitchingStrategy,14,734525.9999999999,MACD,14,,,CrossOver,14,,CrossDown,14,,ATR,14,,SMA,14,,SimpleMovingAverage,14,,StdDev,14,,Broker,14,100000.0,100000.0,BuySell,14,,,Trades,14,,
15,spx-1950-2018,15,2012-01-24 23:59:59.999989,1315.96,1315.96,1306.06,1314.65,3693560000.0,0.0,RegimeSwitchingStrategy,15,734526.9999999999,MACD,15,,,CrossOver,15,,CrossDown,15,,ATR,15,11.75,SMA,15,,SimpleMovingAverage,15,1295.0213333333334,StdDev,15,14.54652025590223,Broker,15,100000.0,100000.0,BuySell,15,,,Trades,15,,
16,spx-1950-2018,16,2012-01-25 23:59:59.999989,1314.4,1328.3,1307.65,1326.06,4410910000.0,0.0,RegimeSwitchingStrategy,16,734527.9999999999,MACD,16,,,CrossOver,16,,CrossDown,16,,ATR,16,12.385714285714277,SMA,16,,SimpleMovingAverage,16,1298.288,StdDev,16,15.60927382466578,Broker,16,100000.0,100000.0,BuySell,16,,,Trades,16,,
17,spx-1950-2018,17,2012-01-26 23:59:59.999989,1326.28,1333.47,1313.6,1318.43,4522070000.0,0.0,RegimeSwitchingStrategy,17,734528.9999999999,MACD,17,,,CrossOver,17,,CrossDown,17,,ATR,17,12.92030612244898,SMA,17,,SimpleMovingAverage,17,1301.03,StdDev,17,15.290883994499763,Broker,17,100000.0,100000.0,BuySell,17,,,Trades,17,,
18,spx-1950-2018,18,2012-01-27 23:59:59.999989,1318.25,1320.06,1311.72,1316.33,4007380000.0,0.0,RegimeSwitchingStrategy,18,734529.9999999999,MACD,18,,,CrossOver,18,,CrossDown,18,,ATR,18,12.593141399416906,SMA,18,,SimpleMovingAverage,18,1303.3813333333335,StdDev,18,14.741154575603428,Broker,18,100000.0,100000.0,BuySell,18,,,Trades,18,,
19,spx-1950-2018,19,2012-01-30 23:59:59.999989,1316.16,1316.16,1300.49,1313.01,3659010000.0,0.0,RegimeSwitchingStrategy,19,734532.9999999999,MACD,19,,,CrossOver,19,,CrossDown,19,,ATR,19,12.82505987088712,SMA,19,,SimpleMovingAverage,19,1305.7279999999998,StdDev,19,13.205403035645455,Broker,19,100000.0,100000.0,BuySell,19,,,Trades,19,,
20,spx-1950-2018,20,2012-01-31 23:59:59.999989,1313.53,1321.41,1306.69,1312.41,4235550000.0,0.0,RegimeSwitchingStrategy,20,734533.9999999999,MACD,20,,,CrossOver,20,,CrossDown,20,,ATR,20,12.960412737252328,SMA,20,,SimpleMovingAverage,20,1307.842,StdDev,20,11.45121082389032,Broker,20,100000.0,100000.0,BuySell,20,,,Trades,20,,
21,spx-1950-2018,21,2012-02-01 23:59:59.999989,1312.45,1330.52,1312.45,1324.09,4504360000.0,0.0,RegimeSwitchingStrategy,21,734534.9999999999,MACD,21,,,CrossOver,21,,CrossDown,21,,ATR,21,13.328240398877156,SMA,21,,SimpleMovingAverage,21,1309.9759999999999,StdDev,21,11.296609992981884,Broker,21,100000.0,100000.0,BuySell,21,,,Trades,21,,
22,spx-1950-2018,22,2012-02-02 23:59:59.999989,1324.24,1329.19,1321.57,1325.54,4120920000.0,0.0,RegimeSwitchingStrategy,22,734535.9999999999,MACD,22,,,CrossOver,22,,CrossDown,22,,ATR,22,12.92050894181451,SMA,22,,SimpleMovingAverage,22,1312.18,StdDev,22,10.8856627420201,Broker,22,100000.0,100000.0,BuySell,22,,,Trades,22,,
23,spx-1950-2018,23,2012-02-03 23:59:59.999989,1326.21,1345.34,1326.21,1344.9,4608550000.0,0.0,RegimeSwitchingStrategy,23,734536.9999999999,MACD,23,,,CrossOver,23,,CrossDown,23,,ATR,23,13.41190116025633,SMA,23,,SimpleMovingAverage,23,1315.4733333333331,StdDev,23,12.667938883507219,Broker,23,100000.0,100000.0,BuySell,23,,,Trades,23,,
24,spx-1950-2018,24,2012-02-06 23:59:59.999989,1344.32,1344.36,1337.52,1344.33,3379700000.0,0.0,RegimeSwitchingStrategy,24,734539.9999999999,MACD,24,,,CrossOver,24,,CrossDown,24,,ATR,24,12.981051077380885,SMA,24,,SimpleMovingAverage,24,1319.156,StdDev,24,12.490920862776216,Broker,24,100000.0,100000.0,BuySell,24,,,Trades,24,,
25,spx-1950-2018,25,2012-02-07 23:59:59.999989,1344.33,1349.24,1335.92,1347.05,3742460000.0,0.0,RegimeSwitchingStrategy,25,734540.9999999999,MACD,25,,,CrossOver,25,,CrossDown,25,,ATR,25,13.005261714710818,SMA,25,,SimpleMovingAverage,25,1322.7146666666667,StdDev,25,12.325918419683864,Broker,25,100000.0,100000.0,BuySell,25,,,Trades,25,,
