Id,spx-2013-2018,len,datetime,open,high,low,close,volume,openinterest,MeanReversionStrategy,len,datetime,SimpleMovingAverage,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
208,spx-2013-2018,208,2013-12-05 23:59:59.999989,1792.82,1792.82,1783.38,1785.03,3336880000.0,0.0,MeanReversionStrategy,208,735207.9999999999,SimpleMovingAverage,208,1696.06609375,Broker,208,100077.13000000002,100077.13000000002,BuySell,208,,,Trades,208,,
209,spx-2013-2018,209,2013-12-06 23:59:59.999989,1788.36,1806.04,1788.36,1805.09,3150030000.0,0.0,MeanReversionStrategy,209,735208.9999999999,SimpleMovingAverage,209,1697.492109375,Broker,209,98288.77000000002,100093.86000000002,BuySell,209,1788.36,,Trades,209,,
210,spx-2013-2018,210,2013-12-09 23:59:59.999989,1806.21,1811.52,1806.21,1808.37,3129500000.0,0.0,MeanReversionStrategy,210,735211.9999999999,SimpleMovingAverage,210,1698.78109375,Broker,210,98288.77000000002,100097.14000000001,BuySell,210,,,Trades,210,,
211,spx-2013-2018,211,2013-12-10 23:59:59.999989,1807.6,1808.52,1801.75,1802.62,3117150000.0,0.0,MeanReversionStrategy,211,735212.9999999999,SimpleMovingAverage,211,1700.029609375,Broker,211,98288.77000000002,100091.39000000001,BuySell,211,,,Trades,211,,
212,spx-2013-2018,212,2013-12-11 23:59:59.999989,1802.76,1802.97,1780.09,1782.22,3472240000.0,0.0,MeanReversionStrategy,212,735213.9999999999,SimpleMovingAverage,212,1701.2490625,Broker,212,98288.77000000002,100070.99000000002,BuySell,212,,,Trades,212,,
213,spx-2013-2018,213,2013-12-12 23:59:59.999989,1781.71,1782.99,1772.28,1775.5,3306640000.0,0.0,MeanReversionStrategy,213,735214.9999999999,SimpleMovingAverage,213,1702.52234375,Broker,213,98288.77000000002,100064.27000000002,BuySell,213,,,Trades,213,,
214,spx-2013-2018,214,2013-12-13 23:59:59.999989,1777.98,1780.92,1772.45,1775.32,3061070000.0,0.0,MeanReversionStrategy,214,735215.9999999999,SimpleMovingAverage,214,1703.60796875,Broker,214,98288.77000000002,100064.09000000003,BuySell,214,,,Trades,214,,
215,spx-2013-2018,215,2013-12-16 23:59:59.999989,1777.48,1792.22,1777.48,1786.54,3209890000.0,0.0,MeanReversionStrategy,215,735218.9999999999,SimpleMovingAverage,215,1704.856484375,Broker,215,98288.77000000002,100075.31000000001,BuySell,215,,,Trades,215,,
216,spx-2013-2018,216,2013-12-17 23:59:59.999989,1786.47,1786.77,1777.05,1781.0,3270030000.0,0.0,MeanReversionStrategy,216,735219.9999999999,SimpleMovingAverage,216,1705.965546875,Broker,216,98288.77000000002,100069.77000000002,BuySell,216,,,Trades,216,,
217,spx-2013-2018,217,2013-12-18 23:59:59.999989,1781.46,1811.08,1767.99,1810.65,4327770000.0,0.0,MeanReversionStrategy,217,735220.9999999999,SimpleMovingAverage,217,1707.206484375,Broker,217,98288.77000000002,100099.42000000001,BuySell,217,,,Trades,217,,
218,spx-2013-2018,218,2013-12-19 23:59:59.999989,1809.0,1810.88,1801.35,1809.6,3497210000.0,0.0,MeanReversionStrategy,218,735221.9999999999,SimpleMovingAverage,218,1708.61796875,Broker,218,98288.77000000002,100098.37000000002,BuySell,218,,,Trades,218,,
219,spx-2013-2018,219,2013-12-20 23:59:59.999989,1810.39,1823.75,1810.25,1818.32,5097700000.0,0.0,MeanReversionStrategy,219,735222.9999999999,SimpleMovingAverage,219,1710.415859375,Broker,219,100099.16000000002,100099.16000000002,BuySell,219,,1810.39,Trades,219,22.0300000000002,
220,spx-2013-2018,220,2013-12-23 23:59:59.999989,1822.92,1829.75,1822.92,1827.99,2851540000.0,0.0,MeanReversionStrategy,220,735225.9999999999,SimpleMovingAverage,220,1712.256171875,Broker,220,101922.08000000002,100094.09000000001,BuySell,220,,1822.92,Trades,220,,
221,spx-2013-2018,221,2013-12-24 23:59:59.999989,1828.02,1833.32,1828.02,1833.32,1307630000.0,0.0,MeanReversionStrategy,221,735226.9999999999,SimpleMovingAverage,221,1714.28921875,Broker,221,101922.08000000002,100088.76000000001,BuySell,221,,,Trades,221,,
222,spx-2013-2018,222,2013-12-26 23:59:59.999989,1834.96,1842.84,1834.96,1842.02,1982270000.0,0.0,MeanReversionStrategy,222,735228.9999999999,SimpleMovingAverage,222,1716.273515625,Broker,222,101922.08000000002,100080.06000000001,BuySell,222,,,Trades,222,,
223,spx-2013-2018,223,2013-12-27 23:59:59.999989,1842.97,1844.89,1839.81,1841.4,2052920000.0,0.0,MeanReversionStrategy,223,735229.9999999999,SimpleMovingAverage,223,1718.133984375,Broker,223,101922.08000000002,100080.68000000002,BuySell,223,,,Trades,223,,
224,spx-2013-2018,224,2013-12-30 23:59:59.999989,1841.47,1842.47,1838.77,1841.07,2293860000.0,0.0,MeanReversionStrategy,224,735232.9999999999,SimpleMovingAverage,224,1719.91421875,Broker,224,101922.08000000002,100081.01000000001,BuySell,224,,,Trades,224,,
225,spx-2013-2018,225,2013-12-31 23:59:59.999989,1842.61,1849.44,1842.41,1848.36,2312840000.0,0.0,MeanReversionStrategy,225,735233.9999999999,SimpleMovingAverage,225,1721.80546875,Broker,225,101922.08000000002,100073.72000000002,BuySell,225,,,Trades,225,,
226,spx-2013-2018,226,2014-01-02 23:59:59.999989,1845.86,1845.86,1827.74,1831.98,3080600000.0,0.0,MeanReversionStrategy,226,735235.9999999999,SimpleMovingAverage,226,1723.5009375,Broker,226,101922.08000000002,100090.10000000002,BuySell,226,,,Trades,226,,
227,spx-2013-2018,227,2014-01-03 23:59:59.999989,1833.21,1838.24,1829.13,1831.37,2774270000.0,0.0,MeanReversionStrategy,227,735236.9999999999,SimpleMovingAverage,227,1725.198515625,Broker,227,101922.08000000002,100090.71000000002,BuySell,227,,,Trades,227,,
228,spx-2013-2018,228,2014-01-06 23:59:59.999989,1832.31,1837.16,1823.73,1826.77,3294850000.0,0.0,MeanReversionStrategy,228,735239.9999999999,SimpleMovingAverage,228,1726.849765625,Broker,228,101922.08000000002,100095.31000000001,BuySell,228,,,Trades,228,,
229,spx-2013-2018,229,2014-01-07 23:59:59.999989,1828.71,1840.1,1828.71,1837.88,3511750000.0,0.0,MeanReversionStrategy,229,735240.9999999999,SimpleMovingAverage,229,1728.4590625,Broker,229,101922.08000000002,100084.20000000001,BuySell,229,,,Trades,229,,
230,spx-2013-2018,230,2014-01-08 23:59:59.999989,1837.9,1840.02,1831.4,1837.49,3652140000.0,0.0,MeanReversionStrategy,230,735241.9999999999,SimpleMovingAverage,230,1729.998359375,Broker,230,100084.18000000002,100084.18000000002,BuySell,230,1837.9,,Trades,230,,-14.980000000000018
231,spx-2013-2018,231,2014-01-09 23:59:59.999989,1839.0,1843.23,1830.38,1838.13,3581150000.0,0.0,MeanReversionStrategy,231,735242.9999999999,SimpleMovingAverage,231,1731.45,Broker,231,100084.18000000002,100084.18000000002,BuySell,231,,,Trades,231,,
232,spx-2013-2018,232,2014-01-10 23:59:59.999989,1840.06,1843.15,1832.43,1842.37,3335710000.0,0.0,MeanReversionStrategy,232,735243.9999999999,SimpleMovingAverage,232,1732.932421875,Broker,232,100084.18000000002,100084.18000000002,BuySell,232,,,Trades,232,,
233,spx-2013-2018,233,2014-01-13 23:59:59.999989,1841.26,1843.45,1815.52,1819.2,3591350000.0,0.0,MeanReversionStrategy,233,735246.9999999999,SimpleMovingAverage,233,1734.058828125,Broker,233,100084.18000000002,100084.18000000002,BuySell,233,,,Trades,233,,
234,spx-2013-2018,234,2014-01-14 23:59:59.999989,1821.36,1839.26,1821.36,1838.88,3353270000.0,0.0,MeanReversionStrategy,234,735247.9999999999,SimpleMovingAverage,234,1735.29859375,Broker,234,100084.18000000002,100084.18000000002,BuySell,234,,,Trades,234,,
235,spx-2013-2018,235,2014-01-15 23:59:59.999989,1840.52,1850.84,1840.52,1848.38,3777800000.0,0.0,MeanReversionStrategy,235,735248.9999999999,SimpleMovingAverage,235,1736.59453125,Broker,235,100084.18000000002,100084.18000000002,BuySell,235,,,Trades,235,,
236,spx-2013-2018,236,2014-01-16 23:59:59.999989,1847.99,1847.99,1840.3,1845.89,3491310000.0,0.0,MeanReversionStrategy,236,735249.9999999999,SimpleMovingAverage,236,1737.919765625,Broker,236,100084.18000000002,100084.18000000002,BuySell,236,,,Trades,236,,
237,spx-2013-2018,237,2014-01-17 23:59:59.999989,1844.23,1846.04,1835.23,1838.7,3626120000.0,0.0,MeanReversionStrategy,237,735250.9999999999,SimpleMovingAverage,237,1739.1525,Broker,237,100084.18000000002,100084.18000000002,BuySell,237,,,Trades,237,,
238,spx-2013-2018,238,2014-01-21 23:59:59.999989,1841.05,1849.31,1832.38,1843.8,3782470000.0,0.0,MeanReversionStrategy,238,735254.9999999999,SimpleMovingAverage,238,1740.358984375,Broker,238,100084.18000000002,100084.18000000002,BuySell,238,,,Trades,238,,
239,spx-2013-2018,239,2014-01-22 23:59:59.999989,1844.71,1846.87,1840.88,1844.86,3374170000.0,0.0,MeanReversionStrategy,239,735255.9999999999,SimpleMovingAverage,239,1741.5525,Broker,239,101928.89000000003,100084.03000000003,BuySell,239,,1844.71,Trades,239,,
240,spx-2013-2018,240,2014-01-23 23:59:59.999989,1842.29,1842.29,1820.06,1828.46,3972250000.0,0.0,MeanReversionStrategy,240,735256.9999999999,SimpleMovingAverage,240,1742.591015625,Broker,240,101928.89000000003,100100.43000000002,BuySell,240,,,Trades,240,,
241,spx-2013-2018,241,2014-01-24 23:59:59.999989,1826.96,1826.96,1790.29,1790.29,4618450000.0,0.0,MeanReversionStrategy,241,735257.9999999999,SimpleMovingAverage,241,1743.355859375,Broker,241,101928.89000000003,100138.60000000003,BuySell,241,,,Trades,241,,
242,spx-2013-2018,242,2014-01-27 23:59:59.999989,1791.03,1795.98,1772.88,1781.56,4045200000.0,0.0,MeanReversionStrategy,242,735260.9999999999,SimpleMovingAverage,242,1744.102890625,Broker,242,101928.89000000003,100147.33000000003,BuySell,242,,,Trades,242,,
243,spx-2013-2018,243,2014-01-28 23:59:59.999989,1783.0,1793.87,1779.49,1792.5,3437830000.0,0.0,MeanReversionStrategy,243,735261.9999999999,SimpleMovingAverage,243,1744.90171875,Broker,243,101928.89000000003,100136.39000000003,BuySell,243,,,Trades,243,,
244,spx-2013-2018,244,2014-01-29 23:59:59.999989,1790.15,1790.15,1770.45,1774.2,3964020000.0,0.0,MeanReversionStrategy,244,735262.9999999999,SimpleMovingAverage,244,1745.546640625,Broker,244,101928.89000000003,100154.69000000003,BuySell,244,,,Trades,244,,
245,spx-2013-2018,245,2014-01-30 23:59:59.999989,1777.17,1798.77,1777.17,1794.19,3547510000.0,0.0,MeanReversionStrategy,245,735263.9999999999,SimpleMovingAverage,245,1746.397109375,Broker,245,101928.89000000003,100134.70000000003,BuySell,245,,,Trades,245,,
246,spx-2013-2018,246,2014-01-31 23:59:59.999989,1790.88,1793.88,1772.26,1782.59,4059690000.0,0.0,MeanReversionStrategy,246,735264.9999999999,SimpleMovingAverage,246,1747.15203125,Broker,246,101928.89000000003,100146.30000000003,BuySell,246,,,Trades,246,,
247,spx-2013-2018,247,2014-02-03 23:59:59.999989,1782.68,1784.83,1739.66,1741.89,4726040000.0,0.0,MeanReversionStrategy,247,735267.9999999999,SimpleMovingAverage,247,1747.59078125,Broker,247,101928.89000000003,100187.00000000003,BuySell,247,,,Trades,247,,
248,spx-2013-2018,248,2014-02-04 23:59:59.999989,1743.82,1758.73,1743.82,1755.2,4068410000.0,0.0,MeanReversionStrategy,248,735268.9999999999,SimpleMovingAverage,248,1747.968359375,Broker,248,101928.89000000003,100173.69000000003,BuySell,248,,,Trades,248,,
249,spx-2013-2018,249,2014-02-05 23:59:59.999989,1753.38,1755.79,1737.92,1751.64,3984290000.0,0.0,MeanReversionStrategy,249,735269.9999999999,SimpleMovingAverage,249,1748.29625,Broker,249,100175.51000000002,100175.51000000002,BuySell,249,1753.38,,Trades,249,91.32999999999993,
250,spx-2013-2018,250,2014-02-06 23:59:59.999989,1752.99,1774.06,1752.99,1773.43,3825410000.0,0.0,MeanReversionStrategy,250,735270.9999999999,SimpleMovingAverage,250,1748.814140625,Broker,250,98422.52000000002,100195.95000000001,BuySell,250,1752.99,,Trades,250,,
251,spx-2013-2018,251,2014-02-07 23:59:59.999989,1776.01,1798.03,1776.01,1797.02,3775990000.0,0.0,MeanReversionStrategy,251,735271.9999999999,SimpleMovingAverage,251,1749.59265625,Broker,251,98422.52000000002,100219.54000000002,BuySell,251,,,Trades,251,,
252,spx-2013-2018,252,2014-02-10 23:59:59.999989,1796.2,1799.94,1791.83,1799.84,3312160000.0,0.0,MeanReversionStrategy,252,735274.9999999999,SimpleMovingAverage,252,1750.443671875,Broker,252,98422.52000000002,100222.36000000002,BuySell,252,,,Trades,252,,
253,spx-2013-2018,253,2014-02-11 23:59:59.999989,1800.45,1823.54,1800.41,1819.75,3699380000.0,0.0,MeanReversionStrategy,253,735275.9999999999,SimpleMovingAverage,253,1751.39890625,Broker,253,98422.52000000002,100242.27000000002,BuySell,253,,,Trades,253,,
254,spx-2013-2018,254,2014-02-12 23:59:59.999989,1820.12,1826.55,1815.97,1819.26,3326380000.0,0.0,MeanReversionStrategy,254,735276.9999999999,SimpleMovingAverage,254,1752.39765625,Broker,254,98422.52000000002,100241.78000000001,BuySell,254,,,Trades,254,,
255,spx-2013-2018,255,2014-02-13 23:59:59.999989,1814.82,1830.25,1809.22,1829.83,3289510000.0,0.0,MeanReversionStrategy,255,735277.9999999999,SimpleMovingAverage,255,1753.49421875,Broker,255,98422.52000000002,100252.35000000002,BuySell,255,,,Trades,255,,
256,spx-2013-2018,256,2014-02-14 23:59:59.999989,1828.46,1841.65,1825.59,1838.63,3114750000.0,0.0,MeanReversionStrategy,256,735278.9999999999,SimpleMovingAverage,256,1754.622890625,Broker,256,98422.52000000002,100261.15000000002,BuySell,256,,,Trades,256,,
257,spx-2013-2018,257,2014-02-18 23:59:59.999989,1839.03,1842.87,1835.01,1840.76,3421110000.0,0.0,MeanReversionStrategy,257,735282.9999999999,SimpleMovingAverage,257,1755.83671875,Broker,257,98422.52000000002,100263.28000000001,BuySell,257,,,Trades,257,,
258,spx-2013-2018,258,2014-02-19 23:59:59.999989,1838.9,1847.5,1826.99,1828.75,3661570000.0,0.0,MeanReversionStrategy,258,735283.9999999999,SimpleMovingAverage,258,1757.144765625,Broker,258,98422.52000000002,100251.27000000002,BuySell,258,,,Trades,258,,
259,spx-2013-2018,259,2014-02-20 23:59:59.999989,1829.24,1842.79,1824.58,1839.78,3404980000.0,0.0,MeanReversionStrategy,259,735284.9999999999,SimpleMovingAverage,259,1758.581875,Broker,259,98422.52000000002,100262.30000000002,BuySell,259,,,Trades,259,,
260,spx-2013-2018,260,2014-02-21 23:59:59.999989,1841.07,1846.13,1835.6,1836.25,3403880000.0,0.0,MeanReversionStrategy,260,735285.9999999999,SimpleMovingAverage,260,1760.067734375,Broker,260,100263.59000000003,100263.59000000003,BuySell,260,,1841.07,Trades,260,88.07999999999993,
261,spx-2013-2018,261,2014-02-24 23:59:59.999989,1836.78,1858.71,1836.78,1847.61,4014530000.0,0.0,MeanReversionStrategy,261,735288.9999999999,SimpleMovingAverage,261,1761.593203125,Broker,261,100263.59000000003,100263.59000000003,BuySell,261,,,Trades,261,,
262,spx-2013-2018,262,2014-02-25 23:59:59.999989,1847.66,1852.91,1840.19,1845.12,3515560000.0,0.0,MeanReversionStrategy,262,735289.9999999999,SimpleMovingAverage,262,1763.173828125,Broker,262,100263.59000000003,100263.59000000003,BuySell,262,,,Trades,262,,
263,spx-2013-2018,263,2014-02-26 23:59:59.999989,1845.79,1852.65,1840.66,1845.16,3716730000.0,0.0,MeanReversionStrategy,263,735290.9999999999,SimpleMovingAverage,263,1764.644140625,Broker,263,100263.59000000003,100263.59000000003,BuySell,263,,,Trades,263,,
264,spx-2013-2018,264,2014-02-27 23:59:59.999989,1844.9,1854.53,1841.13,1854.29,3547460000.0,0.0,MeanReversionStrategy,264,735291.9999999999,SimpleMovingAverage,264,1766.1346875,Broker,264,100263.59000000003,100263.59000000003,BuySell,264,,,Trades,264,,
265,spx-2013-2018,265,2014-02-28 23:59:59.999989,1855.12,1867.92,1847.67,1859.45,3917450000.0,0.0,MeanReversionStrategy,265,735292.9999999999,SimpleMovingAverage,265,1767.718046875,Broker,265,100263.59000000003,100263.59000000003,BuySell,265,,,Trades,265,,
266,spx-2013-2018,266,2014-03-03 23:59:59.999989,1857.68,1857.68,1834.44,1845.73,3428220000.0,0.0,MeanReversionStrategy,266,735295.9999999999,SimpleMovingAverage,266,1769.3996875,Broker,266,102121.27000000002,100275.54000000002,BuySell,266,,1857.68,Trades,266,,
267,spx-2013-2018,267,2014-03-04 23:59:59.999989,1849.23,1876.23,1849.23,1873.91,3765770000.0,0.0,MeanReversionStrategy,267,735296.9999999999,SimpleMovingAverage,267,1771.266484375,Broker,267,102121.27000000002,100247.36000000002,BuySell,267,,,Trades,267,,
268,spx-2013-2018,268,2014-03-05 23:59:59.999989,1874.05,1876.53,1871.11,1873.81,3392990000.0,0.0,MeanReversionStrategy,268,735297.9999999999,SimpleMovingAverage,268,1773.107421875,Broker,268,102121.27000000002,100247.46000000002,BuySell,268,,,Trades,268,,
269,spx-2013-2018,269,2014-03-06 23:59:59.999989,1874.18,1881.94,1874.18,1877.03,3360450000.0,0.0,MeanReversionStrategy,269,735298.9999999999,SimpleMovingAverage,269,1775.014140625,Broker,269,102121.27000000002,100244.24000000002,BuySell,269,,,Trades,269,,
270,spx-2013-2018,270,2014-03-07 23:59:59.999989,1878.52,1883.57,1870.56,1878.04,3564740000.0,0.0,MeanReversionStrategy,270,735299.9999999999,SimpleMovingAverage,270,1776.875625,Broker,270,102121.27000000002,100243.23000000003,BuySell,270,,,Trades,270,,
271,spx-2013-2018,271,2014-03-10 23:59:59.999989,1877.86,1877.87,1867.04,1877.17,3021350000.0,0.0,MeanReversionStrategy,271,735302.9999999999,SimpleMovingAverage,271,1778.626328125,Broker,271,102121.27000000002,100244.10000000002,BuySell,271,,,Trades,271,,
272,spx-2013-2018,272,2014-03-11 23:59:59.999989,1878.26,1882.35,1863.88,1867.63,3392400000.0,0.0,MeanReversionStrategy,272,735303.9999999999,SimpleMovingAverage,272,1780.286875,Broker,272,102121.27000000002,100253.64000000001,BuySell,272,,,Trades,272,,
273,spx-2013-2018,273,2014-03-12 23:59:59.999989,1866.15,1868.38,1854.38,1868.2,3270860000.0,0.0,MeanReversionStrategy,273,735304.9999999999,SimpleMovingAverage,273,1781.951171875,Broker,273,102121.27000000002,100253.07000000002,BuySell,273,,,Trades,273,,
274,spx-2013-2018,274,2014-03-13 23:59:59.999989,1869.06,1874.4,1841.86,1846.34,3670990000.0,0.0,MeanReversionStrategy,274,735305.9999999999,SimpleMovingAverage,274,1783.31546875,Broker,274,102121.27000000002,100274.93000000002,BuySell,274,,,Trades,274,,
275,spx-2013-2018,275,2014-03-14 23:59:59.999989,1845.07,1852.44,1839.57,1841.13,3285460000.0,0.0,MeanReversionStrategy,275,735306.9999999999,SimpleMovingAverage,275,1784.543125,Broker,275,102121.27000000002,100280.14000000001,BuySell,275,,,Trades,275,,
276,spx-2013-2018,276,2014-03-17 23:59:59.999989,1842.81,1862.3,1842.81,1858.83,2860490000.0,0.0,MeanReversionStrategy,276,735309.9999999999,SimpleMovingAverage,276,1785.86890625,Broker,276,100278.46000000002,100278.46000000002,BuySell,276,1842.81,,Trades,276,14.870000000000118,
277,spx-2013-2018,277,2014-03-18 23:59:59.999989,1858.92,1873.76,1858.92,1872.25,2930190000.0,0.0,MeanReversionStrategy,277,735310.9999999999,SimpleMovingAverage,277,1787.344140625,Broker,277,100278.46000000002,100278.46000000002,BuySell,277,,,Trades,277,,
278,spx-2013-2018,278,2014-03-19 23:59:59.999989,1872.25,1874.14,1850.35,1860.77,3289210000.0,0.0,MeanReversionStrategy,278,735311.9999999999,SimpleMovingAverage,278,1788.693984375,Broker,278,100278.46000000002,100278.46000000002,BuySell,278,,,Trades,278,,
279,spx-2013-2018,279,2014-03-20 23:59:59.999989,1860.09,1873.49,1854.63,1872.01,3327540000.0,0.0,MeanReversionStrategy,279,735312.9999999999,SimpleMovingAverage,279,1790.0565625,Broker,279,100278.46000000002,100278.46000000002,BuySell,279,,,Trades,279,,
280,spx-2013-2018,280,2014-03-21 23:59:59.999989,1874.53,1883.97,1863.46,1866.52,5270710000.0,0.0,MeanReversionStrategy,280,735313.9999999999,SimpleMovingAverage,280,1791.3203125,Broker,280,102152.99000000002,100286.47000000002,BuySell,280,,1874.53,Trades,280,,
281,spx-2013-2018,281,2014-03-24 23:59:59.999989,1867.67,1873.34,1849.69,1857.44,3409000000.0,0.0,MeanReversionStrategy,281,735316.9999999999,SimpleMovingAverage,281,1792.3509375,Broker,281,102152.99000000002,100295.55000000002,BuySell,281,,,Trades,281,,
282,spx-2013-2018,282,2014-03-25 23:59:59.999989,1859.48,1871.87,1855.96,1865.62,3200560000.0,0.0,MeanReversionStrategy,282,735317.9999999999,SimpleMovingAverage,282,1793.4703125,Broker,282,102152.99000000002,100287.37000000002,BuySell,282,,,Trades,282,,
283,spx-2013-2018,283,2014-03-26 23:59:59.999989,1867.09,1875.92,1852.56,1852.56,3480850000.0,0.0,MeanReversionStrategy,283,735318.9999999999,SimpleMovingAverage,283,1794.584765625,Broker,283,102152.99000000002,100300.43000000002,BuySell,283,,,Trades,283,,
284,spx-2013-2018,284,2014-03-27 23:59:59.999989,1852.11,1855.55,1842.11,1849.04,3733430000.0,0.0,MeanReversionStrategy,284,735319.9999999999,SimpleMovingAverage,284,1795.734765625,Broker,284,102152.99000000002,100303.95000000003,BuySell,284,,,Trades,284,,
285,spx-2013-2018,285,2014-03-28 23:59:59.999989,1850.07,1866.63,1850.07,1857.62,2955520000.0,0.0,MeanReversionStrategy,285,735320.9999999999,SimpleMovingAverage,285,1796.986328125,Broker,285,102152.99000000002,100295.37000000002,BuySell,285,,,Trades,285,,
286,spx-2013-2018,286,2014-03-31 23:59:59.999989,1859.16,1875.18,1859.16,1872.34,3274300000.0,0.0,MeanReversionStrategy,286,735323.9999999999,SimpleMovingAverage,286,1798.38921875,Broker,286,102152.99000000002,100280.65000000002,BuySell,286,,,Trades,286,,
287,spx-2013-2018,287,2014-04-01 23:59:59.999989,1873.96,1885.84,1873.96,1885.52,3336190000.0,0.0,MeanReversionStrategy,287,735324.9999999999,SimpleMovingAverage,287,1799.848984375,Broker,287,102152.99000000002,100267.47000000002,BuySell,287,,,Trades,287,,
288,spx-2013-2018,288,2014-04-02 23:59:59.999989,1886.61,1893.17,1883.79,1890.9,3131660000.0,0.0,MeanReversionStrategy,288,735325.9999999999,SimpleMovingAverage,288,1801.40484375,Broker,288,102152.99000000002,100262.09000000003,BuySell,288,,,Trades,288,,
289,spx-2013-2018,289,2014-04-03 23:59:59.999989,1891.43,1893.8,1882.65,1888.77,3055600000.0,0.0,MeanReversionStrategy,289,735326.9999999999,SimpleMovingAverage,289,1803.02375,Broker,289,102152.99000000002,100264.22000000002,BuySell,289,,,Trades,289,,
290,spx-2013-2018,290,2014-04-04 23:59:59.999989,1890.25,1897.28,1863.26,1865.09,3583750000.0,0.0,MeanReversionStrategy,290,735327.9999999999,SimpleMovingAverage,290,1804.352578125,Broker,290,100262.74000000002,100262.74000000002,BuySell,290,1890.25,,Trades,290,,-15.720000000000027
291,spx-2013-2018,291,2014-04-07 23:59:59.999989,1863.92,1864.04,1841.48,1845.04,3801540000.0,0.0,MeanReversionStrategy,291,735330.9999999999,SimpleMovingAverage,291,1805.53359375,Broker,291,100262.74000000002,100262.74000000002,BuySell,291,,,Trades,291,,
292,spx-2013-2018,292,2014-04-08 23:59:59.999989,1845.48,1854.95,1837.49,1851.96,3721450000.0,0.0,MeanReversionStrategy,292,735331.9999999999,SimpleMovingAverage,292,1806.8875,Broker,292,98417.26000000002,100269.22000000003,BuySell,292,1845.48,,Trades,292,,
293,spx-2013-2018,293,2014-04-09 23:59:59.999989,1852.64,1872.43,1852.38,1872.18,3308650000.0,0.0,MeanReversionStrategy,293,735332.9999999999,SimpleMovingAverage,293,1808.306875,Broker,293,98417.26000000002,100289.44000000002,BuySell,293,,,Trades,293,,
294,spx-2013-2018,294,2014-04-10 23:59:59.999989,1872.28,1872.53,1830.87,1833.08,3758780000.0,0.0,MeanReversionStrategy,294,735333.9999999999,SimpleMovingAverage,294,1809.533125,Broker,294,98417.26000000002,100250.34000000003,BuySell,294,,,Trades,294,,
295,spx-2013-2018,295,2014-04-11 23:59:59.999989,1830.65,1835.07,1814.36,1815.69,3743460000.0,0.0,MeanReversionStrategy,295,735334.9999999999,SimpleMovingAverage,295,1810.785,Broker,295,98417.26000000002,100232.95000000003,BuySell,295,,,Trades,295,,
296,spx-2013-2018,296,2014-04-14 23:59:59.999989,1818.18,1834.19,1815.8,1830.61,3111540000.0,0.0,MeanReversionStrategy,296,735337.9999999999,SimpleMovingAverage,296,1812.146015625,Broker,296,98417.26000000002,100247.87000000002,BuySell,296,,,Trades,296,,
297,spx-2013-2018,297,2014-04-15 23:59:59.999989,1831.45,1844.02,1816.29,1842.98,3736440000.0,0.0,MeanReversionStrategy,297,735338.9999999999,SimpleMovingAverage,297,1813.321171875,Broker,297,98417.26000000002,100260.24000000002,BuySell,297,,,Trades,297,,
298,spx-2013-2018,298,2014-04-16 23:59:59.999989,1846.01,1862.31,1846.01,1862.31,3155080000.0,0.0,MeanReversionStrategy,298,735339.9999999999,SimpleMovingAverage,298,1814.56421875,Broker,298,98417.26000000002,100279.57000000002,BuySell,298,,,Trades,298,,
299,spx-2013-2018,299,2014-04-17 23:59:59.999989,1861.73,1869.63,1856.72,1864.85,3341430000.0,0.0,MeanReversionStrategy,299,735340.9999999999,SimpleMovingAverage,299,1815.772890625,Broker,299,98417.26000000002,100282.11000000003,BuySell,299,,,Trades,299,,
300,spx-2013-2018,300,2014-04-21 23:59:59.999989,1865.79,1871.89,1863.18,1871.89,2642500000.0,0.0,MeanReversionStrategy,300,735344.9999999999,SimpleMovingAverage,300,1817.1309375,Broker,300,98417.26000000002,100289.15000000002,BuySell,300,,,Trades,300,,
301,spx-2013-2018,301,2014-04-22 23:59:59.999989,1872.57,1884.89,1872.57,1879.55,3215440000.0,0.0,MeanReversionStrategy,301,735345.9999999999,SimpleMovingAverage,301,1818.365390625,Broker,301,98417.26000000002,100296.81000000003,BuySell,301,,,Trades,301,,
302,spx-2013-2018,302,2014-04-23 23:59:59.999989,1879.32,1879.75,1873.91,1875.39,3085720000.0,0.0,MeanReversionStrategy,302,735346.9999999999,SimpleMovingAverage,302,1819.476640625,Broker,302,100296.58000000003,100296.58000000003,BuySell,302,,1879.32,Trades,302,33.83999999999992,
303,spx-2013-2018,303,2014-04-24 23:59:59.999989,1881.97,1884.06,1870.24,1878.61,3191830000.0,0.0,MeanReversionStrategy,303,735347.9999999999,SimpleMovingAverage,303,1820.524375,Broker,303,102178.55000000003,100299.94000000003,BuySell,303,,1881.97,Trades,303,,
304,spx-2013-2018,304,2014-04-25 23:59:59.999989,1877.72,1877.72,1859.7,1863.4,3213020000.0,0.0,MeanReversionStrategy,304,735348.9999999999,SimpleMovingAverage,304,1821.45203125,Broker,304,102178.55000000003,100315.15000000004,BuySell,304,,,Trades,304,,
305,spx-2013-2018,305,2014-04-28 23:59:59.999989,1865.0,1877.01,1850.61,1869.43,4034680000.0,0.0,MeanReversionStrategy,305,735351.9999999999,SimpleMovingAverage,305,1822.34859375,Broker,305,102178.55000000003,100309.12000000004,BuySell,305,,,Trades,305,,
