Date,scored_v1,scored_v2,wealth_6m,wealth_8m,wealth_10m,wealth_12m
12/6/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/7/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/8/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/11/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/12/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/13/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/14/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/15/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/18/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/19/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/20/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/21/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/22/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/26/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/27/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/28/2017,439.79,378.5,65.38,625.62,444.53,901.5
12/29/2017,439.79,378.5,65.38,625.62,444.53,901.5
1/2/2018,439.79,378.5,65.38,625.62,444.53,901.5
1/3/2018,439.79,378.5,65.38,625.62,444.53,901.5
1/4/2018,565.24,503.95,222.15,751.07,445.3,882.83
1/5/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/8/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/9/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/10/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/11/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/12/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/16/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/17/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/18/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/19/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/22/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/23/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/24/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/25/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/26/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/29/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/30/2018,574.87,513.58,249.38,760.7,414.15,864.38
1/31/2018,574.87,513.58,249.38,760.7,414.15,864.38
2/1/2018,625.21,563.92,239.48,849.42,464.49,914.72
2/2/2018,622.37,553.71,199.78,846.58,461.65,905.08
2/5/2018,622.37,553.71,199.78,846.58,461.65,905.08
2/6/2018,622.37,553.71,199.78,846.58,461.65,905.08
2/7/2018,582,527.7,159.41,806.21,421.28,864.71
2/8/2018,582,527.7,159.41,806.21,421.28,864.71
