Date,XLY,XLF,XLK,XLE,XLV,XLI,XLP,XLB,XLU,mr_wealth,mo_wealth,mr_wealth_cross,mo_wealth_cross
2006-04-17,28.117081,15.920955,18.276482,45.043331,25.144938,26.355529999999998,17.022884,25.341171,19.609098,1013550.4671141694,940587.3239267552,1088664.9166980898,992994.2376875603
2006-04-18,28.529203000000003,16.215335999999997,18.644351999999998,46.144844,25.381384,26.989201,17.184795,26.034929,19.985575,1013550.4671141694,927057.8646747204,1109852.2194736954,992994.2376875603
2006-04-19,28.428282,16.234957,18.627632000000002,46.858059000000004,25.234629,27.161306,17.206871,26.210274,20.050484,1013550.4671141694,942866.6835079076,1091704.839285618,992994.2376875603
2006-04-20,28.537619,16.269312,18.644351999999998,46.374672,25.462917,27.263006,17.236310999999997,25.966310999999997,20.193281,1013550.4671141694,925752.7725144078,1114143.934947558,992994.2376875603
2006-04-21,28.318939,16.249681,18.443697,47.341465,25.405846,27.294294,17.236310999999997,26.225513,20.284151,1013550.4671141694,932531.1172505214,1099202.5043161735,992994.2376875603
2006-04-24,28.31053,16.254580999999998,18.418623,46.620327,25.308014,27.388170000000002,17.309908,26.134029,20.472391000000002,1013550.4671141694,936693.0370884099,1083522.6158817564,992994.2376875603
2006-04-25,28.26848,16.156451999999998,18.410255,46.018051,25.153091,27.067429999999998,17.309908,25.951059,20.1803,1013550.4671141694,951223.425876468,1076074.9330357274,992994.2376875603
2006-04-26,28.461926000000002,16.249681,18.477137,45.289001,25.153091,27.216064000000003,17.471819,25.943434,19.979082000000002,1013550.4671141694,959454.0055595844,1046207.7123325644,992994.2376875603
2006-04-27,28.689014,16.504807,18.661077,44.773899,25.014482,27.067429999999998,17.493904,25.425022,20.245209,1013550.4671141694,959454.0055595844,1046207.7123325644,992994.2376875603
2006-04-28,28.672194,16.661807999999997,18.268124,45.281063,25.267232999999997,27.012663,17.538061,25.539382999999997,20.329588,1017201.7852938514,936199.0596531958,1057790.5483671394,997485.7688594668
2006-05-01,28.512397999999997,16.401773000000002,18.117628,46.025978,25.047104,27.083071,17.530697,25.707104,20.141356,1017201.7852938514,934008.9317972126,1077104.316476298,997485.7688594668
2006-05-02,28.537619,16.504807,18.201233,47.048244,25.047104,27.302111,17.633736,25.958691,20.465902,1017201.7852938514,931598.45852684,1072747.7275207175,997485.7688594668
2006-05-03,28.613306,16.490088,18.159433,46.319179999999996,24.769884,27.309944,17.515972,25.966310999999997,20.40099,1017201.7852938514,932419.9081342972,1075811.9714579182,997485.7688594668
2006-05-04,28.773117,16.524429,18.226313,46.105225,24.851418,27.638508,17.545424,26.225513,20.426958,1017201.7852938514,951278.3005683336,1084466.522850073,997485.7688594668
2006-05-05,29.10955,16.759932,18.326653,46.644096000000005,25.096014,27.912304,17.707335,26.408487,20.887815,1017201.7852938514,947396.385101619,1082117.8094690628,997485.7688594668
2006-05-08,29.1516,16.691246,18.351738,46.438049,25.087866,27.888840000000002,17.803009,26.507593,20.725538,1017201.7852938514,935062.9726509778,1096868.6039692876,997485.7688594668
2006-05-09,29.235712,16.720679999999998,18.276482,46.715412,24.908485,27.888840000000002,17.854525,26.682940000000002,20.550285000000002,1017201.7852938514,936565.3916350119,1103218.6716611164,997485.7688594668
2006-05-10,29.252529,16.730497,18.084194,47.151268,24.884024,27.904486,17.780929999999998,26.690563,20.712557,1017201.7852938514,933192.7452883782,1080730.3778416002,997485.7688594668
2006-05-11,28.958157,16.455744,17.707952,46.541061,24.835107999999998,27.763681,17.560139000000003,26.324623,20.51783,1017201.7852938514,941610.4287315519,1041515.4814347154,997485.7688594668
2006-05-12,28.672194,16.288930999999998,17.540733,44.964085,24.778044,27.325585999999998,17.420301000000002,25.760466,20.290646,1017201.7852938514,967027.0655022964,1009053.4979436363,997485.7688594668
2006-05-15,28.747884999999997,16.401773000000002,17.557463000000002,44.021053,25.128629999999998,27.333412,17.611658,25.425022,20.420464000000003,1017201.7852938514,960193.7687066454,1012583.494700691,997485.7688594668
2006-05-16,28.546035999999997,16.382145,17.390251,44.17955,25.193861,27.325585999999998,17.677891,25.432655,20.329588,1017201.7852938514,958175.8274061435,975089.6432021903,997485.7688594668
2006-05-17,28.150724,16.053432,17.156147,43.054264,24.932947,26.762333,17.457104,24.746519,20.018026000000003,1017201.7852938514,964446.8559925938,958863.678493186,997485.7688594668
2006-05-18,28.133902000000003,15.911142000000002,17.097620000000003,42.531231,24.82696,26.543284999999997,17.368786,24.48731,20.011536,1017201.7852938514,966344.4813466126,967171.5511657,997485.7688594668
2006-05-19,28.327353999999996,15.994549,17.223038,42.808601,24.688356,26.629343,17.383507,24.586428,20.1803,1017201.7852938514,973125.9352474727,951038.8073231175,997485.7688594668
2006-05-22,28.1255,15.955297,17.072548,42.562923,24.582355,26.574581,17.435022,24.052754999999998,20.336082,1017201.7852938514,957317.186054037,953647.6438381351,997485.7688594668
2006-05-23,27.915226,15.876797,16.947129999999998,42.570858,24.46821,26.449410999999998,17.42766,24.106125,20.050484,1017201.7852938514,968223.5115875258,933927.4781150531,997485.7688594668
2006-05-24,27.957281,15.886613,17.11434,42.047836,24.541586,26.379007,17.560139000000003,23.999392999999998,20.121883,1017201.7852938514,968233.2293825911,962641.3529556904,997485.7688594668
2006-05-25,28.226427,16.028893,17.273195,43.521815999999994,24.769884,26.558940999999997,17.729404000000002,24.411076,20.310116,1017201.7852938514,972827.1768683367,976120.1151414269,997485.7688594668
2006-05-26,28.318939,16.161364000000003,17.356798,43.664448,24.908485,26.707572999999996,17.729404000000002,24.822748,20.530811,1017201.7852938514,964762.5004654373,971872.9775960107,997485.7688594668
2006-05-30,27.889994,15.920955,17.014023,42.97501,24.582355,26.363371,17.508623,24.235733,20.323103,1017201.7852938514,964567.073935624,981926.8026966567,997485.7688594668
