,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,datetime,cumulative_pnl_12m
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-12,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-13,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-14,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-15,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-18,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-19,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-20,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-21,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-22,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-25,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-26,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-27,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-28,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-01,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-02,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-03,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-04,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-05,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-08,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-09,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-10,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-11,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-12,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-15,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-16,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-17,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-18,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-19,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-22,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-23,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-24,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-25,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-26,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-29,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-30,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-01,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-02,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-03,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-06,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-07,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-08,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-09,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-10,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-13,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-14,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-15,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-16,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-17,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-20,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-21,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-22,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-23,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-24,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-28,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-29,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-30,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-31,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-03,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-04,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-05,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-06,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-07,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-10,0.0
