Id,spx-2013-2018,len,datetime,open,high,low,close,volume,openinterest,BackTradingStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
358,spx-2013-2018,358,2014-07-14 23:59:59.999989,1969.86,1979.85,1969.86,1977.1,2744920000.0,0.0,BackTradingStrategy,358,735428.9999999999,Broker,358,100066.24999999999,100066.24999999999,BuySell,358,,1969.86,Trades,358,39.059999999999945,
359,spx-2013-2018,359,2014-07-15 23:59:59.999989,1977.36,1982.52,1965.34,1973.28,3328740000.0,0.0,BackTradingStrategy,359,735429.9999999999,Broker,359,98088.88999999998,100062.16999999998,BuySell,359,1977.36,,Trades,359,,
360,spx-2013-2018,360,2014-07-16 23:59:59.999989,1976.35,1983.94,1975.67,1981.57,3390950000.0,0.0,BackTradingStrategy,360,735430.9999999999,Broker,360,98088.88999999998,100070.45999999999,BuySell,360,,,Trades,360,,
361,spx-2013-2018,361,2014-07-17 23:59:59.999989,1979.75,1981.8,1955.59,1958.12,3381680000.0,0.0,BackTradingStrategy,361,735431.9999999999,Broker,361,98088.88999999998,100047.00999999998,BuySell,361,,,Trades,361,,
362,spx-2013-2018,362,2014-07-18 23:59:59.999989,1961.54,1979.91,1960.82,1978.22,3106060000.0,0.0,BackTradingStrategy,362,735432.9999999999,Broker,362,98088.88999999998,100067.10999999999,BuySell,362,,,Trades,362,,
363,spx-2013-2018,363,2014-07-21 23:59:59.999989,1976.93,1976.93,1965.77,1973.63,2611160000.0,0.0,BackTradingStrategy,363,735435.9999999999,Broker,363,98088.88999999998,100062.51999999999,BuySell,363,,,Trades,363,,
364,spx-2013-2018,364,2014-07-22 23:59:59.999989,1975.65,1986.24,1975.65,1983.53,2890480000.0,0.0,BackTradingStrategy,364,735436.9999999999,Broker,364,98088.88999999998,100072.41999999998,BuySell,364,,,Trades,364,,
365,spx-2013-2018,365,2014-07-23 23:59:59.999989,1985.32,1989.23,1982.44,1987.01,2869720000.0,0.0,BackTradingStrategy,365,735437.9999999999,Broker,365,98088.88999999998,100075.89999999998,BuySell,365,,,Trades,365,,
366,spx-2013-2018,366,2014-07-24 23:59:59.999989,1988.07,1991.39,1985.79,1987.98,3203530000.0,0.0,BackTradingStrategy,366,735438.9999999999,Broker,366,98088.88999999998,100076.86999999998,BuySell,366,,,Trades,366,,
367,spx-2013-2018,367,2014-07-25 23:59:59.999989,1984.6,1984.6,1974.37,1978.34,2638960000.0,0.0,BackTradingStrategy,367,735439.9999999999,Broker,367,98088.88999999998,100067.22999999998,BuySell,367,,,Trades,367,,
368,spx-2013-2018,368,2014-07-28 23:59:59.999989,1978.25,1981.52,1967.31,1978.91,2803320000.0,0.0,BackTradingStrategy,368,735442.9999999999,Broker,368,98088.88999999998,100067.79999999999,BuySell,368,,,Trades,368,,
369,spx-2013-2018,369,2014-07-29 23:59:59.999989,1980.03,1984.85,1969.95,1969.95,3183300000.0,0.0,BackTradingStrategy,369,735443.9999999999,Broker,369,98088.88999999998,100058.83999999998,BuySell,369,,,Trades,369,,
370,spx-2013-2018,370,2014-07-30 23:59:59.999989,1973.21,1978.9,1962.42,1970.07,3448250000.0,0.0,BackTradingStrategy,370,735444.9999999999,Broker,370,98088.88999999998,100058.95999999999,BuySell,370,,,Trades,370,,
371,spx-2013-2018,371,2014-07-31 23:59:59.999989,1965.14,1965.14,1930.67,1930.67,4193000000.0,0.0,BackTradingStrategy,371,735445.9999999999,Broker,371,98088.88999999998,100019.55999999998,BuySell,371,,,Trades,371,,
372,spx-2013-2018,372,2014-08-01 23:59:59.999989,1929.8,1937.35,1916.37,1925.15,3789660000.0,0.0,BackTradingStrategy,372,735446.9999999999,Broker,372,98088.88999999998,100014.03999999998,BuySell,372,,,Trades,372,,
373,spx-2013-2018,373,2014-08-04 23:59:59.999989,1926.62,1942.92,1921.2,1938.99,3072920000.0,0.0,BackTradingStrategy,373,735449.9999999999,Broker,373,98088.88999999998,100027.87999999999,BuySell,373,,,Trades,373,,
374,spx-2013-2018,374,2014-08-05 23:59:59.999989,1936.34,1936.34,1913.77,1920.21,3462520000.0,0.0,BackTradingStrategy,374,735450.9999999999,Broker,374,98088.88999999998,100009.09999999999,BuySell,374,,,Trades,374,,
375,spx-2013-2018,375,2014-08-06 23:59:59.999989,1917.29,1927.91,1911.45,1920.24,3539150000.0,0.0,BackTradingStrategy,375,735451.9999999999,Broker,375,98088.88999999998,100009.12999999999,BuySell,375,,,Trades,375,,
376,spx-2013-2018,376,2014-08-07 23:59:59.999989,1923.03,1928.89,1904.78,1909.57,3230520000.0,0.0,BackTradingStrategy,376,735452.9999999999,Broker,376,98088.88999999998,99998.45999999999,BuySell,376,,,Trades,376,,
377,spx-2013-2018,377,2014-08-08 23:59:59.999989,1910.35,1932.38,1909.01,1931.59,2902280000.0,0.0,BackTradingStrategy,377,735453.9999999999,Broker,377,98088.88999999998,100020.47999999998,BuySell,377,,,Trades,377,,
378,spx-2013-2018,378,2014-08-11 23:59:59.999989,1933.43,1944.9,1933.43,1936.92,2784890000.0,0.0,BackTradingStrategy,378,735456.9999999999,Broker,378,98088.88999999998,100025.80999999998,BuySell,378,,,Trades,378,,
379,spx-2013-2018,379,2014-08-12 23:59:59.999989,1935.73,1939.65,1928.29,1933.75,2611700000.0,0.0,BackTradingStrategy,379,735457.9999999999,Broker,379,100024.61999999998,100024.61999999998,BuySell,379,,1935.73,Trades,379,,-41.62999999999988
380,spx-2013-2018,380,2014-08-13 23:59:59.999989,1935.6,1948.41,1935.6,1946.72,2718020000.0,0.0,BackTradingStrategy,380,735458.9999999999,Broker,380,98089.01999999997,100035.73999999998,BuySell,380,1935.6,,Trades,380,,
381,spx-2013-2018,381,2014-08-14 23:59:59.999989,1947.41,1955.23,1947.41,1955.18,2609460000.0,0.0,BackTradingStrategy,381,735459.9999999999,Broker,381,98089.01999999997,100044.19999999997,BuySell,381,,,Trades,381,,
382,spx-2013-2018,382,2014-08-15 23:59:59.999989,1958.87,1964.04,1941.5,1955.06,3023380000.0,0.0,BackTradingStrategy,382,735460.9999999999,Broker,382,98089.01999999997,100044.07999999997,BuySell,382,,,Trades,382,,
383,spx-2013-2018,383,2014-08-18 23:59:59.999989,1958.36,1971.99,1958.36,1971.74,2638160000.0,0.0,BackTradingStrategy,383,735463.9999999999,Broker,383,98089.01999999997,100060.75999999998,BuySell,383,,,Trades,383,,
384,spx-2013-2018,384,2014-08-19 23:59:59.999989,1972.73,1982.57,1972.73,1981.6,2656430000.0,0.0,BackTradingStrategy,384,735464.9999999999,Broker,384,98089.01999999997,100070.61999999998,BuySell,384,,,Trades,384,,
385,spx-2013-2018,385,2014-08-20 23:59:59.999989,1980.46,1988.57,1977.68,1986.51,2579560000.0,0.0,BackTradingStrategy,385,735465.9999999999,Broker,385,98089.01999999997,100075.52999999997,BuySell,385,,,Trades,385,,
386,spx-2013-2018,386,2014-08-21 23:59:59.999989,1986.82,1994.76,1986.82,1992.37,2638920000.0,0.0,BackTradingStrategy,386,735466.9999999999,Broker,386,98089.01999999997,100081.38999999997,BuySell,386,,,Trades,386,,
387,spx-2013-2018,387,2014-08-22 23:59:59.999989,1992.6,1993.54,1984.76,1988.4,2301860000.0,0.0,BackTradingStrategy,387,735467.9999999999,Broker,387,98089.01999999997,100077.41999999997,BuySell,387,,,Trades,387,,
388,spx-2013-2018,388,2014-08-25 23:59:59.999989,1991.74,2001.95,1991.74,1997.92,2233880000.0,0.0,BackTradingStrategy,388,735470.9999999999,Broker,388,98089.01999999997,100086.93999999997,BuySell,388,,,Trades,388,,
389,spx-2013-2018,389,2014-08-26 23:59:59.999989,1998.59,2005.04,1998.59,2000.02,2451950000.0,0.0,BackTradingStrategy,389,735471.9999999999,Broker,389,98089.01999999997,100089.03999999998,BuySell,389,,,Trades,389,,
390,spx-2013-2018,390,2014-08-27 23:59:59.999989,2000.54,2002.14,1996.2,2000.12,2344350000.0,0.0,BackTradingStrategy,390,735472.9999999999,Broker,390,98089.01999999997,100089.13999999997,BuySell,390,,,Trades,390,,
391,spx-2013-2018,391,2014-08-28 23:59:59.999989,1997.42,1998.55,1990.52,1996.74,2282400000.0,0.0,BackTradingStrategy,391,735473.9999999999,Broker,391,98089.01999999997,100085.75999999998,BuySell,391,,,Trades,391,,
392,spx-2013-2018,392,2014-08-29 23:59:59.999989,1998.45,2003.38,1994.65,2003.37,2259130000.0,0.0,BackTradingStrategy,392,735474.9999999999,Broker,392,98089.01999999997,100092.38999999997,BuySell,392,,,Trades,392,,
393,spx-2013-2018,393,2014-09-02 23:59:59.999989,2004.07,2006.12,1994.85,2002.28,2819980000.0,0.0,BackTradingStrategy,393,735478.9999999999,Broker,393,98089.01999999997,100091.29999999997,BuySell,393,,,Trades,393,,
394,spx-2013-2018,394,2014-09-03 23:59:59.999989,2003.57,2009.28,1998.14,2000.72,2809980000.0,0.0,BackTradingStrategy,394,735479.9999999999,Broker,394,98089.01999999997,100089.73999999998,BuySell,394,,,Trades,394,,
395,spx-2013-2018,395,2014-09-04 23:59:59.999989,2001.67,2011.17,1992.54,1997.65,3072410000.0,0.0,BackTradingStrategy,395,735480.9999999999,Broker,395,98089.01999999997,100086.66999999997,BuySell,395,,,Trades,395,,
396,spx-2013-2018,396,2014-09-05 23:59:59.999989,1998.0,2007.71,1990.1,2007.71,2818300000.0,0.0,BackTradingStrategy,396,735481.9999999999,Broker,396,98089.01999999997,100096.72999999998,BuySell,396,,,Trades,396,,
397,spx-2013-2018,397,2014-09-08 23:59:59.999989,2007.17,2007.17,1995.6,2001.54,2789090000.0,0.0,BackTradingStrategy,397,735484.9999999999,Broker,397,98089.01999999997,100090.55999999997,BuySell,397,,,Trades,397,,
398,spx-2013-2018,398,2014-09-09 23:59:59.999989,2000.73,2001.01,1984.61,1988.44,2882830000.0,0.0,BackTradingStrategy,398,735485.9999999999,Broker,398,98089.01999999997,100077.45999999998,BuySell,398,,,Trades,398,,
399,spx-2013-2018,399,2014-09-10 23:59:59.999989,1988.41,1996.66,1982.99,1995.69,2912430000.0,0.0,BackTradingStrategy,399,735486.9999999999,Broker,399,98089.01999999997,100084.70999999998,BuySell,399,,,Trades,399,,
400,spx-2013-2018,400,2014-09-11 23:59:59.999989,1992.85,1997.65,1985.93,1997.45,2941690000.0,0.0,BackTradingStrategy,400,735487.9999999999,Broker,400,100081.86999999998,100081.86999999998,BuySell,400,,1992.85,Trades,400,57.25,
401,spx-2013-2018,401,2014-09-12 23:59:59.999989,1996.74,1996.74,1980.26,1985.54,3206570000.0,0.0,BackTradingStrategy,401,735488.9999999999,Broker,401,98085.12999999998,100070.66999999997,BuySell,401,1996.74,,Trades,401,,
402,spx-2013-2018,402,2014-09-15 23:59:59.999989,1986.04,1987.18,1978.48,1984.13,2776530000.0,0.0,BackTradingStrategy,402,735491.9999999999,Broker,402,98085.12999999998,100069.25999999998,BuySell,402,,,Trades,402,,
403,spx-2013-2018,403,2014-09-16 23:59:59.999989,1981.93,2002.28,1979.06,1998.98,3160310000.0,0.0,BackTradingStrategy,403,735492.9999999999,Broker,403,98085.12999999998,100084.10999999997,BuySell,403,,,Trades,403,,
404,spx-2013-2018,404,2014-09-17 23:59:59.999989,1999.3,2010.74,1993.29,2001.57,3209420000.0,0.0,BackTradingStrategy,404,735493.9999999999,Broker,404,98085.12999999998,100086.69999999998,BuySell,404,,,Trades,404,,
405,spx-2013-2018,405,2014-09-18 23:59:59.999989,2003.07,2012.34,2003.07,2011.36,3235340000.0,0.0,BackTradingStrategy,405,735494.9999999999,Broker,405,98085.12999999998,100096.48999999998,BuySell,405,,,Trades,405,,
406,spx-2013-2018,406,2014-09-19 23:59:59.999989,2012.74,2019.26,2006.59,2010.4,4880220000.0,0.0,BackTradingStrategy,406,735495.9999999999,Broker,406,98085.12999999998,100095.52999999997,BuySell,406,,,Trades,406,,
407,spx-2013-2018,407,2014-09-22 23:59:59.999989,2009.08,2009.08,1991.01,1994.29,3349670000.0,0.0,BackTradingStrategy,407,735498.9999999999,Broker,407,98085.12999999998,100079.41999999997,BuySell,407,,,Trades,407,,
408,spx-2013-2018,408,2014-09-23 23:59:59.999989,1992.78,1995.41,1982.77,1982.77,3279350000.0,0.0,BackTradingStrategy,408,735499.9999999999,Broker,408,98085.12999999998,100067.89999999998,BuySell,408,,,Trades,408,,
409,spx-2013-2018,409,2014-09-24 23:59:59.999989,1983.34,1999.79,1978.63,1998.3,3313850000.0,0.0,BackTradingStrategy,409,735500.9999999999,Broker,409,98085.12999999998,100083.42999999998,BuySell,409,,,Trades,409,,
410,spx-2013-2018,410,2014-09-25 23:59:59.999989,1997.32,1997.32,1965.99,1965.99,3273050000.0,0.0,BackTradingStrategy,410,735501.9999999999,Broker,410,98085.12999999998,100051.11999999998,BuySell,410,,,Trades,410,,
411,spx-2013-2018,411,2014-09-26 23:59:59.999989,1966.22,1986.37,1966.22,1982.85,2929440000.0,0.0,BackTradingStrategy,411,735502.9999999999,Broker,411,98085.12999999998,100067.97999999998,BuySell,411,,,Trades,411,,
412,spx-2013-2018,412,2014-09-29 23:59:59.999989,1978.96,1981.28,1964.04,1977.8,3094440000.0,0.0,BackTradingStrategy,412,735505.9999999999,Broker,412,98085.12999999998,100062.92999999998,BuySell,412,,,Trades,412,,
413,spx-2013-2018,413,2014-09-30 23:59:59.999989,1978.21,1985.17,1968.96,1972.29,3951100000.0,0.0,BackTradingStrategy,413,735506.9999999999,Broker,413,98085.12999999998,100057.41999999997,BuySell,413,,,Trades,413,,
414,spx-2013-2018,414,2014-10-01 23:59:59.999989,1971.44,1971.44,1941.72,1946.16,4188590000.0,0.0,BackTradingStrategy,414,735507.9999999999,Broker,414,98085.12999999998,100031.28999999998,BuySell,414,,,Trades,414,,
415,spx-2013-2018,415,2014-10-02 23:59:59.999989,1945.83,1952.32,1926.03,1946.17,4012510000.0,0.0,BackTradingStrategy,415,735508.9999999999,Broker,415,98085.12999999998,100031.29999999997,BuySell,415,,,Trades,415,,
416,spx-2013-2018,416,2014-10-03 23:59:59.999989,1948.12,1971.19,1948.12,1967.9,3560970000.0,0.0,BackTradingStrategy,416,735509.9999999999,Broker,416,98085.12999999998,100053.02999999997,BuySell,416,,,Trades,416,,
417,spx-2013-2018,417,2014-10-06 23:59:59.999989,1970.01,1977.84,1958.43,1964.82,3358220000.0,0.0,BackTradingStrategy,417,735512.9999999999,Broker,417,98085.12999999998,100049.94999999998,BuySell,417,,,Trades,417,,
418,spx-2013-2018,418,2014-10-07 23:59:59.999989,1962.36,1962.36,1934.87,1935.1,3687870000.0,0.0,BackTradingStrategy,418,735513.9999999999,Broker,418,98085.12999999998,100020.22999999998,BuySell,418,,,Trades,418,,
419,spx-2013-2018,419,2014-10-08 23:59:59.999989,1935.55,1970.36,1925.25,1968.89,4441890000.0,0.0,BackTradingStrategy,419,735514.9999999999,Broker,419,98085.12999999998,100054.01999999997,BuySell,419,,,Trades,419,,
420,spx-2013-2018,420,2014-10-09 23:59:59.999989,1967.68,1967.68,1927.56,1928.21,4344020000.0,0.0,BackTradingStrategy,420,735515.9999999999,Broker,420,98085.12999999998,100013.33999999998,BuySell,420,,,Trades,420,,
421,spx-2013-2018,421,2014-10-10 23:59:59.999989,1925.63,1936.98,1906.05,1906.13,4550540000.0,0.0,BackTradingStrategy,421,735516.9999999999,Broker,421,100010.75999999998,100010.75999999998,BuySell,421,,1925.63,Trades,421,,-71.1099999999999
422,spx-2013-2018,422,2014-10-13 23:59:59.999989,1905.65,1912.09,1874.14,1874.74,4352580000.0,0.0,BackTradingStrategy,422,735519.9999999999,Broker,422,100010.75999999998,100010.75999999998,BuySell,422,,,Trades,422,,
423,spx-2013-2018,423,2014-10-14 23:59:59.999989,1877.11,1898.71,1871.79,1877.7,4812010000.0,0.0,BackTradingStrategy,423,735520.9999999999,Broker,423,100010.75999999998,100010.75999999998,BuySell,423,,,Trades,423,,
424,spx-2013-2018,424,2014-10-15 23:59:59.999989,1874.18,1874.18,1820.66,1862.49,6090800000.0,0.0,BackTradingStrategy,424,735521.9999999999,Broker,424,100010.75999999998,100010.75999999998,BuySell,424,,,Trades,424,,
425,spx-2013-2018,425,2014-10-16 23:59:59.999989,1855.95,1876.01,1835.02,1862.76,5073150000.0,0.0,BackTradingStrategy,425,735522.9999999999,Broker,425,100010.75999999998,100010.75999999998,BuySell,425,,,Trades,425,,
426,spx-2013-2018,426,2014-10-17 23:59:59.999989,1864.91,1898.16,1864.91,1886.76,4482120000.0,0.0,BackTradingStrategy,426,735523.9999999999,Broker,426,100010.75999999998,100010.75999999998,BuySell,426,,,Trades,426,,
427,spx-2013-2018,427,2014-10-20 23:59:59.999989,1885.62,1905.03,1882.3,1904.01,3331210000.0,0.0,BackTradingStrategy,427,735526.9999999999,Broker,427,100010.75999999998,100010.75999999998,BuySell,427,,,Trades,427,,
428,spx-2013-2018,428,2014-10-21 23:59:59.999989,1909.38,1942.45,1909.38,1941.28,3987090000.0,0.0,BackTradingStrategy,428,735527.9999999999,Broker,428,100010.75999999998,100010.75999999998,BuySell,428,,,Trades,428,,
429,spx-2013-2018,429,2014-10-22 23:59:59.999989,1941.29,1949.31,1926.83,1927.11,3761930000.0,0.0,BackTradingStrategy,429,735528.9999999999,Broker,429,100010.75999999998,100010.75999999998,BuySell,429,,,Trades,429,,
430,spx-2013-2018,430,2014-10-23 23:59:59.999989,1931.02,1961.95,1931.02,1950.82,3789250000.0,0.0,BackTradingStrategy,430,735529.9999999999,Broker,430,100010.75999999998,100010.75999999998,BuySell,430,,,Trades,430,,
431,spx-2013-2018,431,2014-10-24 23:59:59.999989,1951.59,1965.27,1946.27,1964.58,3078380000.0,0.0,BackTradingStrategy,431,735530.9999999999,Broker,431,100010.75999999998,100010.75999999998,BuySell,431,,,Trades,431,,
432,spx-2013-2018,432,2014-10-27 23:59:59.999989,1962.97,1964.64,1951.37,1961.63,3538860000.0,0.0,BackTradingStrategy,432,735533.9999999999,Broker,432,100010.75999999998,100010.75999999998,BuySell,432,,,Trades,432,,
433,spx-2013-2018,433,2014-10-28 23:59:59.999989,1964.14,1985.05,1964.14,1985.05,3653260000.0,0.0,BackTradingStrategy,433,735534.9999999999,Broker,433,100010.75999999998,100010.75999999998,BuySell,433,,,Trades,433,,
434,spx-2013-2018,434,2014-10-29 23:59:59.999989,1983.29,1991.4,1969.04,1982.3,3740350000.0,0.0,BackTradingStrategy,434,735535.9999999999,Broker,434,98027.46999999999,100009.76999999999,BuySell,434,1983.29,,Trades,434,,
435,spx-2013-2018,435,2014-10-30 23:59:59.999989,1979.49,1999.4,1974.75,1994.65,3586150000.0,0.0,BackTradingStrategy,435,735536.9999999999,Broker,435,98027.46999999999,100022.11999999998,BuySell,435,,,Trades,435,,
436,spx-2013-2018,436,2014-10-31 23:59:59.999989,2001.2,2018.19,2001.2,2018.05,4292290000.0,0.0,BackTradingStrategy,436,735537.9999999999,Broker,436,98027.46999999999,100045.51999999999,BuySell,436,,,Trades,436,,
437,spx-2013-2018,437,2014-11-03 23:59:59.999989,2018.21,2024.46,2013.68,2017.81,3555440000.0,0.0,BackTradingStrategy,437,735540.9999999999,Broker,437,98027.46999999999,100045.27999999998,BuySell,437,,,Trades,437,,
438,spx-2013-2018,438,2014-11-04 23:59:59.999989,2015.81,2015.98,2001.01,2012.1,3956260000.0,0.0,BackTradingStrategy,438,735541.9999999999,Broker,438,98027.46999999999,100039.56999999999,BuySell,438,,,Trades,438,,
439,spx-2013-2018,439,2014-11-05 23:59:59.999989,2015.29,2023.77,2014.42,2023.57,3766590000.0,0.0,BackTradingStrategy,439,735542.9999999999,Broker,439,98027.46999999999,100051.04,BuySell,439,,,Trades,439,,
440,spx-2013-2018,440,2014-11-06 23:59:59.999989,2023.33,2031.61,2015.86,2031.21,3669770000.0,0.0,BackTradingStrategy,440,735543.9999999999,Broker,440,98027.46999999999,100058.68,BuySell,440,,,Trades,440,,
441,spx-2013-2018,441,2014-11-07 23:59:59.999989,2032.36,2034.26,2025.07,2031.92,3704280000.0,0.0,BackTradingStrategy,441,735544.9999999999,Broker,441,98027.46999999999,100059.38999999998,BuySell,441,,,Trades,441,,
442,spx-2013-2018,442,2014-11-10 23:59:59.999989,2032.01,2038.7,2030.17,2038.26,3284940000.0,0.0,BackTradingStrategy,442,735547.9999999999,Broker,442,98027.46999999999,100065.72999999998,BuySell,442,,,Trades,442,,
443,spx-2013-2018,443,2014-11-11 23:59:59.999989,2038.2,2041.28,2035.28,2039.68,2958320000.0,0.0,BackTradingStrategy,443,735548.9999999999,Broker,443,98027.46999999999,100067.14999999998,BuySell,443,,,Trades,443,,
444,spx-2013-2018,444,2014-11-12 23:59:59.999989,2037.75,2040.33,2031.95,2038.25,3246650000.0,0.0,BackTradingStrategy,444,735549.9999999999,Broker,444,98027.46999999999,100065.71999999999,BuySell,444,,,Trades,444,,
445,spx-2013-2018,445,2014-11-13 23:59:59.999989,2039.21,2046.18,2030.44,2039.33,3455270000.0,0.0,BackTradingStrategy,445,735550.9999999999,Broker,445,98027.46999999999,100066.79999999999,BuySell,445,,,Trades,445,,
446,spx-2013-2018,446,2014-11-14 23:59:59.999989,2039.74,2042.22,2035.2,2039.82,3227130000.0,0.0,BackTradingStrategy,446,735551.9999999999,Broker,446,98027.46999999999,100067.29,BuySell,446,,,Trades,446,,
447,spx-2013-2018,447,2014-11-17 23:59:59.999989,2038.29,2043.07,2034.46,2041.32,3152890000.0,0.0,BackTradingStrategy,447,735554.9999999999,Broker,447,98027.46999999999,100068.79,BuySell,447,,,Trades,447,,
448,spx-2013-2018,448,2014-11-18 23:59:59.999989,2041.48,2056.08,2041.48,2051.8,3416190000.0,0.0,BackTradingStrategy,448,735555.9999999999,Broker,448,98027.46999999999,100079.26999999999,BuySell,448,,,Trades,448,,
449,spx-2013-2018,449,2014-11-19 23:59:59.999989,2051.16,2052.14,2040.37,2048.72,3390850000.0,0.0,BackTradingStrategy,449,735556.9999999999,Broker,449,98027.46999999999,100076.18999999999,BuySell,449,,,Trades,449,,
450,spx-2013-2018,450,2014-11-20 23:59:59.999989,2045.87,2053.84,2040.49,2052.75,3128290000.0,0.0,BackTradingStrategy,450,735557.9999999999,Broker,450,98027.46999999999,100080.21999999999,BuySell,450,,,Trades,450,,
451,spx-2013-2018,451,2014-11-21 23:59:59.999989,2057.46,2071.46,2056.75,2063.5,3916420000.0,0.0,BackTradingStrategy,451,735558.9999999999,Broker,451,98027.46999999999,100090.96999999999,BuySell,451,,,Trades,451,,
452,spx-2013-2018,452,2014-11-24 23:59:59.999989,2065.07,2070.17,2065.07,2069.41,3128060000.0,0.0,BackTradingStrategy,452,735561.9999999999,Broker,452,98027.46999999999,100096.87999999999,BuySell,452,,,Trades,452,,
453,spx-2013-2018,453,2014-11-25 23:59:59.999989,2070.15,2074.21,2064.75,2067.03,3392940000.0,0.0,BackTradingStrategy,453,735562.9999999999,Broker,453,98027.46999999999,100094.49999999999,BuySell,453,,,Trades,453,,
454,spx-2013-2018,454,2014-11-26 23:59:59.999989,2067.36,2073.29,2066.62,2072.83,2745260000.0,0.0,BackTradingStrategy,454,735563.9999999999,Broker,454,100094.82999999999,100094.82999999999,BuySell,454,,2067.36,Trades,454,84.07000000000016,
455,spx-2013-2018,455,2014-11-28 23:59:59.999989,2074.78,2075.76,2065.06,2067.56,2504640000.0,0.0,BackTradingStrategy,455,735565.9999999999,Broker,455,98020.04999999999,100087.60999999999,BuySell,455,2074.78,,Trades,455,,
456,spx-2013-2018,456,2014-12-01 23:59:59.999989,2065.78,2065.78,2049.57,2053.44,4159010000.0,0.0,BackTradingStrategy,456,735568.9999999999,Broker,456,100085.82999999999,100085.82999999999,BuySell,456,,2065.78,Trades,456,,-9.0
457,spx-2013-2018,457,2014-12-02 23:59:59.999989,2053.77,2068.77,2053.77,2066.55,3686650000.0,0.0,BackTradingStrategy,457,735569.9999999999,Broker,457,98032.05999999998,100098.60999999999,BuySell,457,2053.77,,Trades,457,,
458,spx-2013-2018,458,2014-12-03 23:59:59.999989,2067.45,2076.28,2066.65,2074.33,3612680000.0,0.0,BackTradingStrategy,458,735570.9999999999,Broker,458,98032.05999999998,100106.38999999998,BuySell,458,,,Trades,458,,
459,spx-2013-2018,459,2014-12-04 23:59:59.999989,2073.64,2077.34,2062.34,2071.92,3408340000.0,0.0,BackTradingStrategy,459,735571.9999999999,Broker,459,98032.05999999998,100103.97999999998,BuySell,459,,,Trades,459,,
460,spx-2013-2018,460,2014-12-05 23:59:59.999989,2072.78,2079.47,2070.81,2075.37,3419620000.0,0.0,BackTradingStrategy,460,735572.9999999999,Broker,460,98032.05999999998,100107.42999999998,BuySell,460,,,Trades,460,,
461,spx-2013-2018,461,2014-12-08 23:59:59.999989,2074.84,2075.78,2054.27,2060.31,3800990000.0,0.0,BackTradingStrategy,461,735575.9999999999,Broker,461,98032.05999999998,100092.36999999998,BuySell,461,,,Trades,461,,
462,spx-2013-2018,462,2014-12-09 23:59:59.999989,2056.55,2060.6,2034.17,2059.82,3970150000.0,0.0,BackTradingStrategy,462,735576.9999999999,Broker,462,98032.05999999998,100091.87999999999,BuySell,462,,,Trades,462,,
463,spx-2013-2018,463,2014-12-10 23:59:59.999989,2058.86,2058.86,2024.26,2026.14,4114440000.0,0.0,BackTradingStrategy,463,735577.9999999999,Broker,463,98032.05999999998,100058.19999999998,BuySell,463,,,Trades,463,,
464,spx-2013-2018,464,2014-12-11 23:59:59.999989,2027.92,2055.53,2027.92,2035.33,3917950000.0,0.0,BackTradingStrategy,464,735578.9999999999,Broker,464,98032.05999999998,100067.38999999998,BuySell,464,,,Trades,464,,
465,spx-2013-2018,465,2014-12-12 23:59:59.999989,2030.36,2032.25,2002.33,2002.33,4157650000.0,0.0,BackTradingStrategy,465,735579.9999999999,Broker,465,98032.05999999998,100034.38999999998,BuySell,465,,,Trades,465,,
466,spx-2013-2018,466,2014-12-15 23:59:59.999989,2005.03,2018.69,1982.26,1989.63,4361990000.0,0.0,BackTradingStrategy,466,735582.9999999999,Broker,466,98032.05999999998,100021.68999999999,BuySell,466,,,Trades,466,,
467,spx-2013-2018,467,2014-12-16 23:59:59.999989,1986.71,2016.89,1972.56,1972.74,4958680000.0,0.0,BackTradingStrategy,467,735583.9999999999,Broker,467,98032.05999999998,100004.79999999999,BuySell,467,,,Trades,467,,
468,spx-2013-2018,468,2014-12-17 23:59:59.999989,1973.77,2016.75,1973.77,2012.89,4942370000.0,0.0,BackTradingStrategy,468,735584.9999999999,Broker,468,98032.05999999998,100044.94999999998,BuySell,468,,,Trades,468,,
469,spx-2013-2018,469,2014-12-18 23:59:59.999989,2018.98,2061.23,2018.98,2061.23,4703380000.0,0.0,BackTradingStrategy,469,735585.9999999999,Broker,469,98032.05999999998,100093.28999999998,BuySell,469,,,Trades,469,,
470,spx-2013-2018,470,2014-12-19 23:59:59.999989,2061.04,2077.85,2061.03,2070.65,6465530000.0,0.0,BackTradingStrategy,470,735586.9999999999,Broker,470,98032.05999999998,100102.70999999998,BuySell,470,,,Trades,470,,
471,spx-2013-2018,471,2014-12-22 23:59:59.999989,2069.28,2078.76,2069.28,2078.54,3369520000.0,0.0,BackTradingStrategy,471,735589.9999999999,Broker,471,98032.05999999998,100110.59999999998,BuySell,471,,,Trades,471,,
472,spx-2013-2018,472,2014-12-23 23:59:59.999989,2081.48,2086.73,2079.77,2082.17,3043950000.0,0.0,BackTradingStrategy,472,735590.9999999999,Broker,472,98032.05999999998,100114.22999999998,BuySell,472,,,Trades,472,,
473,spx-2013-2018,473,2014-12-24 23:59:59.999989,2083.25,2087.56,2081.86,2081.88,1416980000.0,0.0,BackTradingStrategy,473,735591.9999999999,Broker,473,98032.05999999998,100113.93999999999,BuySell,473,,,Trades,473,,
